year,peut_VERB abattre_VERB,peut_VERB rabattre_VERB
1861,1.212002729289452e-07,6.6023493339173456e-09
1862,7.273958146924997e-08,6.776979422085105e-09
1863,7.541877522498908e-08,1.048870412745373e-08
1864,8.87024640405798e-08,1.4863656971897399e-08
1865,6.307171673824996e-08,4.706844247692743e-09
1866,6.47126512376417e-08,9.244664589402873e-09
1867,7.667442503134225e-08,5.82337378318698e-09
1868,4.4952855660085334e-08,7.903798504571569e-09
1869,5.7137174991339634e-08,7.325278605918584e-09
1870,3.7271316699616364e-08,1.0321287824410774e-08
1871,9.028000391708701e-08,2.1242354542039266e-09
1872,6.47065334646868e-08,5.442605477412599e-09
1873,7.781805777540285e-08,1.5563610844537834e-08
1874,5.735624597491551e-08,1.2546679251101978e-08
1875,1.0069887679264866e-07,1.2015206607429718e-08
1876,6.590155976482492e-08,3.204387866162506e-08
1877,5.999271479595336e-08,1.1132669008873108e-08
1878,7.488470288308235e-08,1.3889904337816006e-08
1879,4.2765275765077604e-08,1.4051448005147904e-08
1880,5.198455355071019e-08,9.626769603698904e-09
1881,5.438555916725818e-08,9.064259565150223e-09
1882,5.1912003584675404e-08,1.3976308999019693e-08
1883,5.497824773215143e-08,6.319338829996468e-09
1884,4.291102939646407e-08,3.300848483434038e-09
1885,5.285421167400273e-08,7.7347630522695e-09
1886,6.969740695694782e-08,1.613365974151293e-08
1887,4.309090329002174e-08,6.528924512139156e-09
1888,4.882273429984707e-08,1.014498351992188e-08
1889,5.200063668553412e-08,6.891650361495749e-09
1890,2.2940351840361473e-08,3.2771931834929546e-09
1891,5.8005401371019616e-08,1.2748440525456317e-08
1892,5.7043461509920235e-08,9.402768341715273e-09
1893,5.788911394688512e-08,1.0469308087124318e-08
1894,3.843938856107343e-08,8.822155450616265e-09
1895,4.513960760732516e-08,4.814891596538473e-09
1896,4.599682768002822e-08,4.717623180994224e-09
1897,4.777905004971217e-08,1.631479840114025e-08
1898,3.281845906144554e-08,9.05336783318944e-09
1899,4.366786754417262e-08,6.633094074004475e-09
1900,2.387884379118077e-08,1.142031713641245e-08
1901,5.812288605966387e-08,8.941982265753268e-09
1902,7.021706238674597e-08,8.101968518303693e-08
1903,3.510143287144274e-08,9.720396931811592e-09
1904,4.6759240035498806e-08,3.7622376325430196e-09
1905,5.728442431518488e-08,4.64468330463319e-09
1906,4.73264982758792e-08,2.0576738091193647e-09
1907,3.754275823553144e-08,9.257117739025489e-09
1908,3.97822503828138e-08,1.7189861978295085e-08
1909,4.290767208203761e-08,5.5009836685826485e-09
1910,4.649411167179096e-08,3.206490406526541e-09
1911,4.735132819178034e-08,5.3203743632934675e-09
1912,5.782457535019603e-08,1.0939784189645252e-08
1913,4.9848104310967756e-08,6.893886794756554e-09
1914,6.897646187553619e-08,2.0759905794420774e-08
1915,4.476689596799588e-08,7.068456930880984e-09
1916,5.8233549538044826e-08,1.648119329900055e-08
1917,8.334482259897413e-08,2.3029491202919417e-08
1918,8.959373332118048e-08,4.594550517822427e-09
1919,6.721729306491397e-08,1.1049418269237776e-08
1920,4.846228307542333e-08,9.086678076641874e-09
1921,5.2251955651172466e-08,4.543648568500203e-09
1922,4.574319945049865e-08,9.591316185719734e-09
1923,4.352538596208433e-08,1.0615948120573648e-08
1924,4.1253198190815965e-08,1.0313299547703991e-08
1925,2.969508017258704e-08,3.299453377181294e-09
1926,5.461607699430715e-08,7.802296586589819e-09
1927,5.797597069090443e-08,7.804457524684949e-09
1928,3.427812345080383e-08,1.1426041224282812e-09
1929,4.567566591617833e-08,3.342121912552898e-09
1930,7.457558837131728e-08,8.402882833991043e-09
1931,7.413481739604322e-08,1.596749932275543e-08
1932,4.7126007984843454e-08,1.0959536389520963e-08
1933,5.047091278242988e-08,3.4411986593596566e-09
1934,4.912448048344231e-08,3.5944740517379614e-09
1935,3.351119559624749e-08,9.574627313213568e-09
1936,4.00115567344983e-08,7.274828739411987e-09
1937,1.271702956273657e-07,2.0145789036973838e-08
1938,4.148868626430158e-08,3.8895642262559704e-09
1939,5.964679417047591e-08,6.117620188206274e-09
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,8.264207451702532e-08,1.1806010391524069e-08
1942,5.461581054078124e-08,6.068423541449874e-09
1943,8.129058670647282e-08,0.0
1944,4.819779064746399e-08,0.0
1945,3.703456741277478e-08,4.357008087652048e-09
1946,5.0115975369635635e-08,2.7842208538686464e-09
1947,4.0530959921625254e-08,9.536696765621855e-09
1948,4.892349636520521e-08,9.784699273041042e-09
1949,3.239612667016445e-08,1.9634016634739737e-09
1950,3.403315673722318e-08,3.190608444114673e-09
1951,4.157946520422229e-08,6.396841278899501e-09
1952,4.112473561690422e-08,6.326882129314981e-09
1953,6.141081598798337e-08,6.464296653518886e-09
1954,1.1824768364476768e-07,5.863521668203475e-09
1955,2.9095383879962355e-08,5.631364707880948e-09
1956,8.895564462818584e-08,8.72114158667614e-10
1957,8.923387895265478e-08,7.951533653738352e-09
1958,7.362296372548371e-08,6.617794756635931e-09
1959,1.379633118858692e-07,2.325224457422337e-09
1960,8.512625271350771e-08,4.844583401109048e-09
1961,4.446821932901912e-08,4.86371165564492e-09
1962,3.7417542841922113e-08,7.610347907416326e-09
1963,2.198458126656533e-08,6.466053470433053e-09
1964,4.015419108327478e-08,1.2167936658258327e-09
1965,3.720989383282358e-08,2.188817349590977e-09
1966,4.043524626240469e-08,3.3234448526542337e-09
1967,3.3526280418527676e-08,4.930335695263466e-09
1968,4.581244184009847e-08,2.245707841908029e-09
1969,5.04135115875215e-08,2.7250546263957176e-09
1970,4.322801672174137e-08,3.219107425067591e-09
1971,4.213486093362917e-08,7.193756701440179e-09
1972,4.15541911991113e-08,7.69522046084603e-09
1973,4.079770832277063e-08,3.859242703185828e-09
1974,4.106667361725158e-08,7.875800456247362e-09
1975,4.3407247574123176e-08,1.7134440533084216e-09
1976,3.828062844490887e-08,5.713526984862938e-09
1977,3.173462204131283e-08,4.7014254711541525e-09
1978,2.673266052966028e-08,4.158414057542359e-09
1979,3.4526642878063285e-08,7.022368020415115e-09
1980,3.1268328370970266e-08,1.7055452605774235e-09
1981,4.427884547908434e-08,5.060439622894819e-09
1982,3.1658260013500694e-08,3.7245013739806154e-09
1983,3.031351525351056e-08,3.157658134966823e-09
1984,2.8995042811175153e-08,4.059305780401701e-09
1985,3.428868211585723e-08,4.210890747202711e-09
1986,2.997242631863628e-08,6.593933843390687e-09
1987,3.849814689260711e-08,4.888653482026939e-09
1988,2.338656024392094e-08,5.99655392008458e-09
1989,2.250130037850795e-08,4.939309850016116e-09
1990,3.105731138930423e-08,4.358920779878872e-09
1991,4.9822453718206816e-08,7.033758464558559e-09
1992,2.8651710337612712e-08,4.4079553340736766e-09
1993,2.4372512896775334e-08,6.647049133334804e-09
1994,3.428702299856923e-08,4.2199412852994556e-09
1995,3.036572593373421e-08,4.337960657352369e-09
1996,3.042712393153124e-08,3.736664311304594e-09
1997,2.972834600711849e-08,5.274384040632185e-09
1998,3.2900093316357015e-08,5.2449422582867555e-09
1999,2.696418732739403e-08,5.0272213059088244e-09
2000,3.35770380388567e-08,6.627047355323157e-09
2001,3.7240301509200435e-08,5.695575122643959e-09
2002,2.716357272447567e-08,1.445803121669087e-08
2003,3.083523125724241e-08,7.91715315529018e-09
2004,2.1583476339515073e-08,4.404791198453495e-09
2005,3.0625496805214425e-08,6.305249655724765e-09
2006,2.388376074691223e-08,3.294311934354255e-09
2007,2.6363563776499177e-08,7.988958827809256e-09
2008,2.8950589481269162e-08,6.3861596011349775e-09
2009,3.4330987830344384e-08,6.675469510497578e-09
2010,3.684558436134466e-08,6.140930874920514e-09
2011,3.020937811015756e-08,3.823971805871906e-09
2012,2.927657405393802e-08,6.127654827992046e-09
2013,3.402732673407627e-08,7.2517249982695375e-09
2014,6.128210117140043e-08,3.2481677347817595e-09
2015,4.344487791740903e-08,5.098123256885856e-09
2016,5.0126427453278666e-08,5.799752234025846e-09
2017,3.370919188228072e-08,5.7859059765519305e-09
2018,3.898014711012365e-08,5.937373259712331e-09
2019,6.198900592835344e-08,3.5713827450933877e-09
