year,voulait_VERB assembler_VERB,voulait_VERB rassembler_VERB
1874,1.1351757756017378e-08,3.5847653734322193e-09
1875,0.0,6.293679799540541e-09
1876,6.04601479992084e-10,1.6928840551599933e-08
1877,6.184815992682502e-10,1.1132669008873108e-08
1878,0.0,4.831270938865373e-09
1879,1.832797580370027e-09,1.2829582729523281e-08
1880,6.417846254436199e-10,1.0268554007097919e-08
1881,4.8807553554297556e-09,3.4862537301449947e-09
1882,2.6621540527571597e-09,8.652000893505374e-09
1883,3.159669414998234e-09,3.791603475633565e-09
1884,1.3203393933736152e-09,1.9805090900604227e-09
1885,1.933690763067375e-09,3.2228177904158883e-09
1886,1.1616235084943582e-08,1.097088819790315e-08
1887,9.140494583448344e-09,5.223139698529167e-09
1888,0.0,5.706553452000662e-09
1889,6.265136742733546e-10,6.265136853755848e-09
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,1.2748440081367107e-09,1.0198752065093686e-08
1892,6.268512375839919e-09,1.2537024751679837e-09
1893,4.310891643655168e-09,6.774258043407144e-09
1894,2.520615716150587e-09,8.192000855444803e-09
1895,1.8055843487019274e-09,6.6204757231957956e-09
1896,5.89702897624278e-10,1.179405795248556e-09
1897,0.0,5.2440420894583895e-09
1898,5.092519295146758e-09,3.960848538042683e-09
1899,5.527578395003729e-10,2.2110313580014918e-09
1900,5.191053142894475e-10,1.453494924419374e-08
1901,0.0,8.941982265753268e-09
1902,4.910283846193408e-10,4.910283735171106e-09
1903,1.0800440541913758e-09,1.0260418292773466e-08
1904,0.0,1.0749250378694342e-09
1905,5.160759042333041e-10,7.2250627702885595e-09
1906,0.0,7.716276506641861e-09
1907,0.0,6.685696440911215e-09
1908,9.822778146428846e-10,7.858222517143076e-09
1909,1.6502950117569526e-09,3.300590023513905e-09
1910,1.068830135508847e-09,5.34415089958884e-09
1911,5.320374141248863e-10,1.1172785363555704e-08
1912,2.0837684910901544e-09,7.293189607793238e-09
1913,1.590896969716482e-09,7.42418571064718e-09
1914,6.696743715117748e-10,2.0090231700464756e-08
1915,0.0,0.0
1916,0.0,1.8678685265172135e-08
1917,0.0,9.869782324756216e-09
1918,0.0,9.189101035644853e-09
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,0.0,8.329454459499175e-09
1921,3.7863738810983705e-09,9.844571380313027e-09
1922,0.0,6.640141769764796e-09
1923,1.0615948120573648e-09,1.4862327368803108e-08
1924,0.0,1.675911143195208e-08
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,1.0031524944054127e-08
1927,2.2298449753321847e-09,1.0034302277972529e-08
1928,0.0,4.570416489713125e-09
1929,0.0,1.2254447234738564e-08
1930,0.0,8.402882833991043e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,8.767629289252454e-09
1933,0.0,4.588264879146209e-09
1934,0.0,0.0
1935,0.0,1.196828414151696e-09
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,0.0,7.554670666820584e-09
1938,0.0,5.186085783037697e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,2.5357829613881222e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,0.0,6.535512131478072e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,0.0,6.381216888229346e-09
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,0.0,5.272402070488624e-09
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,9.772536113672459e-10,8.795282724349818e-09
1955,0.0,4.6928039232341234e-09
1956,3.488456634670456e-09,9.593255967388359e-09
1957,0.0,1.3252556385623393e-08
1958,0.0,3.3088973783179654e-09
1959,0.0,6.975672928177801e-09
1960,6.920833350854139e-10,1.1765417085030094e-08
1961,2.08444772553662e-09,1.528595028332802e-08
1962,0.0,1.0147130247162295e-08
1963,0.0,9.052474325699222e-09
1964,6.083968329129164e-10,7.300761772910391e-09
1965,5.472043373977442e-10,1.1491291473930687e-08
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,1.4791006197611978e-09,8.874604162656397e-09
1968,4.4914158503495116e-10,9.88111459321317e-09
1969,1.3625273131978588e-09,1.090021850558287e-08
1970,4.1388523719376735e-09,1.977451802304131e-08
1971,1.541519245584766e-09,6.679916619845017e-09
1972,5.130146862875051e-10,5.643161493651405e-09
1973,1.6539611902288698e-09,1.3783009400469837e-08
1974,1.6876715580593782e-09,9.00091468025721e-09
1975,3.4268881066168433e-09,1.3707552426467373e-08
1976,0.0,5.142174241967723e-09
1977,0.0,7.052138428775834e-09
1978,2.3762365408686037e-09,1.3663360221016774e-08
1979,0.0,1.1703946256602649e-08
1980,1.1370301367108482e-09,9.664756106531058e-09
1981,0.0,6.325549417596221e-09
1982,0.0,1.6760255405756652e-08
1983,1.2630632095778083e-09,1.326216381158929e-08
1984,0.0,9.858314165001048e-09
1985,1.2031116103372597e-09,7.820225356169885e-09
1986,5.994485463567401e-10,1.1389522214244607e-08
1987,6.110816852533674e-10,2.261002229886344e-08
1988,0.0,1.6190695006912392e-08
1989,3.2928733073589456e-09,1.4269117443177493e-08
1990,5.44865097484859e-10,1.7435683119515488e-08
1991,5.861465202094962e-10,1.1722930182145319e-08
1992,0.0,1.8182815253453555e-08
1993,2.2156829704300662e-09,1.4401939196773128e-08
1994,0.0,1.318731612798274e-08
1995,1.0844901643380922e-09,1.8978578708583882e-08
1996,1.067618438099771e-09,1.1209993822092201e-08
1997,0.0,8.630809844589749e-09
1998,0.0,1.8118891276230897e-08
1999,0.0,1.553868322901053e-08
2000,1.7672125984802278e-09,1.2812291672048559e-08
2001,4.3812117822561447e-10,1.664860427297299e-08
2002,1.3143663935011318e-09,1.4019908789464353e-08
2003,3.333538334260311e-09,1.4584229823810801e-08
2004,8.809582507929292e-10,1.6297727611913615e-08
2005,9.007499190971657e-10,1.170974872621855e-08
2006,8.235779835885637e-10,1.5647982465338828e-08
2007,1.5977917877663117e-09,1.837460494868992e-08
2008,4.257439678578834e-10,1.702975893635994e-08
2009,9.53638501499654e-10,1.6211854969583328e-08
2010,4.723793023408973e-10,1.4171378737160012e-08
2011,1.529588788962144e-09,1.6825476123472072e-08
2012,0.0,1.5319137958158535e-08
2013,5.578250084070646e-10,1.6455837581474952e-08
2014,1.0827225782605865e-09,1.8406284496563785e-08
2015,1.7732603163622684e-09,1.5959342292148904e-08
2016,1.2428040818690533e-09,1.491364898242864e-08
2017,1.0062445321423752e-09,1.509366853724714e-08
2018,1.290733298020541e-09,1.523065407127433e-08
2019,1.02039510174734e-09,1.4540630033366142e-08
