year,eût_VERB établi_VERB,eût_VERB etabli_VERB,eût_VERB rétabli_VERB
1999,6.8553016596695215e-09,0.0,6.398281460207045e-09
2000,8.394259509714175e-09,0.0,2.6508188977203417e-09
2001,6.571817756650944e-09,0.0,2.6287270138425356e-09
2002,1.4019908789464353e-08,0.0,2.1906108038649563e-09
2003,5.416999737661854e-09,0.0,1.6667691671301554e-09
2004,1.2333415178034102e-08,0.0,4.404791198453495e-09
2005,7.656374201303606e-09,0.0,2.702249757291497e-09
2006,4.529678854225949e-09,0.0,4.117890028965121e-09
2007,8.787854888225866e-09,0.0,1.997239706952314e-09
2008,7.2376473703172906e-09,0.0,2.1287198670449925e-09
2009,8.582746957586096e-09,0.0,4.76819250749827e-10
2010,8.030448306328708e-09,0.0,1.8895172093635892e-09
2011,6.118355155848576e-09,0.0,1.1471915639660324e-09
2012,9.19148224198807e-09,0.0,1.3617010852229328e-09
2013,1.0319762822064149e-08,0.0,3.3469500504423877e-09
2014,1.0827226226695075e-08,0.0,3.897801192920269e-09
2015,1.684597350504191e-08,0.0,4.876465897751814e-09
2016,2.3613276667333594e-08,0.0,7.663958356829426e-09
2017,9.810884549210641e-09,0.0,2.264050280587071e-09
2018,9.809573597863164e-09,0.0,1.5488800242380307e-09
2019,1.0969247732361964e-08,0.0,3.3162841361900064e-09
