year,faudrait_VERB assurer_VERB,faudrait_VERB rassurer_VERB
1862,4.066187830886747e-09,4.517986262886353e-10
1863,3.995696662428827e-09,0.0
1864,2.3973640850272204e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,1.4596839292835284e-09,0.0
1867,1.455843445796745e-09,1.455843445796745e-09
1868,6.915823469455518e-09,0.0
1869,3.4184632902167778e-09,4.883519144627257e-10
1870,1.7202146374017957e-09,0.0
1871,7.434824311758348e-09,0.0
1872,7.861540751719076e-09,0.0
1873,1.7958012854535355e-09,0.0
1874,6.572069999322139e-09,5.974609140757536e-10
1875,5.149374260327022e-09,5.721527140956084e-10
1876,3.02300739996042e-09,0.0
1877,4.329371083855449e-09,0.0
1878,4.831270938865373e-09,0.0
1879,2.443730107160036e-09,0.0
1880,1.0910338410496934e-08,6.417846254436199e-10
1881,7.669758161910067e-09,0.0
1882,9.317538740560849e-09,0.0
1883,8.847074184359371e-09,0.0
1884,5.281357573494461e-09,2.6406787867472303e-09
1885,1.2246707647989297e-08,0.0
1886,1.0325542199041138e-08,1.2906927748801422e-09
1887,6.528924512139156e-09,3.264462256069578e-09
1888,6.340614699951175e-09,1.268122939990235e-09
1889,1.0024218788373673e-08,6.265136853755848e-09
1890,1.1797895993481688e-08,1.3108772956016423e-09
1891,1.5935549768641977e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,1.847524977449666e-08,5.542574843531156e-09
1894,1.3233232287745977e-08,0.0
1895,1.2037228991346183e-08,0.0
1896,1.2383760683576384e-08,0.0
1897,1.4566784223291052e-08,4.078699600285063e-09
1898,4.52668391659472e-09,3.3950129374460403e-09
1899,9.39688327150634e-09,5.527578395003729e-10
1900,2.0245106924221545e-08,0.0
1901,2.2913829056392387e-08,0.0
1902,1.4239823542538943e-08,0.0
1903,1.0800440541913758e-08,5.400220270956879e-10
1904,1.2361637935498493e-08,1.0749250378694342e-09
1905,2.8900251081154238e-08,2.0643036169332163e-09
1906,2.36632491379396e-08,0.0
1907,4.165703160197154e-08,0.0
1908,2.2101250607420297e-08,0.0
1909,2.7504917454734823e-08,4.400786846048277e-09
1910,2.7255168788542505e-08,0.0
1911,2.074945903984826e-08,2.6601871816467337e-09
1912,1.719108944087111e-08,0.0
1913,1.3257474229533273e-08,0.0
1914,2.209925398233281e-08,3.3483718020477227e-09
1915,1.6493066468115103e-08,0.0
1916,1.4283700444650549e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,2.067547733020092e-08,0.0
1919,3.222746869369075e-08,0.0
1920,2.2716694303426266e-08,7.572231730534895e-10
1921,1.8931869405491852e-08,1.5145494858259667e-09
1922,1.2542490601674672e-08,0.0
1923,9.554353752605493e-09,0.0
1924,2.707241186783449e-08,7.734974438733389e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,0.0
1927,1.8953683067479687e-08,1.1149224876660924e-09
1928,1.7139061725401916e-08,1.1426041224282812e-09
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,0.0
1931,1.8248570654577634e-08,3.4216069977333063e-09
1932,8.767629289252454e-09,0.0
1933,1.605892663292252e-08,1.1470662197865522e-09
1934,2.6359476379411717e-08,0.0
1935,1.9149254626427137e-08,0.0
1936,1.9399543305098632e-08,2.424942913137329e-09
1937,2.392312481447334e-08,0.0
1938,3.5006078036303734e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,2.9234318077442367e-08,0.0
1947,2.7418003867296648e-08,3.5762612871081956e-09
1948,1.9569398546082084e-08,2.174377566888097e-09
1949,2.1597418964347526e-08,0.0
1950,2.8715476219076663e-08,1.0635361480382244e-09
1951,7.462981344019681e-09,0.0
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,8.795282724349818e-09,0.0
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,1.4825940475304833e-08,8.72114158667614e-10
1957,2.2087593976038988e-08,8.835037701437898e-10
1958,1.9853384713997002e-08,8.272243445794913e-10
1959,1.7826719656000023e-08,1.5501495642666896e-09
1960,1.591791587429725e-08,2.7683333403416555e-09
1961,2.640300600376122e-08,0.0
1962,1.1415521861124489e-08,0.0
1963,1.6165133231993423e-08,1.2932106496776896e-09
1964,2.6161064425878067e-08,6.083968329129164e-10
1965,1.641613067704384e-08,0.0
1966,2.215629990587331e-08,1.1078149508847446e-09
1967,2.070740912074598e-08,1.9721342336964653e-09
1968,1.4821671889819754e-08,8.982831700699023e-10
1969,2.4071315607443466e-08,4.5417578031781147e-10
1970,2.6212733317265702e-08,0.0
1971,3.083038535578453e-08,5.138397485282553e-10
1972,1.128632298730281e-08,0.0
1973,1.598829157956061e-08,5.513203782392395e-10
1974,2.3627400480563665e-08,2.2502286700643026e-09
1975,2.5701661243715535e-08,5.711480177694739e-10
1976,3.428116102099921e-08,0.0
1977,1.7630345183761165e-08,5.876781838942691e-10
1978,2.3762364520507617e-08,0.0
1979,1.404473604083023e-08,2.3407893401383717e-09
1980,1.819248218737357e-08,1.7055452605774235e-09
1981,2.0874313833019187e-08,1.2651099057237047e-09
1982,2.4209258597807093e-08,0.0
1983,2.652432762317858e-08,1.89459470334441e-09
1984,2.7835241667162336e-08,1.1598016991243298e-09
1985,2.4062231318566774e-08,0.0
1986,1.6185110141009318e-08,2.997242676272549e-09
1987,1.8332450224534114e-08,1.2221633705067347e-09
1988,1.679035044332977e-08,5.996553809062277e-10
1989,3.0733485090195245e-08,0.0
1990,1.689081763345257e-08,5.44865097484859e-10
1991,1.817054240405014e-08,1.7584396161396398e-09
1992,2.3692759754112558e-08,1.65298330578878e-09
1993,1.3294098266669607e-08,1.661762283333701e-09
1994,2.4264663167627987e-08,5.274926606624319e-10
1995,2.4943274112843028e-08,5.422450821690461e-10
1996,2.5622842514394506e-08,1.067618438099771e-09
1997,1.7261619689179497e-08,0.0
1998,1.7642078020685403e-08,0.0
1999,1.4624643718263997e-08,9.140402323914998e-10
2000,1.988114206596947e-08,1.7672125984802278e-09
2001,1.1391150245287918e-08,2.6287270138425356e-09
2002,1.0076809608960957e-08,4.38122149670761e-10
2003,1.7084383685528337e-08,0.0
2004,1.189293641346012e-08,4.404791253964646e-10
2005,3.0625496805214425e-08,4.5037495954858286e-10
2006,2.0177660431386357e-08,8.235779835885637e-10
2007,1.997239706952314e-08,7.988958938831558e-10
2008,1.702975893635994e-08,8.514879357157668e-10
2009,1.4781396551200032e-08,9.53638501499654e-10
2010,2.0312310056169736e-08,9.447586046817946e-10
2011,1.8355065023456518e-08,3.82397197240536e-10
2012,1.05531832161887e-08,1.7021263287730903e-09
2013,1.4503449996539075e-08,3.0680376017500066e-09
2014,1.1693403578760808e-08,6.496335691608124e-10
2015,7.979671146074452e-09,8.866301581811342e-10
2016,8.078226088059637e-09,2.0713400439298368e-10
2017,8.553078245654433e-09,1.509366853724714e-09
2018,9.809573597863164e-09,1.5488800242380307e-09
2019,8.418259866971312e-09,2.04079020349468e-09
