year,voudraient_VERB entrer_VERB,voudraient_VERB rentrer_VERB
1929,1.893869061575515e-08,5.570202965543558e-09
1930,1.575540586884472e-08,7.352522590764465e-09
1931,2.0529641986399838e-08,7.983749661377715e-09
1932,8.767629289252454e-09,1.3151444377967891e-08
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,1.4377896206951846e-08,3.5944740517379614e-09
1935,2.154291145473053e-08,3.590485242455088e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,1.7627565185307503e-08,2.5182236296217297e-09
1938,1.9447821131279852e-08,7.779128452511941e-09
1939,9.176430282309411e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,1.5313215584455975e-08,6.960552134671616e-09
1947,1.1920871401116528e-08,2.3841741914054637e-09
1948,1.7395020535104777e-08,2.174377566888097e-09
1949,8.835307596655184e-09,7.853606653895895e-09
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,8.529121409139861e-09,1.0661401761424827e-09
1952,1.2653764258629963e-08,1.1599284199803606e-08
1953,2.2625037843226892e-08,6.464296653518886e-09
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,1.0324168187025862e-08,3.754243138587299e-09
1956,1.3953826538681824e-08,5.232684952005684e-09
1957,1.0602045463770082e-08,7.068030161150318e-09
1958,1.3235589513271862e-08,2.4816730892496253e-09
1959,4.650448914844674e-09,6.200598257066758e-09
1960,1.038124963770315e-08,5.536666680683311e-09
1961,1.598076693198891e-08,7.64297514166401e-09
1962,2.1562652108286784e-08,1.2683912808952869e-09
1963,1.0345685197421517e-08,4.526237162849611e-09
1964,1.3384730657151067e-08,3.6503808864551957e-09
1965,1.4227312661319047e-08,7.1136563306595235e-09
1966,1.3293779410616935e-08,1.1078149508847446e-09
1967,1.035370456037299e-08,1.4791006197611978e-09
1968,2.0660513300185812e-08,4.940557296606585e-09
1969,1.1808570121729645e-08,1.3625273354023193e-08
1970,2.5292987260172595e-08,1.1496812390987543e-08
1971,1.1818314327172175e-08,4.624557625731995e-09
1972,7.69522046084603e-09,3.5911027485013847e-09
1973,1.1577728109557484e-08,9.923766697284009e-09
1974,1.3501372464475025e-08,2.812785782069227e-09
1975,1.0851811893530794e-08,6.282628195464213e-09
1976,9.712995741040231e-09,5.713526984862938e-09
1977,9.990529292736028e-09,7.052138428775834e-09
1978,9.504946163474415e-09,1.7821774056514528e-09
1979,1.0533551808578068e-08,9.948355028654987e-09
1980,1.3075846183596695e-08,3.411090521154847e-09
1981,6.958104314946922e-09,5.69299452024552e-09
1982,1.0552754226011984e-08,4.966001831974154e-09
1983,1.0736036948344463e-08,2.5261264191556165e-09
1984,1.2177918229383522e-08,1.1018116197192285e-08
1985,1.7445119127046382e-08,8.421781494405423e-09
1986,1.1988970705090196e-08,4.196139880008332e-09
1987,1.1610551631235921e-08,6.721898593298192e-09
1988,4.197587610832443e-09,7.795519785247507e-09
1989,2.1952487827547884e-08,6.585746614717891e-09
1990,1.0897301727652575e-08,6.538381391862913e-09
1991,5.2753188484189195e-09,2.9307325455363298e-09
1992,3.30596661157756e-09,6.060938417817852e-09
1993,7.200969598386564e-09,1.661762283333701e-08
1994,1.2132331583813993e-08,6.329911705904578e-09
1995,7.0491861237087505e-09,7.591431483433553e-09
1996,1.7615704450690828e-08,5.871901187504136e-09
1997,6.233362714880286e-09,7.192341833217597e-09
1998,1.2873949017944142e-08,2.3840645013706308e-09
1999,8.683382013430219e-09,1.8280804647829996e-09
2000,1.1486881668076876e-08,6.185244316725402e-09
2001,1.2267393323384113e-08,8.324302136486494e-09
2002,9.200564754507923e-09,6.571832411594869e-09
2003,6.667076668520622e-09,5.416999737661854e-09
2004,1.2773894830786503e-08,3.9643119897903034e-09
2005,1.0808999029165989e-08,4.503749373441224e-09
2006,1.070651389767363e-08,4.117890028965121e-09
2007,8.787854888225866e-09,8.38840730210677e-09
2008,8.51487946817997e-09,3.405951742863067e-09
2009,8.582746957586096e-09,1.907277002999308e-09
2010,6.613310343794865e-09,4.723792912386671e-09
2011,5.7359579308524644e-09,3.059177577924288e-09
2012,1.1234034147378225e-08,4.085103366691101e-09
2013,8.646287241731443e-09,4.741512515948898e-09
2014,1.0610681222544827e-08,6.496335469563519e-09
2015,9.309617077235544e-09,6.871383906315032e-09
2016,9.735297901158901e-09,5.178350193091319e-09
2017,7.54683426862357e-09,3.773417134311785e-09
2018,7.228107001822082e-09,4.904786798931582e-09
2019,5.612172948588068e-09,5.612172948588068e-09
