year,devant_VERB amener_VERB,devant_VERB ramener_VERB
1871,7.009977309735405e-08,6.37270636261178e-09
1872,5.9868661139717e-08,7.256807155187062e-09
1873,9.457887273356391e-08,1.2570609442263958e-08
1874,8.00597632633071e-08,5.974609251779839e-09
1875,7.495200549101355e-08,1.1443054503956773e-08
1876,9.734083761259171e-08,1.813804439976252e-09
1877,5.999271479595336e-08,1.2369631985365004e-09
1878,6.824170384334138e-08,1.2078177347163432e-09
1879,5.803859082220697e-08,6.10932526790009e-10
1880,6.161132404258751e-08,6.417846254436199e-10
1881,9.691785862742108e-08,1.3945015142624584e-09
1882,6.05640053663592e-08,1.3310770263785798e-09
1883,4.92908434068795e-08,2.5277355764075082e-09
1884,5.413391335196138e-08,1.3203393933736152e-08
1885,5.220964993668531e-08,2.5782542767416317e-09
1886,5.420909587883216e-08,1.2906927748801422e-09
1887,4.309090329002174e-08,2.6115698492645834e-09
1888,4.882273429984707e-08,2.53624587998047e-09
1889,5.826577265111155e-08,1.8795409673089125e-09
1890,5.505684796958121e-08,5.898947996740844e-09
1891,6.756673087693343e-08,4.461953917456185e-09
1892,6.143142172732041e-08,1.8805537127519756e-09
1893,9.299208869606446e-08,1.2932674486876294e-08
1894,6.049477718761409e-08,3.780923574225881e-09
1895,6.620476256102847e-08,6.018614495673091e-10
1896,8.609661961145321e-08,5.897029087265082e-09
1897,7.108590693860606e-08,8.157399200570126e-09
1898,5.997856078465702e-08,7.355861253444118e-09
1899,6.798921248218903e-08,5.527578395003729e-09
1900,6.436906119233754e-08,2.07642125715779e-09
1901,5.532851687917173e-08,3.353243460679778e-09
1902,6.481574388317313e-08,5.4013122863239005e-09
1903,5.508224631967096e-08,3.7801539676252105e-09
1904,9.943056511474424e-08,4.837162670412454e-09
1905,6.399341145879589e-08,1.1353670004154992e-08
1906,6.275904951280609e-08,2.572092316910357e-09
1907,7.14855232786249e-08,2.057137349353866e-09
1908,5.598983676691205e-08,2.9468334439286537e-09
1909,4.8408654862441836e-08,7.701377313651392e-09
1910,7.481811081788692e-08,5.344150677544235e-10
1911,7.235708920916295e-08,4.25629931299909e-09
1912,6.303399402440846e-08,5.2094213387476884e-09
1913,5.409049563809276e-08,5.30298971401777e-10
1914,7.098548593376108e-08,5.357394972094198e-09
1915,1.0838301278681683e-07,1.1780761921542648e-09
1916,7.91097249930317e-08,1.0987462051303964e-09
1917,5.812205117194935e-08,1.0966424213165737e-08
1918,1.0567465835720213e-07,0.0
1919,6.44549373873815e-08,1.012863304339362e-08
1920,7.042175553806374e-08,5.300562211374427e-09
1921,5.6038331308627676e-08,7.572747429129834e-10
1922,5.016996240669869e-08,5.164555005876537e-09
1923,3.927900849021171e-08,4.246379248229459e-09
1924,3.2229060309418855e-08,0.0
1925,4.9491799103407175e-08,4.399271169575059e-09
1926,5.684530535177146e-08,5.57306911730393e-09
1927,4.0137209111890115e-08,6.689535148041159e-09
1928,4.4561559775502246e-08,1.1426041224282812e-09
1929,5.013182757807044e-08,0.0
1930,4.411513643276521e-08,0.0
1931,2.737285598186645e-08,0.0
1932,4.822195975862087e-08,8.767629289252454e-09
1933,5.276504566609219e-08,5.735331320977366e-09
1934,5.032263672433146e-08,3.5944740517379614e-09
1935,5.146362269670135e-08,3.590485242455088e-09
1936,3.516167268458048e-08,4.849885826274658e-09
1937,3.5255130370615007e-08,0.0
1938,4.148868626430158e-08,2.5930428915188486e-09
1939,3.5176316970364496e-08,0.0
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,2.730790527039062e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,4.357008265287732e-08,0.0
1946,3.6194869323935563e-08,9.744772988540262e-09
1947,3.457052599742383e-08,1.1920870957027319e-09
1948,3.044128504825494e-08,3.2615663503321457e-09
1949,3.239612667016445e-08,1.9634016634739737e-09
1950,3.616023036556726e-08,3.190608444114673e-09
1951,3.838104589704017e-08,4.264560704569931e-09
1952,2.741649041126948e-08,3.1634410646574906e-09
1953,5.4946518446286063e-08,7.54167928107563e-09
1954,3.713563856422297e-08,9.772536113672459e-10
1955,2.627970197011109e-08,3.754243138587299e-09
1956,3.401245152190313e-08,2.616342476002842e-09
1957,4.4175187952077977e-08,4.417518795207798e-09
1958,4.053399393910695e-08,1.6544486891589827e-09
1959,4.727956337546857e-08,3.8753737996444215e-09
1960,1.868625076895114e-08,2.076250060767393e-09
1961,3.61304266505158e-08,4.86371165564492e-09
1962,3.107558654846798e-08,1.9025869768540815e-09
1963,2.5217607557692645e-08,1.2932106496776896e-09
1964,1.9468698653213323e-08,1.2167936658258327e-09
1965,2.8454625322638094e-08,1.0944086747954884e-09
1966,2.6033651678858405e-08,4.985167390003653e-09
1967,2.3172576746333107e-08,4.930335584241163e-10
1968,2.0660513300185812e-08,4.940557296606585e-09
1969,3.179230390060184e-08,1.8167031212712459e-09
1970,3.678979965116014e-08,3.6789800095249348e-09
1971,3.134422499329048e-08,5.138397263237948e-09
1972,2.1033601527165047e-08,2.0520587451500205e-09
1973,2.260413545229767e-08,2.7566018356850464e-09
1974,3.09406438248061e-08,3.937900228123681e-09
1975,2.513051278185685e-08,1.7134440533084216e-09
1976,2.285410793945175e-08,6.8562320265641574e-09
1977,2.4682483612537e-08,1.1753563677885381e-09
1978,1.841583241457556e-08,1.7821774056514528e-09
1979,3.5111838769807946e-08,2.3407893401383717e-09
1980,2.4446148216838992e-08,1.1370301367108482e-09
1981,2.5934753011824796e-08,3.795329828193417e-09
1982,2.110550845202397e-08,4.966001831974154e-09
1983,3.2839643893112225e-08,1.2630632095778083e-09
1984,3.421414973558967e-08,4.059305780401701e-09
1985,2.5265343595037848e-08,4.210890747202711e-09
1986,1.4386765556650971e-08,2.3977941854269602e-09
1987,1.7721369260925712e-08,4.888653482026939e-09
1988,2.278690480750356e-08,2.398621523624911e-09
1989,1.4269117443177493e-08,3.2928733073589456e-09
1990,2.179460345530515e-08,2.724325431913144e-09
1991,1.641210189973208e-08,1.7584396161396398e-09
1992,1.8733810946969243e-08,2.7549720282848966e-09
1993,2.1602909683338112e-08,2.7696036575264316e-09
1994,2.004472143823932e-08,1.5824779264761446e-09
1995,1.7351842629409475e-08,3.795715741716776e-09
1996,2.3487604750016544e-08,0.0
1997,2.109753616252874e-08,9.58978896292706e-10
1998,2.860877579280441e-08,2.86087753487152e-09
1999,2.7421206638678086e-08,4.113180906983871e-09
2000,2.2531960297555997e-08,2.2090156370779823e-09
2001,2.6725391677473453e-08,2.190605918883648e-09
2002,1.4896152755738967e-08,4.381221607729913e-09
2003,2.8335076507346457e-08,4.166922806803086e-09
2004,2.8631143678126136e-08,3.523833003171717e-09
2005,2.2518747755384538e-08,1.3511248786457486e-09
2006,2.0589450144825605e-08,3.294311934354255e-09
2007,1.5179022483380322e-08,6.7906151812735516e-09
2008,2.086145478585877e-08,3.8316958494988285e-09
2009,2.7178696626606325e-08,3.337734755248789e-09
2010,1.9839930587295385e-08,7.085689368580006e-09
2011,2.332622983658439e-08,4.206369030868018e-09
2012,1.8042539906559796e-08,2.382976926895708e-09
2013,1.561910067948702e-08,3.904775169871755e-09
2014,9.961047986450922e-09,3.897801192920269e-09
2015,1.8619234154471087e-08,4.211493376260478e-09
2016,1.7192121504194802e-08,2.0713399884186856e-09
2017,1.2578056818313144e-08,1.7609279590047322e-09
2018,1.3939920329164579e-08,1.8070267504555204e-09
2019,1.4285530980373551e-08,1.7856913725466939e-09
