year,devait_VERB enseigner_VERB,devait_VERB renseigner_VERB
1851,5.6755062871616246e-08,6.449438760824933e-10
1852,4.231854688896419e-08,0.0
1853,5.1358615138497044e-08,0.0
1854,7.221973419291317e-08,2.5978321716024766e-09
1855,8.915654348129465e-08,0.0
1856,5.384276846598368e-08,0.0
1857,6.980557998303993e-08,5.857811125054013e-09
1858,6.361779014696367e-08,4.893676019968041e-10
1859,5.8050776630125256e-08,0.0
1860,5.034902272882391e-08,2.746310290291376e-09
1861,4.904602235455968e-08,1.8863854922557266e-09
1862,5.647482836934614e-08,9.035972525772706e-10
1863,3.3963420520422005e-08,0.0
1864,4.6029388300894425e-08,9.589455896019672e-10
1865,5.883555331820389e-08,0.0
1866,4.6223323835192787e-08,0.0
1867,4.804283548764943e-08,4.85281148598915e-10
1868,3.951899429921468e-08,5.433861360870651e-09
1869,6.641585770239544e-08,2.9301114867763545e-09
1870,8.543732832322348e-08,1.6628741050794815e-08
1871,4.460894587055009e-08,4.248470908407853e-09
1872,7.49870068261771e-08,0.0
1873,5.088103804951061e-08,5.986004469882289e-10
1874,5.197910013521323e-08,1.0754296120296658e-08
1875,3.661777370211894e-08,1.1443054281912168e-09
1876,3.567148709748835e-08,1.813804439976252e-09
1877,5.690030846494665e-08,1.36065949618569e-08
1878,4.5293166550663955e-08,0.0
1879,4.3376211067425174e-08,0.0
1880,4.299957012676714e-08,6.417846254436199e-10
1881,7.321133210780317e-08,6.972507571312292e-10
1882,6.256062334841772e-08,0.0
1883,4.802697617378726e-08,3.791603475633565e-09
1884,4.5551708183211304e-08,0.0
1885,7.090199005688191e-08,1.933690763067375e-09
1886,5.808117364836107e-08,6.453463874400711e-10
1887,2.8074376601239237e-08,0.0
1888,4.057993407968752e-08,5.07249175996094e-09
1889,4.636201111907212e-08,6.265136853755848e-09
1890,4.129263331265065e-08,7.209825181320184e-09
1891,3.952016314201501e-08,1.466070642663908e-08
1892,5.5162907131034444e-08,1.002961980134387e-08
1893,6.897426629848269e-08,4.310891643655168e-09
1894,3.276800342177921e-08,1.1342770278588432e-08
1895,3.310238128051424e-08,3.0093072478365457e-09
1896,8.196870027177283e-08,1.179405795248556e-09
1897,5.185775009408644e-08,4.661370844871726e-09
1898,5.488604415404552e-08,2.8291773368493978e-09
1899,5.30647525920358e-08,1.2713430308508578e-08
1900,6.852189926576102e-08,5.710158568206225e-09
1901,4.191554126009578e-08,3.912117296778206e-09
1902,2.7497589982772297e-08,7.856454153909453e-09
1903,3.0781254878320397e-08,1.0260418292773466e-08
1904,3.815983973254333e-08,4.299700151477737e-09
1905,5.7800502162308476e-08,3.6125313851442797e-09
1906,5.349951948119269e-08,1.2860461140462576e-08
1907,3.651418722938615e-08,6.685696440911215e-09
1908,5.206072373198367e-08,5.893666887857307e-09
1909,3.905698164885507e-08,5.5009836685826485e-09
1910,3.5271394693836555e-08,6.947395991829808e-09
1911,3.990280461607654e-08,1.0108711201439746e-08
1912,5.157327009897017e-08,6.251305251225858e-09
1913,5.780258760523793e-08,1.1666577037772186e-08
1914,4.68772043404897e-08,4.68772043404897e-09
1915,2.0027295377644805e-08,2.3561523843085297e-09
1916,2.7468654906215306e-08,0.0
1917,3.728584374584898e-08,1.0966424435210342e-09
1918,3.675640414257941e-08,8.040463406189247e-09
1919,1.8415697411455767e-08,2.762354567309444e-09
1920,2.8017257847068322e-08,6.815008557481406e-09
1921,3.0290991048786964e-08,4.543648568500203e-09
1922,4.426761179843197e-08,4.426761179843197e-09
1923,3.6094224498128824e-08,2.1231896241147297e-09
1924,2.9650736976805092e-08,1.0313299547703991e-08
1925,2.859526304632709e-08,7.698724324711748e-09
1926,4.56991671171636e-08,3.343841648018042e-09
1927,5.351628118432927e-08,1.1149224654616319e-08
1928,3.6563331917705e-08,3.4278122562625413e-09
1929,2.6736975300423182e-08,8.912325100141061e-09
1930,4.936693542845205e-08,7.352522590764465e-09
1931,3.42160717536899e-08,9.124285327288817e-09
1932,2.9590749406338546e-08,8.767629289252454e-09
1933,5.276504566609219e-08,2.2941324395731044e-09
1934,2.875579241390369e-08,9.585264137967897e-09
1935,2.0346082152400413e-08,9.574627313213568e-09
1936,4.9711328387047615e-08,3.6374143697059935e-09
1937,4.910535977842301e-08,1.3850230295986421e-08
1938,3.1116513810047763e-08,5.186085783037697e-09
1939,4.435274547631707e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,4.132103725851266e-08,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,3.774205836748479e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,1.2852744646352221e-08
1945,3.921307367704685e-08,1.089252066321933e-08
1946,3.6194869323935563e-08,1.1136883415474585e-08
1947,2.8610090296865565e-08,9.536696765621855e-09
1948,4.240036233227329e-08,2.174377566888097e-09
1949,2.6505922789965553e-08,1.9634016634739737e-09
1950,4.679559140186029e-08,5.317680518146517e-09
1951,5.010858927789741e-08,5.330700769690111e-09
1952,2.1089608281954497e-08,2.1089607837865287e-09
1953,3.44762476345295e-08,3.232148326759443e-09
1954,2.7363100230104465e-08,5.863521668203475e-09
1955,4.035811329572425e-08,4.6928039232341234e-09
1956,1.9186511934776718e-08,1.744228317335228e-09
1957,3.0922631566454584e-08,1.7670075402875796e-09
1958,1.8198935691771112e-08,4.9633461784992505e-09
1959,2.712761748568937e-08,3.8753737996444215e-09
1960,3.8064584373387333e-08,1.1073333361366622e-08
1961,3.821487482014163e-08,5.55852741612739e-09
1962,3.99543260698465e-08,6.341956293454132e-09
1963,3.879631904624148e-08,1.2932106496776896e-09
1964,3.04198408684897e-08,3.6503808864551957e-09
1965,3.6115487489496445e-08,5.472043373977442e-10
1966,4.265087483190655e-08,6.092982118843793e-09
1967,2.5144711202074177e-08,2.9582012395223956e-09
1968,2.8295920273535557e-08,4.940557296606585e-09
1969,2.815889921237158e-08,4.087581828571274e-09
1970,3.49503110896876e-08,4.1388523719376735e-09
1971,3.237190426830239e-08,2.0553589941130213e-09
1972,3.8989117712162624e-08,2.565073486948677e-09
1973,4.134902908958793e-08,1.102640756478479e-09
1974,3.3753430273009144e-08,2.2502286700643026e-09
1975,3.084199207137317e-08,6.8537762132336866e-09
1976,1.9425991482080462e-08,2.285410749536254e-09
1977,2.056873604772136e-08,1.7630346071939584e-09
1978,3.029701645118621e-08,2.3762365408686037e-09
1979,2.0481905949054635e-08,2.3407893401383717e-09
1980,3.183684427199296e-08,2.8425752862659692e-09
1981,3.226030287351023e-08,1.2651099057237047e-09
1982,2.483000827169235e-08,6.828252629986764e-09
1983,3.157657957331139e-08,3.157658134966823e-09
1984,2.145633182237816e-08,2.3196033982486597e-09
1985,2.8874678648094232e-08,1.8046674155058895e-09
1986,2.517683839187157e-08,1.7983456945813714e-09
1987,3.116516467116526e-08,2.4443267410134695e-09
1988,2.338656024392094e-08,1.1993107618124554e-09
1989,3.1831110192115375e-08,0.0
1990,2.669838927715773e-08,2.179460389939436e-09
1991,2.6376593353916178e-08,2.344586080837985e-09
1992,1.8733810946969243e-08,2.7549720282848966e-09
1993,2.4372512896775334e-08,5.539207315052863e-09
1994,2.637463225596548e-08,3.6924485691258724e-09
1995,2.4943274112843028e-08,1.0844901643380922e-09
1996,3.042712393153124e-08,1.067618438099771e-09
1997,2.061804593722627e-08,1.917957792585412e-09
1998,2.6224711291433778e-08,3.337690568372409e-09
1999,2.5136106529544122e-08,1.3710603763428253e-09
2000,2.6066386382694873e-08,8.836062992401139e-10
2001,2.93541191354052e-08,4.3812117822561447e-10
2002,3.50497728618393e-08,1.752488598683044e-09
2003,2.2918076325595393e-08,8.333845835650777e-10
2004,3.303593487657963e-08,1.7619165015858584e-09
2005,1.6213498099659773e-08,4.5037495954858286e-10
2006,2.5530917824312382e-08,3.706100981659688e-09
2007,2.0371844655642235e-08,4.393927444112933e-09
2008,1.7881246705542253e-08,2.554463751636149e-09
2009,1.4781396551200032e-08,9.53638501499654e-10
2010,1.747803501928047e-08,4.723792912386671e-09
2011,1.4913490886669933e-08,2.2943831279320648e-09
2012,2.4170194734551842e-08,2.7234021704458655e-09
2013,1.812931316180766e-08,2.7891249310130206e-09
2014,2.0788274213145996e-08,3.681256854903836e-09
2015,2.571227497583095e-08,3.103205470367243e-09
2016,1.864206033985738e-08,2.4856081637381067e-09
2017,1.7860839918171223e-08,4.024978128569501e-09
2018,2.220061290358899e-08,1.8070267504555204e-09
2019,1.9642605764147447e-08,1.2754939326953263e-09
