year,devant_VERB établir_VERB,devant_VERB rétablir_VERB
1908,1.1787334219803824e-08,0.0
1909,6.60118004702781e-09,1.1001967115120692e-09
1910,1.60324518105881e-08,3.740905363258662e-09
1911,1.1172785363555704e-08,2.128149656499545e-09
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,9.545381374209683e-09,5.833288518886093e-09
1914,9.375441145653696e-09,4.018046340092951e-09
1915,1.531499083107235e-08,9.424609537234119e-09
1916,7.69122365795738e-09,0.0
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,3.44591288836682e-09
1919,4.603924352863942e-09,4.603924352863942e-09
1920,8.329454459499175e-09,0.0
1921,9.844571879913389e-09,7.572747429129834e-10
1922,1.4755870636484758e-08,3.6889677978990676e-09
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,0.0
1925,1.6497267552040284e-08,2.1996355847875293e-09
1926,1.2260752413340015e-08,3.343841648018042e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,9.14083297942625e-09,0.0
1929,1.5596568481157647e-08,4.4561625500705304e-09
1930,1.05036033204442e-08,0.0
1931,6.843213995466613e-09,0.0
1932,1.2055489939655217e-08,0.0
1933,1.3764794637438627e-08,1.1470662197865522e-09
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,1.576212937948185e-08,2.424942913137329e-09
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,9.57182533234402e-09,0.0
1951,1.5992101864981123e-08,1.0661401761424827e-09
1952,8.435843135146115e-09,4.2179215675730575e-09
1953,7.54167928107563e-09,5.386913581872932e-09
1954,9.772536335717064e-09,0.0
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,6.976913491385517e-09,4.360570571293465e-09
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,1.3235589513271862e-08,5.790570245522986e-09
1959,6.975672928177801e-09,4.650448914844674e-09
1960,7.61291657491725e-09,6.920833350854139e-10
1961,1.042223907177231e-08,1.3896318540318475e-09
1962,6.976151933901775e-09,5.7077609305622445e-09
1963,9.69907976156037e-09,5.819448034571906e-09
1964,1.1559539991878864e-08,6.6923653285755336e-09
1965,1.7510539351839327e-08,2.73602163147757e-09
1966,8.862519607077957e-09,2.769537488234164e-09
1967,7.395503320850594e-09,0.0
1968,1.0330256094981394e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,1.8167031212712459e-09
1970,8.277704743875347e-09,2.7592350626548523e-09
1971,1.1818314438194477e-08,3.5968783507200897e-09
1972,8.721249500354133e-09,1.5390440033513642e-09
1973,9.372446596600525e-09,1.102640756478479e-09
1974,9.563471792262135e-09,3.3753431161187564e-09
1975,7.996072248772634e-09,5.711480177694739e-10
1976,9.141642942633865e-09,5.713526873840635e-10
1977,4.11374712072643e-09,5.876781838942691e-10
1978,1.0693064211864112e-08,5.940591352171509e-10
1979,6.437170796402825e-09,3.5111840102075575e-09
1980,1.0233271174886482e-08,3.97960553399912e-09
1981,1.0753434587229549e-08,6.325549528618524e-10
1982,9.311253101884631e-09,6.207502289967692e-10
1983,8.209910973278056e-09,1.89459470334441e-09
1984,8.118611560803402e-09,3.479405208395292e-09
1985,6.015557829641693e-09,6.015558051686298e-10
1986,7.792831269171074e-09,5.994485463567401e-10
1987,8.555143260480236e-09,1.2221633705067347e-09
1988,8.395175221664886e-09,5.996553809062277e-10
1989,8.780995486290522e-09,2.1952488715726304e-09
1990,1.1442167324737795e-08,1.6345953479657283e-09
1991,1.0550637696837839e-08,2.344586080837985e-09
1992,1.2121876946658006e-08,1.1019888335184191e-09
1993,7.754890063438324e-09,2.2156829704300662e-09
1994,1.3187316072471589e-08,1.0549853213248639e-09
1995,1.1929392029763619e-08,0.0
1996,4.804283193493575e-09,4.804283193493575e-09
1997,9.110299403758404e-09,0.0
1998,7.152193948201102e-09,4.7681290027412615e-09
1999,9.597422412355172e-09,3.656160929565999e-09
2000,1.3254094710646314e-08,2.6508188977203417e-09
2001,1.095302959441824e-08,1.7524847129024579e-09
2002,1.1391175447350577e-08,1.3143663935011318e-09
2003,8.333845447072719e-09,2.9168460979889232e-09
2004,1.0131019578807354e-08,3.523833003171717e-09
2005,9.457874483587148e-09,2.702249757291497e-09
2006,8.235780057930242e-09,1.6471559671771274e-09
2007,5.991719120856942e-09,1.997239706952314e-09
2008,8.089135583588813e-09,2.1287198670449925e-09
2009,1.2874119548200724e-08,1.430457752249481e-09
2010,7.085689368580006e-09,3.7790344187271785e-09
2011,6.500752380844688e-09,7.64794394481072e-10
2012,7.148930836198275e-09,6.808505426114664e-10
2013,8.646287241731443e-09,2.2313000336282585e-09
2014,1.1693403578760808e-08,1.2992671383216248e-09
2015,1.1082877018897541e-08,1.10828768384863e-09
2016,7.871092222444531e-09,1.86420612280358e-09
2017,1.2074934829797712e-08,1.0062445321423752e-09
2018,9.551426871645674e-09,1.5488800242380307e-09
2019,7.90806176098613e-09,1.2754939326953263e-09
