year,avaient_VERB éveillé_VERB,avaient_VERB réveillé_VERB
1960,5.052208251754564e-08,3.114374891310945e-08
1961,3.821487482014163e-08,3.335116360858592e-08
1962,4.3759499135376245e-08,3.4880759613997725e-08
1963,6.013429754148092e-08,2.5217607557692645e-08
1964,5.536411151751963e-08,2.007709554163739e-08
1965,3.720989383282358e-08,3.83043037288644e-08
1966,5.317511764246774e-08,2.880318916709257e-08
1967,4.48660522067712e-08,3.106111279294055e-08
1968,5.7939264053175066e-08,2.245707975134792e-08
1969,5.177603767947403e-08,2.679637134406221e-08
1970,3.862929176534635e-08,1.7935027685211935e-08
1971,3.339958354331429e-08,2.363662865434435e-08
1972,4.6684338173008655e-08,2.924183739594355e-08
1973,3.142526239230392e-08,2.0950174928202614e-08
1974,3.037808582462276e-08,2.025205780853412e-08
1975,3.712462159910501e-08,1.8847885030481848e-08
1976,3.485251554025126e-08,1.9425991482080462e-08
1977,3.584836960612847e-08,1.5279633558407113e-08
1978,4.277225684745645e-08,2.5544542481270582e-08
1979,3.862302477841695e-08,1.9896710057309974e-08
1980,2.785723829390463e-08,2.2740602290127754e-08
1981,3.28928564385933e-08,1.8976647808699454e-08
1982,2.669225906970496e-08,2.110550845202397e-08
1983,2.3998200759933752e-08,2.462973291983417e-08
1984,2.0296528902008504e-08,2.4935737030773453e-08
1985,3.66949031160857e-08,2.5866899733273385e-08
1986,2.577628777089558e-08,2.577628777089558e-08
1987,3.727598141267663e-08,2.261002229886344e-08
1988,3.058242370457265e-08,1.798966131616453e-08
1989,3.128229764115531e-08,2.689179900983163e-08
1990,3.2691904294779306e-08,2.1249737969242233e-08
1991,2.2859714121636898e-08,2.1687421636329418e-08
1992,2.589673719910479e-08,2.314176583695371e-08
1993,2.5480353826878854e-08,1.717154241021035e-08
1994,3.2177052133874895e-08,2.479215588380157e-08
1995,3.904164458390369e-08,2.1689803730851054e-08
1996,1.868332333287981e-08,2.1352368761995422e-08
1997,2.013855748828064e-08,2.3015493511024943e-08
1998,2.7178336026167926e-08,1.859570453177639e-08
1999,2.5136106529544122e-08,2.833524703760304e-08
2000,2.7391795498488136e-08,1.899753598877396e-08
2001,1.7524847351069184e-08,2.365854356867203e-08
2002,2.584920721915296e-08,2.0153619217921914e-08
2003,3.083523125724241e-08,2.4584844382502524e-08
2004,3.03930605127789e-08,2.334539317416784e-08
2005,3.2426996199319547e-08,3.1976622238971686e-08
2006,3.3354908168803377e-08,2.2236605445868918e-08
2007,4.314037838071272e-08,3.435252438066527e-08
2008,3.022782024686421e-08,3.278228533076799e-08
2009,4.577464807198339e-08,5.531103397515835e-08
2010,5.1489344343735866e-08,6.660548024228774e-08
2011,4.282848564685082e-08,6.730190449388829e-08
2012,6.093612370250412e-08,8.578717114460233e-08
2013,7.697985182630873e-08,9.287786184586366e-08
2014,8.336964185673423e-08,1.0177592457694118e-07
2015,8.844136090147003e-08,9.597771111202746e-08
2016,9.673158274381422e-08,9.6317315012584e-08
2017,7.54683426862357e-08,9.30776167251679e-08
2018,8.983504073967197e-08,9.990276339522097e-08
2019,7.168275573121718e-08,9.464164918426832e-08
