year,voudrait_VERB apporter_VERB,voudrait_VERB rapporter_VERB
1982,3.1037512115972277e-08,3.7245013739806154e-09
1983,3.6628833299801045e-08,6.315316047889041e-10
1984,3.2474446243213606e-08,2.3196033982486597e-09
1985,2.707001200974446e-08,3.0077789148208467e-09
1986,2.937297871596911e-08,2.997242676272549e-09
1987,3.483165755824302e-08,1.8332451112712533e-09
1988,2.5185526553173077e-08,3.597932174415064e-09
1989,3.567279449612215e-08,1.0976244357863152e-09
1990,2.669838927715773e-08,3.2691906959314565e-09
1991,1.817054240405014e-08,5.861465202094962e-10
1992,1.7080827419135858e-08,0.0
1993,2.1048988330107932e-08,5.539207426075166e-10
1994,3.2177052133874895e-08,1.5824779264761446e-09
1995,1.6809597269684673e-08,1.0844901643380922e-09
1996,3.149474281372022e-08,3.2028553142993132e-09
1997,2.8769367332870388e-08,2.3974471297094624e-09
1998,2.0979769033147022e-08,4.768129224785866e-10
1999,2.1479944933844308e-08,9.140402323914998e-10
2000,1.9439339027371716e-08,4.418031274155965e-09
2001,2.1467938537966802e-08,1.3143635069212678e-09
2002,2.3220474432150695e-08,1.752488598683044e-09
2003,1.8334461060476315e-08,2.9168460979889232e-09
2004,1.497629043001325e-08,1.3214374039449694e-09
2005,2.2068373795036678e-08,4.5037495954858286e-10
2006,1.4824403926638752e-08,2.8825228870488218e-09
2007,1.4380126422963713e-08,1.1983438685803094e-09
2008,1.6178271167177627e-08,4.257439678578834e-10
2009,1.668867355419934e-08,9.53638501499654e-10
2010,1.322662068758973e-08,4.723793023408973e-10
2011,1.185431308670104e-08,2.6767803529281764e-09
2012,1.191488419038933e-08,1.7021263287730903e-09
2013,1.2272150407000026e-08,2.5102124823206395e-09
2014,1.0827226226695075e-08,8.661780737106994e-10
2015,1.0196246513771712e-08,3.768178213903184e-09
2016,1.0356700386182638e-08,2.4856081637381067e-09
2017,4.779661555431858e-09,7.54683426862357e-10
2018,1.0842160058643913e-08,1.5488800242380307e-09
2019,7.652963596171958e-09,1.7856913725466939e-09
