year,veut_VERB éveiller_VERB,veut_VERB réveiller_VERB
1927,1.3379070296082318e-08,4.4596899506643695e-09
1928,1.9424270192303084e-08,1.1426041224282812e-09
1929,2.2280812750352652e-09,8.912325100141061e-09
1930,4.201441416995522e-09,1.1553964007759987e-08
1931,1.1405356659111021e-08,1.3686427990933225e-08
1932,1.53433514782364e-08,5.4797681947604815e-09
1933,1.0323596200123575e-08,4.588264879146209e-09
1934,2.2765002327673756e-08,1.9170528275935794e-08
1935,1.4361940969820353e-08,1.4361940969820353e-08
1936,4.00115567344983e-08,1.4549657478823974e-08
1937,8.813782592653752e-09,8.813782592653752e-09
1938,2.5930429359277696e-08,7.779128452511941e-09
1939,2.141167065872196e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,4.564409294971483e-08
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,2.1239483061208375e-08,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,2.178504132643866e-08,4.357008087652048e-09
1946,9.744772988540262e-09,1.2528993842408909e-08
1947,1.4305045148432782e-08,1.3112957830685446e-08
1948,1.7395020535104777e-08,6.523132700664291e-09
1949,1.1780409536754632e-08,4.908504269707237e-09
1950,1.595304155443955e-08,9.571825110299415e-09
1951,1.5992101864981123e-08,8.529121409139861e-09
1952,1.687168627029223e-08,1.2653764258629963e-08
1953,6.464296653518886e-09,1.0773827163745864e-08
1954,1.8567819282111486e-08,7.818028890937967e-09
1955,4.6928039232341234e-09,4.6928039232341234e-09
1956,2.0058624983221307e-08,1.744228228517386e-08
1957,1.4136060322300636e-08,1.236905244894615e-08
1958,9.926692356998501e-09,6.617794756635931e-09
1959,1.4726420971555854e-08,3.100299128533379e-09
1960,1.038124963770315e-08,1.038124963770315e-08
1961,8.33779090214648e-09,1.111705483225478e-08
1962,1.2049716779927166e-08,8.8787386332001e-09
1963,1.5518526907953856e-08,8.405868889838075e-09
1964,1.3993127545575135e-08,1.520992043424485e-08
1965,1.8057743744748223e-08,1.91521518644322e-08
1966,1.495550172592175e-08,1.0524241922382771e-08
1967,1.5284040699725665e-08,1.9721342781053863e-08
1968,1.392338955241712e-08,1.5719955115400808e-08
1969,1.4987801222332564e-08,1.589615195030092e-08
1970,1.609553734738256e-08,1.7935027685211935e-08
1971,1.1304474689666222e-08,1.9012070140433934e-08
1972,1.3851396474251487e-08,1.4364410994005539e-08
1973,1.4885650045926013e-08,1.1577728109557484e-08
1974,1.6876715136504572e-08,6.750686232237513e-09
1975,8.567219822452898e-09,1.2565256390928425e-08
1976,1.1427053969725876e-08,9.712995741040231e-09
1977,7.052138428775834e-09,1.057820764316375e-08
1978,1.0693064211864112e-08,1.6039596317796168e-08
1979,9.948355028654987e-09,1.1703946256602649e-08
1980,7.95921106799824e-09,1.5349906234973787e-08
1981,5.69299452024552e-09,1.5813874654213578e-08
1982,1.8622506203769262e-08,1.3656505259973528e-08
1983,1.4525227243211702e-08,6.315316269933646e-09
1984,1.333771937339634e-08,1.333771937339634e-08
1985,1.3835783185811579e-08,1.4437339324047116e-08
1986,1.4386765556650971e-08,1.6185110141009318e-08
1987,7.332980445085013e-09,1.1610551631235921e-08
1988,1.139345240375178e-08,1.3192418713003917e-08
1989,1.0427432250992297e-08,1.6464365870660913e-08
1990,1.198703181159999e-08,1.3621627381610324e-08
1991,1.4067516929117119e-08,1.875668864670388e-08
1992,5.509944056569793e-09,1.7080827419135858e-08
1993,1.606370148010683e-08,7.200969598386564e-09
1994,1.318731612798274e-08,1.4242301560329906e-08
1995,1.7351842629409475e-08,1.0844901865425527e-08
1996,1.1209993822092201e-08,1.1209993822092201e-08
1997,7.192341833217597e-09,1.4384683666435194e-08
1998,1.5734826774860267e-08,7.629006759657386e-09
1999,1.1882523409667556e-08,1.1425503210205079e-08
2000,8.394259509714175e-09,1.4579503826439577e-08
2001,8.762423675534592e-09,2.015357480900093e-08
2002,9.200564754507923e-09,1.1829298429688606e-08
2003,1.2917460878725251e-08,1.1667384391955693e-08
2004,1.0571499231559756e-08,1.3654853248112886e-08
2005,1.170974872621855e-08,1.1259373877692269e-08
2006,1.2353670086895363e-08,1.7706927479821388e-08
2007,1.4380126422963713e-08,1.3181781888249589e-08
2008,1.2346575317678798e-08,8.089135583588813e-09
2009,9.059565542202108e-09,1.0013204487790972e-08
2010,8.97520635589899e-09,7.558068837454357e-09
2011,6.118355155848576e-09,9.55992973672437e-09
2012,6.468080293586809e-09,1.05531832161887e-08
2013,8.646287241731443e-09,1.3666713094551142e-08
2014,7.145969149746634e-09,7.362513709807672e-09
2015,6.428068743957738e-09,1.2412821881468972e-08
2016,6.628288140575478e-09,1.1599504468051691e-08
2017,8.049956257139002e-09,1.0062445099379147e-08
2018,4.64663996169179e-09,8.26069346260283e-09
2019,3.5713827450933877e-09,9.183556137770665e-09
