year,ont_VERB emporté_VERB,ont_VERB remporté_VERB
1894,5.305896024765389e-07,2.898707975873549e-07
1895,4.947301022184547e-07,3.2319960041604645e-07
1896,4.865049163527146e-07,2.7892946263818885e-07
1897,4.859479076912976e-07,2.8550897468448966e-07
1898,4.786968474945752e-07,2.591526424566837e-07
1899,4.930599857289053e-07,2.387913866641611e-07
1900,4.5369804979600303e-07,2.844697064574575e-07
1901,4.6162983835529303e-07,2.537287571158231e-07
1902,4.1000870965035574e-07,1.8904593446222862e-07
1903,4.2553736534500786e-07,2.640707634782302e-07
1904,4.471688157536846e-07,2.3272127691598143e-07
1905,4.7066123443073593e-07,2.5597364583518356e-07
1906,4.346835851265496e-07,2.5309387297056674e-07
1907,4.839415623791865e-07,2.437707848912396e-07
1908,4.89174340145837e-07,2.8142258656771446e-07
1909,3.933203345241054e-07,2.5689593030620017e-07
1910,4.4356451667226793e-07,2.1323161547570635e-07
1911,4.139251075230277e-07,2.5058963615265384e-07
1912,4.09981453231012e-07,2.448427949275356e-07
1913,3.5901240380553645e-07,2.5825559646364127e-07
1914,4.96228722113301e-07,4.285915906621085e-07
1915,7.586810397697263e-07,8.835571634335793e-07
1916,6.966050705159432e-07,8.075784876382386e-07
1917,6.711451874252816e-07,5.592876277660253e-07
1918,7.224930413940456e-07,5.467514938573004e-07
1919,6.114011057434254e-07,4.1987789245467866e-07
1920,4.7553615445394826e-07,2.498836408904026e-07
1921,4.498211865211488e-07,2.1127965510459035e-07
1922,4.116888021599152e-07,2.1986247134009318e-07
1923,4.5860895170335425e-07,2.3673564442106e-07
1924,4.228452894494694e-07,2.5138666615021066e-07
1925,3.915351385330723e-07,1.9246810722961527e-07
1926,3.555618093287194e-07,2.3741274901567522e-07
1927,4.180959365385206e-07,2.0291589919452235e-07
1928,3.439238298597047e-07,2.0109833087644802e-07
1929,3.8100191090961744e-07,2.205800484489373e-07
1930,3.8968369153735694e-07,2.1532387961542554e-07
1931,3.763767608688795e-07,2.052964163112847e-07
1932,3.4632134315870644e-07,2.016554674355575e-07
1933,3.6591413277164975e-07,2.0876605333342013e-07
1934,3.5705107848116313e-07,2.0248870669092867e-07
1935,2.9202612950030016e-07,1.9149254626427137e-07
1936,3.8556592585337057e-07,2.000577836724915e-07
1937,3.424784154049121e-07,2.115307893291174e-07
1938,3.6043294926457747e-07,1.9188517796919768e-07
1939,3.945864932575205e-07,1.8964622938710818e-07
1940,3.2965178320409905e-07,2.510425076707179e-07
1941,4.250163669894391e-07,1.5052663115966425e-07
1942,3.823106737854687e-07,2.0632640485018783e-07
1943,3.745173557945236e-07,2.700008678857557e-07
1944,4.466328675789555e-07,2.4420214117526484e-07
1945,4.945204068462772e-07,2.091363882072983e-07
1946,4.064962411121087e-07,2.2830610646451532e-07
1947,4.053096063216799e-07,2.241123695512215e-07
1948,3.8377763189600955e-07,2.0547868473386188e-07
1949,3.58320789928257e-07,2.9745535812253365e-07
1950,3.9988958633330185e-07,1.808011518278363e-07
1951,4.339190411428717e-07,1.8977294757860363e-07
1952,3.6695917060569627e-07,2.1722296139614627e-07
1953,3.9432208609468944e-07,2.671909271612094e-07
1954,3.596293254304328e-07,2.6483573378754954e-07
1955,3.604073413043807e-07,1.8958927228140965e-07
1956,3.314033847345854e-07,2.0930740163294104e-07
1957,3.2689638373994967e-07,2.1822543772032077e-07
1958,3.292352914741059e-07,2.208688982818785e-07
1959,3.650602309335227e-07,2.3019721595574083e-07
1960,3.55730833234702e-07,2.3392416892420442e-07
1961,3.9396061879415356e-07,2.2998406734586752e-07
1962,3.7037025890640507e-07,2.4860469238774385e-07
1963,3.3106192631748854e-07,1.7587665013252263e-07
1964,3.9789154016034445e-07,2.287572158365947e-07
1965,3.9727035527903354e-07,2.6867732572100067e-07
1966,3.7776490557916986e-07,2.1823954909905297e-07
1967,3.83087069621979e-07,2.5982868123719527e-07
1968,3.898549039149657e-07,2.964334555599635e-07
1969,4.242001807597262e-07,2.3390052206195833e-07
1970,3.678979965116014e-07,2.552292244217824e-07
1971,3.9257355410882155e-07,2.445877100853977e-07
1972,3.9450830513487745e-07,2.544552728522831e-07
1973,3.616661672367627e-07,2.2107947472704836e-07
1974,3.4484753541619284e-07,2.328986710153913e-07
1975,3.4897144018941617e-07,2.0047295379299612e-07
1976,3.7080789638821443e-07,2.4568166168137395e-07
1977,3.584837031667121e-07,2.562276790740725e-07
1978,3.9920774952406646e-07,1.859405074355891e-07
1979,3.5931117281506886e-07,2.1301183039668103e-07
1980,3.5020528343920887e-07,2.2456345050159143e-07
1981,4.130583874939475e-07,2.1317102039120073e-07
1982,4.0038389670371544e-07,2.3526433778897626e-07
1983,3.827081513918529e-07,2.3429822704201797e-07
1984,3.496802207791916e-07,2.464578585659183e-07
1985,3.8198794527488644e-07,2.436300974295591e-07
1986,3.392878795693832e-07,2.2898935014836752e-07
1987,3.5809387100016465e-07,2.334331981046489e-07
1988,4.04167735723604e-07,2.4645837015668803e-07
1989,4.231342245475389e-07,2.3214757050027401e-07
1990,4.4787910269405984e-07,2.544520043556986e-07
1991,4.0913027987699024e-07,2.4149235855475126e-07
1992,3.9947096297510143e-07,2.2149976075525046e-07
1993,4.110091822440154e-07,2.3873982968325436e-07
1994,4.436213316694193e-07,2.2049192693884834e-07
1995,4.424719861617632e-07,2.48890501097776e-07
1996,4.1690501006996783e-07,2.5142415438494936e-07
1997,4.0996349071065197e-07,2.3351135780558252e-07
1998,4.415287548908964e-07,2.43174582692518e-07
1999,4.0172068338506506e-07,2.4130662268362357e-07
2000,4.5814985583092493e-07,2.0764747432622244e-07
2001,3.802891797022312e-07,2.6550142706582847e-07
2002,4.162160394116654e-07,2.4140530285876594e-07
2003,4.183590647244273e-07,2.454317495903524e-07
2004,4.3387194637034554e-07,2.911567094088241e-07
2005,4.1974945474976266e-07,2.6031673883153417e-07
2006,4.4102600327278196e-07,2.8042830990671064e-07
2007,4.054396640640334e-07,2.2848422531751567e-07
2008,3.912587089871522e-07,2.2777302888243867e-07
2009,3.8145540770528896e-07,2.4746918825258035e-07
2010,4.010500163076358e-07,1.9839930587295385e-07
2011,3.319207735330565e-07,2.3746865451812482e-07
2012,3.9216990899149096e-07,2.3421259243150416e-07
2013,4.044231332045456e-07,2.2368783447745955e-07
2014,4.1598201505621546e-07,2.2888755779604253e-07
2015,4.355570695224742e-07,1.952802932692066e-07
2016,4.0411845247945166e-07,2.0071284723144345e-07
2017,3.5444963941699825e-07,1.6577878625412268e-07
2018,3.830896559975372e-07,2.1581061560027592e-07
2019,3.744850118891918e-07,2.015280387013263e-07
