year,puissent_VERB amener_VERB,puissent_VERB ramener_VERB
1864,3.3563097190381086e-08,9.589456340108882e-09
1865,2.58876440284439e-08,2.3534221238463715e-09
1866,4.7683005988119476e-08,5.838735717134114e-09
1867,2.1837651686951176e-08,4.85281148598915e-09
1868,3.951899429921468e-08,1.5807597009143137e-08
1869,4.395167252368992e-08,1.5138908793232986e-08
1870,2.408300403544672e-08,1.4335121534259088e-08
1871,4.142259157902117e-08,0.0
1872,5.744972497723211e-08,1.8142017887967654e-09
1873,4.908523720814628e-08,7.183205141814142e-09
1874,5.138164027584935e-08,5.377148060148329e-09
1875,4.3483606049221635e-08,1.1443054281912168e-09
1876,4.776351758550845e-08,2.418405919968336e-09
1877,5.1952454782622226e-08,3.710889595609501e-09
1878,3.4422804162659304e-08,6.039088673581716e-10
1879,5.437299321897626e-08,1.0996785704264767e-08
1880,3.786529134686134e-08,3.2089231272180996e-09
1881,5.159655458442103e-08,2.091752326904839e-09
1882,4.592215674392719e-08,3.9932310791357395e-09
1883,3.981183382961717e-08,5.687405213450347e-09
1884,6.601696611596708e-08,5.281357573494461e-09
1885,3.0294486919046903e-08,1.933690763067375e-09
1886,2.8395241713496944e-08,5.808117542471791e-09
1887,4.243801043912754e-08,4.570247291724172e-09
1888,2.789870379160675e-08,5.706553452000662e-09
1889,3.696430539434914e-08,4.385595886446936e-09
1890,4.129263331265065e-08,6.554386366985909e-09
1891,2.6134301833735663e-08,1.529812720946211e-08
1892,4.387958796314706e-08,1.8805537127519756e-09
1893,1.7243566574620672e-08,4.926733243593162e-09
1894,1.5753848003896564e-08,5.671385139294216e-09
1895,3.611168608586013e-08,6.6204757231957956e-09
1896,2.5357223876198987e-08,5.897029087265082e-09
1897,3.379494017963225e-08,4.661370844871726e-09
1898,3.168678830434146e-08,1.3580051749784161e-08
1899,2.9296165493519766e-08,3.8693048765026106e-09
1900,4.256663643786851e-08,3.633737311048435e-09
1901,3.856229824350521e-08,1.676621730339889e-09
1902,3.338993082024899e-08,5.892340837476695e-09
1903,2.214090244478939e-08,7.560307935250421e-09
1904,3.7622378101787035e-08,2.1498500757388683e-09
1905,2.9932401446330914e-08,3.096455536422127e-09
1906,2.6749759740596346e-08,2.572092316910357e-09
1907,2.5199932807140613e-08,7.199980611716228e-09
1908,3.732655784460803e-08,1.964555629285769e-09
1909,1.870334465081669e-08,2.2003934230241384e-09
1910,1.7101282168141552e-08,3.206490406526541e-09
1911,1.9153347352585115e-08,5.320374141248863e-10
1912,2.5005221004903433e-08,1.5628263128064646e-09
1913,2.7575547179026216e-08,7.954484182448596e-09
1914,2.9465672568562695e-08,4.018046340092951e-09
1915,5.890381071793627e-09,9.424609537234119e-09
1916,1.2086208478478966e-08,3.2962386153911893e-09
1917,1.5352993543160665e-08,5.483212106582869e-09
1918,1.6080926812378493e-08,1.1486376294556067e-09
1919,2.3940405213807026e-08,4.603924352863942e-09
1920,2.8017257847068322e-08,1.4387239843927091e-08
1921,1.5902768879527684e-08,7.572747429129834e-10
1922,3.172512208493572e-08,5.902348387820666e-09
1923,2.441668023323018e-08,8.492758496458919e-09
1924,1.804827398643738e-08,0.0
1925,1.7597084678300234e-08,6.598906754362588e-09
1926,1.0031524944054127e-08,8.916910765321973e-09
1927,1.6723836537835268e-08,4.4596899506643695e-09
1928,2.170947865920425e-08,5.713020723163709e-09
1929,3.5649300400564243e-08,6.684243825105796e-09
1930,2.7309368988426286e-08,1.0503603542488804e-09
1931,1.710803587684495e-08,2.2810713318222042e-09
1932,2.1919072779041926e-08,3.287861094491973e-09
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,2.516131836216573e-08,3.5944740517379614e-09
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,1.091224355320719e-08,4.849885826274658e-09
1937,1.6368453259474336e-08,7.554670666820584e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,2.2941076593951948e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.549713246618012e-08,5.960435700558264e-09
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,2.4542520904446974e-08,1.1780409536754632e-08
1950,2.3397795700930146e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,7.462981344019681e-09
1952,2.8470971358274255e-08,2.1089607837865287e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,1.172704333640695e-08,1.9545072227344917e-09
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,1.3081712602058815e-08,3.488456634670456e-09
1957,1.4136060322300636e-08,2.6505113659425206e-09
1958,1.8198935691771112e-08,2.4816730892496253e-09
1959,1.007597205671118e-08,4.650448914844674e-09
1960,1.591791587429725e-08,2.7683333403416555e-09
1961,1.111705483225478e-08,6.94815938118154e-09
1962,1.2049716779927166e-08,3.805173953708163e-09
1963,1.4225316924409981e-08,4.526237162849611e-09
1964,1.8860301764789256e-08,3.6503808864551957e-09
1965,1.586892572902343e-08,6.0192477668863376e-09
1966,1.606331601067268e-08,1.6617224263271169e-09
1967,1.5284040699725665e-08,0.0
1968,1.7067380397861598e-08,2.245707841908029e-09
1969,2.043791091921321e-08,4.087581828571274e-09
1970,2.9431840076199478e-08,1.3796175313274261e-09
1971,1.0790635052160269e-08,1.0276794970565106e-09
1972,1.3851396474251487e-08,4.6171320100540925e-09
1973,1.1026407342740185e-08,1.102640756478479e-09
1974,7.875800456247362e-09,2.812785782069227e-09
1975,5.711480177694739e-09,2.8557400888473694e-09
1976,1.542652228181396e-08,1.142705374768127e-09
1977,1.057820764316375e-08,1.1753563677885381e-09
1978,7.72276909088987e-09,1.7821774056514528e-09
1979,1.521513048885481e-08,3.5111840102075575e-09
1980,1.0801786132219604e-08,0.0
1981,1.2018544381930951e-08,0.0
1982,8.069752865935698e-09,4.966001831974154e-09
1983,1.1999100379966876e-08,6.315316047889041e-10
1984,1.2177918229383522e-08,3.479405208395292e-09
1985,9.624892882698077e-09,1.8046674155058895e-09
1986,1.0790073723399018e-08,1.7983456945813714e-09
1987,8.555143260480236e-09,3.0554083707556856e-09
1988,5.99655392008458e-09,1.1993107618124554e-09
1989,1.4817929994137558e-08,3.2928733073589456e-09
1990,1.0897301727652575e-08,3.2691906959314565e-09
1991,1.75843961613964e-08,1.1722930404189924e-09
1992,4.958949695321735e-09,5.509944167592096e-10
1993,7.200969598386564e-09,1.661762283333701e-09
1994,6.857404422078162e-09,3.6924485691258724e-09
1995,9.21816667442954e-09,2.1689803286761844e-09
1996,1.014237493990322e-08,1.067618438099771e-09
1997,9.58978851883785e-09,4.79489448146353e-10
1998,1.0013071261028017e-08,3.337690568372409e-09
1999,8.226361813967742e-09,5.941261704833778e-09
2000,9.719669513685858e-09,2.2090156370779823e-09
2001,7.0099388516098315e-09,5.695575122643959e-09
2002,1.270554239596322e-08,4.381221607729913e-09
2003,1.12506919336397e-08,1.6667691671301554e-09
2004,1.5416770082765652e-08,8.809582507929292e-10
2005,3.1526248278623825e-09,3.602999676388663e-09
2006,7.823991232669414e-09,3.294311934354255e-09
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,1.1495087548496485e-08,2.9802078582719105e-09
2009,8.105927484791664e-09,3.814554005998616e-09
2010,5.668551850135373e-09,5.196172381261022e-09
2011,7.265546830836911e-09,3.82397197240536e-10
2012,3.063827413996023e-09,3.4042526575461807e-09
2013,6.136075203500013e-09,3.0680376017500066e-09
2014,6.063246349441442e-09,2.5985342766432495e-09
2015,9.087958829923082e-09,1.994917786518613e-09
2016,8.699628573083373e-09,3.1070099826280284e-09
2017,6.792150397672003e-09,3.5218559180094644e-09
2018,6.195520096952123e-09,3.614053500911041e-09
2019,6.632568272380013e-09,3.06118530524202e-09
