year,avaient_VERB empli_VERB,avaient_VERB rempli_VERB
1863,1.9978483312144135e-09,3.790917162405094e-07
1864,8.63051052846231e-09,3.715914260737918e-07
1865,9.41368871743009e-10,3.7890097814852197e-07
1866,4.865612912574591e-10,3.5567629197430506e-07
1867,1.455843445796745e-09,3.348440031913924e-07
1868,1.975949626142892e-09,2.973804100747657e-07
1869,2.441759683335931e-09,4.273079241556843e-07
1870,6.880858549607183e-09,3.721397661138326e-07
1871,1.805600113868877e-08,3.324428519135836e-07
1872,1.8142017887967654e-09,3.053906425520836e-07
1873,4.190203295451056e-09,2.6098979333255556e-07
1874,4.182226565063729e-09,2.5033611450453463e-07
1875,4.005069165202713e-09,3.764764926472708e-07
1876,1.813804439976252e-09,3.180203691499628e-07
1877,8.040260901509555e-09,2.900678737205453e-07
1878,2.4156354694326865e-09,2.6511600026424276e-07
1879,3.665595160740054e-09,2.8041802124789683e-07
1880,3.2089231272180996e-09,2.8751952640959644e-07
1881,3.4862537301449947e-09,2.837810484379588e-07
1882,1.3310770263785798e-09,3.0747878554393537e-07
1883,1.8958017378167824e-09,2.413987374438875e-07
1884,5.281357573494461e-09,2.1719583287449495e-07
1885,6.445635580831777e-09,1.9917014526527055e-07
1886,3.872078213618124e-09,2.0651084753353643e-07
1887,1.7628096316002484e-08,2.4614044491499953e-07
1888,4.4384300679212174e-09,2.26994004037806e-07
1889,3.132568426877924e-09,2.1740024180871842e-07
1890,6.554386478008212e-10,2.320252860954497e-07
1891,4.461953917456185e-09,2.0716214521598886e-07
1892,3.1342561879199593e-09,2.1312942521944933e-07
1893,3.695050043717174e-09,2.2662972298803652e-07
1894,1.5753848003896564e-08,2.199237201239157e-07
1895,9.629783193076946e-09,2.1305895359091664e-07
1896,4.1279202278587945e-09,2.2585621195503336e-07
1897,2.330685422435863e-09,1.7771476734651515e-07
1898,1.3014216371232123e-08,2.0030576308727177e-07
1899,4.9748205555033564e-09,2.2663071774786658e-07
1900,1.245852754294674e-08,2.3255918790709984e-07
1901,6.706486921359556e-09,1.8666388257315703e-07
1902,3.928227076954727e-09,1.4583542906621005e-07
1903,9.720396931811592e-09,1.6416669268437545e-07
1904,3.2247751136083025e-09,1.8649949140581157e-07
1905,8.773290538499623e-09,1.8011049007782276e-07
1906,9.773950537805831e-09,1.8570506199466763e-07
1907,0.0,1.9851376009683008e-07
1908,1.3260750719723546e-08,1.35554344637967e-07
1909,8.251475058784763e-09,2.0298629976878146e-07
1910,1.1222716089775986e-08,1.6139334491072077e-07
1911,7.448523575703803e-09,1.862131000507361e-07
1912,4.167536982180309e-09,1.7659938578162837e-07
1913,2.121195885607108e-09,1.394686250932864e-07
1914,6.027069510139427e-09,1.9219653779600776e-07
1915,1.767114277129167e-08,1.755333585151675e-07
1916,1.0987462051303964e-09,1.9228058079079346e-07
1917,7.676496771580332e-09,1.5791651719609945e-07
1918,5.743188147278033e-09,1.6999837271214346e-07
1919,4.603924352863942e-09,1.602165582426096e-07
1920,1.1358347151713133e-08,1.6280297643334052e-07
1921,7.572747762196741e-09,1.4615402221807017e-07
1922,5.164555005876537e-09,1.3649180630181945e-07
1923,1.4862327368803108e-08,1.8365589937729965e-07
1924,6.445812328337297e-09,1.8563939363502868e-07
1925,1.0998178368026856e-08,1.4517594593144167e-07
1926,4.458455382660986e-09,1.683066841451364e-07
1927,1.3379070296082318e-08,1.3156085287846508e-07
1928,1.4853853258500749e-08,1.496811421475286e-07
1929,1.0026365515614089e-08,1.1363214724724457e-07
1930,8.402882833991043e-09,1.3654684494213143e-07
1931,1.0264820993199919e-08,1.1861570925475462e-07
1932,9.863582839386709e-09,1.2932252957398305e-07
1933,9.176529758292418e-09,1.089712924340347e-07
1934,9.585264137967897e-09,1.3299553813794773e-07
1935,2.0346082152400413e-08,1.0532090044534925e-07
1936,7.274828739411987e-09,8.972288867425959e-08
1937,6.295559185076627e-09,1.120609525173677e-07
1938,1.1668692678767911e-08,1.0112866988265523e-07
1939,6.117620188206274e-09,8.258787431714154e-08
1940,1.2678914806940611e-08,1.2171757646228798e-07
1941,1.1806010391524069e-08,1.1806010036252701e-07
1942,2.1239483061208375e-08,1.0923162108156248e-07
1943,1.1612940831184915e-08,1.0161323160673419e-07
1944,9.639558484764166e-09,1.317406344014671e-07
1945,1.3071024262956144e-08,1.3071024795863195e-07
1946,8.352662561605939e-09,9.46635054788203e-08
1947,4.7683483828109274e-09,1.3709001223105588e-07
1948,1.0871888278529696e-08,1.0980606646171509e-07
1949,1.1780409536754632e-08,8.4426268642801e-08
1950,6.381216888229346e-09,1.0741715072981606e-07
1951,1.4925962688039363e-08,1.204738424576135e-07
1952,4.2179215675730575e-09,1.1915628306269355e-07
1953,1.1851209791302608e-08,9.157753311228589e-08
1954,1.9545073115523337e-08,1.0749789680630784e-07
1955,1.1262729415761896e-08,8.353190850129977e-08
1956,5.232684952005684e-09,8.197873313520176e-08
1957,1.3252556385623393e-08,9.365140130057625e-08
1958,6.617794756635931e-09,9.513080101442029e-08
1959,7.750747599288843e-09,7.518225686453661e-08
1960,8.305000243069571e-09,8.512625271350771e-08
1961,4.86371165564492e-09,9.727423133654156e-08
1962,1.1415521861124489e-08,8.625060843314714e-08
1963,6.466053470433053e-09,9.957722113540513e-08
1964,7.909158661334459e-09,8.578395238600933e-08
1965,8.755269398363907e-09,8.426946607187347e-08
1966,1.495550172592175e-08,8.696347464365317e-08
1967,3.451234853457663e-09,7.937840251770467e-08
1968,1.3474247495537384e-08,1.1902252339268671e-07
1969,1.0446043141598693e-08,1.0491460500361427e-07
1970,5.978342709767048e-09,9.335411732536159e-08
1971,5.138397263237948e-09,6.731301027684822e-08
1972,5.643161493651405e-09,8.516043692452513e-08
1973,8.821126051827832e-09,9.70323839055709e-08
1974,2.2502286700643026e-09,9.282193502713199e-08
1975,2.8557400888473694e-09,7.539154012192739e-08
1976,6.8562320265641574e-09,6.627691107041755e-08
1977,2.938390863960194e-09,7.93365515505684e-08
1978,7.128709622605811e-09,8.138610496644105e-08
1979,3.5111840102075575e-09,7.373486710093857e-08
1980,4.548120546843393e-09,6.253665674194053e-08
1981,6.325549417596221e-09,7.843681260055746e-08
1982,4.345251713999687e-09,6.82825245235108e-08
1983,1.0104505676622466e-08,6.820541642582612e-08
1984,8.69851302098823e-09,7.306750404723061e-08
1985,8.421781494405423e-09,7.33898062321714e-08
1986,5.994485352545098e-09,7.313272476494603e-08
1987,4.888653482026939e-09,6.721898415662508e-08
1988,4.197587610832443e-09,7.315795613749287e-08
1989,3.841685636274406e-09,7.573608939992482e-08
1990,3.814055737905164e-09,7.791570766357836e-08
1991,3.5168792322792797e-09,6.154538567670897e-08
1992,9.366905473484621e-09,6.611932690248068e-08
1993,6.093128224193833e-09,5.151462900698789e-08
1994,5.274926717646622e-09,6.488159698392337e-08
1995,4.880205572987961e-09,7.808328916780738e-08
1996,5.871901187504136e-09,6.51247233918184e-08
1997,6.233362714880286e-09,5.322332796708906e-08
1998,4.7681290027412615e-09,7.056831208274161e-08
1999,5.0272213059088244e-09,6.946705610744175e-08
2000,1.7672125984802278e-09,6.008522746014933e-08
2001,6.571817756650944e-09,6.352757253580421e-08
2002,8.324320788233308e-09,5.301277994362863e-08
2003,8.333845613606172e-09,7.583799543908754e-08
2004,1.0571499231559756e-08,6.07861210255578e-08
2005,6.305249655724765e-09,6.035024568973313e-08
2006,4.117890028965121e-09,7.206307373053278e-08
2007,7.589511241690161e-09,7.509621724466342e-08
2008,1.4901038625225738e-08,6.088139059556852e-08
2009,1.2397300963584712e-08,7.438380578150827e-08
2010,1.8895171649546683e-08,7.652544553593543e-08
2011,1.873746313663105e-08,1.1624874929339057e-07
2012,2.5531894820574053e-08,1.3685095723303675e-07
2013,2.2591912340885756e-08,1.2829974593842053e-07
2014,3.2481676015549965e-08,1.2949362826475408e-07
2015,2.4160671685535817e-08,1.3764933726179152e-07
2016,2.941302845727023e-08,1.605288559858309e-07
2017,2.213737992917686e-08,1.3257272257760633e-07
2018,2.813798793965816e-08,1.3888291050534463e-07
2019,2.3724185282958388e-08,1.2652898817577807e-07
