year,pouvaient_VERB assurer_VERB,pouvaient_VERB rassurer_VERB
1886,3.355801325710672e-08,0.0
1887,2.415702127223085e-08,6.528924623161458e-10
1888,4.9456794215529953e-08,3.804368819970705e-09
1889,4.636201111907212e-08,2.5060546970934183e-09
1890,4.391439034634459e-08,3.2771931834929546e-09
1891,2.5496881050912634e-08,1.9122659011827636e-09
1892,5.829716442917743e-08,5.014809900671935e-09
1893,5.6041589147071136e-08,4.926733243593162e-09
1894,2.898708117982096e-08,2.520615716150587e-09
1895,7.342709551494409e-08,0.0
1896,5.248355705589347e-08,1.7691086373616827e-09
1897,4.603103676004139e-08,1.1653427112179315e-09
1898,3.508180057565369e-08,6.224190496340043e-09
1899,4.2562355417885556e-08,1.6582735185011188e-09
1900,5.1391424449320766e-08,3.633737311048435e-09
1901,2.4031576728589243e-08,5.58873880507349e-09
1902,2.455141867585553e-08,4.910283846193408e-10
1903,3.186130115295782e-08,4.320176216765503e-09
1904,4.83716249277677e-08,2.6873125946735854e-09
1905,4.902721073563043e-08,2.0643036169332163e-09
1906,5.0927425832014706e-08,0.0
1907,4.988558188756542e-08,0.0
1908,4.272908427083166e-08,9.822778146428846e-10
1909,4.1807474815414025e-08,3.300590023513905e-09
1910,3.740905540894346e-08,2.137660271017694e-09
1911,4.8415405018431557e-08,5.3203743632934675e-09
1912,4.428008182344456e-08,3.125652625612929e-09
1913,4.295421618394357e-08,5.833288518886093e-09
1914,3.3483718908655646e-08,2.0090231700464756e-09
1915,7.893110165468897e-08,2.3561523843085297e-09
1916,6.702352095544484e-08,5.493730803607377e-09
1917,9.760118047097421e-08,0.0
1918,4.709414369585829e-08,0.0
1919,6.44549373873815e-08,2.762354567309444e-09
1920,4.316171953178127e-08,2.2716695191604686e-09
1921,4.316466117870732e-08,3.0290989716519334e-09
1922,5.976127681606158e-08,1.4755870969551665e-09
1923,4.2463792482294593e-08,1.0615948120573648e-09
1924,4.383152329978657e-08,2.578324886925998e-09
1925,3.299453510408057e-08,4.399271169575059e-09
1926,4.346993875969929e-08,1.1146138456652466e-09
1927,2.5643217327342427e-08,2.2298449753321847e-09
1928,5.141718517620575e-08,3.4278122562625413e-09
1929,2.4508894469477127e-08,0.0
1930,3.7812974085227324e-08,8.402882833991043e-09
1931,5.018356930008849e-08,3.4216069977333063e-09
1932,3.7262424257278326e-08,2.1919073223131136e-09
1933,4.473558234963093e-08,0.0
1934,5.511526879331541e-08,0.0
1935,5.146362269670135e-08,0.0
1936,5.941110003959693e-08,4.849885826274658e-09
1937,5.666003133342201e-08,2.5182236296217297e-09
1938,4.408173026604345e-08,2.5930428915188486e-09
1939,5.8117393564316444e-08,1.5294050470515685e-09
1940,7.353770570261986e-08,0.0
1941,7.083606590185809e-08,0.0
1942,6.371844563091145e-08,0.0
1943,5.516146828199453e-08,2.9032352077962287e-09
1944,4.177142187700156e-08,0.0
1945,8.496165548876888e-08,6.535512131478072e-09
1946,6.12528623378239e-08,2.7842208538686464e-09
1947,7.748565877818692e-08,2.3841741914054637e-09
1948,5.3272248834446145e-08,3.2615663503321457e-09
1949,6.184715317658629e-08,2.945102384188658e-09
1950,3.403315673722318e-08,2.1270722960764488e-09
1951,4.904244832459881e-08,1.0661401539380222e-08
1952,4.323369751091377e-08,1.0544803918932644e-09
1953,4.740483916521043e-08,6.464296653518886e-09
1954,4.397641362174909e-08,9.772536113672459e-10
1955,4.598947711542678e-08,9.385607846468247e-10
1956,5.232685040823526e-08,6.104799332717903e-09
1957,3.975766915687018e-08,1.7670075402875796e-09
1958,4.053399393910695e-08,1.6544486891589827e-09
1959,4.960478605653407e-08,6.975672928177801e-09
1960,6.505583627358646e-08,4.844583401109048e-09
1961,6.392306772795564e-08,2.779263708063695e-09
1962,6.278536801573864e-08,6.341956404476434e-10
1963,5.108181966306802e-08,2.5864212993553792e-09
1964,4.502136619066732e-08,7.300761772910391e-09
1965,5.08900050988359e-08,5.472043373977442e-10
1966,4.763604266599941e-08,3.3234448526542337e-09
1967,5.2261558636246264e-08,9.860671168482327e-10
1968,4.9405574742422687e-08,0.0
1969,6.67638389018066e-08,4.541757636644661e-09
1970,4.598724956395017e-08,2.2993624781975086e-09
1971,5.909157252403929e-08,1.0276794970565106e-09
1972,6.66919106606656e-08,0.0
1973,7.553089176326466e-08,5.513203782392395e-10
1974,6.806941854620163e-08,5.625571675160757e-10
1975,5.597250662958686e-08,5.711480177694739e-10
1976,5.942067815567498e-08,1.7140580066410394e-09
1977,6.405691976851813e-08,2.3507127355770763e-09
1978,6.297026544643813e-08,0.0
1979,6.027532606367458e-08,2.925986564150662e-09
1980,5.855705254020904e-08,2.2740602734216964e-09
1981,6.262293794634388e-08,5.060439622894819e-09
1982,6.083352133146036e-08,6.207502289967692e-10
1983,5.999550012347754e-08,1.2630632095778083e-09
1984,6.842829947117934e-08,1.739702604197646e-09
1985,5.7147801157952927e-08,1.2031116103372597e-09
1986,6.474044056403727e-08,2.3977941854269602e-09
1987,4.949761489569937e-08,3.6664902225425067e-09
1988,4.557380961500712e-08,2.398621523624911e-09
1989,5.488122312158339e-08,2.1952488715726304e-09
1990,7.355679088050238e-08,1.089730194969718e-09
1991,6.213153369571955e-08,2.9307325455363298e-09
1992,5.0691486563891885e-08,1.65298330578878e-09
1993,5.649991408063215e-08,1.1078414852150331e-09
1994,6.066165525453471e-08,1.0549853213248639e-09
1995,6.994961410100586e-08,5.422450821690461e-10
1996,5.818520421030371e-08,2.135236876199542e-09
1997,5.7538734665740776e-08,4.315404922294874e-09
1998,6.293930709944107e-08,9.536258449571733e-10
1999,4.844413226123834e-08,3.656160929565999e-09
2000,6.273604924444953e-08,2.6508188977203417e-09
2001,6.834690680079802e-08,4.3812117822561447e-10
2002,6.17752249354453e-08,8.76244299341522e-10
2003,5.75035379313249e-08,8.333845835650777e-10
2004,5.329797403419434e-08,4.404791198453495e-09
2005,4.954124577238872e-08,3.602999676388663e-09
2006,4.159068822673362e-08,1.6471559671771274e-09
2007,4.913209750156966e-08,1.997239706952314e-09
2008,4.8109068728763305e-08,2.1287198670449925e-09
2009,4.768192596316112e-08,4.76819250749827e-10
2010,4.109699958121382e-08,2.3618964561933353e-09
2011,3.4415748473293206e-08,2.2943831279320648e-09
2012,4.289358557230116e-08,1.7021263287730903e-09
2013,3.2911675162949905e-08,1.9523875849358774e-09
2014,3.334785603215096e-08,2.165445156521173e-09
2015,3.125371250689568e-08,3.32486305154589e-09
2016,2.796309139796449e-08,1.6570720351438695e-09
2017,2.2892063356039216e-08,5.031222660711876e-10
2018,2.4007640320178325e-08,3.0977600484760615e-09
2019,3.061185438468783e-08,3.5713827450933877e-09
