year,puissent_VERB ouvrir_VERB,puissent_VERB rouvrir_VERB
1897,3.4960281336537946e-09,0.0
1898,1.0750873968845553e-08,5.6583548957434e-10
1899,6.633094074004475e-09,5.527578395003729e-10
1900,1.453494924419374e-08,0.0
1901,1.2295225282343836e-08,0.0
1902,1.4730851205513318e-08,9.820567692386817e-10
1903,1.4040573148577096e-08,0.0
1904,4.299700151477737e-09,1.6123875568041512e-09
1905,9.28936660926638e-09,5.160759042333041e-10
1906,8.230695236477459e-09,0.0
1907,8.742834012309686e-09,0.0
1908,1.620758460774141e-08,0.0
1909,4.400786846048277e-09,0.0
1910,1.068830179917768e-08,1.6032452032632705e-09
1911,4.788336838146279e-09,1.0640748282497725e-09
1912,4.167536982180309e-09,1.5628263128064646e-09
1913,4.242391771214216e-09,0.0
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,1.0602685840410686e-08,1.1780761921542648e-09
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,1.315970976634162e-08,4.386569774084137e-09
1918,1.1486376294556067e-08,2.2972752589112133e-09
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,4.543339038320937e-09,2.2716695191604686e-09
1921,3.0290989716519334e-09,1.5145494858259667e-09
1922,6.640141769764796e-09,5.902348387820666e-09
1923,2.229349149729387e-08,1.0615948120573648e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,0.0
1927,5.574612327308159e-09,0.0
1928,4.570416489713125e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,0.0
1934,1.3179738189705859e-08,3.5944740517379614e-09
1935,1.196828414151696e-09,0.0
1936,9.699771652549316e-09,0.0
1937,7.554670666820584e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,6.117620188206274e-09,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,6.523132700664291e-09
1949,9.817008539414473e-09,1.9634016634739737e-09
1950,8.508289184305795e-09,0.0
1951,7.462981344019681e-09,3.1984206394497505e-09
1952,1.0544804140977249e-08,0.0
1953,8.619061908632375e-09,0.0
1954,8.795282724349818e-09,0.0
1955,5.631364707880948e-09,0.0
1956,4.360570571293465e-09,0.0
1957,1.6786572132332367e-08,8.835037701437898e-10
1958,5.790570245522986e-09,8.272243445794913e-10
1959,9.300897829689347e-09,0.0
1960,1.6610000486139143e-08,6.920833350854139e-10
1961,5.55852741612739e-09,6.948159270159238e-10
1962,9.512934440181198e-09,1.9025869768540815e-09
1963,6.466053470433053e-09,6.466053248388448e-10
1964,3.6503808864551957e-09,3.6503808864551957e-09
1965,8.755269398363907e-09,0.0
1966,7.200797291773142e-09,0.0
1967,1.5284040699725665e-08,0.0
1968,6.737123747768692e-09,2.245707841908029e-09
1969,8.629339909305145e-09,4.5417578031781147e-10
1970,9.657322941336588e-09,0.0
1971,6.679916619845017e-09,1.541519245584766e-09
1972,9.234264020108185e-09,0.0
1973,1.3231689521830958e-08,5.513203782392395e-10
1974,1.1251143128276908e-08,5.625571675160757e-10
1975,6.282628195464213e-09,0.0
1976,4.570821499072508e-09,5.713526873840635e-10
1977,7.639816779203557e-09,5.876781838942691e-10
1978,9.504946163474415e-09,0.0
1979,1.2289143924704149e-08,0.0
1980,7.95921106799824e-09,0.0
1981,6.325549417596221e-09,0.0
1982,1.1173503899897241e-08,0.0
1983,8.209910973278056e-09,1.89459470334441e-09
1984,5.219107812592938e-09,0.0
1985,4.812446441349039e-09,0.0
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,8.555143260480236e-09,0.0
1988,1.4391728697660255e-08,0.0
1989,8.232182935330457e-09,5.488122178931576e-10
1990,1.0352437129768077e-08,2.179460389939436e-09
1991,8.20605094986604e-09,1.7584396161396398e-09
1992,4.4079553340736766e-09,0.0
1993,4.985286850001103e-09,0.0
1994,1.0549853435293244e-08,2.1099706426497278e-09
1995,4.337960657352369e-09,2.1689803286761844e-09
1996,6.4057106285986265e-09,0.0
1997,1.6302641014931396e-08,0.0
1998,1.0966696883940585e-08,1.43043876743576e-09
1999,5.484241505371301e-09,9.140402323914998e-10
2000,1.192868470667463e-08,0.0
2001,1.1829271784336015e-08,1.7524847129024579e-09
2002,1.2267419968736704e-08,0.0
2003,8.750538071922165e-09,8.333845835650777e-10
2004,1.8940601975714344e-08,1.3214374039449694e-09
2005,1.261049931144953e-08,4.5037495954858286e-10
2006,1.2353670086895363e-08,8.235779835885637e-10
2007,7.988958827809256e-09,1.1983438685803094e-09
2008,1.6604014163590364e-08,0.0
2009,1.6211854969583328e-08,0.0
2010,2.5036102968556406e-08,4.723793023408973e-10
2011,1.185431308670104e-08,0.0
2012,1.0212757750593937e-08,1.3617010852229328e-09
2013,1.3666713094551142e-08,2.789125042035323e-10
2014,1.2343037703033133e-08,8.661780737106994e-10
2015,1.2412821881468972e-08,1.329945265027277e-09
2016,1.1392370602436586e-08,1.4499380585064614e-09
2017,1.5345229087415646e-08,1.2578056374223934e-09
2018,1.4198066722315161e-08,5.162933414126769e-10
2019,1.403043281555938e-08,7.65296326310505e-10
