year,voulant_VERB ouvrir_VERB,voulant_VERB rouvrir_VERB
1872,6.047339518033823e-09,2.4189357183956872e-09
1873,8.380406590902112e-09,0.0
1874,2.091113165958447e-08,1.1949218281515073e-09
1875,1.830888685105947e-08,0.0
1876,1.51150369998021e-08,3.02300739996042e-09
1877,1.36065949618569e-08,1.2369631985365004e-09
1878,1.1474268590827563e-08,6.039088673581716e-10
1879,1.344051525631329e-08,1.832797580370027e-09
1880,1.0910338632541539e-08,6.417846254436199e-10
1881,9.761510322281453e-09,1.3945015142624584e-09
1882,2.2628309892525067e-08,0.0
1883,2.3381553249102183e-08,0.0
1884,3.1027977520636796e-08,1.3203393933736152e-09
1885,1.933690724209569e-08,6.445635691854079e-10
1886,2.8395241213896583e-08,7.098810428374236e-09
1887,1.566941953967671e-08,0.0
1888,2.4728397107764977e-08,6.340614699951175e-09
1889,2.0048437576747347e-08,0.0
1890,2.3595791986963377e-08,1.3108772956016423e-09
1891,7.649064048820264e-09,0.0
1892,8.775916882086676e-09,5.014809900671935e-09
1893,8.005941354305435e-09,6.158416554491453e-10
1894,1.7644309346920295e-08,0.0
1895,9.629782748987736e-09,0.0
1896,3.774098544795379e-08,1.179405795248556e-09
1897,2.447219638046505e-08,2.9133566670225264e-09
1898,1.640922953072277e-08,1.6975064687230201e-09
1899,1.1607914629507832e-08,0.0
1900,2.2321527737290126e-08,0.0
1901,1.2854099118442264e-08,2.794369402536745e-09
1902,1.423982337600549e-08,0.0
1903,1.9980815890718873e-08,0.0
1904,4.837162670412454e-09,0.0
1905,1.857873321853276e-08,0.0
1906,2.006231980544726e-08,5.144184522798412e-10
1907,9.257117739025489e-09,0.0
1908,1.6698722404839828e-08,9.822778146428846e-10
1909,8.801573692096554e-09,0.0
1910,2.1911017888953666e-08,2.67207544979442e-09
1911,1.4365010403416534e-08,1.5961122423746588e-09
1912,1.3544495303108306e-08,0.0
1913,9.545381374209683e-09,1.590896969716482e-09
1914,7.366418142140674e-09,0.0
1915,0.0,1.1780761921542648e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,0.0
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,6.4454939163738345e-09,0.0
1920,1.590168707821249e-08,0.0
1921,1.2116395886607734e-08,0.0
1922,5.902348387820666e-09,0.0
1923,1.3800733000834953e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,7.802296586589819e-09,0.0
1927,5.574612327308159e-09,0.0
1928,1.1426041446327417e-08,0.0
1929,3.342121912552898e-09,0.0
1930,1.470504518152893e-08,0.0
1931,3.4216069977333063e-09,0.0
1932,3.287861094491973e-09,0.0
1933,8.02946331646126e-09,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,9.574627313213568e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,7.610321262063735e-09,0.0
1949,8.835307596655184e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,3.198420528427448e-09,5.330700769690111e-09
1952,0.0,0.0
1953,9.696444647211422e-09,0.0
1954,5.863521668203475e-09,0.0
1955,3.754243138587299e-09,0.0
1956,4.360570571293465e-09,0.0
1957,8.835037590415595e-09,8.835037701437898e-10
1958,6.617794756635931e-09,0.0
1959,6.200598479111363e-09,0.0
1960,2.076250060767393e-09,0.0
1961,4.863711378089164e-09,0.0
1962,5.07356523460345e-09,0.0
1963,4.526237162849611e-09,0.0
1964,8.517555494247375e-09,1.2167936658258327e-09
1965,9.302473458205895e-09,0.0
1966,6.6468897053084675e-09,0.0
1967,5.423369309198733e-09,0.0
1968,8.98283178396575e-09,0.0
1969,5.90428494984252e-09,0.0
1970,7.817832381462608e-09,1.8394900047624674e-09
1971,4.6245578477766e-09,0.0
1972,5.643161493651405e-09,0.0
1973,1.0475087464101307e-08,0.0
1974,6.750686232237513e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,0.0
1976,8.570290033205197e-09,0.0
1977,6.464460078348111e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,9.363157582598092e-09,0.0
1980,1.193881615790815e-08,5.685150683554241e-10
1981,5.69299452024552e-09,0.0
1982,6.2075020679230875e-09,1.8622506869903077e-09
1983,5.052252838311233e-09,0.0
1984,9.278413870550395e-09,0.0
1985,1.0828004270990732e-08,6.015558051686298e-10
1986,1.1389522269755759e-08,5.994485463567401e-10
1987,9.777306797520424e-09,0.0
1988,7.195864570874733e-09,0.0
1989,9.878620144121442e-09,0.0
1990,3.2691906959314565e-09,0.0
1991,1.699824869749733e-08,0.0
1992,8.815910668147353e-09,0.0
1993,7.754890507527534e-09,1.1078414852150331e-09
1994,6.857404422078162e-09,1.0549853213248639e-09
1995,1.0844901865425527e-08,0.0
1996,8.540947282753564e-09,0.0
1997,3.835915474148521e-09,0.0
1998,8.582632382569955e-09,0.0
1999,7.3123217758652714e-09,4.570201161957499e-10
2000,7.068850393920911e-09,0.0
2001,9.638665865452367e-09,8.762423564512289e-10
2002,7.448076377869484e-09,4.38122149670761e-10
2003,7.083769126836614e-09,1.2500769308587678e-09
2004,6.607186797680242e-09,0.0
2005,1.1259373988714572e-08,0.0
2006,7.412201963319376e-09,1.2353669198716943e-09
2007,9.986198895584053e-09,3.994479469415779e-10
2008,8.089135472566511e-09,4.257439678578834e-10
2009,1.1920481268745675e-08,4.76819250749827e-10
2010,9.447585824773341e-09,0.0
2011,1.4148696381166559e-08,3.82397197240536e-10
2012,1.2595734927289826e-08,0.0
2013,1.0877587441893155e-08,0.0
2014,8.228691422695888e-09,6.496335691608124e-10
2015,1.4629397804277744e-08,6.649726325136385e-10
2016,1.491364853833943e-08,2.0713400439298368e-10
2017,1.081712880379726e-08,5.031222660711876e-10
2018,1.44562133930215e-08,5.162933414126769e-10
2019,1.045904995944369e-08,2.55098775436835e-10
