year,doit_VERB amener_VERB,doit_VERB ramener_VERB
1920,2.2716695013969002e-07,8.632343906356255e-08
1921,2.703470727283275e-07,9.465934169838874e-08
1922,3.3053152037609834e-07,6.78770035733578e-08
1923,2.6752189796752646e-07,6.157249998750558e-08
1924,2.3076007948930055e-07,5.672314884463958e-08
1925,2.3316137287565653e-07,5.169143690864075e-08
1926,2.2292276469215722e-07,3.901148559748435e-08
1927,1.6166376326509635e-07,7.358488574027433e-08
1928,2.1023916474405269e-07,7.084145892122251e-08
1929,2.2949237177272153e-07,7.686880110213679e-08
1930,2.0061882821664767e-07,7.037414206934045e-08
1931,2.417935718312947e-07,8.89617837174228e-08
1932,2.9042772098364367e-07,7.123698964051073e-08
1933,2.179425848680694e-07,6.53827711971644e-08
1934,2.3483897848564084e-07,5.990790441501304e-08
1935,2.1662594917870592e-07,6.821922227118193e-08
1936,2.2066980420731852e-07,8.244806082302603e-08
1937,2.883365937123017e-07,6.925115059175369e-08
1938,2.917173276273388e-07,5.963998717106733e-08
1939,1.9576384602260077e-07,7.647025057622159e-08
1940,2.3836359730466938e-07,6.339457314652464e-08
1941,1.534781404188834e-07,7.37875680556499e-08
1942,2.639764318246307e-07,5.158160121254696e-08
1943,2.1193616817072325e-07,3.774205836748479e-08
1944,2.1528347815547022e-07,5.7837350908584995e-08
1945,2.7449149797575956e-07,8.278315277721049e-08
1946,2.2412977784824761e-07,4.5939643200654245e-08
1947,2.515303663130908e-07,5.602809238780537e-08
1948,2.065658719629937e-07,5.218506160531433e-08
1949,2.159741825380479e-07,4.417653798327592e-08
1950,2.3823210426598962e-07,9.359118280372059e-08
1951,2.292201344289424e-07,6.183613265875465e-08
1952,2.0878711382010806e-07,5.483298082253896e-08
1953,3.005897895036469e-07,7.002987700843732e-08
1954,2.5506318479529e-07,6.547599440409613e-08
1955,2.78752565918694e-07,6.476069103200643e-08
1956,2.84309209064304e-07,6.192010459926678e-08
1957,1.9613783308614074e-07,7.068030072332476e-08
1958,2.3245003433203237e-07,7.114129374485856e-08
1959,3.0847976972836477e-07,6.820658171591276e-08
1960,2.5883917942337575e-07,6.782416761552668e-08
1961,2.3484778921556426e-07,8.685199048841241e-08
1962,2.5938601311281673e-07,5.580921680348183e-08
1963,2.85152935930455e-07,6.336732383260824e-08
1964,2.5187628693856823e-07,5.7189303959148674e-08
1965,2.1833453445196938e-07,6.511731953651179e-08
1966,2.3541068117083341e-07,5.2621210500092275e-08
1967,1.794642088270848e-07,5.6205823995014725e-08
1968,2.272656445256871e-07,6.647295691664112e-08
1969,2.5570096795490826e-07,6.358460780120367e-08
1970,2.1797956151203834e-07,6.070317226658517e-08
1971,2.147850182154798e-07,6.063309143655715e-08
1972,2.1392712312717777e-07,5.4379555081141007e-08
1973,1.8579497407245071e-07,5.127279578687194e-08
1974,2.312109899094139e-07,4.612968851347432e-08
1975,1.7420013875835139e-07,5.0832174025572385e-08
1976,1.8626097642027162e-07,4.399415587386102e-08
1977,1.815925543269259e-07,5.465406971438824e-08
1978,1.9188109945389442e-07,6.772274474542428e-08
1979,1.878483431028144e-07,5.793453539126858e-08
1980,1.552046171582333e-07,4.832378053265529e-08
1981,2.0747802409459837e-07,4.427884547908434e-08
1982,2.302983403978942e-07,4.531476704983106e-08
1983,1.7430272691854043e-07,4.862793190341108e-08
1984,1.8150896607949107e-07,4.871167291753409e-08
1985,1.7024029830281506e-07,5.414002401948892e-08
1986,1.7563841936407698e-07,5.095312616276715e-08
1987,1.5154826371599484e-07,4.21646362269712e-08
1988,1.7090178516809829e-07,4.9771397669928774e-08
1989,1.898890218399174e-07,5.268597291774313e-08
1990,1.7817089315030898e-07,6.048002632041971e-08
1991,1.7643010608026088e-07,5.6270067716468475e-08
1992,1.58135392780423e-07,7.218027064936905e-08
1993,1.689458315468073e-07,5.816167814032269e-08
1994,1.846224364498994e-07,6.277162611922904e-08
1995,1.7351842984680843e-07,4.7175323203418884e-08
1996,1.7295418786034134e-07,3.95018808774239e-08
1997,1.908368005842931e-07,4.890792482115103e-08
1998,2.040759312649243e-07,4.052909829965756e-08
1999,1.6589829954227753e-07,6.215473291604212e-08
2000,1.8158110037802544e-07,5.6992607966321884e-08
2001,2.1292689211804827e-07,5.87082382708104e-08
2002,2.317666201179236e-07,5.827024551763316e-08
2003,1.9834553199871152e-07,6.208715319644398e-08
2004,1.9777512250129803e-07,5.726228735625227e-08
2005,2.076228611258557e-07,5.4495369994356224e-08
2006,2.021883886982323e-07,4.529679031861633e-08
2007,2.1690023288556404e-07,4.833320232933147e-08
2008,2.2351558470745658e-07,5.364373834026992e-08
2009,2.0264818090254266e-07,4.4344190541778516e-08
2010,2.1823923646024923e-07,5.007220593711281e-08
2011,2.2293757240277046e-07,5.430040062037733e-08
2012,2.1004238703881128e-07,6.195740098746683e-08
2013,1.706944487978035e-07,6.136075114682171e-08
2014,1.541797018944635e-07,4.915560580798228e-08
2015,1.7510946292986773e-07,4.588311242059717e-08
2016,1.679856751479747e-07,5.1576368065298084e-08
2017,1.6552722570395417e-07,4.2765393004629004e-08
2018,1.4972506789945328e-07,4.465937308850698e-08
2019,1.482123934692936e-07,4.234639661149231e-08
