year,fallait_VERB acheter_VERB,fallait_VERB racheter_VERB
1868,3.951899429921468e-08,1.0373735648272486e-08
1869,4.150991372853241e-08,7.813630631403612e-09
1870,5.676708170199163e-08,5.734048791339319e-09
1871,3.717412155879174e-08,1.0621176826930423e-08
1872,6.77301983387224e-08,1.5723081503438152e-08
1873,5.806424496768159e-08,8.380406590902112e-09
1874,6.572069821686455e-08,7.169530746864439e-09
1875,7.609631325067312e-08,5.149374260327022e-09
1876,5.985554452081487e-08,1.813804395567331e-08
1877,4.08197848855707e-08,7.421779191219002e-09
1878,6.280652087298222e-08,1.69094480639842e-08
1879,7.514469757552433e-08,5.498392852132383e-09
1880,6.482024872411785e-08,9.626769603698904e-09
1881,2.719277958362909e-08,1.045876096839038e-08
1882,5.257754409626614e-08,4.6587693702804245e-09
1883,5.308244865886991e-08,1.64302811356265e-08
1884,3.3668655419205606e-08,1.2543224237049344e-08
1885,4.576401479994274e-08,6.445635580831777e-09
1886,4.001147502208369e-08,6.4534639854230136e-09
1887,4.374379614091595e-08,2.546280519766242e-08
1888,4.438430423192585e-08,9.510921827882157e-09
1889,4.448246926358479e-08,8.771191772893872e-09
1890,5.3745967676377404e-08,8.520702365899524e-09
1891,3.569563133964948e-08,7.0116419337296065e-09
1892,6.519253048509199e-08,6.268512375839919e-09
1893,5.973664229941278e-08,6.774258043407144e-09
1894,3.906954404442331e-08,7.561847148451761e-09
1895,3.972285611553161e-08,9.027921521465032e-09
1896,4.9535042734305534e-08,2.358811590497112e-09
1897,6.176316702521945e-08,1.1653426668090106e-08
1898,4.356933303029109e-08,5.6583546736987955e-09
1899,4.643165851803133e-08,6.080336234504102e-09
1900,3.529916270395006e-08,4.671947717582725e-09
1901,6.874148539282032e-08,6.706486921359556e-09
1902,3.093478895266344e-08,4.910283846193408e-10
1903,2.970121215639665e-08,1.1340462791054051e-08
1904,2.956043942958786e-08,4.837162670412454e-09
1905,2.9932401446330914e-08,7.2250627702885595e-09
1906,5.0927425832014706e-08,3.600929110447737e-09
1907,2.7257069490360664e-08,5.142843484406967e-09
1908,4.4202501214840595e-08,2.4556945366072114e-09
1909,3.685659066832159e-08,5.5009836685826485e-09
1910,3.153049021875631e-08,1.6032452032632705e-09
1911,3.2454281040372734e-08,6.384448969498635e-09
1912,3.125652625612929e-08,8.335073964360618e-09
1913,3.234823608977422e-08,7.42418571064718e-09
1914,2.5447626228469744e-08,1.3393487430235496e-09
1915,3.2986132936230206e-08,1.1780761921542648e-09
1916,7.251725264723063e-08,7.69122365795738e-09
1917,2.631941953268324e-08,1.0966424435210342e-09
1918,2.986458014220261e-08,9.189101035644853e-09
1919,7.642513821792818e-08,4.603924352863942e-09
1920,5.6791737534922504e-08,7.572231730534895e-09
1921,3.0290991048786964e-08,0.0
1922,3.24629176873259e-08,1.4755870969551665e-09
1923,3.8217415010421973e-08,3.1847844361720945e-09
1924,2.707241186783449e-08,5.156649773851996e-09
1925,3.959344141435395e-08,1.0998177923937646e-09
1926,5.238685218955652e-08,3.343841648018042e-09
1927,5.797597069090443e-08,1.1149224876660924e-09
1928,2.8565102283550914e-08,4.570416489713125e-09
1929,2.8965056131369238e-08,3.342121912552898e-09
1930,4.621585603103995e-08,2.100720708497761e-09
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,2.4110979879310435e-08,2.1919073223131136e-09
1933,3.555905436769535e-08,5.735331320977366e-09
1934,3.5944740517379614e-08,4.7926320689839486e-09
1935,2.8723881939640705e-08,2.393656828303392e-09
1936,2.0612015205756506e-08,1.2124714565686645e-08
1937,2.392312481447334e-08,7.554670666820584e-09
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,3.6705721129237645e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,5.0715658339584024e-09
1941,5.60785480274717e-08,1.4757512545315876e-08
1942,3.6410540360520827e-08,3.034211770724937e-09
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,4.357008265287732e-08,6.535512131478072e-09
1946,5.8468636154884734e-08,8.352662561605939e-09
1947,3.457052599742383e-08,5.960435700558264e-09
1948,2.717971980814582e-08,1.3046265401328583e-08
1949,3.239612667016445e-08,4.908504269707237e-09
1950,3.19060831088791e-08,6.381216888229346e-09
1951,3.731490494374157e-08,4.264560704569931e-09
1952,4.2179216563908994e-08,4.2179215675730575e-09
1953,3.124409886368085e-08,1.0773827385790469e-09
1954,4.29991580119804e-08,9.772536113672459e-10
1955,4.3173795205575516e-08,0.0
1956,4.7966278060584955e-08,8.72114114258693e-09
1957,3.0922631566454584e-08,6.184526224473075e-09
1958,3.887954491688106e-08,4.1361216673863055e-09
1959,3.410329085795638e-08,3.100299128533379e-09
1960,4.221708493901133e-08,5.536666680683311e-09
1961,4.446821932901912e-08,4.16889545107324e-09
1962,4.058852098864918e-08,5.7077609305622445e-09
1963,3.879631904624148e-08,5.1728425987107585e-09
1964,3.1636634645337836e-08,3.6503808864551957e-09
1965,3.3926667697414814e-08,7.1136563306595235e-09
1966,3.7665706997813686e-08,2.769537488234164e-09
1967,3.1554147739143446e-08,6.902469706915326e-09
1968,3.907531720415136e-08,6.287982134978165e-09
1969,3.6788236457141466e-08,2.7250546263957176e-09
1970,3.816941784862138e-08,4.598724956395017e-09
1971,4.3162540208641076e-08,4.1107179882260425e-09
1972,3.283293992240033e-08,5.643161493651405e-09
1973,4.2451670623222526e-08,4.9618833486420044e-09
1974,3.54411007208455e-08,4.500457340128605e-09
1975,3.8838066984681063e-08,1.0851811893530794e-08
1976,2.628222439682304e-08,6.8562320265641574e-09
1977,3.290997696581144e-08,3.526069214387917e-09
1978,2.9108898402796513e-08,8.910887139279566e-09
1979,2.3407892513205297e-08,4.681578680276743e-09
1980,2.5014662341504845e-08,6.822181042309694e-09
1981,4.554395616196416e-08,1.8976649140967083e-09
1982,3.41412622617554e-08,1.2415004579935385e-09
1983,3.220811350956865e-08,5.052252838311233e-09
1984,3.7113654371978555e-08,2.8995041922996734e-09
1985,4.1507352221969995e-08,4.210890747202711e-09
1986,4.495863947795442e-08,4.196139880008332e-09
1987,4.5831125561335284e-08,1.2221633705067347e-09
1988,3.897759981441595e-08,5.99655392008458e-09
1989,3.567279449612215e-08,2.7440609784434855e-09
1990,3.9775152060883556e-08,3.2691906959314565e-09
1991,2.989347080983862e-08,1.1722930404189924e-09
1992,3.691662442406596e-08,1.1019888335184191e-09
1993,4.09901339537555e-08,3.323524566667402e-09
1994,3.6924486579437144e-08,3.164955852952289e-09
1995,4.175286960617086e-08,1.0844901643380922e-09
1996,4.056949975961288e-08,1.0676184380997711e-08
1997,3.4523239378358994e-08,4.315404922294874e-09
1998,3.433052953027982e-08,1.9072516899143466e-09
1999,4.387393204297041e-08,2.285100553223174e-09
2000,2.87172046142814e-08,3.092622158362701e-09
2001,3.417345340039901e-08,3.066848330846028e-09
2002,2.7601695151702188e-08,3.9430991805033955e-09
2003,4.625284333314994e-08,2.083461403401543e-09
2004,3.964312256243829e-08,7.488145215006625e-09
2005,4.1884870682906694e-08,4.503749373441224e-09
2006,4.117890028965121e-08,4.117890028965121e-09
2007,4.433872291542684e-08,3.1955835755326234e-09
2008,4.342588511008216e-08,2.1287198670449925e-09
2009,5.006602066259802e-08,2.384096253749135e-09
2010,5.1961723812610217e-08,4.2514138876015295e-09
2011,4.894684124678861e-08,3.823971805871906e-09
2012,6.05956955723741e-08,3.4042526575461807e-09
2013,6.136075114682171e-08,5.578249862026041e-09
2014,6.063246615894968e-08,9.094869746206768e-09
2015,6.361571536217525e-08,4.654808538617772e-09
2016,6.607574931649651e-08,5.799752234025846e-09
2017,5.23247152273143e-08,4.2765391228272165e-09
2018,5.730856145191865e-08,4.64663996169179e-09
2019,5.5866632209244926e-08,4.846876677788714e-09
