year,pouvaient_VERB entrer_VERB,pouvaient_VERB rentrer_VERB
1866,2.0386917753967282e-07,2.1408697037372804e-08
1867,2.1740595457231393e-07,5.580733386523207e-08
1868,2.277281936358122e-07,4.742279102742941e-08
1869,2.1243307912754972e-07,5.1765301378736694e-08
1870,2.2821514278348332e-07,4.587239033071455e-08
1871,2.644673031682032e-07,6.372706451429622e-08
1872,2.64268720684413e-07,3.749350341308855e-08
1873,2.0412275603121088e-07,4.8486636927691507e-08
1874,2.2165799862250424e-07,7.468261742360482e-08
1875,2.3515477209912206e-07,5.378235456987568e-08
1876,2.394221780832595e-07,4.53451107773617e-08
1877,1.9544017959560733e-07,6.061119961486838e-08
1878,1.9928992855966499e-07,5.072834596830944e-08
1879,2.009967943195079e-07,3.9710613464194466e-08
1880,1.7777433924948127e-07,6.867095692086878e-08
1881,1.7570718569004384e-07,5.856906426515707e-08
1882,2.3227293866057153e-07,4.326000180299161e-08
1883,2.2117686171441164e-07,4.423537092179686e-08
1884,2.006915877927895e-07,4.7532218161450146e-08
1885,2.0883859974674124e-07,3.545099502844096e-08
1886,2.0328411665104795e-07,7.550552538759803e-08
1887,1.6583469175657228e-07,4.1785117588233334e-08
1888,1.6739222985506785e-07,5.326116436776829e-08
1889,1.3908604046264372e-07,4.322944491264025e-08
1890,1.6582598050263186e-07,3.9326319978272295e-08
1891,1.6445487460714503e-07,3.888274235919198e-08
1892,1.7489149684024596e-07,3.949162774574688e-08
1893,1.471861565960353e-07,3.633465794905533e-08
1894,1.7455263900956197e-07,5.4823392048319874e-08
1895,2.0403102496402425e-07,2.347259631108045e-08
1896,1.7691087350613088e-07,4.8355637716213096e-08
1897,1.252743402346823e-07,3.1464253424928756e-08
1898,1.2844465402395144e-07,2.3765091228256097e-08
1899,1.6195804164453875e-07,6.135611840818456e-08
1900,1.5157874599935894e-07,2.8550791952852705e-08
1901,1.441894710296765e-07,3.912117207960364e-08
1902,1.2766737711444875e-07,3.437198614619774e-08
1903,1.6794685109289276e-07,5.616229259430838e-08
1904,1.8273725288509013e-07,4.5146851590516235e-08
1905,1.4243694579363364e-07,3.715746643706552e-08
1906,1.728445937487777e-07,3.343719967574543e-08
1907,1.4245675572510663e-07,4.885701088142014e-08
1908,1.3801003717617277e-07,3.388858615949175e-08
1909,1.3367390749863262e-07,2.0903737407707013e-08
1910,1.2665637427744514e-07,2.1911017000775246e-08
1911,1.0747155698709321e-07,2.4473720827700163e-08
1912,1.1617009221254193e-07,4.532196484774431e-08
1913,1.1189307969061701e-07,3.2878535449754054e-08
1914,1.5737347780486743e-07,3.0135346662518714e-08
1915,1.1780761610680202e-07,2.709575319670421e-08
1916,1.0218339951961752e-07,3.955486249651585e-08
1917,1.337903796638784e-07,3.3995917192441993e-08
1918,1.412824275348612e-07,5.054005569604669e-08
1919,1.6482049147725775e-07,3.6831394822911534e-08
1920,1.0071067890748964e-07,4.391894492528081e-08
1921,1.1207666261725535e-07,3.4077363153528495e-08
1922,1.2394932014103688e-07,2.4347187377316004e-08
1923,1.3057616854439402e-07,3.1847843473542525e-08
1924,1.6501279276326386e-07,3.867487308184536e-08
1925,1.033828738172815e-07,5.389107116116065e-08
1926,1.7833821175372577e-07,2.6750733184144337e-08
1927,1.2598624721249507e-07,3.2332753363562006e-08
1928,1.165456211538185e-07,3.5420729460611255e-08
1929,9.91496165170247e-08,2.6736975300423182e-08
1930,1.2184180775420828e-07,2.4158287814657342e-08
1931,1.2659945980431075e-07,2.2810713318222042e-08
1932,1.1178727277183498e-07,1.753525857850491e-08
1933,1.4911860546362732e-07,2.2941325283909464e-08
1934,1.0783422510485252e-07,4.553000465534751e-08
1935,1.3883209248888306e-07,2.992070946561398e-08
1936,1.3822175048971985e-07,2.424942913137329e-08
1937,1.2213384081860568e-07,1.888667711114067e-08
1938,1.0501823766162488e-07,3.241303758727554e-08
1939,1.2235240376412548e-07,3.5176316970364496e-08
1940,1.3186071612381056e-07,3.803674530900025e-08
1941,1.5052663115966425e-07,2.066051862925633e-08
1942,1.4867637787574495e-07,3.6410540360520827e-08
1943,1.3935529352693266e-07,2.0322646676618206e-08
1944,1.1888788975511488e-07,2.2492303131116387e-08
1945,1.612093001313042e-07,3.267756198965799e-08
1946,1.3225049144693912e-07,2.5057987684817817e-08
1947,1.335137511659923e-07,2.1457568166738383e-08
1948,8.262635020628295e-08,2.8266908813634473e-08
1949,1.197675061348491e-07,1.47255123650325e-08
1950,1.595304155443955e-07,2.4461330738745346e-08
1951,1.0768015812345766e-07,1.0661401539380222e-08
1952,9.384875454543362e-08,1.687168627029223e-08
1953,1.4436928097438795e-07,2.477980309834038e-08
1954,1.1238416419701025e-07,2.5408594339637602e-08
1955,1.220129064449793e-07,1.9709776921672528e-08
1956,8.808353157974125e-08,1.831439710997529e-08
1957,1.1220497952990627e-07,1.5903067307476704e-08
1958,1.0092136903949722e-07,1.9026160202884057e-08
1959,9.61092752049808e-08,1.5501495198577686e-08
1960,1.155779187911321e-07,1.868625076895114e-08
1961,9.032606840264634e-08,3.126671543896009e-08
1962,1.0654486715111489e-07,2.3465238641051656e-08
1963,1.1768216978680357e-07,1.3578711488548834e-08
1964,1.1133661814710649e-07,1.764350798794112e-08
1965,1.1053527515514361e-07,2.188817305182056e-08
1966,1.1299712809886842e-07,9.970334780007306e-09
1967,1.0501614866598175e-07,1.232583901611406e-08
1968,1.2216651157359593e-07,2.4702787371211343e-08
1969,1.189940519452648e-07,2.679637134406221e-08
1970,1.1220888751495295e-07,2.207388050123882e-08
1971,1.0174026954246074e-07,2.723350611688602e-08
1972,9.43947000564549e-08,1.5903454553267693e-08
1973,1.3397085751876148e-07,1.4885650045926013e-08
1974,1.17011893507879e-07,2.1377172032543967e-08
1975,9.823745727999267e-08,2.5701661243715535e-08
1976,1.3598193504549272e-07,2.4568166168137395e-08
1977,1.1753563455840776e-07,2.2331770210826107e-08
1978,1.0871281830304724e-07,2.673266052966028e-08
1979,9.597236072522719e-08,2.5163485517509798e-08
1980,9.778459286735597e-08,1.6486936260662333e-08
1981,9.551579438493718e-08,2.4037088763861902e-08
1982,1.05527540483763e-07,2.110550845202397e-08
1983,1.2504325752615841e-07,2.9681984869966982e-08
1984,9.046453186556391e-08,1.9136727757995686e-08
1985,9.865514982720924e-08,1.9851341903631692e-08
1986,8.751948854524016e-08,2.1580147446798037e-08
1987,1.1793876808496861e-07,2.4443266966045485e-08
1988,1.1333487037745726e-07,2.0388283061834045e-08
1989,9.823738622571909e-08,2.0854864501984594e-08
1990,1.0025517838130327e-07,2.179460345530515e-08
1991,1.2074617927737563e-07,2.5790447111262438e-08
1992,1.0689291940479961e-07,2.4794749364787094e-08
1993,1.1576943848012888e-07,2.7142116110212555e-08
1994,1.1077345618559775e-07,1.6879765141197822e-08
1995,9.218166496793856e-08,2.060531301140145e-08
1996,1.0836327390961742e-07,2.882569738460461e-08
1997,1.0548767903628686e-07,2.5412941084823615e-08
1998,9.965390290744836e-08,2.4794271524797296e-08
1999,9.597422234719488e-08,3.1991408633302854e-08
2000,1.1663603061151662e-07,2.6066386382694873e-08
2001,8.937671935882463e-08,1.7524847351069184e-08
2002,9.945372880793002e-08,3.417352800738627e-08
2003,8.083830493887945e-08,3.083523125724241e-08
2004,1.0967930563765549e-07,3.171449591832243e-08
2005,1.0583811871356374e-07,2.0717248361279417e-08
2006,1.0994766341809736e-07,2.594270576139479e-08
2007,1.0225867441704395e-07,2.4765773432022797e-08
2008,1.0388152560381059e-07,2.2564430324223395e-08
2009,1.0203932276908745e-07,3.290052674742583e-08
2010,1.0911961823012462e-07,2.8815136943194375e-08
2011,1.0439443798304637e-07,1.9884653923440965e-08
2012,1.1404246436086396e-07,3.1319125071149756e-08
2013,1.319256170972949e-07,3.7374274342028e-08
2014,1.1411896139179589e-07,3.443057750018852e-08
2015,1.569335381645942e-07,4.3888192635677115e-08
2016,1.215876608284816e-07,4.018399835103992e-08
2017,1.3257272257760633e-07,3.7985731893286356e-08
2018,1.3294553014020494e-07,3.743126697486332e-08
2019,1.6351830822713964e-07,3.57138283391123e-08
