year,peuvent_VERB apporter_VERB,peuvent_VERB rapporter_VERB
1980,7.481658030883409e-07,2.9562784220615868e-08
1981,6.705082569169463e-07,2.277197808098208e-08
1982,6.679272246401524e-07,3.47620137119975e-08
1983,7.155252887969255e-07,3.0945049189767815e-08
1984,6.895020874253532e-07,3.2474446243213606e-08
1985,6.340397931126063e-07,2.947623478632977e-08
1986,6.821724696237652e-07,3.057187569766029e-08
1987,7.088547704370285e-07,2.8720839040374813e-08
1988,6.800091796321794e-07,4.61734650514245e-08
1989,6.76136664878868e-07,4.061210390204906e-08
1990,6.59831641769415e-07,2.7243254763220648e-08
1991,6.611732601413678e-07,2.8135033858234237e-08
1992,6.700092285427672e-07,3.7467621893938485e-08
1993,6.508568617391575e-07,3.323524566667402e-08
1994,5.971216978650773e-07,3.797947201178431e-08
1995,6.984116680541774e-07,4.880205750623645e-08
1996,6.763362989659072e-07,3.736664666575962e-08
1997,6.592979957531497e-07,3.7400177177460137e-08
1998,7.061599376356753e-07,3.671459580800729e-08
1999,7.527121397288283e-07,3.97607493596297e-08
2000,7.448800829479296e-07,4.1971297548570874e-08
2001,7.908087127361796e-07,4.205963222148057e-08
2002,7.264065402523556e-07,4.337409365007261e-08
2003,7.767144438730611e-07,3.2918691772465536e-08
2004,7.333977691814653e-07,4.8893184612097684e-08
2005,7.83202040111064e-07,4.638862094452634e-08
2006,7.473969958482485e-07,4.529679031861633e-08
2007,6.139514994174533e-07,4.753430715709328e-08
2008,6.922596753611288e-07,4.001993403335291e-08
2009,7.066461193971918e-07,5.48342136141855e-08
2010,6.287368705670815e-07,4.156937905008817e-08
2011,7.506457109229814e-07,4.894684124678861e-08
2012,6.120846478552266e-07,4.22127328647548e-08
2013,5.664712716679787e-07,4.6020563360116284e-08
2014,4.5062913045512687e-07,4.1360003422141745e-08
2015,4.417634897890821e-07,4.255824848087286e-08
2016,4.227605074902385e-07,3.831979000779029e-08
2017,4.983426151738968e-07,3.6224804489393136e-08
2018,4.595010807406652e-07,3.768941425619232e-08
2019,4.3417810502432985e-07,2.9336359119724875e-08
