year,pourraient_VERB entrer_VERB,pourraient_VERB rentrer_VERB
1906,8.693671560422445e-08,3.0865106026567446e-08
1907,9.051404248339168e-08,4.525702124169584e-08
1908,1.1492650742184196e-07,3.3397444809679655e-08
1909,7.041258953677243e-08,1.5402754627302784e-08
1910,8.978172871820789e-08,2.778958396731923e-08
1911,6.490856208074547e-08,4.309503154331651e-08
1912,9.376957876838787e-08,3.229841283314272e-08
1913,1.092415899961452e-07,2.969674284258872e-08
1914,8.10305991194582e-08,4.3528835647066444e-08
1915,9.424609714869803e-08,3.180805663305364e-08
1916,4.614734194774428e-08,3.735737053034427e-08
1917,1.4804672332502378e-07,2.1932848426331475e-08
1918,8.729645628591243e-08,8.844509835626013e-08
1919,8.563299047636974e-08,5.340552178267899e-08
1920,8.632343906356255e-08,2.7260034229925623e-08
1921,8.405749696294151e-08,2.9533714140939082e-08
1922,9.517536625480716e-08,2.8036154731125862e-08
1923,7.218844899625765e-08,2.7601466001669905e-08
1924,7.09039369439779e-08,4.512068585427187e-08
1925,7.808706214973427e-08,3.409435223034052e-08
1926,8.916910587686289e-08,3.1209186346359274e-08
1927,9.922810306761676e-08,2.1183527820767267e-08
1928,9.02657291135256e-08,3.6563331917705e-08
1929,8.466708578680482e-08,2.1166771446701205e-08
1930,8.40288265635536e-08,1.7856125467119455e-08
1931,8.89617837174228e-08,2.167017854048936e-08
1932,1.0630750324480687e-07,2.849479585620429e-08
1933,8.144170493551428e-08,4.244144946596862e-08
1934,9.225816910429785e-08,3.1152108448395666e-08
1935,7.4203363453762e-08,2.2739740757060645e-08
1936,9.82101866497942e-08,2.182448710641438e-08
1937,7.554670844456268e-08,3.5255130370615007e-08
1938,1.1409388633865092e-07,1.6854778905894818e-08
1939,7.952905889396789e-08,3.364691281149135e-08
1940,7.60734906180005e-08,4.3108308034334186e-08
1941,6.198155233505531e-08,1.7709016475464523e-08
1942,7.282108072104165e-08,1.517105907566929e-08
1943,6.096794180621146e-08,1.4516175816936538e-08
1944,9.639558129492798e-08,1.6065930807940276e-08
1945,6.317661416233022e-08,3.0499055725385915e-08
1946,6.40370814153357e-08,3.062643116891195e-08
1947,7.629357412497484e-08,2.26496545963073e-08
1948,1.0763169200345146e-07,2.5005341797168512e-08
1949,8.737137591197097e-08,2.846932467548413e-08
1950,8.827350228557407e-08,2.1270722072586068e-08
1951,9.062191708153478e-08,1.3859822622919182e-08
1952,8.857634981040974e-08,1.370824520563474e-08
1953,8.619061730996691e-08,2.9089333608567358e-08
1954,9.283909463420059e-08,3.127211556375187e-08
1955,6.569925403709931e-08,1.783265446420046e-08
1956,9.506044307272532e-08,1.4825940475304833e-08
1957,8.216584745923683e-08,1.6786572132332367e-08
1958,1.0092136903949722e-07,1.0753916868111446e-08
1959,9.145882273742245e-08,2.2477168570844697e-08
1960,7.405292024031951e-08,2.2838749558218296e-08
1961,7.920901623492682e-08,1.111705483225478e-08
1962,7.610347552144958e-08,6.976152100435229e-09
1963,8.147227248400668e-08,1.8104948651398445e-08
1964,7.422441683502257e-08,1.8251904876365188e-08
1965,8.80998953789458e-08,1.6963333848707407e-08
1966,9.08408281929951e-08,1.3293779410616935e-08
1967,8.282963648298391e-08,2.218651040664099e-08
1968,8.12946296946393e-08,2.2007936806289763e-08
1969,1.0128120209174085e-07,2.1346261647181564e-08
1970,1.1082926931749171e-07,2.3913370839068193e-08
1971,1.084201883827518e-07,1.644287195290417e-08
1972,9.38816882012361e-08,1.3851396474251487e-08
1973,8.821125874192148e-08,2.1501493918663073e-08
1974,1.0238540681939412e-07,1.6314157136321228e-08
1975,8.967023745753977e-08,1.6563292959403952e-08
1976,8.284614239073562e-08,1.428381679602353e-08
1977,9.226547348362146e-08,1.4104276857551667e-08
1978,7.663362566745491e-08,1.3069301196821925e-08
1979,9.012038759692587e-08,1.6385525825057812e-08
1980,7.902359300260287e-08,1.8760998088396263e-08
1981,7.084615560870589e-08,1.3283654176632353e-08
1982,6.517877437772768e-08,1.6760255405756652e-08
1983,6.567928778622445e-08,1.136756910824488e-08
1984,6.78483971228161e-08,1.797692661398287e-08
1985,7.579603078511354e-08,1.4437339324047116e-08
1986,6.533988994306128e-08,1.1988970705090196e-08
1987,6.905222704745029e-08,1.649920555735207e-08
1988,7.495692244674501e-08,7.795519785247507e-09
1989,8.726114231194515e-08,1.5915555096057687e-08
1990,7.955030412176711e-08,1.961514328741032e-08
1991,7.737133955743047e-08,1.6998249918742658e-08
1992,5.179347439820958e-08,2.0386792698445788e-08
1993,6.14852027069901e-08,1.772546376344053e-08
1994,8.809127649556103e-08,2.1099706870586488e-08
1995,7.754104558443942e-08,1.6809597269684673e-08
1996,6.192186674525146e-08,2.1352368761995422e-08
1997,7.767729215402142e-08,1.4864173003559245e-08
1998,7.342919161601458e-08,1.7642078020685403e-08
1999,9.506018727734045e-08,1.7823785114501334e-08
2000,6.096883709005851e-08,1.3254094710646314e-08
2001,8.324302314122178e-08,2.015357480900093e-08
2002,9.025315961253e-08,2.4972962364699924e-08
2003,6.917092321145901e-08,1.2500768420409258e-08
2004,8.67743850108127e-08,1.189293641346012e-08
2005,7.881561714384588e-08,1.306087415997581e-08
2006,7.206307373053278e-08,1.8530505130343045e-08
2007,7.349841979475968e-08,1.1983438241713884e-08
2008,7.365370890966005e-08,1.4049550856043425e-08
2009,8.296655096273753e-08,1.9549588614609092e-08
2010,5.479600062585632e-08,1.322662068758973e-08
2011,5.850677098351298e-08,2.4091024286576612e-08
2012,4.731911218414098e-08,2.5531894820574053e-08
2013,6.889138859378363e-08,2.649668751075751e-08
2014,5.738429820212332e-08,2.5768796874103828e-08
2015,6.383736916859561e-08,2.4825643762937943e-08
2016,6.607574931649651e-08,3.127723502416302e-08
2017,5.886530374255017e-08,2.389830733307008e-08
2018,5.601782859798732e-08,3.4591653985671655e-08
2019,5.612173126223752e-08,2.6785372142512642e-08
