year,aient_VERB enseigné_VERB,aient_VERB renseigné_VERB
1891,6.3742202627281586e-09,0.0
1892,6.8953633913793055e-09,1.2537024751679837e-09
1893,9.853466487186324e-09,0.0
1894,5.671385139294216e-09,0.0
1895,9.027921521465032e-09,0.0
1896,6.486732040400511e-09,0.0
1897,2.9133566670225264e-09,2.330685422435863e-09
1898,8.487532454637403e-09,0.0
1899,7.185851913504848e-09,0.0
1900,7.26747462209687e-09,2.07642125715779e-09
1901,3.912117296778206e-09,2.235495566438317e-09
1902,7.856454153909453e-09,3.928227076954727e-09
1903,9.720396931811592e-09,2.1600881083827517e-09
1904,5.912087708281888e-09,0.0
1905,5.160758931310738e-09,5.160758931310738e-09
1906,4.115347618238729e-09,0.0
1907,6.1714118260169926e-09,2.5714217422034835e-09
1908,1.2278472460991452e-08,0.0
1909,1.5952851484257735e-08,0.0
1910,1.1757131268552712e-08,1.6032452032632705e-09
1911,1.2236860413850081e-08,0.0
1912,1.0418842677495377e-08,2.6047106693738442e-09
1913,2.1211958411981868e-08,2.121195885607108e-09
1914,4.68772043404897e-09,1.3393487430235496e-09
1915,1.0602685840410686e-08,0.0
1916,1.9777431248257926e-08,4.394984820521586e-09
1917,5.483212106582869e-09,0.0
1918,3.44591288836682e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,9.843901693784574e-09,0.0
1921,1.060184651180407e-08,7.572747429129834e-10
1922,7.377935484775833e-10,2.951174193910333e-09
1923,1.8047112249064412e-08,1.0615948120573648e-09
1924,7.734974438733389e-09,0.0
1925,9.898360353588487e-09,4.399271169575059e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,1.4853853258500749e-08,0.0
1929,8.912325100141061e-09,0.0
1930,1.05036033204442e-08,3.1510811737689437e-09
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,1.8631212128639163e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,8.377798899061872e-09,3.590485242455088e-09
1936,1.6974599503782883e-08,3.6374143697059935e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,1.2965214679638848e-08,3.8895642262559704e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.3612020783048138e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,0.0
1949,1.0798709482173763e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,6.326882129314981e-09,0.0
1953,1.1851209791302608e-08,0.0
1954,1.07497895029951e-08,0.0
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,0.0
1957,8.835037590415595e-09,2.6505113659425206e-09
1958,1.1581140491045971e-08,0.0
1959,1.007597205671118e-08,0.0
1960,4.152500121534786e-09,0.0
1961,1.80652133252579e-08,0.0
1962,3.805173953708163e-09,3.805173953708163e-09
1963,8.405868889838075e-09,0.0
1964,1.2167936880302932e-08,0.0
1965,8.20806533852192e-09,5.472043373977442e-10
1966,1.1078149952936656e-08,0.0
1967,1.9721342781053863e-08,4.930335584241163e-10
1968,8.533690198930799e-09,8.982831700699023e-10
1969,6.8126366770115965e-09,0.0
1970,4.598724956395017e-09,9.197450023812337e-10
1971,1.3873672877195986e-08,0.0
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,4.410563025913916e-09,5.513203782392395e-10
1974,5.625571564138454e-09,1.6876715580593782e-09
1975,9.138368284311582e-09,0.0
1976,5.142174241967723e-09,5.713526873840635e-10
1977,5.289103821581875e-09,0.0
1978,7.72276909088987e-09,0.0
1979,6.437170796402825e-09,0.0
1980,4.548120546843393e-09,0.0
1981,5.69299452024552e-09,0.0
1982,8.069752865935698e-09,0.0
1983,1.136756910824488e-08,6.315316047889041e-10
1984,8.118611560803402e-09,0.0
1985,4.210890747202711e-09,0.0
1986,6.593933843390687e-09,0.0
1987,4.888653482026939e-09,0.0
1988,8.994830658082265e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,8.717841559757744e-09,0.0
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,0.0
1993,4.985286850001103e-09,0.0
1994,7.912389854425328e-09,0.0
1995,3.795715741716776e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,5.338092190498855e-10
1997,1.2466725429760572e-08,0.0
1998,5.72175506974304e-09,0.0
1999,5.0272213059088244e-09,0.0
2000,3.97622823555821e-09,0.0
2001,6.133696661692056e-09,0.0
2002,2.6287327870022636e-09,0.0
2003,3.333538334260311e-09,0.0
2004,4.845270407116686e-09,4.404791253964646e-10
2005,4.954124666056714e-09,0.0
2006,3.294311934354255e-09,0.0
2007,5.192823504529542e-09,1.1983438685803094e-09
2008,3.8316958494988285e-09,0.0
2009,5.721831008997924e-09,0.0
2010,7.085689368580006e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,3.82397197240536e-10
2012,4.425528388196653e-09,3.404252713057332e-10
2013,2.5102124823206395e-09,2.789125042035323e-10
2014,4.114345752981308e-09,2.1654451842767486e-10
2015,2.881548111233201e-09,2.2165753954528356e-10
2016,3.935546111222266e-09,2.0713400439298368e-10
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,2.8396134332808742e-09,2.5814667070633845e-10
2019,3.3162841361900064e-09,0.0
