year,pouvait_VERB emporter_VERB,pouvait_VERB remporter_VERB
1856,5.5913645269356493e-08,7.248064815001953e-09
1857,6.297146626366157e-08,1.2203773103180993e-08
1858,4.8447393652395476e-08,4.893676130990343e-09
1859,5.703234151610559e-08,8.147477359443656e-09
1860,7.872756668803049e-08,1.785101666484934e-08
1861,5.046081241744105e-08,6.6023493339173456e-09
1862,4.292087041335435e-08,2.2589931703009825e-08
1863,5.3442441583229083e-08,5.494082966350788e-09
1864,8.486668434670719e-08,7.1920918109924514e-09
1865,8.284045804884954e-08,3.294791106611683e-09
1866,5.984703932426783e-08,2.919367858567057e-09
1867,6.114542827617697e-08,9.220341823379385e-09
1868,4.347089088696521e-08,6.421836395986702e-09
1869,8.98567549256768e-08,1.0743741896135361e-08
1870,5.103303379883073e-08,1.0321287824410774e-08
1871,9.877695106297324e-08,1.0621177271019633e-09
1872,6.652073381019363e-08,4.23313739617015e-09
1873,4.309923085088485e-08,1.97538145840781e-08
1874,6.751308490038355e-08,1.4339061493728877e-08
1875,1.1156978274584617e-07,9.154443425529735e-09
1876,7.073837338111844e-08,4.836811839936672e-09
1877,6.246663986075873e-08,3.710889595609501e-09
1878,5.193616203769125e-08,9.058632954861423e-09
1879,5.803859082220697e-08,4.27652757650776e-09
1880,3.658172431642015e-08,8.984985200299889e-09
1881,4.9504802035471585e-08,1.673401861523871e-08
1882,5.856738738430067e-08,5.989846840748214e-09
1883,5.8137917591238875e-08,6.951272890631799e-09
1884,5.6114423330200225e-08,9.242375753615306e-09
1885,7.928132106371777e-08,3.86738152613475e-09
1886,4.7755634113855194e-08,7.744156427236248e-09
1887,3.7867764035581786e-08,6.528924512139156e-09
1888,5.07249175996094e-08,1.1413106904001324e-08
1889,6.139833885754342e-08,1.0024218788373673e-08
1890,4.653614382732485e-08,4.5880703680722945e-09
1891,3.378336543846672e-08,1.1473596295275001e-08
1892,4.325273650351846e-08,6.268512375839919e-10
1893,4.187723234849727e-08,9.23762488724833e-09
1894,6.364554394622246e-08,1.3233232287745977e-08
1895,4.513960760732516e-08,1.2037228991346183e-09
1896,7.194375228891658e-08,8.255840455717589e-09
1897,4.0204323425996336e-08,3.4960281336537946e-09
1898,5.997856078465702e-08,5.6583546736987955e-09
1899,4.864268987603282e-08,7.185851913504848e-09
1900,5.969710770159509e-08,3.633737311048435e-09
1901,3.353243371861936e-08,1.676621730339889e-09
1902,2.258730624760119e-08,4.910283846193408e-10
1903,2.970121215639665e-08,8.100330184390714e-09
1904,4.245953988402107e-08,1.2361637935498493e-08
1905,6.760594573052003e-08,1.0321518084666081e-09
1906,4.1153477070565714e-08,9.773950537805831e-09
1907,4.525702124169584e-08,7.71426478252124e-09
1908,3.3397444809679655e-08,3.929111258571538e-09
1909,4.8408654862441836e-08,4.950885035270858e-09
1910,4.5959694716657395e-08,6.947395991829808e-09
1911,5.533189195716659e-08,8.51259862599818e-09
1912,2.917275843117295e-08,9.376957876838787e-09
1913,3.0227042202568555e-08,1.0075680734189518e-08
1914,4.7546880210802556e-08,9.37544086809794e-09
1915,6.597226587246041e-08,1.1780762143587253e-08
1916,6.702352095544484e-08,2.197492410260793e-09
1917,4.276905585243185e-08,8.773139548168274e-09
1918,6.662098428478203e-08,2.2972752589112133e-09
1919,4.880159565345821e-08,2.762354567309444e-09
1920,4.921950491620919e-08,7.572231730534895e-09
1921,4.543648302046677e-08,2.2718242842501013e-09
1922,3.7627472693202435e-08,2.0658220023506146e-08
1923,3.503262746562541e-08,5.307974060286824e-09
1924,2.4494086758863887e-08,1.289162443462999e-09
1925,3.189471442510694e-08,6.598906754362588e-09
1926,4.681378129589575e-08,5.57306911730393e-09
1927,6.466550672712401e-08,5.574612327308159e-09
1928,2.6279895593006586e-08,3.4278122562625413e-09
1929,3.8991423423340166e-08,7.798284684668033e-09
1930,3.046045193855207e-08,7.352522590764465e-09
1931,3.307553342324354e-08,5.7026783295555106e-09
1932,2.6302888755935783e-08,6.575722188983946e-09
1933,4.932384811695556e-08,1.261772819560747e-08
1934,2.3963160344919743e-08,1.1981580172459871e-09
1935,4.308582290946106e-08,8.377798899061872e-09
1936,2.5461901032031165e-08,2.424942913137329e-09
1937,3.903246792447135e-08,7.554670666820584e-09
1938,2.2040865133021725e-08,2.5930428915188486e-09
1939,2.141167065872196e-08,3.058810094103137e-09
1940,4.057252667166722e-08,1.0143131667916805e-08
1941,2.9515025090631752e-08,8.854508237732261e-09
1942,4.5513175450651033e-08,3.034211770724937e-09
1943,2.6129116648121453e-08,1.1612940831184915e-08
1944,6.105053529381621e-08,9.639558484764166e-09
1945,5.664110602765504e-08,8.714016175304096e-09
1946,3.062643116891195e-08,1.1136883415474585e-08
1947,5.9604353452868963e-08,1.3112957830685446e-08
1948,3.152847583010043e-08,5.435944139264848e-09
1949,3.5341230386620737e-08,1.570721330779179e-08
1950,4.2541444145172136e-08,5.317680518146517e-09
1951,2.9851925376078725e-08,6.396841278899501e-09
1952,3.057992969957013e-08,1.0544803918932644e-09
1953,4.740483916521043e-08,2.1547654771580937e-09
1954,2.9317607896928166e-08,8.795282724349818e-09
1955,3.2849627018549654e-08,3.754243138587299e-09
1956,3.1396108823855684e-08,3.488456634670456e-09
1957,4.4175187952077977e-08,4.417518795207798e-09
1958,3.557064687242928e-08,4.9633461784992505e-09
1959,3.2553142403912716e-08,6.975672928177801e-09
1960,4.0832915715327545e-08,1.038124963770315e-08
1961,4.446821932901912e-08,7.64297514166401e-09
1962,3.868593267952747e-08,8.244543714397423e-09
1963,2.5864213881732212e-08,6.466053470433053e-09
1964,3.772060352957851e-08,6.083968440151466e-09
1965,3.447387442179206e-08,1.0396882466068291e-08
1966,5.705247119180967e-08,9.416426749453422e-09
1967,3.451235031093347e-08,7.888536934785861e-09
1968,5.030385707982532e-08,1.122853987567396e-08
1969,5.177603767947403e-08,7.2668124850849836e-09
1970,3.127133041402885e-08,7.817832603507213e-09
1971,3.237190426830239e-08,7.193756701440179e-09
1972,2.8728821988011077e-08,6.156176013405457e-09
1973,3.252790392593852e-08,4.410563025913916e-09
1974,3.206575982517279e-08,5.625571564138454e-09
1975,2.5701661243715535e-08,2.2845920710778955e-09
1976,2.5710871653927825e-08,5.713526984862938e-09
1977,2.7620874476497193e-08,7.052138428775834e-09
1978,4.633661276898238e-08,4.158414057542359e-09
1979,3.862302477841695e-08,7.022368020415115e-09
1980,3.581644847372445e-08,3.97960553399912e-09
1981,3.985096341807548e-08,8.855769451088236e-09
1982,3.662426451001011e-08,6.828252629986764e-09
1983,4.673333720006667e-08,2.5261264191556165e-09
1984,3.073474630355122e-08,5.799008384599347e-09
1985,2.947623478632977e-08,4.812446441349039e-09
1986,3.5367463624425e-08,4.196139880008332e-09
1987,2.627651163322753e-08,2.4443267410134695e-09
1988,3.597932263232906e-08,3.597932174415064e-09
1989,2.908704743731505e-08,4.939309850016116e-09
1990,3.4871366239030976e-08,4.90378582185258e-09
1991,3.9271817797725816e-08,3.5168792322792797e-09
1992,2.644773289262048e-08,5.509944056569793e-09
1993,2.9911721100006616e-08,6.093128224193833e-09
1994,3.270454485004848e-08,1.1077346151466827e-08
1995,3.0907969517102174e-08,4.880205572987961e-09
1996,3.5765218342476146e-08,3.736664311304594e-09
1997,5.03463937207016e-08,7.671831170341648e-09
1998,4.815810683567179e-08,3.337690568372409e-09
1999,2.8792268125243936e-08,5.0272213059088244e-09
2000,3.2251630699420275e-08,4.418031274155965e-09
2001,3.680217730561708e-08,5.257454027685071e-09
2002,3.7678503872484725e-08,1.0514931148009055e-08
2003,3.375207668909752e-08,4.583615265119079e-09
2004,3.876216325693349e-08,6.166707589017051e-09
2005,4.3235996116663955e-08,5.854874363109275e-09
2006,3.211954080484247e-08,5.7650457740976435e-09
2007,3.1955835311237024e-08,5.592271090648637e-09
2008,4.0871420026178384e-08,1.1495087548496485e-08
2009,4.9112383493365996e-08,1.0013204487790972e-08
2010,4.2041758518962524e-08,1.369900015646408e-08
2011,5.20060190467575e-08,9.55992973672437e-09
2012,6.263825014229951e-08,1.0893608681783462e-08
2013,7.140160107610427e-08,1.310888730898796e-08
2014,7.600712592648051e-08,1.3858849179371191e-08
2015,6.893549198139226e-08,1.6180999651282946e-08
2016,7.456824135942952e-08,1.5535050579273957e-08
2017,6.616058101371891e-08,1.735771881783421e-08
2018,7.202292096053498e-08,1.4456214003644163e-08
2019,6.683588082978531e-08,1.4795729086358733e-08
