year,devrait_VERB appeler_VERB,devrait_VERB rappeler_VERB
1917,6.470190072604964e-08,9.869782324756216e-09
1918,4.9391417178412667e-08,1.9526840588923733e-08
1919,6.261336693569319e-08,9.207848705727883e-09
1920,4.240449769099541e-08,1.0601124422748853e-08
1921,4.8465583546430935e-08,8.330022005509363e-09
1922,4.574319945049865e-08,2.951174193910333e-09
1923,4.989495749896378e-08,2.0170300985000722e-08
1924,4.1253198190815965e-08,1.0313299547703991e-08
1925,3.8493624288094e-08,9.898360353588487e-09
1926,3.343841470382358e-08,4.458455382660986e-09
1927,4.4596898618465275e-08,3.3447675740205796e-09
1928,4.4561559775502246e-08,7.998228745975666e-09
1929,4.567566591617833e-08,1.893869061575515e-08
1930,4.8316575629314684e-08,8.402882833991043e-09
1931,4.334035708097872e-08,7.983749661377715e-09
1932,4.4934100884574946e-08,7.6716757391182e-09
1933,5.735331143341682e-08,1.0323596200123575e-08
1934,2.875579241390369e-08,7.188948103475923e-09
1935,2.8723881939640705e-08,1.555876849579363e-08
1936,3.15242587589637e-08,9.699771652549316e-09
1937,3.651424407280501e-08,1.3850230295986421e-08
1938,3.8895642262559704e-08,7.779128452511941e-09
1939,2.5999884911698246e-08,2.9058696782158222e-08
1940,4.3108308034334186e-08,1.5214697057785997e-08
1941,4.7224041566096275e-08,2.9515025978810172e-09
1942,3.3376331032286544e-08,1.8205270180260413e-08
1943,3.193558839598154e-08,1.4516175816936538e-08
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,3.0499055725385915e-08,1.9606536838523425e-08
1946,3.6194869323935563e-08,1.2528993842408909e-08
1947,6.794896734163558e-08,9.536696765621855e-09
1948,4.566192757238241e-08,8.697510267552389e-09
1949,5.104844191805569e-08,8.835307596655184e-09
1950,6.274863295629984e-08,1.2762433776458693e-08
1951,3.5182626589858046e-08,1.1727541604500402e-08
1952,4.74516177462192e-08,4.2179215675730575e-09
1953,3.770839640537815e-08,1.2928593307037772e-08
1954,4.397641362174909e-08,1.8567819282111486e-08
1955,5.7252208307545516e-08,1.1262729415761896e-08
1956,5.4943193106282706e-08,1.1337483840634377e-08
1957,3.8874166108371355e-08,2.1204090927540165e-08
1958,2.3989505493204888e-08,1.6544486669545222e-08
1959,4.030388822684472e-08,1.3951345856355601e-08
1960,6.436375343810141e-08,4.844583401109048e-09
1961,4.446821932901912e-08,1.042223907177231e-08
1962,2.980719671086263e-08,6.341956293454132e-09
1963,4.2029345337368795e-08,1.2932106940866106e-08
1964,3.4070222199034106e-08,2.3727476872181796e-08
1965,4.54179591713455e-08,2.134096988015699e-08
1966,4.486650695412209e-08,9.970334780007306e-09
1967,3.303324902503846e-08,1.9721342781053863e-08
1968,5.61426993783698e-08,1.527081394669949e-08
1969,3.179230390060184e-08,9.537691525451919e-09
1970,3.54101814536989e-08,1.5635665207014426e-08
1971,2.1581270104320538e-08,8.735275613958038e-09
1972,2.8728821988011077e-08,1.487742551375959e-08
1973,5.458071683506205e-08,1.598829157956061e-08
1974,4.106667361725158e-08,1.6876715136504572e-08
1975,3.712462159910501e-08,1.028066431985053e-08
1976,3.485251554025126e-08,1.2569759455516305e-08
1977,3.996211717094411e-08,1.1165885105413054e-08
1978,3.5049488644745e-08,1.544553818177974e-08
1979,3.6867433550469286e-08,1.404473604083023e-08
1980,3.9227540327146926e-08,1.5349906234973787e-08
1981,3.921840630027873e-08,1.9609203150139365e-08
1982,4.159026545380584e-08,2.296775925003658e-08
1983,4.104955309003344e-08,1.894594880980094e-08
1984,4.059305780401701e-08,1.9716628330002095e-08
1985,3.4890238254092765e-08,1.4437339324047116e-08
1986,4.435919365164409e-08,1.1389522214244607e-08
1987,2.810975807676641e-08,1.8943532964499354e-08
1988,4.077656612366809e-08,1.9788627625416666e-08
1989,4.006329135108899e-08,1.5366742545097622e-08
1990,4.086488303300939e-08,2.3429199913493903e-08
1991,3.341035181847474e-08,1.4653663171770859e-08
1992,3.912060364541503e-08,1.4325855168806356e-08
1993,4.09901339537555e-08,1.3294098266669607e-08
1994,4.0616935592652226e-08,2.3737170451454404e-08
1995,4.446409818115171e-08,2.0063067651676647e-08
1996,4.911044726441105e-08,2.028474987980644e-08
1997,3.5961708277909565e-08,1.7261619689179497e-08
1998,3.3853716274734325e-08,1.954932926651054e-08
1999,4.2959889867688617e-08,4.067479153491149e-08
2000,4.462211933287108e-08,1.8113929911578452e-08
2001,4.1183390919741214e-08,2.190605918883648e-08
2002,3.50497728618393e-08,1.3143664823189738e-08
2003,4.2502612984662846e-08,1.6250998768896352e-08
2004,4.2726476578991424e-08,1.761916479381398e-08
2005,4.2785622156316094e-08,2.1617998058331978e-08
2006,3.74727981977685e-08,9.471146533712727e-09
2007,4.7134857794617346e-08,1.5977917655618512e-08
2008,4.725757918322415e-08,1.830699147831183e-08
2009,4.9112383493365996e-08,1.0966842545201416e-08
2010,5.9519791761886154e-08,1.0864724231396394e-08
2011,5.888916732033067e-08,1.414869643667771e-08
2012,7.591483353053263e-08,1.4297861561374248e-08
2013,8.367375414763956e-08,1.3945625099154313e-08
2014,8.207037183183274e-08,1.1693403578760808e-08
2015,8.024002795536944e-08,1.1747849804066846e-08
2016,7.726098516513957e-08,1.3463710146766061e-08
2017,9.257449562483089e-08,1.2326495379966218e-08
2018,8.544655116793365e-08,1.2132893800753664e-08
2019,9.64273354497891e-08,1.6581420680950032e-08
