year,peuvent_VERB abaisser_VERB,peuvent_VERB rabaisser_VERB
1874,1.0156835372754358e-08,0.0
1875,5.721527251978387e-09,0.0
1876,1.6928840551599933e-08,6.04601479992084e-10
1877,1.9172929910382663e-08,6.184815992682502e-10
1878,1.4493812372506909e-08,2.4156354694326865e-09
1879,1.5273313280772527e-08,4.27652757650776e-09
1880,1.5402831010646878e-08,9.626769603698904e-09
1881,6.9725074602899895e-09,0.0
1882,6.655385131892899e-09,0.0
1883,7.58320695126713e-09,0.0
1884,1.650424152899177e-08,2.6406787867472303e-09
1885,2.0626034213933053e-08,0.0
1886,1.1616235084943582e-08,6.453463874400711e-10
1887,1.8933882017790893e-08,0.0
1888,1.3315291091942072e-08,0.0
1889,1.3156786771162388e-08,1.2530273485467092e-09
1890,1.0487018364813139e-08,6.554386478008212e-10
1891,1.466070642663908e-08,6.374220040683554e-10
1892,1.6924984080901595e-08,6.268512375839919e-10
1893,2.5249507373814595e-08,0.0
1894,2.079507943619774e-08,0.0
1895,1.2639090662958097e-08,6.018614495673091e-10
1896,1.0614652268259306e-08,0.0
1897,1.7480140002135158e-08,0.0
1898,1.4711722506888236e-08,0.0
1899,2.3215829259015663e-08,1.1055156790007459e-09
1900,8.824790675987515e-09,0.0
1901,1.0618603774048552e-08,0.0
1902,9.329538919189417e-09,1.4730852093691738e-09
1903,6.480264325148255e-09,0.0
1904,1.3436562973367927e-08,0.0
1905,2.0643035725242953e-08,0.0
1906,1.0802787109298606e-08,5.144184522798412e-10
1907,1.542852956504248e-08,1.028568674676933e-09
1908,1.1296195090437777e-08,9.822778146428846e-10
1909,2.2003934674330594e-08,0.0
1910,2.778958396731923e-08,0.0
1911,1.755723388896513e-08,0.0
1912,1.614920641657136e-08,5.209421227725386e-10
1913,1.590896836489719e-08,0.0
1914,3.0135346662518714e-08,6.696743715117748e-10
1915,1.5314990164938536e-08,0.0
1916,4.614734194774428e-08,1.0987462051303964e-09
1917,6.57985488317081e-09,0.0
1918,1.033773866510046e-08,0.0
1919,2.3940405213807026e-08,9.207848372660976e-10
1920,7.572231730534895e-09,0.0
1921,1.5902768879527684e-08,0.0
1922,1.549366501762961e-08,0.0
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,1.5996457491951332e-08,3.4278122562625413e-09
1929,3.119313873867213e-08,0.0
1930,2.10072066408884e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,1.53433514782364e-08,0.0
1933,1.0323596200123575e-08,0.0
1934,2.036868629318178e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,1.9447821131279852e-08,0.0
1939,7.647025235257843e-09,4.588215141154706e-09
1940,2.5357829613881222e-08,0.0
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,1.4516175816936538e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,3.062643116891195e-08,0.0
1947,1.7881307101674793e-08,2.3841741914054637e-09
1948,1.4133454406817236e-08,1.0871887834440486e-09
1949,1.8652315247891238e-08,9.817008317369869e-10
1950,3.084254984742074e-08,1.0635361480382244e-09
1951,1.3859822622919182e-08,0.0
1952,9.490323193972472e-09,0.0
1953,2.0470272588113403e-08,0.0
1954,2.247683283940205e-08,1.9545072227344917e-09
1955,1.9709776921672528e-08,0.0
1956,1.744228228517386e-08,0.0
1957,1.8553580005686854e-08,0.0
1958,2.8952852559882558e-08,0.0
1959,2.40273188012452e-08,0.0
1960,1.6610000486139143e-08,1.3841666701708277e-09
1961,1.320150300188061e-08,6.948159270159238e-10
1962,2.0928455413127267e-08,6.341956404476434e-10
1963,1.0992290633282664e-08,0.0
1964,1.7035111099517053e-08,6.083968329129164e-10
1965,1.586892572902343e-08,5.472043373977442e-10
1966,1.2185964237687585e-08,2.215629901769489e-09
1967,1.0846738618397467e-08,4.930335584241163e-10
1968,1.2126823101255013e-08,1.3474247273492779e-09
1969,5.904285060864822e-09,1.8167031212712459e-09
1970,1.1496812390987543e-08,9.197450023812337e-10
1971,1.490135304038631e-08,5.138397485282553e-10
1972,1.6416469961200164e-08,0.0
1973,1.598829157956061e-08,0.0
1974,1.2938814464291681e-08,0.0
1975,1.4278700888326057e-08,5.711480177694739e-10
1976,1.0284348483935446e-08,0.0
1977,8.22749424145286e-09,0.0
1978,1.841583241457556e-08,0.0
1979,2.0481905949054635e-08,0.0
1980,1.0233271119375331e-08,5.685150683554241e-10
1981,1.8976647808699454e-08,6.325549528618524e-10
1982,5.586751949948621e-09,0.0
1983,1.0104505676622466e-08,6.315316047889041e-10
1984,1.1598016769198694e-08,0.0
1985,7.820225356169885e-09,6.015558051686298e-10
1986,6.593933843390687e-09,0.0
1987,8.555143260480236e-09,0.0
1988,5.99655392008458e-09,5.996553809062277e-10
1989,4.390497743145261e-09,5.488122178931576e-10
1990,6.538381391862913e-09,0.0
1991,9.37834432335194e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,8.308811416668505e-09,0.0
1994,1.002236071911966e-08,0.0
1995,4.880205572987961e-09,0.0
1996,8.007138063703678e-09,5.338092190498855e-10
1997,1.1987236092636522e-08,4.79489448146353e-10
1998,8.582632382569955e-09,9.536258449571733e-10
1999,7.312321859131998e-09,0.0
2000,9.277866475088103e-09,0.0
2001,1.095302959441824e-08,4.3812117822561447e-10
2002,1.1391176002462089e-08,8.76244299341522e-10
2003,1.0833999475323708e-08,0.0
2004,9.690540814233373e-09,4.404791253964646e-10
2005,6.305249655724765e-09,4.5037495954858286e-10
2006,9.059357708451898e-09,0.0
2007,5.991719120856942e-09,0.0
2008,1.3198063086861112e-08,8.514879357157668e-10
2009,3.576144536054926e-08,0.0
2010,3.3066552163063534e-08,0.0
2011,4.053410407323099e-08,1.1471915639660324e-09
2012,2.8595723122748495e-08,1.3617010852229328e-09
2013,4.462600067256517e-09,0.0
2014,7.57905826986871e-09,0.0
2015,4.654808538617772e-09,1.329945265027277e-09
2016,8.078226088059637e-09,4.1426800878596737e-10
2017,5.7859059765519305e-09,0.0
2018,6.711813327342497e-09,2.5814667070633845e-10
2019,7.90806176098613e-09,0.0
