year,veulent_VERB emporter_VERB,veulent_VERB remporter_VERB
2004,6.166707589017051e-09,2.642874807889939e-09
2005,3.1526248278623825e-09,0.0
2006,2.4707338397433887e-09,2.0589450144825605e-09
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,5.5346713878634546e-09,2.9802078582719105e-09
2009,3.814554005998616e-09,1.907277002999308e-09
2010,4.723792912386671e-09,9.447586046817946e-10
2011,1.414869643667771e-08,1.529588788962144e-09
2012,6.127654827992046e-09,1.3617010852229328e-09
2013,3.3469500504423877e-09,1.3945624655065103e-09
2014,3.4647122948427977e-09,2.5985342766432495e-09
2015,7.093041265449074e-09,1.5516027351836215e-09
2016,8.078226088059637e-09,2.0713399884186856e-09
2017,3.773417134311785e-09,2.0124890642847504e-09
2018,3.0977600484760615e-09,1.8070267504555204e-09
2019,4.591778068885333e-09,2.806086474294034e-09
