year,veut_VERB appliquer_VERB,veut_VERB rappliquer_VERB
1922,1.571500263253256e-07,7.377935484775833e-10
1923,1.2951456085374957e-07,1.0615948120573648e-09
1924,1.4567535799869802e-07,0.0
1925,1.2317958919538796e-07,1.0998177923937646e-09
1926,1.1257599652481076e-07,0.0
1927,1.1260716803462856e-07,0.0
1928,1.2682906458394427e-07,0.0
1929,9.692153213336496e-08,0.0
1930,1.3339575843929197e-07,0.0
1931,1.6993980977986212e-07,0.0
1932,1.3918611330154818e-07,0.0
1933,1.3420674349617912e-07,0.0
1934,1.6654396972626273e-07,0.0
1935,1.1010821765466972e-07,0.0
1936,1.5398387631648802e-07,0.0
1937,1.2087473066912935e-07,0.0
1938,1.335417039172171e-07,0.0
1939,1.345876512459654e-07,0.0
1940,1.3946805665909778e-07,0.0
1941,1.3872062254449702e-07,0.0
1942,9.406056733496371e-08,0.0
1943,1.0161323160673419e-07,0.0
1944,8.675602458652065e-08,0.0
1945,1.0456819410364915e-07,0.0
1946,1.238978342144037e-07,0.0
1947,1.0967201546918659e-07,0.0
1948,1.239395146512834e-07,0.0
1949,1.0602369115986221e-07,0.0
1950,1.1379836450942094e-07,0.0
1951,1.4925961977496627e-07,0.0
1952,1.1810180211568877e-07,0.0
1953,1.4113713575625297e-07,0.0
1954,1.2313395814089745e-07,9.772536113672459e-10
1955,1.1262729060490528e-07,0.0
1956,1.063979269133597e-07,0.0
1957,1.2015651407182304e-07,0.0
1958,1.04230267083949e-07,0.0
1959,9.455912675093714e-08,0.0
1960,1.045045863179439e-07,6.920833350854139e-10
1961,8.615717206339468e-08,0.0
1962,1.0717906206991756e-07,6.341956404476434e-10
1963,1.0733648281302521e-07,6.466053248388448e-10
1964,1.1620379325449903e-07,6.083968329129164e-10
1965,1.56500433945439e-07,0.0
1966,1.4844719942175288e-07,0.0
1967,1.1043951531064522e-07,1.4791006197611978e-09
1968,1.0285342000315723e-07,0.0
1969,1.0491460500361427e-07,0.0
1970,1.0669042183053534e-07,4.5987250119061684e-10
1971,9.968491099243693e-08,0.0
1972,1.046549940042496e-07,5.130146862875051e-10
1973,9.317314209056349e-08,0.0
1974,8.38210212350532e-08,0.0
1975,6.910890704148187e-08,0.0
1976,8.627425529539323e-08,0.0
1977,9.814225876425553e-08,0.0
1978,7.306927329864266e-08,0.0
1979,7.022367753961589e-08,0.0
1980,6.424220089229493e-08,2.8425752862659692e-09
1981,7.464148410463167e-08,1.8976649140967083e-09
1982,7.262777756977812e-08,0.0
1983,7.704685600629091e-08,0.0
1984,8.698512488081178e-08,0.0
1985,7.399136592312061e-08,0.0
1986,7.912721144975876e-08,0.0
1987,6.721898415662508e-08,0.0
1988,7.975416593808404e-08,0.0
1989,1.0866482114124665e-07,0.0
1990,7.246705990837654e-08,0.0
1991,7.912978361446221e-08,5.861465202094962e-10
1992,7.493524378787697e-08,0.0
1993,7.47793009736597e-08,0.0
1994,9.020124736025537e-08,5.274926606624319e-10
1995,8.079451419007455e-08,0.0
1996,6.405710450962943e-08,0.0
1997,7.67183081507028e-08,0.0
1998,6.723062284663683e-08,0.0
1999,5.5756455452637965e-08,0.0
2000,6.582867229099065e-08,0.0
2001,6.747065839363131e-08,4.3812117822561447e-10
2002,7.053766637454828e-08,0.0
2003,6.542069286297192e-08,0.0
2004,5.550036874524267e-08,0.0
2005,6.440362199100491e-08,0.0
2006,6.465086954676735e-08,0.0
2007,5.911829603633123e-08,0.0
2008,6.386159867588503e-08,0.0
2009,5.006602066259802e-08,0.0
2010,5.479600062585632e-08,0.0
2011,4.93292375836063e-08,0.0
2012,3.982975727012672e-08,0.0
2013,4.406817666335883e-08,0.0
2014,3.551330252093976e-08,2.1654451842767486e-10
2015,3.679515003796041e-08,0.0
2016,4.4533809528957136e-08,2.0713400439298368e-10
2017,2.7168601590688013e-08,2.515611330355938e-10
2018,2.581466773676766e-08,2.5814667070633845e-10
2019,2.8571061960747102e-08,0.0
