year,auraient_VERB acheté_VERB,auraient_VERB racheté_VERB
1908,3.045061092166179e-08,2.4556945366072114e-09
1909,4.400786934866119e-08,2.7504918342913243e-09
1910,2.4583092894658876e-08,1.068830135508847e-09
1911,2.2345570727111408e-08,0.0
1912,2.2400511667797218e-08,2.0837684910901544e-09
1913,3.340883480973389e-08,1.060597942803554e-09
1914,2.8126324380650658e-08,6.696743715117748e-10
1915,1.6493066468115103e-08,0.0
1916,2.7468654906215306e-08,1.0987462051303964e-09
1917,2.1932848426331475e-08,4.386569774084137e-09
1918,4.479686666059024e-08,0.0
1919,2.8544329566670967e-08,0.0
1920,1.2872794385998532e-08,3.028892692213958e-09
1921,3.483463828501954e-08,0.0
1922,2.3609393551282665e-08,1.4755870969551665e-09
1923,2.7601466001669905e-08,0.0
1924,3.2229060309418855e-08,0.0
1925,2.969508017258704e-08,0.0
1926,2.0063049888108253e-08,0.0
1927,8.919379901328739e-09,4.4596899506643695e-09
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,2.33948540540041e-08,6.684243825105796e-09
1930,7.352522590764465e-09,0.0
1931,2.3951248095954725e-08,0.0
1932,3.06867029564728e-08,1.0959536611565568e-09
1933,3.555905436769535e-08,1.1470662197865522e-09
1934,2.156684431042777e-08,3.5944740517379614e-09
1935,2.154291145473053e-08,3.590485242455088e-09
1936,3.394919900756577e-08,1.2124714565686645e-09
1937,2.895957251780601e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,2.5930428915188486e-09
1939,3.058810094103137e-08,3.058810094103137e-09
1940,3.296517903095264e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.6129116648121453e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,9.744772988540262e-09,4.1763312808029696e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,5.435944139264848e-09,0.0
1949,6.8719057111366055e-09,9.817008317369869e-10
1950,1.914365022059883e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,8.435843135146115e-09,0.0
1953,2.0470272588113403e-08,1.0773827385790469e-09
1954,2.34540866728139e-08,0.0
1955,2.627970197011109e-08,5.631364707880948e-09
1956,9.593255967388359e-09,0.0
1957,1.5903067307476704e-08,0.0
1958,1.4062814024384807e-08,8.272243445794913e-10
1959,1.6276571201956358e-08,3.8753737996444215e-09
1960,1.1073333361366622e-08,0.0
1961,1.876002997391879e-08,0.0
1962,1.8391673961559718e-08,0.0
1963,2.0691370394843034e-08,3.2330267352165265e-09
1964,1.1559539991878864e-08,1.8251904432275978e-09
1965,1.5321720781003023e-08,0.0
1966,2.3818021332999706e-08,2.215629901769489e-09
1967,1.0846738618397467e-08,1.4791006197611978e-09
1968,1.392338955241712e-08,0.0
1969,2.180043701116574e-08,0.0
1970,1.74751555448438e-08,2.7592350626548523e-09
1971,1.3359833239690033e-08,1.541519245584766e-09
1972,1.487742551375959e-08,5.130146862875051e-10
1973,1.6539610570021068e-08,1.102640756478479e-09
1974,2.1377172032543967e-08,3.3753431161187564e-09
1975,1.9419033492340532e-08,5.711480177694739e-10
1976,1.7711933253394818e-08,1.142705374768127e-09
1977,1.1753563455840776e-08,0.0
1978,1.0099005187669263e-08,5.346532105932056e-09
1979,2.3993090181306798e-08,1.1703946700691858e-09
1980,1.989802811408481e-08,0.0
1981,1.9609203150139365e-08,1.2651099057237047e-09
1982,1.5518756057986138e-08,6.207502289967692e-10
1983,1.9577479193344516e-08,0.0
1984,1.797692661398287e-08,5.799008495621649e-10
1985,1.6843562988810845e-08,6.015558051686298e-10
1986,1.6784559520033326e-08,5.994485463567401e-10
1987,1.649920555735207e-08,3.6664902225425067e-09
1988,1.798966131616453e-08,5.996553809062277e-10
1989,1.9757239400064464e-08,3.841685636274406e-09
1990,1.5801088437683575e-08,2.179460389939436e-09
1991,1.641210189973208e-08,2.9307325455363298e-09
1992,1.7631821336294706e-08,0.0
1993,2.9357799746776436e-08,3.323524566667402e-09
1994,1.635227242502424e-08,2.1099706426497278e-09
1995,2.548551947256783e-08,5.422450821690461e-10
1996,1.92171327739743e-08,3.736664311304594e-09
1997,1.8700088588730068e-08,3.3564262480467733e-09
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,2.1479944933844308e-08,2.285100553223174e-09
2000,1.6346715980830595e-08,1.3254094488601709e-09
2001,1.5772362971233633e-08,2.6287270138425356e-09
2002,1.8839251936242363e-08,3.9430991805033955e-09
2003,1.5417615628621206e-08,4.166922806803086e-09
2004,1.8940601975714344e-08,1.7619165015858584e-09
2005,1.5312748402607212e-08,2.251874686720612e-09
2006,2.0177660431386357e-08,8.235779835885637e-10
2007,1.5977917655618512e-08,1.5977917877663117e-09
2008,2.1287197782271505e-08,2.1287198670449925e-09
2009,2.145686650578682e-08,1.907277002999308e-09
2010,1.6533276081531767e-08,9.447586046817946e-10
2011,1.5678285336662157e-08,1.529588788962144e-09
2012,2.8255296768975313e-08,1.7021263287730903e-09
2013,1.9244962956577183e-08,1.6734750252211938e-09
2014,2.013864097705209e-08,8.661780737106994e-10
2015,1.5959342292148904e-08,1.5516027351836215e-09
2016,2.0299133041135065e-08,2.6927420293532123e-09
2017,1.3835862233690932e-08,1.2578056374223934e-09
2018,1.5488799576246493e-08,7.744400121190154e-10
2019,1.8877308605169674e-08,1.02039510174734e-09
