year,pouvaient_VERB éveiller_VERB,pouvaient_VERB réveiller_VERB
1873,8.979006871356887e-09,4.788803575905831e-09
1874,1.5533982988813477e-08,7.766991494406739e-09
1875,7.437985338754061e-09,1.5448122780981066e-08
1876,4.836811839936672e-09,8.464420275799966e-09
1877,2.783167118991514e-08,1.0514186854493346e-08
1878,2.0532901601200138e-08,7.850815109122777e-09
1879,4.27652757650776e-09,1.0996785704264767e-08
1880,1.3477476912271413e-08,0.0
1881,1.673401861523871e-08,6.2752567586699115e-09
1882,1.3976308999019693e-08,5.324308105514319e-09
1883,8.21514056781325e-09,1.0110942305630033e-08
1884,8.582206056928499e-09,3.300848483434038e-09
1885,1.0313017106966527e-08,1.0313017106966527e-08
1886,4.5174246565693466e-09,7.744156427236248e-09
1887,8.48760173255414e-09,1.9586774424595887e-09
1888,2.028996703984376e-08,3.1703073499755874e-09
1889,1.4409814674820609e-08,0.0
1890,1.3108772733971819e-08,1.3108772733971819e-08
1891,8.286486163910922e-09,1.9122659011827636e-09
1892,1.8805537127519756e-09,3.1342561879199593e-09
1893,9.23762488724833e-09,6.158416554491453e-10
1894,1.3863386882917439e-08,6.9316934414587195e-09
1895,1.1435367319734269e-08,6.018614495673091e-10
1896,9.435246361988447e-09,4.1279202278587945e-09
1897,1.1070755867592652e-08,3.4960281336537946e-09
1898,1.9804241802034994e-08,1.6975064687230201e-09
1899,1.2713430308508578e-08,2.7637891975018647e-09
1900,7.786579381274805e-09,5.191053142894475e-10
1901,1.900171220370339e-08,5.58873880507349e-09
1902,8.838511256215043e-09,4.419255628107521e-09
1903,1.7820726228023887e-08,4.320176216765503e-09
1904,1.0211787859759625e-08,3.2247751136083025e-09
1905,1.3934049469810361e-08,5.676835002077496e-09
1906,1.0802787109298606e-08,5.144184633820714e-09
1907,1.0799970695529737e-08,3.0857059130084963e-09
1908,5.40252820258047e-09,9.822778146428846e-10
1909,8.251475058784763e-09,1.6502950117569526e-09
1910,8.550641084070776e-09,3.740905363258662e-09
1911,1.0108711201439746e-08,3.7242617878519013e-09
1912,2.031674206648404e-08,1.5628263128064646e-09
1913,1.590896836489719e-08,6.363587878865928e-09
1914,1.0045115850232378e-08,3.3483718020477227e-09
1915,8.246533234057551e-09,0.0
1916,1.9777431248257926e-08,3.2962386153911893e-09
1917,4.386569774084137e-09,2.1932848870420685e-09
1918,1.8378202071289707e-08,0.0
1919,3.6831393490643904e-09,6.4454939163738345e-09
1920,1.1358347151713133e-08,0.0
1921,7.572747429129834e-10,0.0
1922,4.426761179843197e-09,0.0
1923,1.5923921736771263e-08,0.0
1924,1.0313299547703991e-08,7.734974438733389e-09
1925,8.798542339150117e-09,1.3197813508725176e-08
1926,8.916910765321973e-09,0.0
1927,6.689535148041159e-09,7.804457524684949e-09
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,2.33948540540041e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,1.0503603542488804e-09
1931,9.124285327288817e-09,0.0
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,5.735331320977366e-09,0.0
1934,1.677421224144382e-08,5.990790086229936e-09
1935,2.154291145473053e-08,2.393656828303392e-09
1936,1.091224355320719e-08,2.424942913137329e-09
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,1.6854778905894818e-08,7.779128452511941e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,4.057252667166722e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,2.730790527039062e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,5.806470415592457e-09
1944,9.639558484764166e-09,9.639558484764166e-09
1945,6.535512131478072e-09,8.714016175304096e-09
1946,9.744772988540262e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,7.610321262063735e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,5.317680518146517e-09,5.317680518146517e-09
1951,1.4925962688039363e-08,1.0661401761424827e-09
1952,6.326882129314981e-09,2.1089607837865287e-09
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,1.0324168187025862e-08,3.754243138587299e-09
1956,1.657016923672927e-08,4.360570571293465e-09
1957,1.6786572132332367e-08,4.417518795207798e-09
1958,1.0753916868111446e-08,0.0
1959,4.650448914844674e-09,0.0
1960,8.997083078554624e-09,2.076250060767393e-09
1961,2.153929301584867e-08,4.16889545107324e-09
1962,1.4586500007851555e-08,6.341956404476434e-10
1963,9.69907976156037e-09,1.939815863494232e-09
1964,6.083968440151466e-09,1.2167936658258327e-09
1965,7.660860390501512e-09,2.73602163147757e-09
1966,9.416426749453422e-09,1.6617224263271169e-09
1967,8.381570104631919e-09,2.9582012395223956e-09
1968,9.431973424511852e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,4.995933444718048e-09
1970,3.219107425067591e-09,2.7592350626548523e-09
1971,3.5968783507200897e-09,3.5968783507200897e-09
1972,9.234264020108185e-09,1.0260293725750103e-09
1973,4.9618833486420044e-09,1.102640756478479e-09
1974,6.750686232237513e-09,1.1251143350321513e-09
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,2.285410749536254e-09
1977,5.289103821581875e-09,4.11374712072643e-09
1978,5.940591130126904e-09,5.346532105932056e-09
1979,6.437170796402825e-09,5.851973350345929e-10
1980,1.3644362084619388e-08,5.685150683554241e-10
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,7.449002747961231e-09,3.1037510339615437e-09
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,1.6242006850575308e-08,6.015558051686298e-10
1986,6.593933843390687e-09,1.7983456945813714e-09
1987,7.944062296871834e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,4.197587610832443e-09
1989,7.683371272548811e-09,1.6464366536794728e-09
1990,6.538381391862913e-09,2.179460389939436e-09
1991,8.20605094986604e-09,2.344586080837985e-09
1992,5.509944056569793e-09,2.2039776670368383e-09
1993,4.985286850001103e-09,5.539207426075166e-10
1994,6.857404422078162e-09,4.2199412852994556e-09
1995,3.795715741716776e-09,1.0844901643380922e-09
1996,7.473328622609188e-09,5.338092190498855e-10
1997,4.794894259418925e-09,2.3974471297094624e-09
1998,9.536258005482523e-09,7.152193948201102e-09
1999,5.484241505371301e-09,9.140402323914998e-10
2000,7.510653432518666e-09,1.3254094488601709e-09
2001,5.695575122643959e-09,2.6287270138425356e-09
2002,6.571832411594869e-09,3.066854992184176e-09
2003,6.250384210204629e-09,1.2500769308587678e-09
2004,4.404791198453495e-09,3.9643119897903034e-09
2005,5.404499514582994e-09,1.3511248786457486e-09
2006,3.294311934354255e-09,3.294311934354255e-09
2007,6.7906151812735516e-09,1.5977917877663117e-09
2008,6.811903485726134e-09,2.9802078582719105e-09
2009,5.245011536203492e-09,1.907277002999308e-09
2010,6.613310343794865e-09,2.3618964561933353e-09
2011,8.795135286732148e-09,2.2943831279320648e-09
2012,9.19148224198807e-09,2.0425516833455504e-09
2013,1.059867482666732e-08,5.578249862026041e-09
2014,8.445236510112863e-09,5.413613113347537e-09
2015,9.087958829923082e-09,6.206410940734486e-09
2016,7.45682449121432e-09,5.3854840587064245e-09
2017,6.037467414898856e-09,3.5218559180094644e-09
2018,9.551427204712581e-09,4.3884935685412074e-09
2019,5.867272001580659e-09,4.591778068885333e-09
