year,grand_ADJ régal_NOUN
1874,3.2860349108432274e-08
1875,4.5772217127648673e-08
1876,2.5997862973525798e-08
1877,8.04026111245193e-08
1878,4.831271027683215e-08
1879,3.787781821529279e-08
1880,4.1074214696124045e-08
1881,2.5101027034679646e-08
1882,3.7270154962243396e-08
1883,2.5909288936531993e-08
1884,2.3105940272216685e-08
1885,2.7716232864349877e-08
1886,4.065682190912412e-08
1887,1.8933882017790893e-08
1888,2.789870379160675e-08
1889,4.2602930960811136e-08
1890,4.129263331265065e-08
1891,2.995883496836882e-08
1892,3.384996816180319e-08
1893,2.2170299374124625e-08
1894,2.520615716150587e-08
1895,2.407445776064776e-08
1896,2.889544248318998e-08
1897,1.5149455023788505e-08
1898,2.2633418694795182e-08
1899,3.0954439012020885e-08
1900,3.114631752509922e-08
1901,2.235495522029396e-08
1902,2.6515532880466708e-08
1903,1.674068350610014e-08
1904,2.364835172130597e-08
1905,2.9932401446330914e-08
1906,2.5206503551089554e-08
1907,2.0057088434555226e-08
1908,1.7680999775393502e-08
1909,2.9705311987981986e-08
1910,1.3894791983659616e-08
1911,2.128149745317387e-08
1912,2.70889900511051e-08
1913,1.9090762748419365e-08
1914,1.7411533548283842e-08
1915,1.0602685840410686e-08
1916,3.0764893521606496e-08
1917,2.8512703309502285e-08
1918,1.2635013924011673e-08
1919,5.524709190130039e-09
1920,2.1202248845497706e-08
1921,9.087297137000405e-09
1922,2.8036154731125862e-08
1923,1.2739137744688378e-08
1924,2.3204924204378585e-08
1925,2.3096173862313663e-08
1926,1.7833821530643945e-08
1927,2.6758140592164636e-08
1928,2.0566874425753667e-08
1929,1.893869061575515e-08
1930,1.995684684175103e-08
1931,2.737285598186645e-08
1932,2.4110979879310435e-08
1933,3.4411986593596566e-09
1934,1.0783422155213884e-08
1935,1.795242710045386e-08
1936,1.4549657478823974e-08
1937,1.7627565185307503e-08
1938,1.6854778905894818e-08
1939,1.6823456405745674e-08
1940,0.0
1941,1.4757512545315876e-08
1942,1.8205270180260413e-08
1943,2.6129116648121453e-08
1944,6.4263723231761105e-09
1945,1.089252066321933e-08
1946,1.3921104269343232e-08
1947,8.344609447874518e-09
1948,9.784699273041042e-09
1949,8.835307596655184e-09
1950,6.381216888229346e-09
1951,1.0661401539380222e-08
1952,6.326882129314981e-09
1953,9.69644453618912e-09
1954,1.6613311615287785e-08
1955,6.569925492527773e-09
1956,6.104799332717903e-09
1957,9.718541527092839e-09
1958,8.272243445794913e-09
1959,6.975672928177801e-09
1960,1.9378333604436193e-08
1961,1.1117054610210175e-08
1962,1.1415521861124489e-08
1963,1.0345685197421517e-08
1964,1.034274621503073e-08
1965,1.6963333848707407e-08
1966,2.1048483844765542e-08
1967,5.916402479044791e-09
1968,1.0779397818794223e-08
1969,2.361714024345929e-08
1970,9.657322941336588e-09
1971,1.0790635052160269e-08
1972,1.1799337507056862e-08
1973,7.718485406371656e-09
1974,7.875800456247362e-09
1975,2.8557400888473694e-09
1976,6.2848797277581525e-09
1977,5.289103821581875e-09
1978,1.1881182260253809e-08
1979,8.777959692451986e-09
1980,1.193881615790815e-08
1981,6.325549417596221e-09
1982,5.586751949948621e-09
1983,5.683784443100137e-09
1984,6.378909400694965e-09
1985,1.0828004270990732e-08
1986,8.392279760016663e-09
1987,1.4054879038383206e-08
1988,5.99655392008458e-09
1989,7.134558721588746e-09
1990,7.083246433836621e-09
1991,9.37834432335194e-09
1992,7.162927584403178e-09
1993,8.308811416668505e-09
1994,1.4242301560329906e-08
1995,1.0844901865425527e-08
1996,9.608566164942545e-09
1997,9.110299181713799e-09
1998,1.0966696883940585e-08
1999,1.0054442611817649e-08
2000,7.95245647111642e-09
2001,1.1829271784336015e-08
2002,8.762443215459825e-09
2003,1.2917460712191797e-08
2004,7.928623979580607e-09
2005,8.106749049829887e-09
2006,1.4412615101377924e-08
2007,1.3980677948666198e-08
2008,1.575252639440805e-08
2009,1.4304577744539415e-08
2010,1.2281861749841028e-08
2011,1.7207874181135452e-08
2012,2.0765940772493607e-08
2013,1.812931316180766e-08
2014,3.8544925473615876e-08
2015,2.1722439319526998e-08
2016,3.04486995617026e-08
2017,1.0817128526241504e-08
2018,1.858655984676716e-08
2019,3.571382806155654e-08
