year,fallut_VERB abattre_VERB,fallut_VERB rabattre_VERB
1967,5.423369309198733e-09,0.0
1968,9.431973424511852e-09,0.0
1969,9.991866889436096e-09,1.3625273131978588e-09
1970,1.8394900047624674e-09,4.5987250119061684e-10
1971,4.624557625731995e-09,5.138397485282553e-10
1972,5.643161493651405e-09,3.0780880067027283e-09
1973,7.1671650836435674e-09,2.7566018356850464e-09
1974,5.06301445213353e-09,0.0
1975,7.996072248772634e-09,0.0
1976,7.427584769459372e-09,0.0
1977,5.289103821581875e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,0.0
1980,5.6851505725319385e-09,0.0
1981,5.060439622894819e-09,0.0
1982,8.690503427999374e-09,0.0
1983,6.315316047889041e-10,0.0
1984,3.479405208395292e-09,5.799008495621649e-10
1985,6.015557829641693e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,5.49973533381376e-09,0.0
1988,1.1993107618124554e-09,0.0
1989,8.232182935330457e-09,0.0
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,4.68917216167597e-09,5.861465202094962e-10
1992,9.91789939064347e-09,0.0
1993,7.200969598386564e-09,1.1078414852150331e-09
1994,4.747434001473039e-09,0.0
1995,2.1689803286761844e-09,0.0
1996,9.60856638698715e-09,5.338092190498855e-10
1997,2.876936688878118e-09,0.0
1998,4.7681290027412615e-09,0.0
1999,4.113180906983871e-09,0.0
2000,7.510653432518666e-09,0.0
2001,4.381211837767296e-09,4.3812117822561447e-10
2002,5.6955880012310445e-09,4.38122149670761e-10
2003,4.583615265119079e-09,0.0
2004,6.607186797680242e-09,8.809582507929292e-10
2005,5.404499514582994e-09,0.0
2006,4.529678854225949e-09,0.0
2007,4.393927444112933e-09,7.988958938831558e-10
2008,2.1287198670449925e-09,8.514879357157668e-10
2009,1.907277002999308e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,5.353560705856353e-09,7.64794394481072e-10
2012,4.425528388196653e-09,0.0
2013,4.183687618564136e-09,8.367375126105969e-10
2014,7.362513709807672e-09,2.815078836704288e-09
2015,5.54143841924315e-09,1.10828768384863e-09
2016,7.45682449121432e-09,2.0713399884186856e-09
2017,3.018733707449428e-09,0.0
2018,3.3559066636712487e-09,7.744400121190154e-10
2019,1.53059265262101e-09,6.12237061048404e-09
