year,doivent_VERB amener_VERB,doivent_VERB ramener_VERB
1849,1.1814974953949786e-07,1.75967720394965e-08
1850,1.7447719358187896e-07,2.5119284430275002e-08
1851,1.709101269398161e-07,1.870337307252612e-08
1852,1.263045845689703e-07,5.859490670445666e-09
1853,1.1107793085329831e-07,1.2541057081705276e-08
1854,1.5742863013201713e-07,1.506742641765868e-08
1855,1.2736649068756378e-07,1.5920811335945473e-08
1856,1.2218166034472233e-07,2.5368226630462232e-08
1857,1.4009931703640177e-07,2.147863931156735e-08
1858,1.1744822359105456e-07,3.4255731584664773e-09
1859,1.6091267696083378e-07,1.7313389832906978e-08
1860,1.4509673462725914e-07,3.3413442679375294e-08
1861,1.815646015757011e-07,1.839225838295988e-08
1862,1.2424462170201878e-07,1.7620147119146168e-08
1863,1.6432302629709739e-07,8.990317823531768e-09
1864,1.3089606909488793e-07,1.4863656971897399e-08
1865,1.219072629510265e-07,1.8827376990770972e-08
1866,1.5423992749674653e-07,1.1677471434268227e-08
1867,1.3539343513002677e-07,2.038180824115443e-08
1868,1.1905096641839918e-07,1.7289560005906424e-08
1869,1.4699392636430275e-07,7.813630631403612e-09
1870,1.2786928493824234e-07,2.5803219116937726e-08
1871,1.6993882923088677e-07,1.274541272522356e-08
1872,1.3848406865690777e-07,3.62840353318461e-08
1873,1.4306550610854174e-07,1.1373408881354408e-08
1874,1.3861092895695037e-07,1.1351757756017378e-08
1875,1.3273943011427036e-07,2.2886109007913547e-08
1876,1.4147674676223687e-07,9.069021977836655e-09
1877,1.5276495446414629e-07,1.855444864418132e-08
1878,1.437303041029736e-07,6.6429977074733415e-09
1879,1.1424437929008491e-07,1.5273313280772527e-08
1880,1.2899870682758774e-07,1.0910338410496934e-08
1881,1.5269792186245468e-07,9.761510710859511e-09
1882,1.0049631526953817e-07,1.0648616211028639e-08
1883,1.1817164136118663e-07,1.4534479397809719e-08
1884,1.2675258176386706e-07,9.902545450302114e-09
1885,1.1150950030014428e-07,9.023890079618013e-09
1886,1.1809839151055712e-07,1.4197620856748472e-08
1887,7.247106026397887e-08,1.566941953967671e-08
1888,9.827952851537702e-08,1.0779045211961602e-08
1889,1.0588080812112821e-07,3.3205225236088154e-08
1890,9.634948128223186e-08,1.2453334363726754e-08
1891,1.0135009631540015e-07,1.0836173736095134e-08
1892,9.277398049789554e-08,1.3790726782758611e-08
1893,1.0407723749494835e-07,2.155445777418663e-08
1894,8.002955098618258e-08,4.159015887239548e-08
1895,1.0412203010901067e-07,1.1435367319734269e-08
1896,1.179405799689448e-07,2.0639602027472392e-08
1897,1.0021947360883132e-07,3.6708296846654775e-08
1898,6.167606869666997e-08,2.093591255913907e-08
1899,9.452158877820693e-08,1.8241008703512307e-08
1900,8.617148239409289e-08,3.1665425836990835e-08
1901,6.818261510943557e-08,4.5827658112784775e-08
1902,9.6732591714499e-08,4.1246384085980026e-08
1903,7.34429974613704e-08,5.562226945698967e-08
1904,1.0480518852773457e-07,3.547252447333449e-08
1905,9.444188719953672e-08,2.7868098939620722e-08
1906,7.716276684277545e-08,1.3374879870298173e-08
1907,4.782844342798853e-08,1.337139288182243e-08
1908,8.840500242968119e-08,1.620758460774141e-08
1909,7.921416056433372e-08,1.0451868703853506e-08
1910,9.566029746110871e-08,1.068830179917768e-08
1911,8.140172269577306e-08,1.276889793899727e-08
1912,6.303399402440846e-08,1.6670147928721235e-08
1913,7.795394907361697e-08,1.5378670781274195e-08
1914,7.165515825136026e-08,2.1429579888376793e-08
1915,6.125996065975414e-08,3.2986132936230206e-08
1916,7.69122365795738e-08,1.3184954461564757e-08
1917,7.895825859804972e-08,4.386569774084137e-09
1918,7.006689628497043e-08,1.378365155346728e-08
1919,7.642513821792818e-08,2.2098836538475553e-08
1920,4.543338860685253e-08,1.2872794385998532e-08
1921,6.739745117556595e-08,9.087297137000405e-09
1922,7.230377008227151e-08,9.591316185719734e-09
1923,7.961961046021315e-08,2.229349149729387e-08
1924,7.34822620529485e-08,1.1602462102189293e-08
1925,5.0591619782380803e-08,1.6497267552040284e-08
1926,6.687682940764716e-08,1.3375366592072169e-08
1927,4.0137209111890115e-08,7.804457524684949e-09
1928,6.398582996780533e-08,5.713020723163709e-09
1929,6.795647777835256e-08,1.0026365515614089e-08
1930,5.882018072611572e-08,9.453243521306831e-09
1931,6.84321435073798e-08,9.124285327288817e-09
1932,5.370172928564898e-08,1.8631212128639163e-08
1933,5.964744076436546e-08,1.605892663292252e-08
1934,7.308764082836205e-08,1.3179738189705859e-08
1935,7.89906735576551e-08,1.3165112555668657e-08
1936,5.456121598967911e-08,7.274828739411987e-09
1937,4.280980192561401e-08,1.3850230295986421e-08
1938,5.704694316932546e-08,1.5558256905023882e-08
1939,4.7411557346777045e-08,1.5294050470515685e-09
1940,5.325144059042941e-08,7.607348528892999e-09
1941,3.836953510472085e-08,5.9030051957620344e-09
1942,5.158160121254696e-08,9.102635090130207e-09
1943,3.193558839598154e-08,8.709705845433291e-09
1944,3.213186161588055e-08,0.0
1945,3.485606470121638e-08,1.9606536838523425e-08
1946,8.770295778504078e-08,1.3921104269343232e-08
1947,5.4836007734593295e-08,1.6689218895749036e-08
1948,7.827759418432834e-08,1.0871888278529696e-08
1949,7.951776836989666e-08,7.853606653895895e-09
1950,8.189228140054183e-08,8.508289184305795e-09
1951,8.315893040844458e-08,1.8124383771578323e-08
1952,6.115985939914026e-08,8.435843135146115e-09
1953,7.433941107137798e-08,1.0773827163745864e-08
1954,5.570345606997762e-08,1.172704333640695e-08
1955,5.631364530245264e-08,1.407841132561316e-08
1956,5.843164885277474e-08,1.3081712602058815e-08
1957,4.50586910005768e-08,5.301022731885041e-09
1958,6.286904863372911e-08,8.272243334772611e-09
1959,6.66564332618691e-08,8.525822714489095e-09
1960,5.3982500247684584e-08,7.612916519406099e-09
1961,6.531269747256374e-08,1.111705483225478e-08
1962,6.659054463398206e-08,1.3952304200870458e-08
1963,4.9142006020019835e-08,1.5518526907953856e-08
1964,8.21335746081786e-08,1.4601523545820783e-08
1965,5.2531618166540284e-08,9.849678406226303e-09
1966,4.3204781974282014e-08,1.2185964237687585e-08
1967,5.521975765532261e-08,1.429797347185513e-08
1968,5.3896989982149535e-08,1.3025106326836067e-08
1969,5.450109341609277e-08,1.1808570121729645e-08
1970,4.7826741678136386e-08,1.103694025061941e-08
1971,4.624557803367679e-08,1.3873672877195986e-08
1972,5.23274970021248e-08,7.69522046084603e-09
1973,6.119655893144227e-08,1.8193572870472963e-08
1974,4.950502940914703e-08,7.875800456247362e-09
1975,3.655347313724633e-08,1.313640396460869e-08
1976,3.7709277478370495e-08,9.712995741040231e-09
1977,5.3478714789889636e-08,6.464460078348111e-09
1978,5.702967698084649e-08,4.752473081737207e-09
1979,5.325295759917026e-08,9.948355028654987e-09
1980,3.6953480275769834e-08,7.95921106799824e-09
1981,5.3134616706529414e-08,1.0753434587229549e-08
1982,3.7245012407538525e-08,7.449002747961231e-09
1983,3.915495838668903e-08,8.209910973278056e-09
1984,4.465236713713239e-08,6.958810416790584e-09
1985,3.609334697785016e-08,5.414002135495366e-09
1986,4.855533219938479e-08,9.591176741707841e-09
1987,4.522004459772688e-08,7.332980445085013e-09
1988,4.9771397669928774e-08,7.795519785247507e-09
1989,5.5430035672543454e-08,7.683371272548811e-09
1990,3.8140555602694803e-08,9.262707045820662e-09
1991,5.6856212182765375e-08,4.10302547493302e-09
1992,4.0773585396891576e-08,8.264915862810085e-09
1993,4.3759737167192725e-08,9.970573700002205e-09
1994,3.850696472795789e-08,6.857404422078162e-09
1995,3.7957157417167764e-08,2.2232049090575856e-08
1996,4.4306165847274315e-08,1.4412848692302305e-08
1997,4.267456077400311e-08,1.4384683666435194e-08
1998,3.766822231909828e-08,1.2873949017944142e-08
1999,4.4787970665538523e-08,1.1882523409667556e-08
2000,4.373851325567557e-08,1.4137700787841823e-08
2001,5.126017654788484e-08,1.3581756164171566e-08
2002,3.811662807606808e-08,3.9430991805033955e-09
2003,4.50027677345588e-08,1.0417307017007715e-08
2004,5.8143243109043397e-08,7.928623979580607e-09
2005,5.3594618520946824e-08,1.9816498664226856e-08
2006,5.80622483425941e-08,9.471146533712727e-09
2007,4.7933752966855536e-08,9.18730247434496e-09
2008,5.108927680907982e-08,1.1920831433087642e-08
2009,4.577464807198339e-08,1.192048149079028e-08
2010,6.235406857513226e-08,8.030448306328708e-09
2011,4.741725234680416e-08,6.500752380844688e-09
2012,5.8893572685292384e-08,9.872333173177594e-09
2013,4.3789263770577236e-08,6.693900100884775e-09
2014,3.659602398897732e-08,1.1043770342666903e-08
2015,4.765637129366951e-08,5.319781060109108e-09
2016,5.178350193091319e-08,1.0978101983027955e-08
2017,4.2765393004629004e-08,8.804639684001359e-09
2018,3.872199982879465e-08,9.29327992338358e-09
2019,3.851991436931712e-08,1.020395146156261e-08
