year,dut_VERB envoyer_VERB,dut_VERB renvoyer_VERB
1919,5.985101125816072e-08,2.1178051312631396e-08
1920,5.83061847692079e-08,1.2872794385998532e-08
1921,4.619375815195781e-08,1.9689142760626055e-08
1922,3.172512208493572e-08,9.591316185719734e-09
1923,4.671016995416721e-08,5.307974060286824e-09
1924,4.640984840875717e-08,1.675911143195208e-08
1925,5.49908882874206e-08,1.6497267552040284e-08
1926,5.238685218955652e-08,1.3375366592072169e-08
1927,5.797597069090443e-08,1.3379070296082318e-08
1928,7.084145892122251e-08,1.1426041446327417e-08
1929,7.241263944024467e-08,6.684243825105796e-09
1930,5.04172987803031e-08,8.402882833991043e-09
1931,7.185374784057785e-08,1.1405356659111021e-08
1932,6.466126478699152e-08,6.575722188983946e-09
1933,7.685343916818965e-08,2.1794258842078307e-08
1934,4.912448048344231e-08,2.3963160344919743e-08
1935,7.180970840181544e-08,7.180970484910176e-09
1936,5.941110003959693e-08,1.2124714565686645e-08
1937,4.784624962894668e-08,1.510934133364117e-08
1938,5.186085871855539e-08,1.2965214679638848e-08
1939,4.129393715857077e-08,1.070583532936098e-08
1940,7.353770570261986e-08,1.7750480196809804e-08
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,6.387117679196308e-08,2.0322646676618206e-08
1944,9.318240046241044e-08,1.6065930807940276e-08
1945,4.7927088075994106e-08,1.089252066321933e-08
1946,6.542919095409161e-08,2.227376683094917e-08
1947,4.4107220986688844e-08,8.344609447874518e-09
1948,6.305695166020087e-08,1.7395020535104777e-08
1949,5.3993545634511975e-08,4.908504269707237e-09
1950,3.616023036556726e-08,7.444753258312176e-09
1951,6.503454841322309e-08,8.529121409139861e-09
1952,2.6362009464264702e-08,6.326882129314981e-09
1953,3.44762476345295e-08,6.464296653518886e-09
1954,2.7363100230104465e-08,6.840775057526116e-09
1955,4.598947711542678e-08,1.0324168187025862e-08
1956,3.662879421995058e-08,4.360570571293465e-09
1957,5.6544241289202546e-08,1.4136060322300636e-08
1958,4.6324561964183886e-08,1.9853384713997002e-08
1959,4.80546376024904e-08,6.975672928177801e-09
1960,5.6750835142338474e-08,1.038124963770315e-08
1961,3.61304266505158e-08,4.16889545107324e-09
1962,5.200404373795209e-08,3.170978146727066e-09
1963,4.073613624200334e-08,1.8104948651398445e-08
1964,4.988854129805986e-08,7.300761772910391e-09
1965,3.447387442179206e-08,6.5664522708175355e-09
1966,4.818994980837488e-08,8.862519607077957e-09
1967,3.5498416650625586e-08,3.944268467392931e-09
1968,4.491415950269584e-08,8.533690198930799e-09
1969,3.633406109315729e-08,7.2668124850849836e-09
1970,3.54101814536989e-08,1.0577067222072856e-08
1971,3.5454942093338104e-08,8.221435976452085e-09
1972,2.4111690422046195e-08,3.5911027485013847e-09
1973,3.473318344049403e-08,7.718485406371656e-09
1974,3.3753430273009144e-08,1.0688586016271984e-08
1975,4.454954449784054e-08,6.8537762132336866e-09
1976,3.142439908287997e-08,6.8562320265641574e-09
1977,2.8208553715103335e-08,1.1753563455840776e-08
1978,2.0792070287711795e-08,7.72276909088987e-09
1979,5.325295759917026e-08,4.681578680276743e-09
1980,3.411090432337005e-08,6.822181042309694e-09
1981,2.9730083284107423e-08,5.060439622894819e-09
1982,3.289976291398489e-08,6.2075020679230875e-09
1983,2.3366668600033336e-08,7.57837881337764e-09
1984,3.131464509920079e-08,4.639206796497319e-09
1985,1.9249785765396155e-08,6.015557829641693e-09
1986,1.978180286243969e-08,5.395036861699509e-09
1987,2.0165694891716157e-08,3.6664902225425067e-09
1988,2.5185526553173077e-08,6.596209356501959e-09
1989,2.8538234886354985e-08,7.683371272548811e-09
1990,2.397406362319998e-08,7.083246433836621e-09
1991,1.4653663171770859e-08,6.4476117778156095e-09
1992,2.6998726809779328e-08,6.060938417817852e-09
1993,2.9911721100006616e-08,3.877445031719162e-09
1994,2.1099706870586488e-08,2.637463358823311e-09
1995,2.3858783393393423e-08,3.795715741716776e-09
1996,2.4021414191111035e-08,4.270473752399084e-09
1997,2.3974472185273044e-08,4.794894259418925e-09
1998,2.2410207023426665e-08,5.72175506974304e-09
1999,2.1936966021485205e-08,5.0272213059088244e-09
2000,2.1206551181762734e-08,3.5344251969604557e-09
2001,2.015357480900093e-08,6.133696661692056e-09
2002,2.891606243338174e-08,8.76244299341522e-10
2003,1.750107614384433e-08,1.0833999475323708e-08
2004,1.5416770082765652e-08,4.845270407116686e-09
2005,2.1617998058331978e-08,1.8014998381943315e-09
2006,1.317724773741702e-08,3.706100981659688e-09
2007,1.677681460421354e-08,5.192823504529542e-09
2008,1.4049550856043425e-08,2.9802078582719105e-09
2009,1.43045770784056e-08,4.76819250749827e-09
2010,1.747803501928047e-08,5.196172381261022e-09
2011,1.0707121411712706e-08,4.971163480860241e-09
2012,1.3957436095779485e-08,4.765953853791416e-09
2013,2.2870825233667347e-08,4.183687618564136e-09
2014,3.702911399727782e-08,6.063246349441442e-09
2015,1.573768493301486e-08,5.098123256885856e-09
2016,2.278474120487317e-08,4.764082017771898e-09
2017,1.0817128526241504e-08,4.528100561174142e-09
2018,1.7295826992835828e-08,2.0651733656507076e-09
2019,2.7550667525133576e-08,2.2958890344426663e-09
