year,faut_VERB éveiller_VERB,faut_VERB réveiller_VERB
1950,2.1270722072586068e-08,1.914365022059883e-08
1951,4.264560615752089e-08,3.731490494374157e-08
1952,2.6362009464264702e-08,1.370824520563474e-08
1953,1.8315507332999914e-08,2.0470272588113403e-08
1954,2.443134050622575e-08,2.14995790059902e-08
1955,2.9095383879962355e-08,3.0972504561077585e-08
1956,2.616342520411763e-08,2.9651880950609666e-08
1957,1.9437083054185678e-08,2.2087593976038988e-08
1958,1.9853384713997002e-08,1.0753916868111446e-08
1959,1.2401196514133517e-08,8.525822714489095e-09
1960,2.353083417006019e-08,1.7994166157109248e-08
1961,2.223410966450956e-08,3.61304266505158e-08
1962,2.029426049432459e-08,2.8538803320543593e-08
1963,1.2285501505004959e-08,1.681173777967615e-08
1964,1.4601523545820783e-08,2.3727476872181796e-08
1965,2.7360217202954118e-08,2.4624196015565758e-08
1966,1.9940669560014612e-08,2.8249282024717104e-08
1967,2.267954357648705e-08,2.267954357648705e-08
1968,1.3025106326836067e-08,2.110965446888713e-08
1969,1.6804504454626112e-08,3.587988572917311e-08
1970,2.1614008360870685e-08,2.0694262303777577e-08
1971,2.5178147566862208e-08,1.2332153964678128e-08
1972,1.3338381954497436e-08,1.846852804021637e-08
1973,1.6539610570021068e-08,2.536073751002732e-08
1974,1.8564387360697765e-08,1.6876715136504572e-08
1975,1.3707552426467373e-08,2.9699696924012642e-08
1976,1.7140580510499603e-08,1.7711933253394818e-08
1977,1.3516598507123945e-08,2.703319701424789e-08
1978,1.3663360221016774e-08,2.198018833610149e-08
1979,1.1118749476679568e-08,2.57486831856113e-08
1980,1.4781392110307934e-08,1.4212877097463661e-08
1981,2.340453342242199e-08,3.0995192190630405e-08
1982,2.110550845202397e-08,2.3588508923921836e-08
1983,1.1999100379966876e-08,1.894594880980094e-08
1984,1.797692661398287e-08,1.739702604197646e-08
1985,1.564045071233977e-08,2.707001200974446e-08
1986,1.7384007122700496e-08,1.6185110141009318e-08
1987,2.13878585952898e-08,2.4443266966045485e-08
1988,2.5185526553173077e-08,2.278690480750356e-08
1989,1.0976243913773942e-08,2.469655058234821e-08
1990,1.961514328741032e-08,2.45189291092629e-08
1991,2.8721180100887977e-08,2.2273567878983158e-08
1992,1.322386644631024e-08,2.4243753671271406e-08
1993,1.3294098266669607e-08,3.10195602537533e-08
1994,1.5297286992677073e-08,2.7429617688312646e-08
1995,8.675921314704738e-09,1.8978578708583882e-08
1996,8.007138063703678e-09,2.1352368761995422e-08
1997,1.4864173003559245e-08,2.061804593722627e-08
1998,1.4304387896402204e-08,2.8131962537258914e-08
1999,1.6452723627935484e-08,1.8737825513426287e-08
2000,8.83606254831193e-09,2.6949992459890382e-08
2001,1.796296800193886e-08,2.541102794850758e-08
2002,2.409671751024689e-08,2.7601695151702188e-08
2003,1.0833999475323708e-08,2.1251306492331423e-08
2004,1.0571499231559756e-08,3.03930605127789e-08
2005,9.908249332113428e-09,2.612174831995162e-08
2006,1.4824403926638752e-08,2.3060183096390574e-08
2007,1.2782334302130494e-08,3.395307501818934e-08
2008,1.0643598891135753e-08,2.2138685551453818e-08
2009,9.059565542202108e-09,3.290052674742583e-08
2010,1.1809482280966677e-08,3.590082542359596e-08
2011,1.7207874236646603e-08,3.21213633469597e-08
2012,1.463828702696901e-08,4.22127328647548e-08
2013,1.4224537991935904e-08,3.346950094851309e-08
2014,1.3642305063399363e-08,3.789529046116513e-08
2015,1.2412821881468972e-08,3.56868632422902e-08
2016,1.8020658743012063e-08,3.50056481579486e-08
2017,1.4842107098900215e-08,3.6224804489393136e-08
2018,1.1100306451794495e-08,2.6330960523068825e-08
2019,8.673358031785483e-09,2.8571061960747102e-08
