year,voulant_VERB approcher_VERB,voulant_VERB rapprocher_VERB
1861,7.073945651470126e-09,3.3011745559363703e-09
1862,8.584173927239647e-09,8.584174038261949e-09
1863,3.496234635136375e-09,0.0
1864,6.233146443435089e-09,2.3973640850272204e-09
1865,1.4120533631256649e-09,0.0
1866,1.9462451650298362e-09,8.271542117910258e-09
1867,9.7056229719783e-10,7.279217228983725e-09
1868,3.4579119567723637e-09,4.93987406535723e-10
1869,9.767038289254515e-10,5.371870948067681e-09
1870,2.2936195165357276e-09,1.0321287824410774e-08
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,6.652073114565837e-09,2.4189357183956872e-09
1873,1.1972008939764578e-09,5.9860045809045914e-09
1874,8.364452408482492e-09,4.779687312606029e-09
1875,4.577221712764867e-09,1.1443054281912168e-09
1876,0.0,1.0278225381910033e-08
1877,1.2369631985365004e-09,0.0
1878,1.8117265465633636e-09,0.0
1879,6.10932526790009e-10,8.553055041993218e-09
1880,6.417846254436199e-10,7.059631101924424e-09
1881,3.4862537301449947e-09,6.2752569807145164e-09
1882,6.655385131892899e-10,7.986462158271479e-09
1883,1.8958017378167824e-09,5.0554711528150165e-09
1884,0.0,3.300848483434038e-09
1885,6.445635691854079e-10,7.090199094506033e-09
1886,6.453463874400711e-10,0.0
1887,6.528924623161458e-10,3.2644623670918804e-09
1888,3.1703073499755874e-09,1.268122939990235e-09
1889,0.0,8.144677543509005e-09
1890,3.2771931834929546e-09,3.277193239004106e-09
1891,8.92390783491237e-09,1.912266012205066e-09
1892,1.8805537127519756e-09,1.2537024751679837e-09
1893,6.158416554491453e-10,8.005941742883493e-09
1894,6.301539290376468e-10,6.301539290376468e-10
1895,1.8055843487019274e-09,3.0093072478365457e-09
1896,0.0,1.179405795248556e-09
1897,5.826713556089658e-10,2.330685422435863e-09
1898,0.0,6.224190496340043e-09
1899,2.7637891975018647e-09,6.080336234504102e-09
1900,7.26747462209687e-09,1.5573159428683425e-09
1901,5.588738916095792e-10,2.794369402536745e-09
1902,0.0,8.838510812125833e-09
1903,0.0,5.400220270956879e-09
1904,5.374625189347171e-10,3.2247751136083025e-09
1905,2.0643036169332163e-09,6.708986921566407e-09
1906,0.0,3.600929110447737e-09
1907,5.142843373384665e-10,2.5714217422034835e-09
1908,9.822778146428846e-10,3.437972351250096e-09
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,4.275320542035388e-09,8.01622590529405e-09
1911,2.6601871816467337e-09,2.128149656499545e-09
1912,3.646594803896619e-09,5.730363294986773e-09
1913,5.30298971401777e-10,1.590896969716482e-09
1914,4.018046340092951e-09,2.678697486047099e-09
1915,4.712304768617059e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,0.0
1919,0.0,2.762354567309444e-09
1920,0.0,4.543339038320937e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,0.0,0.0
1923,1.0615948120573648e-09,4.246379248229459e-09
1924,5.156649662829693e-09,2.578324886925998e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,0.0,4.458455382660986e-09
1927,0.0,4.459690061686672e-09
1928,1.1426041224282812e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,0.0,5.2518016602221e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,3.2878609834696704e-09
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,0.0,4.787313656606784e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,0.0
1939,0.0,9.176430282309411e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,0.0,5.960435700558264e-09
1948,0.0,7.610321262063735e-09
1949,0.0,4.908504269707237e-09
1950,0.0,0.0
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,0.0,0.0
1953,2.1547654771580937e-09,0.0
1954,9.772536113672459e-10,9.772536113672459e-10
1955,9.385607846468247e-10,1.0324168631115072e-08
1956,0.0,0.0
1957,0.0,8.835037701437898e-10
1958,0.0,1.6544486891589827e-09
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,0.0,2.076250060767393e-09
1961,6.948159270159238e-10,1.3896318540318475e-09
1962,6.341956404476434e-10,5.0735651235811474e-09
1963,1.2932106496776896e-09,3.2330267352165265e-09
1964,2.4335873316516654e-09,2.4335873316516654e-09
1965,5.472043373977442e-10,3.830430195250756e-09
1966,5.539074754423723e-10,5.539074976468328e-09
1967,2.465167847631733e-09,2.465167847631733e-09
1968,3.5931326802796093e-09,8.982831700699023e-10
1969,4.5417578031781147e-10,4.541757636644661e-09
1970,1.3796175313274261e-09,3.219107425067591e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,1.0260293725750103e-09,3.0780881177250308e-09
1973,0.0,3.307922269435437e-09
1974,0.0,2.812785782069227e-09
1975,1.1422960355389478e-09,1.7134440533084216e-09
1976,0.0,2.8567633814091664e-09
1977,0.0,4.11374712072643e-09
1978,2.3762365408686037e-09,2.9702956760857546e-09
1979,2.3407893401383717e-09,2.9259866751729646e-09
1980,0.0,2.8425752862659692e-09
1981,1.2651099057237047e-09,1.897664858585557e-09
1982,0.0,1.8622506869903077e-09
1983,0.0,3.157658134966823e-09
1984,2.319603453759811e-09,2.8995041922996734e-09
1985,3.0077789148208467e-09,0.0
1986,2.3977942409381114e-09,1.7983456390702202e-09
1987,1.8332451112712533e-09,3.055408426266837e-09
1988,5.996553809062277e-10,0.0
1989,2.1952488715726304e-09,1.6464366536794728e-09
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,0.0,1.7584396161396398e-09
1992,1.65298330578878e-09,1.65298330578878e-09
1993,0.0,1.661762283333701e-09
1994,0.0,6.329912038971486e-09
1995,5.4224509327127635e-09,1.626735190995987e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,1.917957792585412e-09,1.438468344439059e-09
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,4.113181045761749e-09,3.656160929565999e-09
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,4.3812117822561447e-10,1.7524847129024579e-09
2002,8.76244299341522e-10,3.0668551032064784e-09
2003,2.9168461535000745e-09,2.083461403401543e-09
2004,3.523833003171717e-09,3.52383291990499e-09
2005,1.8014998381943315e-09,5.404499514582994e-09
2006,2.0589449589714093e-09,1.6471559116659762e-09
2007,1.5977917877663117e-09,2.396687653893892e-09
2008,3.83169571072095e-09,1.7029758436759579e-09
2009,1.907277002999308e-09,2.384096253749135e-09
2010,1.4171379625338432e-09,1.4171379625338432e-09
2011,1.1471915639660324e-09,2.2943831279320648e-09
2012,1.7021263842842416e-09,2.7234022259570168e-09
2013,2.5102124823206395e-09,2.5102124823206395e-09
2014,8.661780737106994e-10,2.1654451842767486e-09
2015,3.7681781722698204e-09,1.1082877116042056e-09
2016,2.071340043929837e-09,2.278474076078396e-09
2017,2.7671724911471074e-09,2.0124890642847504e-09
2018,3.0977600484760615e-09,7.744400121190154e-10
2019,1.53059265262101e-09,1.53059265262101e-09
