year,peut_VERB enseigner_VERB,peut_VERB renseigner_VERB
1914,1.3594389258742012e-07,7.567320636781005e-08
1915,6.243804051564439e-08,6.125996065975414e-08
1916,9.888715624128963e-08,4.614734194774428e-08
1917,9.869781791849164e-08,8.224818515145671e-08
1918,7.121553124989077e-08,7.581008532042688e-08
1919,1.0312790266198135e-07,7.274200441997891e-08
1920,1.2342738386905694e-07,7.950843183834877e-08
1921,8.860114775188777e-08,6.28538003866197e-08
1922,9.738874950926402e-08,1.0402889216720723e-07
1923,1.2314499997501116e-07,5.307974149104666e-08
1924,7.09039369439779e-08,7.992807127266133e-08
1925,9.458432970177455e-08,5.49908882874206e-08
1926,5.795991953050361e-08,6.241837269271855e-08
1927,1.1595194138180887e-07,6.243566019747959e-08
1928,8.455270261720216e-08,7.084145892122251e-08
1929,8.021092412491271e-08,7.01845621620123e-08
1930,1.23942527352483e-07,6.512234307365361e-08
1931,1.1063195870519849e-07,5.5886246741465584e-08
1932,9.973178549671502e-08,3.7262424257278326e-08
1933,8.947116469926186e-08,5.735331143341682e-08
1934,8.74655370353139e-08,6.11060571031885e-08
1935,8.138432860960165e-08,7.180970840181544e-08
1936,6.426098764222843e-08,5.941110003959693e-08
1937,8.687871400070435e-08,7.80649358489427e-08
1938,8.9459980756601e-08,5.315737894306949e-08
1939,9.788192301130039e-08,8.105846660555471e-08
1940,8.114505334333444e-08,6.085878823114399e-08
1941,9.444808313219255e-08,5.017554371988808e-08
1942,6.068423630267716e-08,8.49579322448335e-08
1943,9.290352664947932e-08,5.2258233296242906e-08
1944,1.1888788975511488e-07,6.7476911169706e-08
1945,1.1546071476686848e-07,6.317661416233022e-08
1946,7.238973864787113e-08,6.542919095409161e-08
1947,1.0490366264548356e-07,7.390939771312333e-08
1948,1.0654449766889229e-07,6.305695166020087e-08
1949,7.657266820615405e-08,5.2030145525350235e-08
1950,9.465471606517895e-08,7.12569203642488e-08
1951,7.143139413301469e-08,6.076999170545605e-08
1952,6.85412260281737e-08,6.643226413416414e-08
1953,9.050015137290757e-08,8.295847209183194e-08
1954,1.1433867541654763e-07,5.668070812703263e-08
1955,1.0042600706583471e-07,6.757638004728506e-08
1956,9.593255612116991e-08,6.104799155082219e-08
1957,7.509782307124624e-08,6.537928243233182e-08
1958,9.34763519921944e-08,5.542403158642628e-08
1959,9.223389696444428e-08,5.2705086517335076e-08
1960,9.827583369315107e-08,5.6750835142338474e-08
1961,1.1325499826853047e-07,7.08712235564235e-08
1962,7.737186535905494e-08,4.8198867119708666e-08
1963,1.0022382213037417e-07,4.9142006020019835e-08
1964,1.052526528155795e-07,4.1979379972190145e-08
1965,1.2859301534717815e-07,4.7059572239049885e-08
1966,9.804162459658983e-08,4.818994980837488e-08
1967,1.1536985056181948e-07,4.437302081328198e-08
1968,9.342144835500221e-08,5.165128058592927e-08
1969,9.35602102458688e-08,3.270065462857019e-08
1970,1.0669042183053534e-07,3.1731204330753826e-08
1971,1.0122643345766846e-07,4.367637984614703e-08
1972,1.2825367434743384e-07,3.1293897251316594e-08
1973,7.718485051100288e-08,4.3554308604143444e-08
1974,8.944658702603192e-08,4.500457251310763e-08
1975,8.452990840623897e-08,3.084199207137317e-08
1976,7.598990947599304e-08,3.828062844490887e-08
1977,9.814225876425553e-08,3.8786758693731826e-08
1978,7.841580895728839e-08,3.801978465389766e-08
1979,8.017203612098456e-08,3.862302477841695e-08
1980,8.470874490740243e-08,3.183684427199296e-08
1981,1.1196222970966119e-07,4.364629191400127e-08
1982,8.81465354041211e-08,3.848651530802272e-08
1983,1.0925496951585956e-07,3.8523428003145455e-08
1984,1.0322234800241858e-07,3.015484395518797e-08
1985,8.6022481582404e-08,3.849957153079231e-08
1986,9.591176564072157e-08,4.375974427262008e-08
1987,1.0999470134720468e-07,3.116516467116526e-08
1988,9.53452072849359e-08,3.597932263232906e-08
1989,9.604213602187883e-08,4.116091645300912e-08
1990,8.172976606601878e-08,2.942271493111548e-08
1991,1.0023105545542421e-07,3.868566977871524e-08
1992,9.091407804362461e-08,2.589673719910479e-08
1993,9.361260566720375e-08,2.8803878393546256e-08
1994,9.178372550877612e-08,2.479215588380157e-08
1995,1.0085758361810804e-07,3.253470381991974e-08
1996,1.094308927918064e-07,1.8149513891785318e-08
1997,1.1268001998132604e-07,3.068732468136659e-08
1998,1.230177275601818e-07,3.099284029417504e-08
1999,1.0008740503053559e-07,3.290544725587097e-08
2000,1.1928685239581682e-07,2.7391795498488136e-08
2001,1.1522587328727241e-07,3.28590878950763e-08
2002,1.1829298074417238e-07,2.8039817578928705e-08
2003,1.1334030602938583e-07,2.9168459647621603e-08
2004,1.0571498876288388e-07,3.964312256243829e-08
2005,1.0763961455495519e-07,2.9724747108161864e-08
2006,1.2806637528228748e-07,2.7589862838794943e-08
2007,8.987579036556781e-08,3.515141955290346e-08
2008,1.0345578260739785e-07,3.789121194586187e-08
2009,1.1348298301072646e-07,2.7655516987579176e-08
2010,9.164158143448731e-08,2.645324137517946e-08
2011,1.0057046040401474e-07,3.4415748473293206e-08
2012,8.953184504889578e-08,2.6212745751763578e-08
2013,9.399351341699003e-08,3.0401462680629265e-08
2014,9.333069073136357e-08,2.2520630693634303e-08
2015,8.555981168001381e-08,2.438232904466986e-08
2016,8.968902420747327e-08,2.4027544398563805e-08
2017,1.0137913619701067e-07,2.5910797063488644e-08
2018,8.62209859064933e-08,2.581466773676766e-08
2019,7.295825099618014e-08,2.2703790847344862e-08
