year,fallut_VERB ouvrir_VERB,fallut_VERB rouvrir_VERB
1920,1.514446346106979e-08,7.572231730534895e-10
1921,1.3630945261411398e-08,4.543648568500203e-09
1922,1.9920426197472807e-08,1.4755870969551665e-09
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,1.5469948877466777e-08,0.0
1925,3.739380360912037e-08,0.0
1926,2.229227646921572e-08,1.1146138456652466e-09
1927,2.4528294062520217e-08,4.4596899506643695e-09
1928,1.1426041446327417e-08,0.0
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,2.3107928015519974e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,1.9727165678773417e-08,2.1919073223131136e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,9.699771652549316e-09,0.0
1937,8.813782592653752e-09,0.0
1938,2.852347158466273e-08,0.0
1939,1.070583532936098e-08,4.588215141154706e-09
1940,2.028626333583361e-08,0.0
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,9.102635090130207e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,4.357008087652048e-09,0.0
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,2.622591566137089e-08,0.0
1948,1.522064252412747e-08,2.174377566888097e-09
1949,1.8652315247891238e-08,9.817008317369869e-10
1950,3.296961992305114e-08,4.2541445921528975e-09
1951,1.7058242818279723e-08,2.1322803522849654e-09
1952,1.1599284199803606e-08,0.0
1953,2.1547654327491728e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,9.593255967388359e-09,0.0
1957,1.9437083054185678e-08,3.534015080575159e-09
1958,1.2408365002158916e-08,2.4816730892496253e-09
1959,6.975672928177801e-09,0.0
1960,1.038124963770315e-08,2.7683333403416555e-09
1961,1.945484662257968e-08,0.0
1962,1.0781326054143392e-08,6.341956404476434e-10
1963,1.1638896069143811e-08,0.0
1964,1.2776333768727e-08,0.0
1965,8.755269398363907e-09,2.188817349590977e-09
1966,1.9940669560014612e-08,0.0
1967,1.627010703941778e-08,0.0
1968,1.0330256650092906e-08,4.4914158503495116e-10
1969,1.7712855182594467e-08,2.2708788183223305e-09
1970,1.1956685419534097e-08,2.7592350626548523e-09
1971,1.5415192677892264e-08,1.0276794970565106e-09
1972,7.69522046084603e-09,2.565073486948677e-09
1973,9.923766697284009e-09,1.102640756478479e-09
1974,8.438357568252286e-09,5.625571675160757e-10
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,1.199840671262109e-08,0.0
1977,4.7014254711541525e-09,1.1753563677885381e-09
1978,1.0693064211864112e-08,5.940591352171509e-10
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,9.096241093686785e-09,1.1370301367108482e-09
1981,1.0753434587229549e-08,0.0
1982,1.3656505259973528e-08,1.2415004579935385e-09
1983,6.315316269933646e-09,6.315316047889041e-10
1984,7.538710988796993e-09,0.0
1985,1.0226449020933615e-08,6.015558051686298e-10
1986,1.1389522214244607e-08,2.997242676272549e-09
1987,4.888653482026939e-09,0.0
1988,1.139345240375178e-08,0.0
1989,9.329808037250586e-09,5.488122178931576e-10
1990,1.3076762783725826e-08,5.44865097484859e-10
1991,1.2309077312977479e-08,1.7584396161396398e-09
1992,9.366905473484621e-09,5.509944167592096e-10
1993,8.862731881720265e-09,1.661762283333701e-09
1994,8.439882570598911e-09,5.274926606624319e-10
1995,1.1929391696696712e-08,1.0844901643380922e-09
1996,8.007138063703678e-09,1.067618438099771e-09
1997,1.3905194329311144e-08,4.79489448146353e-10
1998,1.2397135762398648e-08,9.536258449571733e-10
1999,8.226361813967742e-09,9.140402323914998e-10
2000,8.394259509714175e-09,2.2090156370779823e-09
2001,7.0099388516098315e-09,8.762423564512289e-10
2002,7.886198361006791e-09,0.0
2003,6.250384210204629e-09,1.2500769308587678e-09
2004,7.488145215006625e-09,1.7619165015858584e-09
2005,5.854874363109275e-09,1.3511248786457486e-09
2006,4.117890028965121e-09,0.0
2007,1.1983438241713884e-08,3.994479469415779e-10
2008,1.0217855006544596e-08,4.257439678578834e-10
2009,1.1443662017995848e-08,0.0
2010,1.2281861749841028e-08,9.447586046817946e-10
2011,9.55992973672437e-09,2.2943831279320648e-09
2012,1.327658516458996e-08,6.808505426114664e-10
2013,1.2829975304384789e-08,1.3945624655065103e-09
2014,1.8406284496563785e-08,1.2992671383216248e-09
2015,1.3964425171764105e-08,8.866301581811342e-10
2016,2.2163337831671015e-08,1.2428040818690533e-09
2017,1.0817128526241504e-08,2.264050280587071e-09
2018,1.5488799576246493e-08,2.5814667070633845e-10
2019,1.3010037491767434e-08,2.55098775436835e-10
