year,faudrait_VERB apporter_VERB,faudrait_VERB rapporter_VERB
1864,2.2535221688713136e-08,5.897515364949868e-08
1865,2.447559133145205e-08,6.636650340396955e-08
1866,2.7247432754506917e-08,3.600553455385125e-08
1867,1.8925964795357686e-08,5.386620927083641e-08
1868,2.766329387782207e-08,4.1494942593089945e-08
1869,2.0510780629479086e-08,3.027781758646597e-08
1870,4.931282049369656e-08,4.4152177025580386e-08
1871,4.354682658913589e-08,5.629224020253787e-08
1872,4.475031190054324e-08,4.2936108002322726e-08
1873,3.8909028887701425e-08,5.147963832996538e-08
1874,2.0911132381229436e-08,6.094101223652615e-08
1875,1.6592428764283795e-08,7.15190893174622e-08
1876,3.808989390563511e-08,8.34350046829968e-08
1877,1.4225077116236662e-08,2.72131899237138e-08
1878,1.509772218355465e-08,3.623453181944569e-08
1879,4.643087336830831e-08,4.826366861720999e-08
1880,4.55667077403632e-08,3.401458670282409e-08
1881,3.416528571165145e-08,2.5798277292210514e-08
1882,5.324308105514319e-08,4.059785041476971e-08
1883,5.245051326596695e-08,4.3603439081607576e-08
1884,3.564916539744445e-08,5.149323811792783e-08
1885,4.254119545521462e-08,5.0920522909336796e-08
1886,2.3877817056927597e-08,5.679048342699389e-08
1887,4.961982824625011e-08,4.243801043912754e-08
1888,4.311618084784641e-08,4.311618084784641e-08
1889,3.759081934617825e-08,6.453090861668898e-08
1890,2.3595791986963377e-08,3.0150179242127706e-08
1891,4.780665108228277e-08,3.824532157636895e-08
1892,2.1312942521944933e-08,4.8894396087462155e-08
1893,5.173069794750518e-08,4.557228194812524e-08
1894,5.1042469806361623e-08,2.5836310868498913e-08
1895,3.671354775747204e-08,3.7315409429083957e-08
1896,3.892039046604623e-08,3.951009475144929e-08
1897,2.505486840220783e-08,3.554295346930303e-08
1898,5.771521927044887e-08,3.734514208986184e-08
1899,3.3165470370022376e-08,4.145683618617113e-08
1900,3.529916270395006e-08,5.5544269628171605e-08
1901,2.235495522029396e-08,5.309301798206434e-08
1902,4.713872669981356e-08,2.5042448115186744e-08
1903,3.4021386596805314e-08,5.238213773850475e-08
1904,4.2997001514777367e-08,4.568431322127253e-08
1905,5.3155819301764495e-08,3.6641388589941926e-08
1906,3.806696469155213e-08,2.2634411678268407e-08
1907,3.291419758966185e-08,2.5199932807140613e-08
1908,3.192402786567072e-08,3.58531409005991e-08
1909,4.0707277548790444e-08,5.005895076237721e-08
1910,4.3287620599130605e-08,2.778958396731923e-08
1911,4.0966881442727754e-08,2.979409430281521e-08
1912,4.5842906359894187e-08,4.115442919783163e-08
1913,4.348451554392341e-08,2.7575547179026216e-08
1914,2.276892807628883e-08,2.8795998474606677e-08
1915,2.3561524287174507e-08,3.887651445211304e-08
1916,4.2851102222130066e-08,2.5271162940043723e-08
1917,4.0575770299255964e-08,1.5352993543160665e-08
1918,3.5607765624945387e-08,3.2161853624756986e-08
1919,3.1306683467846597e-08,2.8544329566670967e-08
1920,5.1491177543994127e-08,2.2716694303426266e-08
1921,4.770830841493989e-08,2.6504615391331754e-08
1922,3.9103056792555435e-08,3.6889677090812256e-08
1923,2.5478275489376756e-08,2.229349149729387e-08
1924,3.609654797287476e-08,3.867487308184536e-08
1925,3.629398648286042e-08,3.739380360912037e-08
1926,5.3501466368288675e-08,1.3375366592072169e-08
1927,2.6758140592164636e-08,1.8953683067479687e-08
1928,2.399468712610542e-08,3.085031252680892e-08
1929,4.4561623724348465e-08,3.0079096546842266e-08
1930,4.20144132817768e-08,2.10072066408884e-08
1931,3.649714130915527e-08,3.079446386777818e-08
1932,4.931791508511196e-08,2.4110979879310435e-08
1933,3.785318369864399e-08,2.064719240024715e-08
1934,3.2350264689284813e-08,1.677421224144382e-08
1935,3.949533677882755e-08,4.547948151412129e-08
1936,3.394919900756577e-08,3.15242587589637e-08
1937,4.658713592675667e-08,2.5182236740306507e-08
1938,2.852347158466273e-08,1.9447821131279852e-08
1939,3.976452944698394e-08,1.988226472349197e-08
1940,3.0429394115571995e-08,2.2822046474857416e-08
1941,2.9515025090631752e-08,2.9515025090631752e-08
1942,3.034211815133858e-08,3.3376331032286544e-08
1943,6.387117679196308e-08,2.322588166236983e-08
1944,2.8918675454292497e-08,2.5705489292704442e-08
1945,2.3963544037997053e-08,8.714016175304096e-09
1946,3.897909195416105e-08,1.6705325123211878e-08
1947,4.2915136333476767e-08,2.8610090296865565e-08
1948,2.174377655705939e-08,1.848220954059343e-08
1949,4.417653798327592e-08,2.7487622844546422e-08
1950,5.104973510583477e-08,6.062155932795577e-08
1951,3.4116485636559446e-08,1.9190522948520083e-08
1952,6.221434034614504e-08,1.7926167217297007e-08
1953,6.8952495269059e-08,1.723812381726475e-08
1954,5.668070812703263e-08,3.615838295445428e-08
1955,4.598947711542678e-08,1.0324168187025862e-08
1956,4.883839466174322e-08,1.3953826538681824e-08
1957,3.975766915687018e-08,1.6786572132332367e-08
1958,4.053399393910695e-08,1.4062814024384807e-08
1959,4.417926291466756e-08,1.007597205671118e-08
1960,3.8756667208872386e-08,1.3841666479663672e-08
1961,4.377340445671507e-08,1.459113452284555e-08
1962,3.170978146727066e-08,1.331810839388936e-08
1963,3.297687101166957e-08,1.3578711488548834e-08
1964,3.04198408684897e-08,1.3993127545575135e-08
1965,4.9248392031131516e-08,1.4227312661319047e-08
1966,3.7665706997813686e-08,1.7171132071780448e-08
1967,3.451235031093347e-08,1.1832804958089582e-08
1968,5.165128058592927e-08,1.7965662735264232e-08
1969,5.177603767947403e-08,2.3162964879475112e-08
1970,4.1388524607555155e-08,8.277704743875347e-09
1971,4.367637984614703e-08,1.4387513402880359e-08
1972,3.026786643545165e-08,1.4364410994005539e-08
1973,4.465695013777804e-08,1.1577728109557484e-08
1974,4.106667361725158e-08,1.518904291231138e-08
1975,3.712462159910501e-08,1.2565256390928425e-08
1976,5.3135799760184454e-08,1.199840671262109e-08
1977,4.0549796409550254e-08,1.2928920156696222e-08
1978,3.9207904478644195e-08,8.316828115084718e-09
1979,3.6867433550469286e-08,1.287434159280565e-08
1980,6.139962493989515e-08,1.7055452161685025e-08
1981,4.99718417756867e-08,1.8344094243616382e-08
1982,4.593551850007316e-08,1.3656505259973528e-08
1983,5.052253015946917e-08,1.6419821946556112e-08
1984,4.9871474061546905e-08,6.958810416790584e-09
1985,4.271046094572739e-08,1.2031115659283387e-08
1986,4.855533219938479e-08,1.4386765556650971e-08
1987,4.522004459772688e-08,1.588812459374367e-08
1988,4.8572086797094016e-08,1.798966131616453e-08
1989,5.378359801966326e-08,7.683371272548811e-09
1990,4.195461400513523e-08,1.3076762783725826e-08
1991,4.6891720728581276e-08,1.4067516929117119e-08
1992,3.250866953408149e-08,5.509944056569793e-09
1993,3.268132431344384e-08,9.416652346772025e-09
1994,4.958431176760314e-08,1.2132331583813993e-08
1995,3.416144167545099e-08,1.0302656505700725e-08
1996,3.4163790019192675e-08,1.1743802375008272e-08
1997,2.7330898433319817e-08,8.630809844589749e-09
1998,2.6224711291433778e-08,1.2397135762398648e-08
1999,2.970630674781205e-08,1.3710603319339043e-08
2000,3.048441854502926e-08,1.0161472552283612e-08
2001,3.3735329196815655e-08,8.324302136486494e-09
2002,3.24210382984802e-08,9.200564754507923e-09
2003,2.416815370054337e-08,5.8336921959778465e-09
2004,2.8631143678126136e-08,7.928623979580607e-09
2005,2.8373621674404603e-08,7.205999352777326e-09
2006,2.8825230202755847e-08,6.1768350434476815e-09
2007,3.355362920842708e-08,1.4779574009082808e-08
2008,2.7673358715674112e-08,8.940623352771127e-09
2009,3.003961168701608e-08,7.629108011997232e-09
2010,2.267420740054149e-08,8.502827775203059e-09
2011,2.4091024286576612e-08,6.500752380844688e-09
2012,2.0425515501187874e-08,6.127654827992046e-09
2013,2.0639525644128298e-08,5.857162754807632e-09
2014,2.663497511434798e-08,3.2481677347817595e-09
2015,1.6180999651282946e-08,5.098123256885856e-09
2016,1.6570719907349485e-08,1.0978101983027955e-08
2017,1.8867085671558925e-08,7.043711836018929e-09
2018,2.0393587263356494e-08,5.162933192082164e-09
2019,1.7346716063570966e-08,4.3366790158927415e-09
