year,fallut_VERB apporter_VERB,fallut_VERB rapporter_VERB
1882,1.5307385581309063e-08,0.0
1883,2.5277355764075082e-09,1.8958017378167824e-09
1884,1.9144920315739e-08,0.0
1885,2.5782542767416317e-09,1.2891271383708158e-09
1886,1.936039240035825e-08,3.872078213618124e-09
1887,1.3057849246322917e-09,6.528924512139156e-09
1888,1.1413106904001324e-08,4.4384300679212174e-09
1889,6.265136853755848e-09,6.265136742733546e-10
1890,5.243509182406569e-09,1.9663159989136147e-09
1891,4.461953917456185e-09,1.529812720946211e-08
1892,7.522214851007902e-09,6.8953633913793055e-09
1893,8.005941687372342e-09,1.847525021858587e-09
1894,1.071261657159539e-08,2.520615716150587e-09
1895,5.416753268150387e-09,3.0093072478365457e-09
1896,1.0614652268259306e-08,3.5382172747233653e-09
1897,3.4960281336537946e-09,6.992056267307589e-09
1898,2.8291773368493978e-09,9.05336783318944e-09
1899,7.185851913504848e-09,5.527578395003729e-09
1900,4.15284251431558e-09,3.633737311048435e-09
1901,1.1736351446245408e-08,5.588738916095792e-10
1902,1.4730852093691738e-09,9.820567692386817e-10
1903,7.560307935250421e-09,4.860198465905796e-09
1904,4.837162670412454e-09,0.0
1905,8.773290538499623e-09,4.1286072338664326e-09
1906,3.600929110447737e-09,6.173021205313489e-09
1907,2.5714217422034835e-09,1.5428529565042481e-09
1908,4.4202499438483756e-09,2.4556945366072114e-09
1909,6.60118004702781e-09,4.950885035270858e-09
1910,7.481810726517324e-09,2.137660271017694e-09
1911,4.25629931299909e-09,3.7242617878519013e-09
1912,2.6047106693738442e-09,3.125652625612929e-09
1913,5.833288518886093e-09,3.71209285532359e-09
1914,4.018046340092951e-09,0.0
1915,1.1780762143587253e-08,1.1780761921542648e-09
1916,8.789969641043172e-09,1.0987462051303964e-09
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,1.1970202606903513e-08,0.0
1920,3.028892692213958e-09,1.514446346106979e-09
1921,9.844571380313027e-09,2.2718242842501013e-09
1922,3.172512208493572e-08,1.4755870969551665e-09
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,7.698724324711748e-09,0.0
1926,1.114613823460786e-08,4.458455382660986e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,1.2568645679778001e-08,0.0
1929,1.1140406375176326e-09,0.0
1930,9.453243521306831e-09,5.2518016602221e-09
1931,1.4826963656844327e-08,4.5621426636444085e-09
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,4.849885826274658e-09,7.274828739411987e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,9.075650453382877e-09,0.0
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,8.835307596655184e-09,9.817008317369869e-10
1950,9.571825110299415e-09,5.317680518146517e-09
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,1.0324168187025862e-08,2.815682353940474e-09
1956,2.616342476002842e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,1.007597205671118e-08,7.750747821333448e-10
1960,2.076250060767393e-09,0.0
1961,1.181187059273725e-08,0.0
1962,3.170978146727066e-09,0.0
1963,5.819448034571906e-09,0.0
1964,5.475571551727398e-09,2.4335873316516654e-09
1965,2.188817349590977e-09,5.472043373977442e-10
1966,4.431259803538978e-09,0.0
1967,1.035370456037299e-08,4.930335584241163e-10
1968,1.122853987567396e-08,8.982831700699023e-10
1969,1.8167031212712459e-09,9.083515606356229e-10
1970,5.518470125309705e-09,2.2993624781975086e-09
1971,3.083038491169532e-09,5.138397485282553e-10
1972,5.130146862875051e-10,1.5390440033513642e-09
1973,4.410563025913916e-09,0.0
1974,3.3753431161187564e-09,5.06301445213353e-09
1975,1.7134440533084216e-09,2.8557400888473694e-09
1976,2.285410749536254e-09,0.0
1977,4.7014254711541525e-09,5.876781838942691e-10
1978,8.910887139279566e-09,5.940591352171509e-10
1979,1.7555920051037788e-09,3.5111840102075575e-09
1980,1.1370301367108482e-09,0.0
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,6.315316047889041e-10
1984,5.799008384599347e-09,0.0
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,2.997242676272549e-09,5.994485463567401e-10
1987,5.49973533381376e-09,6.110816852533674e-10
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,2.1952488715726304e-09
1990,1.6345953479657283e-09,0.0
1991,1.7584396161396398e-09,0.0
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,3.323524566667402e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,5.964695848348356e-09,0.0
1996,5.338092190498855e-10,5.338092190498855e-10
1997,2.876936688878118e-09,0.0
1998,3.337690568372409e-09,0.0
1999,6.398281460207045e-09,4.570201161957499e-10
2000,4.4180314962005696e-10,4.4180314962005696e-10
2001,8.762423564512289e-10,4.3812117822561447e-10
2002,4.381221607729913e-09,1.752488598683044e-09
2003,2.083461403401543e-09,1.6667691671301554e-09
2004,2.642874807889939e-09,4.404791253964646e-10
2005,4.053374524914943e-09,0.0
2006,2.0589450144825605e-09,2.4707338397433887e-09
2007,3.994479413904628e-09,7.988958938831558e-10
2008,2.9802078582719105e-09,0.0
2009,1.907277002999308e-09,4.76819250749827e-10
2010,6.613310343794865e-09,4.723793023408973e-10
2011,4.206369030868018e-09,7.64794394481072e-10
2012,5.1063788752969685e-09,3.404252713057332e-10
2013,4.183687618564136e-09,5.578250084070646e-10
2014,5.197068553286499e-09,6.496335691608124e-10
2015,3.989835573037226e-09,1.10828768384863e-09
2016,4.556948152156792e-09,8.285360175719347e-10
2017,1.7609279590047322e-09,0.0
2018,3.872199894061623e-09,0.0
2019,4.846876677788714e-09,1.02039510174734e-09
