year,fallait_VERB abaisser_VERB,fallait_VERB rabaisser_VERB
1869,2.0022428159904848e-08,0.0
1870,9.747882501187632e-09,6.307453670473251e-09
1871,0.0,0.0
1872,1.4513614310374123e-08,0.0
1873,1.1972009161809183e-08,0.0
1874,5.974609140757536e-10,1.1949218281515073e-09
1875,4.005069165202713e-09,0.0
1876,4.836811839936672e-09,0.0
1877,1.0514186854493346e-08,0.0
1878,6.039088673581716e-10,0.0
1879,7.94212251520321e-09,0.0
1880,9.626769603698904e-09,6.417846254436199e-10
1881,5.5780060570498335e-09,0.0
1882,5.324308105514319e-09,1.3310770263785798e-09
1883,1.2638677659992936e-08,0.0
1884,1.0562715146988921e-08,0.0
1885,4.511945039809007e-09,0.0
1886,2.5813855497602844e-09,0.0
1887,8.48760173255414e-09,0.0
1888,4.4384300679212174e-09,0.0
1889,1.7542383545787743e-08,0.0
1890,1.6385966361553983e-08,0.0
1891,6.3742202627281586e-09,0.0
1892,3.1342561879199593e-09,0.0
1893,4.926733243593162e-09,0.0
1894,4.411077725308132e-09,0.0
1895,1.0833506536300774e-08,0.0
1896,1.7691086373616827e-09,0.0
1897,5.826713334045053e-09,0.0
1898,7.355861253444118e-09,0.0
1899,8.291367592505594e-09,0.0
1900,1.4015843596837385e-08,0.0
1901,1.117747761014698e-08,0.0
1902,8.347482705062248e-09,0.0
1903,3.2401321625741275e-09,0.0
1904,4.299700151477737e-09,5.374625189347171e-10
1905,6.192911072844254e-09,1.0321518084666081e-09
1906,7.716276506641861e-09,0.0
1907,1.542852956504248e-08,0.0
1908,2.9468334439286537e-09,0.0
1909,1.3752458727367411e-08,0.0
1910,5.344150677544235e-10,0.0
1911,5.852411444351446e-09,0.0
1912,2.6047106693738442e-09,5.2094213387476884e-09
1913,3.181793939432964e-09,0.0
1914,1.3393487430235496e-09,0.0
1915,3.534228465440492e-09,0.0
1916,1.538244731591476e-08,0.0
1917,4.386569774084137e-09,0.0
1918,6.89182577673364e-09,2.2972752589112133e-09
1919,1.749491218561161e-08,0.0
1920,4.543339038320937e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,0.0
1924,1.804827398643738e-08,0.0
1925,5.499089184013428e-09,0.0
1926,5.57306911730393e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,1.0283437212876834e-08,1.1426041224282812e-09
1929,3.342121912552898e-09,0.0
1930,2.100720708497761e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,2.1919073223131136e-09,0.0
1933,6.882397318719313e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,9.574627313213568e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,6.117620188206274e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,8.352662561605939e-09,0.0
1947,8.344609447874518e-09,0.0
1948,7.610321262063735e-09,0.0
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,0.0
1952,6.326882129314981e-09,0.0
1953,5.386913581872932e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,5.631364707880948e-09,0.0
1956,3.488456634670456e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,1.0851047171911432e-08,0.0
1960,2.076250060767393e-09,0.0
1961,2.779263708063695e-09,0.0
1962,3.805173953708163e-09,1.2683912808952869e-09
1963,5.819448034571906e-09,1.939815863494232e-09
1964,3.6503808864551957e-09,3.041984220075733e-09
1965,3.2832261354087677e-09,0.0
1966,1.6617224263271169e-09,5.539074754423723e-10
1967,4.437302081328198e-09,4.930335584241163e-10
1968,3.5931326802796093e-09,0.0
1969,4.541757636644661e-09,0.0
1970,1.3796175313274261e-09,9.197450023812337e-10
1971,8.221435976452085e-09,2.0553589941130213e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,2.205281512956958e-09,5.513203782392395e-10
1974,1.6876715580593782e-09,0.0
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,2.285410749536254e-09,1.7140580066410394e-09
1977,1.1753563677885381e-09,0.0
1978,1.7821774056514528e-09,0.0
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,1.2651099057237047e-09,1.8976649140967083e-09
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,5.799008384599347e-09,1.1598016991243298e-09
1985,1.0828004270990732e-08,0.0
1986,5.994485463567401e-10,1.1988970927134801e-09
1987,6.110816741511371e-09,6.110816852533674e-10
1988,4.797243047249822e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,0.0
1990,3.814055737905164e-09,0.0
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,3.323524566667402e-09,0.0
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,1.067618438099771e-09,0.0
1997,1.917957792585412e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,5.0272213059088244e-09,0.0
2000,2.6508188977203417e-09,0.0
2001,1.3143635069212678e-09,0.0
2002,3.504977197366088e-09,0.0
2003,3.333538334260311e-09,4.1669229178253886e-10
2004,8.809582507929292e-10,0.0
2005,9.007499190971657e-10,1.3511248786457486e-09
2006,2.4707338397433887e-09,0.0
2007,7.988958938831558e-10,1.5977917877663117e-09
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,2.860915504498962e-09,9.53638501499654e-10
2010,2.8342759250676863e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,3.82397197240536e-10
2012,6.808505315092361e-09,1.0212758416727752e-09
2013,2.2313000336282585e-09,5.578250084070646e-10
2014,3.897801192920269e-09,1.0827225782605865e-09
2015,2.659890530054554e-09,8.866301581811342e-10
2016,2.4856081637381067e-09,4.1426800878596737e-10
2017,1.0062445321423752e-09,1.2578056374223934e-09
2018,1.8070267504555204e-09,2.5814667070633845e-10
2019,4.08158040698936e-09,7.65296326310505e-10
