year,devait_VERB envoyer_VERB,devait_VERB renvoyer_VERB
1867,1.6111334844026715e-07,1.9896527092555516e-08
1868,1.3337660220713587e-07,2.766329387782207e-08
1869,1.4650557034201483e-07,4.0044856319809696e-08
1870,1.2729587695048394e-07,3.325748210158963e-08
1871,1.7100094851230097e-07,3.823623728749226e-08
1872,2.0560953828407946e-07,3.205089882385437e-08
1873,1.7958014097985142e-07,1.9155214303623325e-08
1874,1.6430175264758873e-07,2.4495896866483235e-08
1875,1.390331050288296e-07,6.865832347102696e-09
1876,1.4389515001766995e-07,2.2370254981751714e-08
1877,1.6451610918011284e-07,8.040260901509555e-09
1878,1.4191859065704193e-07,1.9325083755461492e-08
1879,1.649517855639715e-07,3.29903571127943e-08
1880,1.424761819635023e-07,2.1820676820993867e-08
1881,1.2620238010185858e-07,2.649552932609822e-08
1882,1.410941621315942e-07,2.861815673327328e-08
1883,1.4281705773555586e-07,3.222862687835004e-08
1884,1.9871107781455066e-07,2.3105940272216685e-08
1885,1.7274304298098286e-07,2.4493415295978593e-08
1886,1.7101679361530842e-07,2.9040586824180536e-08
1887,1.3057849912456732e-07,2.154545164501087e-08
1888,1.2173980223906256e-07,2.6630582183884144e-08
1889,1.1151943368759021e-07,1.3156786771162388e-08
1890,1.2125615000968537e-07,2.0974036729626278e-08
1891,1.3895800066165975e-07,2.42220359325529e-08
1892,1.0907211844823905e-07,1.191017329205124e-08
1893,1.262475421981435e-07,2.894455697344256e-08
1894,1.2855140596457204e-07,2.9617234886814003e-08
1895,1.474560491487864e-07,3.8519132772307785e-08
1896,1.7514176420263539e-07,1.9460195233023114e-08
1897,1.2003029326024262e-07,1.5732126712464378e-08
1898,9.958704794144069e-08,2.319925584970406e-08
1899,1.3487291994351835e-07,1.9346524382513053e-08
1900,1.3133364973327843e-07,1.2977633190303095e-08
1901,1.2183450337488466e-07,1.5648469187112823e-08
1902,1.3208664029207284e-07,2.1114219705964388e-08
1903,1.2744520461183129e-07,1.7280704867062013e-08
1904,1.2039160424137663e-07,1.7736262236667244e-08
1905,1.1198847005289281e-07,2.37394921498435e-08
1906,1.404362421908445e-07,1.6975809202790515e-08
1907,9.668545430940867e-08,1.2342823652033985e-08
1908,1.2524041892447713e-07,1.5716445034286153e-08
1909,1.0396858840522327e-07,1.5952851484257735e-08
1910,1.1970897162427718e-07,2.8858414324872683e-08
1911,1.3726565839533578e-07,1.9153347352585115e-08
1912,1.3023553435687063e-07,3.125652625612929e-08
1913,1.1931726362490735e-07,1.8030165804816534e-08
1914,1.1049627346437774e-07,1.4732836284281348e-08
1915,7.893110165468897e-08,1.767114277129167e-08
1916,1.4173825491070602e-07,1.3184954461564757e-08
1917,9.540789136508465e-08,2.0836205649743533e-08
1918,1.2175559049865115e-07,1.1486376294556067e-08
1919,6.721729306491397e-08,5.524709134618888e-09
1920,6.587841738792122e-08,6.815008557481406e-09
1921,1.1737758853769265e-07,6.058197943303867e-09
1922,8.558404829273059e-08,1.2542490601674672e-08
1923,9.129715294875496e-08,1.0615948120573648e-08
1924,1.1215713158208018e-07,3.867487219366694e-09
1925,1.198801413693218e-07,1.6497267552040284e-08
1926,9.251294841305935e-08,6.687683296036084e-09
1927,8.027441822378023e-08,1.2264147031260109e-08
1928,9.483613894190057e-08,1.2568645679778001e-08
1929,1.1363214724724457e-07,1.5596569369336066e-08
1930,1.291943192427425e-07,1.470504518152893e-08
1931,1.1633463969928926e-07,1.2545892325022123e-08
1932,1.3261039555345633e-07,1.53433514782364e-08
1933,1.0208889023033407e-07,1.0323596200123575e-08
1934,1.2940105875713925e-07,1.3179738189705859e-08
1935,8.018750463634206e-08,1.0771455727365264e-08
1936,1.1397231958198972e-07,8.487299751891442e-09
1937,1.44797851930889e-07,1.2591118370153254e-08
1938,8.68669403075728e-08,1.2965214679638848e-08
1939,7.035263394072899e-08,1.8352860564618823e-08
1940,1.0143131845552489e-07,0.0
1941,8.559357667081713e-08,1.4757512545315876e-08
1942,8.192371581117186e-08,1.517105907566929e-08
1943,9.870999662098257e-08,1.1612940831184915e-08
1944,1.34953822339412e-07,3.2131861615880553e-09
1945,1.285317381416462e-07,1.5249527862692958e-08
1946,9.187928640130849e-08,1.1136883415474585e-08
1947,1.1324827653425018e-07,1.907339353124371e-08
1948,7.936478141346015e-08,6.523132700664291e-09
1949,8.737137591197097e-08,1.1780409536754632e-08
1950,6.7002780212988e-08,1.1698897850465073e-08
1951,9.275419188270462e-08,1.9190522948520083e-08
1952,8.330395218081321e-08,1.1599284199803606e-08
1953,7.649417455013463e-08,1.4005975934594517e-08
1954,9.283909463420059e-08,1.3681550115052232e-08
1955,7.226918086189471e-08,1.595553378308523e-08
1956,5.145473380707699e-08,1.657016923672927e-08
1957,7.686482916824389e-08,1.0602045463770082e-08
1958,8.10679878782139e-08,1.0753916868111446e-08
1959,7.518225686453661e-08,1.3951345856355601e-08
1960,6.851625045101173e-08,1.1073333361366622e-08
1961,7.504011989567516e-08,9.72742331128984e-09
1962,6.84931293903901e-08,1.6489087428794846e-08
1963,1.0604327371765976e-07,7.759263453976928e-09
1964,9.247631993503092e-08,9.734349326606662e-09
1965,8.481666924353704e-08,3.830430195250756e-09
1966,7.699313897546745e-08,9.416426749453422e-09
1967,8.726694034066895e-08,1.627010703941778e-08
1968,7.635406973349745e-08,1.8414805680322388e-08
1969,6.767218962977495e-08,1.6804504454626112e-08
1970,9.243436949191164e-08,1.1956685419534097e-08
1971,8.27281994020268e-08,9.24911525146399e-09
1972,7.233506948978174e-08,1.2825367434743384e-08
1973,7.387693301552645e-08,1.2129047988196362e-08
1974,7.256987544224103e-08,1.2376257352286757e-08
1975,8.281646302066292e-08,1.2565256390928425e-08
1976,6.456285461808875e-08,7.998937512354587e-09
1977,6.523227824573041e-08,8.815172591880582e-09
1978,7.603956930779532e-08,1.7227714366185864e-08
1979,7.49052588844279e-08,7.607565244427406e-09
1980,6.424220089229493e-08,6.253665585376211e-09
1981,5.060439534076977e-08,1.3916208629893845e-08
1982,4.779776929808577e-08,9.311253101884631e-09
1983,5.810090897284681e-08,6.946847541655643e-09
1984,4.755186822080759e-08,1.1598016769198694e-08
1985,5.8350913434424e-08,1.564045071233977e-08
1986,5.574871408953186e-08,1.1389522214244607e-08
1987,6.355249837497468e-08,2.199894133525504e-08
1988,6.776105720973646e-08,2.0987938498251424e-08
1989,6.969915489207779e-08,1.7013178421620978e-08
1990,5.4486509526441296e-08,2.179460345530515e-08
1991,4.9822453718206816e-08,9.37834432335194e-09
1992,5.7854414592384273e-08,1.7080827419135858e-08
1993,6.591656642740418e-08,1.3848018731721368e-08
1994,4.483687732204089e-08,9.494868002946077e-09
1995,5.585124185358836e-08,1.138714633697191e-08
1996,4.3238546965085334e-08,1.3345230698291743e-08
1997,5.22643510691978e-08,1.1507746755512471e-08
1998,6.00784275661681e-08,1.2873949017944142e-08
1999,6.48968594418875e-08,1.6452723627935484e-08
2000,5.257457402763066e-08,1.1486881668076876e-08
2001,6.87850274516677e-08,1.1391150245287918e-08
2002,5.651775580872709e-08,1.3581786362237835e-08
2003,5.083645859826902e-08,1.3334153337041244e-08
2004,5.726228735625227e-08,9.250062049659391e-09
2005,5.134274516649384e-08,1.5312748402607212e-08
2006,4.159068822673362e-08,1.6471560115860484e-08
2007,4.9531546864045595e-08,1.1184542181297275e-08
2008,4.8109068728763305e-08,1.1495087548496485e-08
2009,6.866197566068877e-08,1.192048149079028e-08
2010,6.140930963738356e-08,1.2754241218715379e-08
2011,6.500752647298214e-08,1.3001504761689375e-08
2012,7.795738810045805e-08,1.0893608681783462e-08
2013,8.200027679095001e-08,1.9523875849358774e-08
2014,8.856670774548547e-08,1.537466154388767e-08
2015,8.4894836049898e-08,1.7067630864175953e-08
2016,9.693871305671564e-08,1.2013772199281902e-08
2017,7.37074117296288e-08,1.5345229087415646e-08
2018,9.190021188487663e-08,1.523065407127433e-08
2019,7.55092344206787e-08,1.811201322254874e-08
