year,pourrait_VERB appliquer_VERB,pourrait_VERB rappliquer_VERB
1852,2.3828596340536023e-07,0.0
1853,1.8572707460862148e-07,0.0
1854,2.4991146574393497e-07,5.195664454227256e-10
1855,1.8733487650024472e-07,0.0
1856,2.2210141992218269e-07,5.177189232874468e-10
1857,2.474925224760227e-07,0.0
1858,2.1923668214185454e-07,4.893676019968041e-10
1859,1.9401180395561823e-07,1.018434669930457e-09
1860,1.8217191666280996e-07,0.0
1861,1.810930143619771e-07,0.0
1862,2.1912232739396131e-07,0.0
1863,1.8929613077034446e-07,4.994620828036034e-10
1864,2.1192697374772251e-07,0.0
1865,2.0804252187645034e-07,4.706844358715045e-10
1866,2.2576443825528258e-07,0.0
1867,2.2128820376110525e-07,0.0
1868,1.8820919933659752e-07,0.0
1869,1.8459702744166862e-07,0.0
1870,1.8865020479097439e-07,0.0
1871,2.0605084216640535e-07,0.0
1872,2.0863321026354242e-07,0.0
1873,1.7060112611488876e-07,0.0
1874,1.427931550779249e-07,0.0
1875,1.705015080233352e-07,0.0
1876,2.454682146435516e-07,0.0
1877,1.6389762436119781e-07,0.0
1878,1.8781565813696943e-07,0.0
1879,1.9000002282609785e-07,0.0
1880,1.642968641135667e-07,0.0
1881,1.8058794637454412e-07,0.0
1882,2.0831355129757867e-07,0.0
1883,1.8578856497697416e-07,0.0
1884,2.000314225369948e-07,1.3203393933736152e-09
1885,2.1206140843332832e-07,0.0
1886,1.8521441802477057e-07,0.0
1887,1.8803302737069316e-07,0.0
1888,2.2826212386917177e-07,0.0
1889,2.217858394715222e-07,0.0
1890,2.3530247972303187e-07,0.0
1891,1.9186401800652675e-07,0.0
1892,2.1689052687179355e-07,0.0
1893,2.081544749898967e-07,0.0
1894,2.0164925729204697e-07,0.0
1895,1.612988711485741e-07,0.0
1896,2.1229304536518612e-07,0.0
1897,1.8354147357513284e-07,0.0
1898,1.9860826228068618e-07,0.0
1899,1.6527459933968203e-07,0.0
1900,2.1802422622840822e-07,0.0
1901,2.3305041452204023e-07,0.0
1902,2.1212426304373366e-07,0.0
1903,1.9602799739004695e-07,0.0
1904,1.5425173671701486e-07,0.0
1905,1.6927289436807769e-07,5.160759042333041e-10
1906,1.574120460645645e-07,0.0
1907,1.7228525450718735e-07,0.0
1908,1.9596441802605113e-07,0.0
1909,1.4577607032606466e-07,0.0
1910,1.6620307974335446e-07,0.0
1911,1.707840056042187e-07,0.0
1912,1.6045017048327281e-07,0.0
1913,1.8984702876423398e-07,0.0
1914,2.0425068214535713e-07,0.0
1915,1.4372530188211385e-07,0.0
1916,1.1976334235441755e-07,0.0
1917,1.5462659064269246e-07,0.0
1918,1.6999837271214346e-07,0.0
1919,1.4548400883995782e-07,0.0
1920,1.749185543076237e-07,0.0
1921,2.0370690378967993e-07,0.0
1922,2.1100895253312046e-07,0.0
1923,1.8365589937729965e-07,0.0
1924,1.907960438529699e-07,0.0
1925,1.6387285484142922e-07,0.0
1926,1.995158811496367e-07,0.0
1927,2.452829335197748e-07,0.0
1928,1.6224979049184185e-07,0.0
1929,1.4482527888048935e-07,0.0
1930,1.5965477473400824e-07,0.0
1931,1.4598856523662107e-07,0.0
1932,1.2713061892100086e-07,0.0
1933,1.835306022712757e-07,0.0
1934,1.5935501096464577e-07,0.0
1935,1.55587699168791e-07,0.0
1936,1.4913399581928388e-07,0.0
1937,1.5990720214631438e-07,0.0
1938,1.3743127169618674e-07,0.0
1939,1.391758530644438e-07,0.0
1940,1.141102288215734e-07,0.0
1941,1.1806010036252701e-07,0.0
1942,1.456421614420833e-07,0.0
1943,9.870999662098257e-08,0.0
1944,1.5101974781828176e-07,0.0
1945,1.4595977404496807e-07,0.0
1946,1.252899437531596e-07,0.0
1947,1.6212383968650101e-07,0.0
1948,1.652527004125659e-07,0.0
1949,1.5707213663063158e-07,0.0
1950,1.1698897850465073e-07,0.0
1951,1.0234946046239202e-07,0.0
1952,1.655534163091943e-07,0.0
1953,1.088156551531938e-07,0.0
1954,1.358382490934673e-07,0.0
1955,1.2107433633445908e-07,0.0
1956,1.247123293524055e-07,0.0
1957,1.3959359534965188e-07,0.0
1958,1.3235589335636178e-07,8.272243445794913e-10
1959,1.3718823765884736e-07,0.0
1960,1.453374949278441e-07,0.0
1961,1.4730098030213412e-07,0.0
1962,1.369862587807802e-07,0.0
1963,1.5065903369304579e-07,0.0
1964,1.3749767902027088e-07,0.0
1965,1.3351785810300498e-07,0.0
1966,1.390307744486563e-07,0.0
1967,1.1339771788243524e-07,0.0
1968,1.446235842195165e-07,0.0
1969,1.4896966149535729e-07,0.0
1970,1.4899869427154044e-07,4.5987250119061684e-10
1971,1.212661828731143e-07,0.0
1972,1.3851396829522855e-07,0.0
1973,1.372787750142379e-07,0.0
1974,1.2207490840410173e-07,0.0
1975,1.365043829082424e-07,5.711480177694739e-10
1976,1.4512357893181616e-07,0.0
1977,1.240000955249343e-07,0.0
1978,1.0752470558372806e-07,0.0
1979,1.2757301703913981e-07,0.0
1980,1.5065648995005176e-07,5.685150683554241e-10
1981,1.3536676135572634e-07,0.0
1982,1.2911604585497116e-07,0.0
1983,1.370423632351958e-07,0.0
1984,1.1656007359306386e-07,5.799008495621649e-10
1985,1.2572516538966738e-07,0.0
1986,1.3187867864417058e-07,0.0
1987,1.2832715867716615e-07,0.0
1988,1.1033659319537037e-07,0.0
1989,1.2787324976670789e-07,1.0976244357863152e-09
1990,1.1769085972446192e-07,0.0
1991,1.3833057721512887e-07,0.0
1992,1.1185186821194293e-07,0.0
1993,1.1964688440002647e-07,0.0
1994,1.4611546816922782e-07,0.0
1995,1.0899125868490955e-07,5.422450821690461e-10
1996,1.1637040842060742e-07,5.338092190498855e-10
1997,1.23228787174412e-07,4.79489448146353e-10
1998,1.1681916589623142e-07,4.768129224785866e-10
1999,1.1608310757083018e-07,0.0
2000,1.2458848175356252e-07,0.0
2001,1.143496248801057e-07,0.0
2002,1.3976097079648753e-07,0.0
2003,1.1209022687808101e-07,0.0
2004,1.206912827456108e-07,0.0
2005,1.2520423808837222e-07,4.5037495954858286e-10
2006,1.2394848170060868e-07,8.235779835885637e-10
2007,9.546806012394882e-08,0.0
2008,9.962408853425586e-08,0.0
2009,9.297975367417166e-08,0.0
2010,8.455589295408572e-08,9.447586046817946e-10
2011,6.730190449388829e-08,1.911985902935953e-09
2012,6.025527454767143e-08,6.808505426114664e-10
2013,6.052401602119062e-08,5.578250084070646e-10
2014,7.449131089742878e-08,2.1654451842767486e-10
2015,6.383736916859561e-08,6.649726325136385e-10
2016,7.7468115478041e-08,1.2428040818690533e-09
2017,6.062623469915707e-08,2.515611330355938e-10
2018,5.834114702452098e-08,5.162933414126769e-10
2019,7.627453157965647e-08,1.02039510174734e-09
