year,devraient_VERB entrer_VERB,devraient_VERB rentrer_VERB
1937,3.651424407280501e-08,7.554670666820584e-09
1938,5.963998717106733e-08,1.5558256905023882e-08
1939,3.6705721129237645e-08,1.5294050470515685e-09
1940,3.0429394115571995e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,1.2136847082899749e-08
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,2.8918675454292497e-08,1.927911696952833e-08
1945,1.4378126422798232e-07,1.5249527862692958e-08
1946,6.26449718765798e-08,1.3921104269343232e-08
1947,3.2186353138285995e-08,9.536696765621855e-09
1948,4.892349636520521e-08,7.610321262063735e-09
1949,4.123143426681963e-08,4.908504269707237e-09
1950,4.679559140186029e-08,1.701657836861159e-08
1951,3.731490494374157e-08,1.3859822622919182e-08
1952,3.796129277588989e-08,2.1089607837865287e-09
1953,2.8011951869189033e-08,5.386913581872932e-09
1954,2.34540866728139e-08,5.863521668203475e-09
1955,3.566530892840092e-08,7.508486277174597e-09
1956,2.8779767902165077e-08,1.1337483840634377e-08
1957,3.268964121616591e-08,1.501956425897788e-08
1958,3.3088973339090444e-08,4.1361216673863055e-09
1959,1.8601795659378695e-08,1.3176271629333769e-08
1960,2.9759583242139342e-08,4.844583401109048e-09
1961,4.377340445671507e-08,1.042223907177231e-08
1962,3.170978146727066e-08,5.0735651235811474e-09
1963,3.814971449855875e-08,7.759263453976928e-09
1964,4.502136619066732e-08,3.6503808864551957e-09
1965,4.760677896342713e-08,7.1136563306595235e-09
1966,4.874385695075034e-08,4.431259803538978e-09
1967,4.289391952738697e-08,3.944268467392931e-09
1968,4.850729240502005e-08,1.7067380397861598e-08
1969,3.951329219376021e-08,6.8126366770115965e-09
1970,5.794393587166269e-08,1.241655755990223e-08
1971,5.960541216154525e-08,5.652237344833111e-09
1972,4.873639625202486e-08,6.156176013405457e-09
1973,4.9618833486420044e-08,6.615844760915479e-09
1974,5.006758740933037e-08,3.3753431161187564e-09
1975,5.140332248743107e-08,2.8557400888473694e-09
1976,5.770662170334617e-08,4.570821499072508e-09
1977,7.052138073504466e-08,1.057820764316375e-08
1978,5.8811853165252614e-08,8.316828115084718e-09
1979,6.261611673608058e-08,1.0533551808578068e-08
1980,5.344041653643217e-08,6.822181042309694e-09
1981,5.9460166568214845e-08,2.4037088763861902e-08
1982,5.710901973543514e-08,2.5450759721934446e-08
1983,5.999550012347754e-08,2.7155859783078995e-08
1984,3.827345551599137e-08,8.69851302098823e-09
1985,4.6319797775140614e-08,4.812446441349039e-09
1986,4.375974427262008e-08,8.392279760016663e-09
1987,5.6830597117141224e-08,9.777306964053878e-09
1988,4.677312048784188e-08,3.597932174415064e-09
1989,4.9941910162942804e-08,7.134558721588746e-09
1990,4.794812724639996e-08,4.358920779878872e-09
1991,4.278869525364826e-08,1.3481369798284959e-08
1992,3.856960972825618e-08,1.0468894195980738e-08
1993,4.09901339537555e-08,9.970573700002205e-09
1994,4.3781891889693725e-08,1.0549853435293244e-08
1995,4.0668382439434936e-08,1.1929391696696712e-08
1996,4.804282838222207e-08,1.1209993822092201e-08
1997,4.794894437054609e-08,8.151320507465698e-09
1998,5.531029856342684e-08,6.675381136744818e-09
1999,4.661605146338843e-08,6.8553016596695215e-09
2000,4.4180314517916486e-08,7.95245647111642e-09
2001,5.651763146374833e-08,6.133696661692056e-09
2002,4.5126579806265e-08,1.0953053575235572e-08
2003,5.0419767916309866e-08,1.2084076850271686e-08
2004,4.140503762073422e-08,5.285749615779878e-09
2005,2.7472871977352042e-08,1.261049931144953e-08
2006,3.74727981977685e-08,1.3589036562677848e-08
2007,2.9559148018165615e-08,1.3181781888249589e-08
2008,2.7247613942904536e-08,1.1920831433087642e-08
2009,4.196009228962794e-08,9.53638501499654e-09
2010,2.7870378005445673e-08,1.747803501928047e-08
2011,3.288615957330876e-08,1.3766299211681599e-08
2012,2.3148919225945974e-08,1.2595735121578855e-08
2013,2.3149738126448938e-08,1.7571487376244477e-08
2014,1.6240838007774983e-08,1.2559581819004961e-08
2015,2.0835809522168347e-08,1.219116452233493e-08
2016,1.8020658743012063e-08,1.7813524877396958e-08
2017,2.0628013075452145e-08,1.509366853724714e-08
2018,1.4198066722315161e-08,2.116802733098666e-08
2019,1.5050828139351324e-08,1.581612352197226e-08
