year,peut_VERB allumer_VERB,peut_VERB rallumer_VERB
1879,5.498392852132383e-08,2.443730107160036e-09
1880,6.482024872411785e-08,6.417846254436199e-09
1881,8.018383823582553e-08,4.183504653809678e-09
1882,5.523969548448804e-08,2.6621540527571597e-09
1883,3.2860562271253e-08,1.64302811356265e-08
1884,3.8289840631478e-08,6.601696966868076e-09
1885,3.287274097374393e-08,2.578254332252783e-09
1886,4.001147502208369e-08,1.2261581083805595e-08
1887,2.6115698048556624e-08,2.6115698492645834e-09
1888,6.02358412038484e-08,4.4384300679212174e-09
1889,3.5084767091575486e-08,1.8795409673089125e-09
1890,4.0637196718762425e-08,1.3108772956016423e-09
1891,4.6531805963923034e-08,7.649063604731055e-09
1892,4.4506439422775657e-08,1.002961980134387e-08
1893,5.542574754713314e-08,1.4164357686752282e-08
1894,4.537108111435373e-08,6.9316934414587195e-09
1895,3.250051960890232e-08,6.018614495673091e-10
1896,5.248355705589347e-08,4.1279202278587945e-09
1897,5.0692406716734695e-08,4.078699600285063e-09
1898,3.734514208986184e-08,1.13167097914868e-09
1899,2.5426860617017155e-08,2.2110313580014918e-09
1900,3.633737222230593e-08,3.633737311048435e-09
1901,2.8502569193733507e-08,2.235495566438317e-09
1902,6.236060556830125e-08,5.892340837476695e-09
1903,2.7001101798873606e-08,4.860198465905796e-09
1904,3.278521276683932e-08,2.6873125946735854e-09
1905,4.231822359201942e-08,6.192911072844254e-09
1906,3.0865106026567446e-08,6.6874399351490865e-09
1907,2.828563872014911e-08,6.685696440911215e-09
1908,2.8486056180554442e-08,1.4734167219643268e-09
1909,3.135560788791736e-08,2.200393367512987e-09
1910,2.7255168788542505e-08,1.1757131268552712e-08
1911,3.1390207766435196e-08,7.980561100850991e-09
1912,3.9070659596518453e-08,7.814131564032323e-09
1913,3.553003224965323e-08,4.242391771214216e-09
1914,3.683209115479258e-08,1.2723813114234872e-08
1915,3.887651445211304e-08,8.246533234057551e-09
1916,3.735737053034427e-08,3.2962386153911893e-09
1917,2.52227767560953e-08,1.0966424435210342e-09
1918,3.331049214239101e-08,4.594550517822427e-09
1919,6.629650783906982e-08,3.6831393490643904e-09
1920,4.164727585020955e-08,9.843901693784574e-09
1921,3.180553775905537e-08,3.0290989716519334e-09
1922,3.32007097370024e-08,5.164555005876537e-09
1923,2.9724654737606215e-08,3.1847844361720945e-09
1924,1.675911143195208e-08,1.0313299547703991e-08
1925,1.9796720707176974e-08,7.698724324711748e-09
1926,2.229227646921572e-08,2.229227691330493e-09
1927,3.1217830098739796e-08,7.804457524684949e-09
1928,4.4561559775502246e-08,3.4278122562625413e-09
1929,3.230717737778832e-08,2.2280812750352652e-09
1930,2.10072066408884e-08,5.2518016602221e-09
1931,6.843213995466613e-09,4.5621426636444085e-09
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,2.6382522833046096e-08,0.0
1934,3.714289675826876e-08,3.5944740517379614e-09
1935,2.752705441366743e-08,4.787313656606784e-09
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,2.6441348666139675e-08,3.777335333410292e-09
1938,1.2965214679638848e-08,0.0
1939,2.2941076593951948e-08,3.058810094103137e-09
1940,2.7893612752905028e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,8.854508237732261e-09
1942,5.158160121254696e-08,3.034211770724937e-09
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,1.089252066321933e-08
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,2.5033829231801974e-08,4.7683483828109274e-09
1948,3.261566305923225e-08,8.697510267552389e-09
1949,3.7304630495782476e-08,5.890204768377316e-09
1950,2.6588404367089424e-08,4.2541445921528975e-09
1951,2.9851925376078725e-08,3.1984206394497505e-09
1952,2.4253049346611988e-08,8.435843135146115e-09
1953,2.693456835345387e-08,2.1547654771580937e-09
1954,3.420387528763058e-08,7.818028890937967e-09
1955,3.191106756617046e-08,5.631364707880948e-09
1956,2.0930739808022736e-08,3.488456634670456e-09
1957,2.297109880089465e-08,3.534015080575159e-09
1958,1.9026160202884057e-08,1.6544486891589827e-09
1959,1.7826719656000023e-08,3.8753737996444215e-09
1960,2.9759583242139342e-08,5.536666680683311e-09
1961,2.501337270643944e-08,2.08444772553662e-09
1962,3.2343976386073336e-08,2.5367825617905737e-09
1963,1.8751554975438012e-08,3.879631726988464e-09
1964,2.6161064425878067e-08,5.475571551727398e-09
1965,1.5321720781003023e-08,2.73602163147757e-09
1966,1.606331601067268e-08,3.3234448526542337e-09
1967,2.465167803222812e-08,2.4651677366094304e-09
1968,3.09907690621003e-08,5.3896989093971115e-09
1969,2.634219598007803e-08,7.2668124850849836e-09
1970,2.713247759800197e-08,2.2993624781975086e-09
1971,2.003974941544584e-08,6.679916619845017e-09
1972,1.846852804021637e-08,3.0780880067027283e-09
1973,1.1026407342740185e-08,7.1671650836435674e-09
1974,2.025205780853412e-08,2.812785782069227e-09
1975,2.2845920710778955e-08,3.4268881066168433e-09
1976,1.7140580510499603e-08,5.713526873840635e-10
1977,1.5867311020656416e-08,1.7630346071939584e-09
1978,1.6039596317796168e-08,4.752473081737207e-09
1979,1.8726314721106974e-08,5.266775904289034e-09
1980,2.3309118191150446e-08,2.2740602734216964e-09
1981,8.855769451088236e-09,1.2651099057237047e-09
1982,1.5518756057986138e-08,2.483000915987077e-09
1983,1.894594880980094e-08,6.315316047889041e-10
1984,2.0296528902008504e-08,1.739702604197646e-09
1985,1.2031115659283387e-08,5.414002135495366e-09
1986,1.558566253834215e-08,2.3977941854269602e-09
1987,2.0776777631681398e-08,3.6664902225425067e-09
1988,2.0388283061834045e-08,0.0
1989,1.2073869015694072e-08,5.488122178931576e-10
1990,1.198703181159999e-08,2.179460389939436e-09
1991,1.4653663171770859e-08,1.1722930404189924e-09
1992,1.2672871640972971e-08,1.65298330578878e-09
1993,2.6588196533339215e-08,5.539207426075166e-10
1994,1.8462243289718572e-08,3.6924485691258724e-09
1995,1.843633334885908e-08,3.795715741716776e-09
1996,2.4555223632205525e-08,1.067618438099771e-09
1997,2.5412941084823615e-08,3.835915585170824e-09
1998,1.5258013519314773e-08,2.3840645013706308e-09
1999,1.8737825513426287e-08,2.7421207526856506e-09
2000,1.8555732950176207e-08,8.836062992401139e-10
2001,1.270551397425379e-08,6.571817756650944e-09
2002,1.7963008858146168e-08,5.257465574004527e-09
2003,2.083461403401543e-08,4.1669229178253886e-10
2004,1.7178685141061578e-08,1.7619165015858584e-09
2005,9.457874483587148e-09,3.602999676388663e-09
2006,1.8118715416903797e-08,4.529678854225949e-09
2007,1.677681460421354e-08,2.3966877371606188e-09
2008,1.7455501932772677e-08,2.9802078582719105e-09
2009,2.86091541568112e-08,1.907277002999308e-09
2010,2.267420740054149e-08,4.723792912386671e-09
2011,3.326855591012645e-08,4.206369030868018e-09
2012,2.9616998631354363e-08,4.765953853791416e-09
2013,3.8489925913154366e-08,5.29933741333366e-09
2014,3.6162933980676826e-08,3.681256854903836e-09
2015,3.9455041900282595e-08,4.654808455351045e-09
2016,3.686985294848455e-08,6.006886238418829e-09
2017,3.471543763566842e-08,3.5218559180094644e-09
2018,4.2594201943302323e-08,5.162933192082164e-09
2019,3.443833307414934e-08,4.846876677788714e-09
