year,auront_VERB apporté_VERB,auront_VERB rapporté_VERB
1993,1.827938511667071e-08,2.2156829704300662e-09
1994,1.4242301560329906e-08,4.747434001473039e-09
1995,2.3858783393393423e-08,1.4640617607142303e-08
1996,1.6548085568501847e-08,6.939520069693117e-09
1997,2.4933450859521145e-08,1.438468344439059e-09
1998,1.382757464085671e-08,7.629006759657386e-09
1999,1.7823785114501334e-08,1.8280804647829996e-09
2000,2.3415566374751506e-08,3.97622823555821e-09
2001,1.4896119893137438e-08,3.943090742808408e-09
2002,1.4019908789464353e-08,1.752488598683044e-09
2003,2.0001230893740285e-08,3.7502307925763034e-09
2004,1.497629043001325e-08,1.7619165015858584e-09
2005,1.3511249008502091e-08,8.106749049829887e-09
2006,1.6059770402421236e-08,3.706100981659688e-09
2007,2.0371844655642235e-08,4.393927444112933e-09
2008,1.0217855006544596e-08,3.405951742863067e-09
2009,1.0013204487790972e-08,2.860915504498962e-09
2010,1.1337103700270745e-08,2.3618964561933353e-09
2011,1.6825476123472072e-08,1.911985902935953e-09
2012,1.9063815415165664e-08,2.7234021704458655e-09
2013,1.6734750474256543e-08,1.3945624655065103e-09
2014,1.6240838007774983e-08,3.2481677347817595e-09
2015,1.8175917659846164e-08,2.438232948875907e-09
2016,1.7192121504194802e-08,3.72841224560716e-09
2017,2.7168601590688013e-08,1.2578056374223934e-09
2018,1.8070267060465994e-08,1.5488800242380307e-09
2019,1.198964216797549e-08,4.3366790158927415e-09
