year,voulait_VERB envoyer_VERB,voulait_VERB renvoyer_VERB
1967,3.9935716955596945e-08,9.860671390526932e-09
1968,4.491415950269584e-08,8.533690198930799e-09
1969,3.8150766101807676e-08,4.995933444718048e-09
1970,4.3687887085752664e-08,1.3336302728816918e-08
1971,4.6759417671182746e-08,4.624557625731995e-09
1972,4.15541911991113e-08,1.128632298730281e-08
1973,4.686223320504723e-08,7.718485406371656e-09
1974,4.5567130513290977e-08,2.2502286700643026e-09
1975,4.226495420311949e-08,2.8557400888473694e-09
1976,2.2282755196556536e-08,6.8562320265641574e-09
1977,2.7620874476497193e-08,1.057820764316375e-08
1978,2.970295653881294e-08,7.128709622605811e-09
1979,3.4526642878063285e-08,6.437170796402825e-09
1980,3.183684427199296e-08,1.1370301367108482e-09
1981,2.1506869174459098e-08,1.2651099057237047e-09
1982,2.9796010991844923e-08,4.966001831974154e-09
1983,4.4207212113178684e-08,3.157658134966823e-09
1984,2.3196033538397387e-08,6.958810416790584e-09
1985,3.2484013701150616e-08,4.210890747202711e-09
1986,2.8174081734277934e-08,2.997242676272549e-09
1987,2.3221103262471843e-08,7.944062296871834e-09
1988,2.6384837426007834e-08,1.798966087207532e-09
1989,2.689179900983163e-08,4.939309850016116e-09
1990,2.5608660081388734e-08,5.993515905799995e-09
1991,3.868566977871524e-08,5.2753188484189195e-09
1992,2.3692759754112558e-08,8.815910668147353e-09
1993,2.5480353826878854e-08,3.323524566667402e-09
1994,2.9012095836833396e-08,5.802419433820205e-09
1995,3.199246023655178e-08,7.0491861237087505e-09
1996,3.84342655479486e-08,5.3380921904988554e-09
1997,3.212579358091716e-08,2.876936688878118e-09
1998,1.9072516010965046e-08,5.2449422582867555e-09
1999,2.5136106529544122e-08,4.570201106446348e-09
2000,3.35770380388567e-08,1.0161472552283612e-08
2001,4.425023902854264e-08,3.066848330846028e-09
2002,3.2859162502063555e-08,9.200564754507923e-09
2003,3.4585461605729506e-08,6.250384210204629e-09
2004,3.832168360418109e-08,7.928623979580607e-09
2005,3.467887310648621e-08,5.854874363109275e-09
2006,3.706101026068609e-08,7.823991232669414e-09
2007,3.914589896680809e-08,7.190063211481856e-09
2008,3.618823640749724e-08,5.5346713878634546e-09
2009,3.814554005998616e-08,1.3827758493789588e-08
2010,3.873510223684207e-08,6.140930874920514e-09
2011,4.015170418369962e-08,9.942326961720482e-09
2012,5.072336506373176e-08,1.191488419038933e-08
2013,5.857162577171948e-08,8.646287241731443e-09
2014,5.8900109678461376e-08,1.6024294779981574e-08
2015,6.627560367178376e-08,1.5294370214746777e-08
2016,6.711141509185836e-08,1.0563834251797743e-08
2017,4.352007465513452e-08,7.798394818792076e-09
2018,6.402037655561799e-08,1.161660012627408e-08
2019,6.913176520129127e-08,1.4795729086358733e-08
