year,est_VERB à_ADP,est_VERB a_ADP,est_VERB ras_ADJ
1836,8.296362648252398e-05,9.509861413903309e-07,2.4866775305554256e-08
1837,8.72352538863197e-05,8.88522677655601e-07,1.8090515752078318e-08
1838,8.178983989637345e-05,1.020676599239323e-06,1.8936486156917454e-08
1839,8.767589315539226e-05,1.0046749565617574e-06,6.9914749545318955e-09
1840,8.148806227836758e-05,1.1089627633964483e-06,1.8472096741106725e-08
1841,8.429410081589594e-05,1.1075446622044183e-06,2.8250413564023802e-08
1842,8.188108040485531e-05,1.1041804270917055e-06,2.2808102073668124e-08
1843,8.260401955340058e-05,1.1612987691478338e-06,2.9534556134080958e-08
1844,7.825370994396508e-05,1.2321820435090558e-06,4.39084892889241e-08
1845,7.828725210856646e-05,1.206445332968542e-06,2.1204865419122143e-08
1846,8.180845907190815e-05,1.2985283817101845e-06,4.625055893825447e-08
1847,7.781612657709047e-05,1.3105533156476668e-06,1.6718992412734224e-08
1848,8.649176743347198e-05,1.143226043609502e-06,1.769948809737798e-08
1849,8.691464609000832e-05,1.5284052352626532e-06,1.256912263158938e-08
1850,8.522634016117081e-05,1.3394688664902787e-06,2.5798184921654865e-08
1851,8.128098852466792e-05,1.3576068695897447e-06,2.4507867735223954e-08
1852,7.897877367213368e-05,1.462919563266496e-06,2.7344290387532055e-08
1853,8.383278327528387e-05,1.3795162132623773e-06,4.18035241978032e-08
1854,8.199278090614825e-05,1.6381929839326403e-06,2.286092382064453e-08
1855,8.042132685659453e-05,1.3691897464696012e-06,1.6982198758341838e-08
1856,8.219046867452562e-05,1.5205404579887727e-06,1.1907535402144731e-08
1857,8.457848889520392e-05,1.466405308292451e-06,2.0502337605421417e-08
1858,8.552971121389419e-05,1.3349947849405908e-06,1.4191660291373864e-08
1859,8.333698497153819e-05,1.3300757331080604e-06,1.629495471888731e-08
1860,8.035475184442475e-05,1.29763169098851e-06,1.1442959468865865e-08
1861,8.25524766696617e-05,1.2346392708195708e-06,1.0846716413936974e-08
1862,8.597185660619289e-05,1.3404864844801523e-06,8.132375661773494e-09
1863,8.520323899574578e-05,1.3715228277533242e-06,1.897955925755923e-08
1864,8.606776100350544e-05,1.49595509668643e-06,1.0548401263577034e-08
1865,8.571351645514369e-05,1.3847535669242461e-06,2.3534221238463715e-09
1866,8.616027480456978e-05,1.665985870147324e-06,8.271541673821048e-09
1867,9.100088936975226e-05,1.4956364822182877e-06,2.9602150064533816e-08
1868,9.194785525323823e-05,1.3732849382108725e-06,2.0747471296544973e-08
1869,8.62341548781842e-05,1.5231695869033501e-06,1.8069020057964735e-08
1870,8.560247079003602e-05,1.6261761857094825e-06,2.5803219116937726e-08
1871,9.144090290647e-05,1.6345992293054223e-06,1.4869648623516696e-08
1872,8.848769357427955e-05,1.458618207550444e-06,1.3908880269752899e-08
1873,8.836480265017599e-05,1.4138942745489658e-06,1.496501056408306e-08
1874,8.881674875738099e-05,1.3132191369891189e-06,1.0754296120296658e-08
1875,9.01701205293648e-05,1.5436679632330197e-06,9.154443425529735e-09
1876,9.331116598332301e-05,1.494574888738498e-06,1.209202959984168e-08
1877,9.176349703921005e-05,1.386635702260719e-06,5.566334504436554e-09
1878,8.802636148175225e-05,1.4433421569037819e-06,9.662541877730746e-09
1879,8.916621300159022e-05,1.5615435629001695e-06,6.109325489944695e-09
1880,8.579825953347608e-05,1.6500282455922388e-06,7.059631101924424e-09
1881,9.151137055596337e-05,1.936265356050626e-06,4.8807553554297556e-09
1882,8.980909478850663e-05,1.7490352561821965e-06,5.989846840748214e-09
1883,9.164305083686486e-05,2.0089178747184633e-06,5.0554711528150165e-09
1884,8.970187627710402e-05,2.049166802464697e-06,7.922036360241691e-09
1885,8.966716995928437e-05,2.3429884805636902e-06,6.445635580831777e-09
1886,8.884935232345015e-05,2.1696545502436493e-06,1.871504551331782e-08
1887,8.956182864494622e-05,2.022660808620458e-06,8.48760173255414e-09
1888,9.045204205904156e-05,1.982710223558115e-06,1.2047167707862627e-08
1889,9.406789467902854e-05,2.0443141934833875e-06,7.51816386923565e-09
1890,9.168341057375073e-05,1.8575131690568014e-06,7.209825181320184e-09
1891,9.441558358957991e-05,2.1742464184626442e-06,5.736798147637501e-09
1892,9.490214142715558e-05,2.0541916043725905e-06,1.0656471260972467e-08
1893,9.321379184257239e-05,2.310021969265108e-06,9.853466487186324e-09
1894,9.198483166983351e-05,2.1456741450265326e-06,1.764431090123253e-08
1895,9.359547402709723e-05,2.3466578866759846e-06,1.2037228991346183e-08
1896,9.18768928386271e-05,2.217872520304809e-06,9.435246361988447e-09
1897,9.623108780942857e-05,2.826538690214875e-06,8.740070001067579e-09
1898,9.676126501290128e-05,2.357270560082725e-06,5.6583546736987955e-09
1899,9.678347851149738e-05,2.350326361977295e-06,4.4220627160029835e-09
1900,9.535445860819891e-05,2.040603099828786e-06,6.748368974740515e-09
1901,9.511251118965447e-05,2.4249537773357588e-06,7.824234593556412e-09
1902,9.829504415392876e-05,2.1502132199202606e-06,4.419255628107521e-09
1903,9.822730498854071e-05,2.5510640284664987e-06,8.100330184390714e-09
1904,9.782785491552204e-05,2.2804534722808967e-06,1.3974025492302644e-08
1905,9.673585009295493e-05,2.4714874911069273e-06,5.676835002077496e-09
1906,9.501051681581885e-05,2.2649844240163475e-06,8.745113966313056e-09
1907,9.65661383816041e-05,2.4490221051109984e-06,6.685696440911215e-09
1908,9.719933586893603e-05,2.2965655404050267e-06,7.367083831866239e-09
1909,9.507955110166222e-05,2.5073481992876623e-06,1.1001967337165297e-08
1910,9.601996134733781e-05,2.3834911786480006e-06,1.4963621453034648e-08
1911,9.680687071522698e-05,2.330855835452894e-06,7.980561100850991e-09
1912,9.534438868286088e-05,2.2509908887968777e-06,1.0939784189645252e-08
1913,9.607797983335331e-05,2.3433912303971738e-06,2.0681659052002033e-08
1914,9.581365884514526e-05,3.0222405058566437e-06,2.678697486047099e-09
1915,8.954203804023564e-05,2.3903165029537377e-06,4.712304768617059e-09
1916,9.167388634523377e-05,2.9248624997535444e-06,5.493730803607377e-09
1917,9.500871237833053e-05,2.5672398891174453e-06,5.483212106582869e-09
1918,9.082622273126617e-05,3.246050056304739e-06,1.033773866510046e-08
1919,9.423680603504181e-05,2.0487463103791015e-06,1.8415696745321952e-09
1920,0.00010022833157563582,1.9975547331796406e-06,9.843901693784574e-09
1921,9.976488945540041e-05,1.671305369654874e-06,1.5145494858259667e-09
1922,0.00010116035264218226,1.6917606302513377e-06,1.4018077365562931e-08
1923,0.00010127826681127772,1.4819864020410023e-06,2.1231896241147297e-09
1924,0.0001097554195439443,1.512187537855425e-06,2.578324886925998e-09
1925,0.00010471365385456011,1.5133492325958287e-06,5.499089184013428e-09
1926,0.00010537670459598303,1.304098148580124e-06,8.916910765321973e-09
1927,9.876875265035778e-05,1.3278727237775456e-06,6.689535148041159e-09
1928,9.596160816727206e-05,1.180310007953267e-06,0.0
1929,9.964425407815725e-05,1.2376991236351387e-06,2.2280812750352652e-09
1930,9.798076644074172e-05,1.317151870239286e-06,8.402882833991043e-09
1931,0.00010683625441743061,1.230637934668266e-06,7.983749661377715e-09
1932,9.890653018373996e-05,1.4773455774275135e-06,3.287861094491973e-09
1933,9.953323024092242e-05,1.3741853592819098e-06,1.8353059516584835e-08
1934,9.843707084655762e-05,1.282029103322202e-06,5.990790086229936e-09
1935,9.153463179245591e-05,1.4505560130828599e-06,9.574627313213568e-09
1936,9.918137948261574e-05,1.3991920582157036e-06,4.849885826274658e-09
1937,9.661039075581357e-05,1.5121932364081658e-06,0.0
1938,9.285297710448503e-05,1.2265092976804226e-06,2.5930428915188486e-09
1939,9.262535604648292e-05,1.4804640926513457e-06,4.588215141154706e-09
1940,8.791306026978418e-05,2.550997649564124e-06,0.0
1941,8.708703535376117e-05,2.5264861847063003e-06,5.9030051957620344e-09
1942,8.965488814283162e-05,1.677919058806765e-06,6.068423541449874e-09
1943,9.061578020919114e-05,1.634521410665002e-06,8.709705845433291e-09
1944,9.387323370901868e-05,1.982535906108751e-06,6.4263723231761105e-09
1945,9.077172580873594e-05,1.8430144166359241e-06,8.714016175304096e-09
1946,0.00010214888607151806,1.5716927066478092e-06,1.3921104269343232e-08
1947,0.00011590067151701078,2.349603619222762e-06,1.6689218895749036e-08
1948,0.00012133352720411494,3.273525408076239e-06,9.784699273041042e-09
1949,0.0001083817332983017,2.468977584157983e-06,7.853606653895895e-09
1950,0.00011441096285125241,1.9632876728792326e-06,3.190608444114673e-09
1951,0.00010638160165399313,1.669575510732102e-06,1.9190522948520083e-08
1952,0.00010021043271990493,1.4267119325950262e-06,1.0544803918932644e-09
1953,0.00010155517520615831,1.3704308656770081e-06,4.3095309543161875e-09
1954,9.974925342248753e-05,1.617354740801602e-06,3.9090144454689835e-09
1955,9.99867552309297e-05,1.5486253346352896e-06,7.508486277174597e-09
1956,9.715613123262301e-05,1.5418978875914036e-06,6.976913269340912e-09
1957,8.980373968370259e-05,1.356178302103217e-06,1.7670075402875796e-09
1958,8.955944213084877e-05,1.1018628498504768e-06,5.790570245522986e-09
1959,9.732149192132056e-05,1.1928401022487378e-06,5.425523585955716e-09
1960,9.21799655770883e-05,1.3869350539152947e-06,4.844583401109048e-09
1961,9.094723645830527e-05,1.1943885454002157e-06,2.08444772553662e-09
1962,8.79172730492428e-05,1.1472599652506688e-06,6.341956293454132e-09
1963,9.162074275081977e-05,9.692613787137816e-07,3.2330267352165265e-09
1964,9.435808897251263e-05,1.5672302566827057e-06,6.6923653285755336e-09
1965,9.354348730994388e-05,1.4024846990423612e-06,3.830430195250756e-09
1966,9.38989469432272e-05,1.3675975480964553e-06,7.754704434148607e-09
1967,9.191871504299343e-05,1.0984787479628721e-06,8.874604162656397e-09
1968,9.107558435061947e-05,1.1197100207027688e-06,6.287982134978165e-09
1969,8.998675912152976e-05,1.0863884511991273e-06,3.6334062425424918e-09
1970,9.372569184051827e-05,1.507002139078395e-06,8.7375777724219e-09
1971,9.838181722443551e-05,1.1201706513475074e-06,7.193756701440179e-09
1972,9.311216854257509e-05,1.1332494693760964e-06,4.6171320100540925e-09
1973,9.00383383850567e-05,1.0083649755188162e-06,3.3079223804577396e-09
1974,9.23746993066743e-05,1.123426613958145e-06,5.06301445213353e-09
1975,9.317936928709969e-05,1.0109320101037156e-06,3.4268881066168433e-09
1976,9.361499542137608e-05,1.0832846726316347e-06,3.9994687561772935e-09
1977,8.972905925475061e-05,1.0742757154957872e-06,7.052138428775834e-09
1978,8.770154090598226e-05,1.0871281972413271e-06,8.910887139279566e-09
1979,8.732607238925993e-05,1.0457476378178399e-06,8.777959692451986e-09
1980,9.041777229867876e-05,1.2609664281626465e-06,8.527726080842513e-09
1981,8.671442628838122e-05,9.49465018607043e-07,5.060439622894819e-09
1982,8.839483052724972e-05,1.1812877431793822e-06,5.586751949948621e-09
1983,8.705157961230725e-05,8.538307412209178e-07,8.841442245000053e-09
1984,8.552725921617821e-05,8.959468118518998e-07,2.3196033982486597e-09
1985,8.467078441753983e-05,1.0394884100151103e-06,3.609334831011779e-09
1986,8.634936239104718e-05,8.644048250516789e-07,1.1988970927134801e-09
1987,8.518784306943417e-05,8.469591890047923e-07,3.6664902225425067e-09
1988,8.775776950642467e-05,1.000225168468205e-06,4.197587610832443e-09
1989,8.469599561067298e-05,8.841365115586086e-07,3.841685636274406e-09
1990,8.71626180014573e-05,9.289949929325303e-07,2.179460389939436e-09
1991,8.647185313748196e-05,7.531982930686354e-07,2.344586080837985e-09
1992,8.79552389960736e-05,8.132677820071876e-07,1.1019888335184191e-09
1993,8.693896961631253e-05,8.137095477422918e-07,3.323524566667402e-09
1994,8.69777359184809e-05,7.754142217208937e-07,2.637463358823311e-09
1995,8.798251656116918e-05,7.63481097010299e-07,4.880205572987961e-09
1996,8.860538946464658e-05,1.0179742062632613e-06,2.6690460952494277e-09
1997,9.148179378826171e-05,9.143863977101319e-07,8.630809844589749e-09
1998,9.080663585336879e-05,8.053370308402918e-07,1.9072516899143466e-09
1999,8.937987877288833e-05,8.532565445307227e-07,3.656160929565999e-09
2000,9.154426516033709e-05,7.607849994428761e-07,3.092622158362701e-09
2001,8.976971730589867e-05,7.325386093270936e-07,2.6287270138425356e-09
2002,9.224224049830809e-05,8.854448623196731e-07,4.81934359086722e-09
2003,9.090350795304403e-05,8.371348272362411e-07,7.500461585152607e-09
2004,9.176105231745169e-05,6.378137697993225e-07,3.9643119897903034e-09
2005,9.049024083651602e-05,8.696740394498192e-07,7.656374201303606e-09
2006,9.244621469406411e-05,8.935821256272902e-07,1.2353669198716943e-09
2007,9.16401477297768e-05,6.455078960243554e-07,5.592271090648637e-09
2008,9.122075425693765e-05,7.76556994708244e-07,4.257439734089985e-09
2009,8.851481834426522e-05,7.238116381813597e-07,4.291373478793048e-09
2010,8.731459092814475e-05,7.142375224589159e-07,2.3618964561933353e-09
2011,8.749018161324784e-05,5.361208756937685e-07,1.529588788962144e-09
2012,8.629712829133496e-05,4.2076564454873733e-07,5.7872298064864935e-09
2013,7.973940955707803e-05,3.782053639156402e-07,1.3945624655065103e-09
2014,7.986032142071053e-05,1.94456980295854e-07,5.197068553286499e-09
2015,7.871103298384696e-05,2.0591985361306797e-07,3.32486305154589e-09
2016,8.027374860830605e-05,2.286759368530511e-07,6.006886099640951e-09
2017,8.073502249317244e-05,2.611204550362345e-07,3.2702947017071438e-09
2018,7.726407056907192e-05,2.000636669663436e-07,6.195520096952123e-09
2019,7.643448043381795e-05,1.854568054682204e-07,3.826481798085979e-09
