year,devrait_VERB envoyer_VERB,devrait_VERB renvoyer_VERB
1861,2.357981898626349e-08,9.431927239234028e-09
1862,1.445755604123633e-08,9.035972858839614e-09
1863,2.946826249683454e-08,1.2486552236623538e-08
1864,8.151037178549814e-09,2.1096802527154068e-08
1865,1.6003271596787272e-08,1.6473954644879996e-08
1866,1.6056523222118813e-08,3.4059290943133647e-09
1867,1.844068364675877e-08,5.82337378318698e-09
1868,2.222943251695142e-08,1.6301584082611953e-08
1869,1.2208797528501236e-08,5.860222973552709e-09
1870,3.4404294524392753e-08,7.454262984651905e-09
1871,1.4869648623516696e-08,6.37270636261178e-09
1872,2.0560953828407946e-08,9.071008832961525e-09
1873,2.5141218884527916e-08,7.183205141814142e-09
1874,2.0911132381229436e-08,1.9118749250424116e-08
1875,1.830888685105947e-08,2.2886108563824337e-09
1876,1.874264654588842e-08,5.441413541973361e-09
1877,2.2265338017746217e-08,6.80329748092845e-09
1878,2.2344627481629686e-08,6.6429977074733415e-09
1879,1.2829582729523281e-08,8.55305515301552e-09
1880,2.1178893305773272e-08,8.343199908722454e-09
1881,1.1853263259808955e-08,5.5780060570498335e-09
1882,2.861815673327328e-08,8.652000893505374e-09
1883,1.579834751908038e-08,7.58320695126713e-09
1884,2.1125430293977843e-08,1.9805090900604227e-08
1885,1.4180398189012067e-08,7.7347630522695e-09
1886,1.2906927970846027e-08,9.680196200179125e-09
1887,1.8933882017790893e-08,5.876032105334161e-09
1888,1.775372027168487e-08,3.804368819970705e-09
1889,2.0674951528576457e-08,8.14467782106476e-09
1890,1.9663159989136147e-08,1.5730527991308918e-08
1891,1.5935549768641977e-08,1.1473596295275001e-08
1892,2.3193495124473884e-08,2.5074049503359674e-09
1893,1.9091091374434654e-08,6.15841644346915e-09
1894,3.0247388593807045e-08,1.1972924873759894e-08
1895,3.310238128051424e-08,9.629783193076946e-09
1896,1.2973464080801023e-08,1.7691087705884456e-08
1897,2.2724183423861177e-08,2.330685333618021e-08
1898,2.6594268121016285e-08,1.640922953072277e-08
1899,1.3818945987509323e-08,1.4371703827009696e-08
1900,1.9206897405865675e-08,7.786579381274805e-09
1901,3.409130755471779e-08,2.459045056468767e-08
1902,2.8479647085077886e-08,9.820567470342212e-09
1903,2.3220946943069976e-08,1.4580594509538969e-08
1904,2.579820090886642e-08,6.449550227216605e-09
1905,3.973784501454247e-08,1.3934049469810361e-08
1906,2.7264178470431943e-08,7.716276506641861e-09
1907,3.291419758966185e-08,6.685696440911215e-09
1908,1.2278472460991452e-08,1.1787333775714615e-08
1909,1.7603147384193107e-08,6.0510818578052294e-09
1910,3.740905540894346e-08,9.619471441624228e-09
1911,2.500575924102577e-08,9.044636151145369e-09
1912,1.8753915753677575e-08,6.251305251225858e-09
1913,1.4318072061314524e-08,1.3787773589513108e-08
1914,3.9510787530616653e-08,1.0714789944188396e-08
1915,3.887651445211304e-08,5.890381071793627e-09
1916,3.5159878564172686e-08,9.888715624128963e-09
1917,3.838248474608008e-08,7.676496771580332e-09
1918,1.378365155346728e-08,6.89182577673364e-09
1919,3.038589824200244e-08,6.4454939163738345e-09
1920,1.9687803387569147e-08,5.300562211374427e-09
1921,2.7261890522822796e-08,6.815472630705699e-09
1922,7.377935595798135e-09,6.640141769764796e-09
1923,1.4862327368803108e-08,2.441668023323018e-08
1924,1.804827398643738e-08,7.734974438733389e-09
1925,1.6497267552040284e-08,2.0896537833436923e-08
1926,1.7833821530643945e-08,1.5604593173179637e-08
1927,3.4562596340492746e-08,1.1149224654616319e-08
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,1.0026365515614089e-08,8.912325100141061e-09
1930,3.571225093423891e-08,1.8906487042613662e-08
1931,1.9389105432310316e-08,1.3686427990933225e-08
1932,1.8631212128639163e-08,3.287861094491973e-09
1933,4.7029715233293246e-08,1.1470662641954732e-08
1934,1.0783422155213884e-08,1.5576054224197833e-08
1935,1.795242710045386e-08,5.98414207075848e-09
1936,3.516167268458048e-08,1.9399543305098632e-08
1937,2.5182236740306507e-08,1.2591118370153254e-08
1938,2.2040865133021725e-08,1.1668692678767911e-08
1939,1.988226472349197e-08,6.117620188206274e-09
1940,2.5357829613881222e-08,7.607348528892999e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,3.534504600111177e-08,1.927911696952833e-08
1945,1.742803235060819e-08,3.0499055725385915e-08
1946,8.352662561605939e-09,9.744772988540262e-09
1947,1.549713246618012e-08,1.549713246618012e-08
1948,2.8266908813634473e-08,8.697510267552389e-09
1949,1.1780409536754632e-08,3.9268033269479474e-09
1950,1.1698897850465073e-08,9.571825110299415e-09
1951,1.4925962688039363e-08,9.595261474260042e-09
1952,1.687168627029223e-08,4.2179215675730575e-09
1953,1.939288907237824e-08,5.386913581872932e-09
1954,1.172704333640695e-08,2.247683283940205e-08
1955,1.5016972554349195e-08,9.385607846468247e-09
1956,1.3953826538681824e-08,7.849027205963921e-09
1957,1.236905244894615e-08,1.0602045463770082e-08
1958,6.617794756635931e-09,3.3088973783179654e-09
1959,2.40273188012452e-08,4.650448914844674e-09
1960,8.997083078554624e-09,6.2287499602575735e-09
1961,1.876002997391879e-08,1.459113452284555e-08
1962,2.1562652108286784e-08,1.2683912586908264e-08
1963,1.7458344103715717e-08,9.69907976156037e-09
1964,2.068549243006146e-08,9.734349326606662e-09
1965,1.7510538796727815e-08,8.20806533852192e-09
1966,1.8832853498906843e-08,5.539074976468328e-09
1967,1.232583901611406e-08,7.395503320850594e-09
1968,1.3474247495537384e-08,6.737123747768692e-09
1969,2.1346261647181564e-08,1.0446043141598693e-08
1970,1.839489982558007e-08,8.7375777724219e-09
1971,1.644287195290417e-08,1.2332153964678128e-08
1972,1.2825367434743384e-08,1.0260293947794707e-08
1973,1.1577728109557484e-08,9.923766697284009e-09
1974,1.800182936051442e-08,1.3501372464475025e-08
1975,1.3707552426467373e-08,9.709516746170266e-09
1976,1.3712464053128315e-08,1.314111219841152e-08
1977,1.5279633558407113e-08,1.8218024422367307e-08
1978,1.0693064211864112e-08,6.534650598410963e-09
1979,1.7555919384903973e-08,9.948355028654987e-09
1980,1.4212877097463661e-08,1.591842213599648e-08
1981,1.707898356073656e-08,8.223214109648325e-09
1982,1.5518756057986138e-08,1.3035754697909852e-08
1983,1.3893695083311286e-08,1.326216381158929e-08
1984,1.5657322549600394e-08,1.2177918229383522e-08
1985,2.045289804186723e-08,1.2632671797518924e-08
1986,2.2179596825822046e-08,1.4386765556650971e-08
1987,1.588812459374367e-08,1.2221633483022742e-08
1988,2.278690480750356e-08,8.994830658082265e-09
1989,2.57941739079115e-08,1.2073869015694072e-08
1990,2.0160008773473237e-08,1.689081763345257e-08
1991,1.641210189973208e-08,1.4653663171770859e-08
1992,1.983579878128694e-08,1.3774860363469088e-08
1993,2.4926434250005514e-08,1.2740176913439427e-08
1994,2.0572214154412904e-08,2.2154692302933654e-08
1995,2.9281235214284607e-08,2.2232049090575856e-08
1996,2.2419987644184403e-08,1.5480466686312866e-08
1997,1.5823152565985765e-08,1.8220598363427598e-08
1998,1.3350762273489636e-08,1.954932926651054e-08
1999,1.2339542720951613e-08,1.96518641359944e-08
2000,1.2370488633450805e-08,1.590491294223284e-08
2001,1.7086726700199506e-08,1.3143635513301888e-08
2002,2.3658596859377212e-08,1.3581786362237835e-08
2003,2.6251614215766494e-08,2.083461403401543e-08
2004,1.4535810777260849e-08,1.4095332012686868e-08
2005,2.7472871977352042e-08,2.1167622321627277e-08
2006,2.141302779534726e-08,1.5647982465338828e-08
2007,1.677681460421354e-08,1.6377365241737607e-08
2008,1.4475294740634581e-08,1.6604014163590364e-08
2009,2.2410505451375684e-08,1.3350939020995156e-08
2010,1.6060896612657416e-08,1.5588517143783065e-08
2011,2.4855816960211996e-08,1.3001504761689375e-08
2012,1.9063815415165664e-08,8.510632198976964e-09
2013,2.5102124823206395e-08,1.3666713094551142e-08
2014,2.685152011849823e-08,1.0394137106572998e-08
2015,2.46039864038039e-08,8.644644111654998e-09
2016,2.6720286427917017e-08,1.3256576281150956e-08
2017,2.264050280587071e-08,1.3835862233690932e-08
2018,2.3749493038849323e-08,1.6779534206534663e-08
2019,2.5254779600913935e-08,8.673358031785483e-09
