year,put_VERB attraper_VERB,put_VERB rattraper_VERB
1853,1.851298847554972e-08,5.971931837933653e-10
1854,4.676098175337984e-09,1.558699391779328e-09
1855,6.8990182455763716e-09,0.0
1856,7.765783571755946e-09,0.0
1857,1.2691923956253959e-08,0.0
1858,1.663849857891364e-08,0.0
1859,5.601390462572908e-09,5.092173349652285e-10
1860,9.612086238064421e-09,9.154367819341758e-10
1861,1.4619487842537637e-08,4.715963730639317e-10
1862,1.0843167252971853e-08,0.0
1863,1.4983863039219614e-08,1.4983863039219614e-09
1864,6.712618905169165e-09,1.4384183844029508e-09
1865,5.6482134525026595e-09,0.0
1866,3.4059290943133647e-09,4.379051787850585e-09
1867,9.7056229719783e-10,9.7056229719783e-10
1868,9.87974857480367e-09,0.0
1869,1.0743741896135361e-08,0.0
1870,1.490852596930381e-08,1.1468097582678638e-09
1871,2.1242354542039266e-09,0.0
1872,4.23313739617015e-09,0.0
1873,1.1972008939764578e-09,0.0
1874,5.377148060148329e-09,0.0
1875,2.1741803024610817e-08,5.721527140956084e-10
1876,4.836811839936672e-09,3.02300739996042e-09
1877,8.658742167710898e-09,3.0924081073635534e-09
1878,3.0195443923020093e-09,3.0195443923020093e-09
1879,1.832797580370027e-09,3.665595160740054e-09
1880,1.9253538763308597e-09,0.0
1881,1.1853263259808955e-08,6.972507571312292e-10
1882,3.9932310791357395e-09,1.9966155395678697e-09
1883,1.2638677882037541e-09,4.423537092179686e-09
1884,1.2543224237049344e-08,1.3203393933736152e-09
1885,8.379326565943757e-09,1.933690763067375e-09
1886,3.2267319927115068e-09,1.2906927748801422e-09
1887,1.3710741875172516e-08,2.6115698492645834e-09
1888,8.876860135842435e-09,1.268122939990235e-09
1889,6.891650361495749e-09,1.8795409673089125e-09
1890,3.2771931834929546e-09,1.9663159989136147e-09
1891,7.649063604731055e-09,7.649063604731055e-09
1892,9.402768341715273e-09,2.5074049503359674e-09
1893,1.2316833108982905e-09,1.847525021858587e-09
1894,5.041231432301174e-09,6.301539290376468e-10
1895,3.0093072478365457e-09,0.0
1896,1.179405795248556e-09,5.89702897624278e-10
1897,6.409385022720926e-09,5.826713556089658e-10
1898,9.619203211741478e-09,2.26334195829736e-09
1899,1.1055156790007459e-09,2.7637891975018647e-09
1900,9.34389543516545e-09,0.0
1901,3.912117296778206e-09,3.353243460679778e-09
1902,6.874397495693074e-09,0.0
1903,1.0800440541913758e-08,2.7001101354784396e-09
1904,5.912087708281888e-09,4.837162670412454e-09
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,3.0865106026567446e-09,1.5432553013283723e-09
1907,6.1714118260169926e-09,2.057137349353866e-09
1908,5.40252820258047e-09,1.964555629285769e-09
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,5.878565634276356e-09,3.206490406526541e-09
1911,9.576673676292558e-09,2.128149656499545e-09
1912,2.6047106693738442e-09,4.688478938419394e-09
1913,8.484783542428431e-09,5.302989602995467e-09
1914,6.027069510139427e-09,2.678697486047099e-09
1915,1.4136913861761968e-08,3.534228465440492e-09
1916,5.493730803607377e-09,9.888715624128963e-09
1917,3.289927441585405e-09,0.0
1918,1.1486376294556067e-09,1.2635013924011673e-08
1919,3.6831393490643904e-09,5.524709134618888e-09
1920,2.2716695191604686e-09,2.2716695191604686e-09
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,8.853522359686394e-09,7.377935484775833e-10
1923,0.0,4.246379248229459e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,7.698724324711748e-09,4.399271169575059e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,8.912325100141061e-09
1930,7.352522590764465e-09,0.0
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,8.02946331646126e-09
1934,9.585264137967897e-09,5.990790086229936e-09
1935,7.180970484910176e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,6.295559185076627e-09,7.554670666820584e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,8.344609447874518e-09,1.3112957830685446e-08
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,6.8719057111366055e-09,4.908504269707237e-09
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,5.330700769690111e-09,7.462981344019681e-09
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,4.3095309543161875e-09,0.0
1954,7.818028890937967e-09,4.886268278880834e-09
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,7.750747821333448e-10,2.325224457422337e-09
1960,1.3841666479663672e-08,2.7683333403416555e-09
1961,5.55852741612739e-09,2.779263708063695e-09
1962,6.976152100435229e-09,3.170978146727066e-09
1963,8.405868889838075e-09,2.5864212993553792e-09
1964,2.4335873316516654e-09,1.2167936658258327e-09
1965,6.5664522708175355e-09,2.188817349590977e-09
1966,5.539074976468328e-09,2.215629901769489e-09
1967,9.860671390526932e-09,3.944268467392931e-09
1968,8.533690198930799e-09,5.3896989093971115e-09
1969,2.2708788183223305e-09,1.8167031212712459e-09
1970,5.058597540852361e-09,1.8394900047624674e-09
1971,1.0276794970565106e-09,1.0276794970565106e-09
1972,7.182205497002769e-09,3.0780880067027283e-09
1973,3.859242703185828e-09,2.7566018356850464e-09
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,7.4249242310031605e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,2.285410749536254e-09
1977,4.7014254711541525e-09,3.526069214387917e-09
1978,2.970295565063452e-09,2.3762365408686037e-09
1979,1.1703946700691858e-09,8.192762912528906e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,0.0,2.483000915987077e-09
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,8.118611560803402e-09,4.059305780401701e-09
1985,7.820225356169885e-09,3.0077789148208467e-09
1986,1.1988970927134801e-09,1.7983456945813714e-09
1987,6.721898593298192e-09,1.2221633705067347e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,7.134558721588746e-09
1990,2.724325431913144e-09,1.6345953479657283e-09
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,6.093128224193833e-09,4.985286850001103e-09
1994,5.802419433820205e-09,3.164955852952289e-09
1995,4.880205572987961e-09,3.795715741716776e-09
1996,3.736664311304594e-09,1.6014276571496566e-09
1997,6.233362714880286e-09,2.3974471297094624e-09
1998,1.43043876743576e-09,4.7681290027412615e-09
1999,2.285100553223174e-09,4.113180906983871e-09
2000,2.6508188977203417e-09,1.7672125984802278e-09
2001,7.0099388516098315e-09,2.6287270138425356e-09
2002,8.324320788233308e-09,1.752488598683044e-09
2003,2.9168460979889232e-09,3.333538334260311e-09
2004,4.845270407116686e-09,4.845270407116686e-09
2005,3.1526248278623825e-09,8.557123898356167e-09
2006,9.471146533712727e-09,1.2353669198716943e-09
2007,7.589511241690161e-09,4.393927444112933e-09
2008,8.089135583588813e-09,2.9802078582719105e-09
2009,4.291373478793048e-09,4.291373478793048e-09
2010,7.085689368580006e-09,8.030448306328708e-09
2011,6.883149605840799e-09,3.059177577924288e-09
2012,1.2595735121578855e-08,6.808505315092361e-09
2013,1.1435412616833673e-08,3.904775169871755e-09
2014,1.0827226226695075e-08,5.197068553286499e-09
2015,1.0861219479352258e-08,5.763096222466402e-09
2016,1.5535050579273957e-08,5.3854840587064245e-09
2017,1.282961736848165e-08,3.2702947017071438e-09
2018,1.290733386838383e-08,6.453666934191915e-09
2019,9.693753355577428e-09,4.3366790158927415e-09
