year,pouvait_VERB acheter_VERB,pouvait_VERB racheter_VERB
1932,1.0630750324480687e-07,1.0959536389520963e-08
1933,1.2158902507053426e-07,2.6382522833046096e-08
1934,8.267290496632995e-08,1.5576054224197833e-08
1935,9.574627313213568e-08,9.574627313213568e-09
1936,1.115473722279603e-07,1.2124714565686645e-08
1937,1.0324716726017868e-07,1.510934133364117e-08
1938,1.205764874612214e-07,9.075650453382877e-09
1939,1.1623478712863289e-07,2.5999884911698246e-08
1940,1.0396709626547818e-07,1.0143131667916805e-08
1941,1.534781404188834e-07,8.854508237732261e-09
1942,1.0923162108156248e-07,6.068423541449874e-09
1943,1.2774235358392616e-07,5.806470415592457e-09
1944,1.317406344014671e-07,3.2131861615880553e-09
1945,1.32888743564763e-07,8.714016175304096e-09
1946,1.266820532919155e-07,8.352662561605939e-09
1947,1.1324827653425018e-07,7.152522574216391e-09
1948,1.0002136718867405e-07,1.9569398546082084e-08
1949,1.148589987565174e-07,1.47255123650325e-08
1950,1.3187847969220456e-07,8.508289184305795e-09
1951,1.5032576072826487e-07,6.396841278899501e-09
1952,1.0544803785705881e-07,1.0544804140977249e-08
1953,1.023513576114965e-07,8.619061908632375e-09
1954,8.697556808101581e-08,1.9545073115523337e-08
1955,1.0324168897568597e-07,1.595553378308523e-08
1956,8.372295923209094e-08,8.72114114258693e-09
1957,8.923387895265478e-08,1.4136060322300636e-08
1958,8.10679878782139e-08,7.445019267748876e-09
1959,1.030849432481773e-07,4.650448914844674e-09
1960,1.0104416503509128e-07,4.844583401109048e-09
1961,9.935867950616739e-08,6.94815938118154e-09
1962,8.942158302716052e-08,6.976152100435229e-09
1963,1.0668988181805616e-07,9.052474325699222e-09
1964,1.295885283525422e-07,1.9468698653213323e-08
1965,1.017800101976718e-07,4.924839203113152e-09
1966,8.419393537906217e-08,1.1078149952936656e-08
1967,8.628087044826316e-08,1.627010703941778e-08
1968,9.970943182224801e-08,1.2126823101255013e-08
1969,1.2035658869535837e-07,1.4987801222332564e-08
1970,8.691590380749403e-08,7.817832603507213e-09
1971,9.865723171742502e-08,9.762954888969944e-09
1972,1.0568102482011454e-07,8.721249500354133e-09
1973,1.0475087464101307e-07,1.0475087464101307e-08
1974,1.0126029081902743e-07,5.06301445213353e-09
1975,9.366827669055056e-08,1.7134439644905797e-08
1976,9.370184272938786e-08,1.1427053969725876e-08
1977,9.990529292736028e-08,7.052138428775834e-09
1978,1.158415301460991e-07,1.2475242172627077e-08
1979,9.831315139763319e-08,1.6385525825057812e-08
1980,1.1199746552392753e-07,1.6486936260662333e-08
1981,1.3979465052216256e-07,1.3916208629893845e-08
1982,1.2787454295448697e-07,1.8622506203769262e-08
1983,1.0925496951585956e-07,1.1999100379966876e-08
1984,9.510373644161518e-08,1.1598016769198694e-08
1985,1.1128782517744185e-07,9.624892882698077e-09
1986,9.890901253584161e-08,1.3187867686781374e-08
1987,9.166225112267057e-08,1.2832715334809564e-08
1988,8.754968661150997e-08,1.5591039570495013e-08
1989,9.713976112379896e-08,1.3171493229435782e-08
1990,1.231395145850911e-07,7.628111475810329e-09
1991,1.2367691226700117e-07,1.6998249918742658e-08
1992,1.1901479268772164e-07,7.162927584403178e-09
1993,1.1743119898710574e-07,9.416652346772025e-09
1994,1.1182844161794492e-07,8.967375286772494e-09
1995,1.0519554649590646e-07,1.1929391696696712e-08
1996,1.03558988939767e-07,1.7081895009596337e-08
1997,8.199269529995945e-08,9.110299181713799e-09
1998,8.821039187978386e-08,1.7642078020685403e-08
1999,9.597422234719488e-08,1.2339542720951613e-08
2000,9.587128602106532e-08,4.859834756842929e-09
2001,8.674799545360656e-08,8.324302136486494e-09
2002,1.1478800132636025e-07,9.200564754507923e-09
2003,9.167230530238157e-08,7.91715315529018e-09
2004,1.1011977818498053e-07,1.9381081628466745e-08
2005,9.54794927565672e-08,1.9816498664226856e-08
2006,9.965293656932772e-08,1.2765458912156191e-08
2007,1.0185922860728169e-07,1.2382886716011399e-08
2008,1.1069343486269645e-07,1.6178271167177627e-08
2009,1.3112529018144414e-07,1.43045770784056e-08
2010,1.3793476227874635e-07,5.668551850135373e-09
2011,1.498997050930484e-07,1.1089518636708817e-08
2012,1.8791475042689854e-07,1.1234034147378225e-08
2013,1.7989856360145495e-07,1.4782362889320666e-08
2014,2.0116985410822963e-07,1.407539329534302e-08
2015,1.8308912785869325e-07,1.3521109565317602e-08
2016,1.9657016991914134e-07,2.0299133041135065e-08
2017,1.8816773206253856e-07,1.509366853724714e-08
2018,1.814771053432196e-07,1.884470712809616e-08
2019,1.5892653948412772e-07,1.581612352197226e-08
