year,pourraient_VERB envoyer_VERB,pourraient_VERB renvoyer_VERB
1852,7.161600201754936e-09,2.6042181744401205e-09
1853,1.1943863675867306e-08,2.388772735173461e-09
1854,1.9223959313308114e-08,5.195664454227256e-10
1855,2.7065379271107304e-08,5.306937111981824e-10
1856,1.6049286344355096e-08,1.5531567143511893e-09
1857,2.2943092758964667e-08,1.4644527812635033e-09
1858,1.9574704523961373e-08,1.9574704079872163e-09
1859,4.124660435422811e-08,3.055304009791371e-09
1860,1.6477862629926676e-08,5.950338888283113e-09
1861,2.5466203368296192e-08,1.8863854922557266e-09
1862,3.162590545002786e-08,0.0
1863,1.4484400345793347e-08,0.0
1864,2.828889478223573e-08,1.4384183844029508e-09
1865,2.4004906507002488e-08,1.882737743486018e-09
1866,4.476363812955242e-08,0.0
1867,1.6984840200962026e-08,0.0
1868,2.321740844024589e-08,2.9639244392143382e-09
1869,1.4650557211837167e-08,4.883519144627257e-10
1870,1.7202146374017957e-09,0.0
1871,1.911811864374613e-08,0.0
1872,2.7213026498884574e-08,6.047339295989218e-10
1873,1.97538145840781e-08,4.190203295451056e-09
1874,2.3898437007119355e-08,0.0
1875,2.4030413214859436e-08,0.0
1876,9.069021977836655e-09,0.0
1877,1.5462040536817767e-08,2.4739263970730008e-09
1878,3.6234530931267273e-09,6.039088673581716e-10
1879,2.7491964260661916e-08,7.331190321480108e-09
1880,8.984985200299889e-09,4.492492600149944e-09
1881,1.5339516323820135e-08,1.3945015142624584e-09
1882,2.3959387362992857e-08,0.0
1883,2.6541224329434954e-08,0.0
1884,2.3105940272216685e-08,1.3203393933736152e-09
1885,2.5782542323327107e-08,0.0
1886,3.226731948302586e-08,5.162771099520569e-09
1887,1.2404957061562527e-08,1.9586774424595887e-09
1888,1.9021843655764314e-08,2.53624587998047e-09
1889,2.255449160770695e-08,6.265136742733546e-10
1890,1.7696843102044113e-08,0.0
1891,2.2309770031370135e-08,5.099376032546843e-09
1892,2.5074049503359674e-08,1.2537024751679837e-09
1893,1.1700991287000306e-08,0.0
1894,1.5753848003896564e-08,1.8904617871129403e-09
1895,2.5880042997528108e-08,1.2037228991346183e-09
1896,2.7126333179694484e-08,1.7691086373616827e-09
1897,2.0976168357833558e-08,1.1653427112179315e-09
1898,2.093591255913907e-08,1.13167097914868e-09
1899,1.4371703827009696e-08,0.0
1900,2.180242297811219e-08,5.191053142894475e-10
1901,3.129693837422565e-08,3.912117296778206e-09
1902,3.093478895266344e-08,4.419255628107521e-09
1903,3.186130115295782e-08,1.6200660812870638e-09
1904,1.6123875568041512e-08,0.0
1905,2.7868098939620722e-08,0.0
1906,2.6749759740596346e-08,5.144184522798412e-10
1907,2.0057088434555226e-08,0.0
1908,1.964555629285769e-08,1.4734167219643268e-09
1909,1.8153246017504898e-08,0.0
1910,2.3514262537105424e-08,4.809735720812114e-09
1911,1.0640748726586935e-08,3.7242617878519013e-09
1912,2.9693701719679666e-08,0.0
1913,1.5378670781274195e-08,1.590896969716482e-09
1914,1.4732836284281348e-08,0.0
1915,3.416420923940677e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,2.52227767560953e-08,0.0
1918,2.986458014220261e-08,3.44591288836682e-09
1919,4.235610262526279e-08,9.207848372660976e-10
1920,1.4387239843927091e-08,1.514446346106979e-09
1921,1.2116395886607734e-08,0.0
1922,9.591316185719734e-09,2.2133805899215986e-09
1923,2.441668023323018e-08,0.0
1924,2.4494086758863887e-08,1.289162443462999e-09
1925,1.7597084678300234e-08,2.1996355847875293e-09
1926,1.671920735191179e-08,2.229227691330493e-09
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,3.1992914983902665e-08,0.0
1929,1.1140405931087116e-08,1.1140406375176326e-09
1930,1.575540586884472e-08,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,2.6302888755935783e-08,1.0959536611565568e-09
1933,2.982372038218273e-08,0.0
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,1.33371855781661e-08,2.424942913137329e-09
1937,1.6368453259474336e-08,2.5182236296217297e-09
1938,1.1668692678767911e-08,5.186085783037697e-09
1939,2.2941076593951948e-08,0.0
1940,1.5214697057785997e-08,1.2678914806940611e-08
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,3.193558839598154e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,1.2528993842408909e-08,0.0
1947,2.5033829231801974e-08,1.1920870957027319e-09
1948,1.6307831529616124e-08,5.435944139264848e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,7.444753258312176e-09,0.0
1951,1.7058242818279723e-08,5.330700769690111e-09
1952,1.5817205323287453e-08,3.1634410646574906e-09
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,1.3681550115052232e-08,1.9545072227344917e-09
1955,1.783265446420046e-08,3.754243138587299e-09
1956,1.9186511934776718e-08,8.72114158667614e-10
1957,1.4136060322300636e-08,1.7670075402875796e-09
1958,1.2408365002158916e-08,0.0
1959,1.5501495198577686e-08,0.0
1960,1.7302083321624195e-08,5.536666680683311e-09
1961,1.528595028332802e-08,2.779263708063695e-09
1962,8.244543714397423e-09,1.9025869768540815e-09
1963,1.2285501505004959e-08,3.879631726988464e-09
1964,1.0951143103454797e-08,6.083968329129164e-10
1965,1.8057743744748223e-08,1.0944086747954884e-09
1966,9.970334780007306e-09,3.8773522170743036e-09
1967,1.5777073869571723e-08,1.4791006197611978e-09
1968,1.1677681044375277e-08,7.186265360559219e-09
1969,1.9529558414888015e-08,4.995933444718048e-09
1970,2.4373242979436327e-08,2.2993624781975086e-09
1971,1.5415192677892264e-08,7.707596338946132e-09
1972,9.747279428040656e-09,7.69522046084603e-09
1973,6.615844760915479e-09,7.718485406371656e-09
1974,7.313243344242437e-09,1.1813700240281833e-08
1975,1.028066431985053e-08,3.4268881066168433e-09
1976,1.4855169538918744e-08,6.2848797277581525e-09
1977,7.639816779203557e-09,2.3507127355770763e-09
1978,6.534650598410963e-09,7.128709622605811e-09
1979,1.462993370893173e-08,4.096381456264453e-09
1980,1.2507331170752423e-08,5.6851505725319385e-09
1981,8.855769451088236e-09,5.060439622894819e-09
1982,1.0552754226011984e-08,1.6139505731871395e-08
1983,8.209910973278056e-09,8.841442245000053e-09
1984,5.219107812592938e-09,6.378909400694965e-09
1985,7.820225356169885e-09,8.421781494405423e-09
1986,1.3187867686781374e-08,4.196139880008332e-09
1987,1.099947066762752e-08,1.099947066762752e-08
1988,4.797243047249822e-09,1.4391728697660255e-08
1989,9.878619700032232e-09,1.4817929994137558e-08
1990,4.90378582185258e-09,1.3076762783725826e-08
1991,1.0550637696837839e-08,2.1101275393675678e-08
1992,6.060938417817852e-09,1.322386644631024e-08
1993,7.200969598386564e-09,1.717154241021035e-08
1994,1.2659823411809157e-08,1.2659823411809157e-08
1995,1.4640617607142303e-08,1.8978578708583882e-08
1996,1.3345230698291743e-08,1.4412848692302305e-08
1997,1.1987236092636522e-08,1.91795770376757e-08
1998,7.152193948201102e-09,1.621164003040576e-08
1999,3.656160929565999e-09,1.416762351880152e-08
2000,7.510653432518666e-09,2.3415566374751506e-08
2001,7.886181485616817e-09,2.6725391677473453e-08
2002,9.200564754507923e-09,2.0153619217921914e-08
2003,1.3334153337041244e-08,3.000184634061043e-08
2004,1.7178685141061578e-08,2.99525808600265e-08
2005,9.457874483587148e-09,2.0266872624574717e-08
2006,1.2765458912156191e-08,3.6237430833807593e-08
2007,1.3181781888249589e-08,3.235528467371296e-08
2008,1.0217855006544596e-08,2.299017509699297e-08
2009,8.582746957586096e-09,2.336414262060771e-08
2010,1.0392344762522043e-08,1.4171378737160012e-08
2011,1.3383901986685487e-08,1.9502257586623273e-08
2012,7.489355802192676e-09,7.489355802192676e-09
2013,1.4503449996539075e-08,1.589801357226861e-08
2014,1.147685946278898e-08,1.1693403578760808e-08
2015,9.087958829923082e-09,7.093041265449074e-09
2016,1.3256576281150956e-08,1.2842308549920745e-08
2017,1.1571811953103861e-08,8.804639684001359e-09
2018,1.4714360396794746e-08,8.002547069452248e-09
2019,1.224474122096808e-08,8.673358031785483e-09
