year,veut_VERB allumer_VERB,veut_VERB rallumer_VERB
1842,1.0062397137744483e-08,2.683306021822318e-09
1843,1.063243981747064e-08,4.134837805480629e-09
1844,1.2074834465636286e-08,1.097712254427563e-09
1845,7.812318791877715e-09,1.1160455892778032e-09
1846,2.6345256642912318e-08,0.0
1847,2.8584085320915165e-08,1.6179670936367074e-09
1848,8.84974404868899e-09,0.0
1849,5.865590679832167e-09,0.0
1850,1.9009188889640427e-08,0.0
1851,1.2898877521649865e-08,0.0
1852,9.114764054629632e-09,1.3021090872200602e-09
1853,1.3138249599364826e-08,5.971931837933653e-10
1854,1.7145692865483397e-08,2.0782657816909023e-09
1855,1.2736649068756378e-08,1.0613874223963649e-09
1856,8.28350277259915e-09,0.0
1857,2.3431244500216053e-08,1.4644527812635033e-09
1858,2.5447114637699997e-08,0.0
1859,1.018434669930457e-08,2.5460866748261424e-09
1860,1.373155189554609e-08,5.034902272882391e-09
1861,3.112536212102057e-08,0.0
1862,1.445755604123633e-08,3.162590411776023e-09
1863,1.39849385405455e-08,9.989241656072068e-10
1864,7.671564716815737e-09,1.9178911792039344e-09
1865,8.943004559114343e-09,4.706844358715045e-10
1866,1.0704348518686402e-08,1.4596839292835284e-09
1867,2.3778776281346836e-08,4.85281148598915e-09
1868,6.915823469455518e-09,0.0
1869,1.904572499711321e-08,9.767038289254515e-10
1870,2.1789386295267832e-08,1.1468097582678638e-09
1871,1.0621176826930423e-08,0.0
1872,8.4662747923403e-09,4.8378714367913744e-09
1873,9.577607151811662e-09,1.7958012854535355e-09
1874,8.961913877669758e-09,1.7923826867161097e-09
1875,1.1443054503956773e-08,0.0
1876,1.1487427897804992e-08,6.04601479992084e-10
1877,1.4225077116236662e-08,6.184815992682502e-10
1878,1.3889904282304855e-08,4.22736201599605e-09
1879,1.1607718342077078e-08,0.0
1880,1.4119262203848848e-08,0.0
1881,1.045876096839038e-08,4.8807553554297556e-09
1882,2.3293848627758962e-08,1.9966155395678697e-09
1883,1.3902545781263598e-08,0.0
1884,1.9144920315739e-08,6.601696966868076e-10
1885,1.2891271161663553e-08,0.0
1886,3.355801325710672e-08,8.38950331427668e-09
1887,3.3297514079322355e-08,6.528924623161458e-10
1888,1.268122939990235e-08,1.9021844099853524e-09
1889,1.3783300722991498e-08,6.265136742733546e-10
1890,2.1629475099871343e-08,1.9663159989136147e-09
1891,1.3385862196457765e-08,2.5496880162734215e-09
1892,1.5044429702015805e-08,0.0
1893,1.4780200174868696e-08,2.463366621796581e-09
1894,1.764431090123253e-08,6.301539290376468e-10
1895,1.745398137131815e-08,0.0
1896,1.4152869098893461e-08,5.89702897624278e-10
1897,1.1070755867592652e-08,1.7480140668268973e-09
1898,7.921697076085366e-09,0.0
1899,1.2713430308508578e-08,3.3165470370022376e-09
1900,1.245852754294674e-08,1.5573159428683425e-09
1901,5.029864968975062e-09,3.912117296778206e-09
1902,3.83002145554201e-08,2.455141867585553e-09
1903,9.720396931811592e-09,5.400220270956879e-10
1904,6.987012746151322e-09,0.0
1905,1.2385822145688508e-08,0.0
1906,7.201858220895474e-09,1.0288369045596824e-09
1907,5.65712765521198e-09,1.028568674676933e-09
1908,6.384805573134145e-09,0.0
1909,8.251475058784763e-09,1.1001967115120692e-09
1910,9.619471330601925e-09,0.0
1911,1.1704822888702893e-08,0.0
1912,5.730363294986773e-09,9.376957876838787e-09
1913,1.1666577037772186e-08,1.590896969716482e-09
1914,3.3483718020477227e-09,0.0
1915,2.591767689352764e-08,0.0
1916,1.538244731591476e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,1.2635013924011673e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,5.300562211374427e-09,2.2716695191604686e-09
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,1.0329110011753073e-08,1.4755870969551665e-09
1923,1.2739137744688378e-08,2.1231896241147297e-09
1924,2.578324886925998e-09,0.0
1925,6.598906754362588e-09,0.0
1926,5.57306911730393e-09,0.0
1927,1.3379070296082318e-08,0.0
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,5.570202965543558e-09,0.0
1930,1.3654684494213143e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,6.575722188983946e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,0.0
1936,2.424942913137329e-09,2.424942913137329e-09
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,9.102635090130207e-09,0.0
1943,0.0,0.0
1944,1.2852744646352221e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,0.0
1948,6.523132700664291e-09,3.2615663503321457e-09
1949,7.853606653895895e-09,0.0
1950,8.508289184305795e-09,0.0
1951,8.529121409139861e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,0.0,0.0
1954,1.172704333640695e-08,0.0
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,0.0
1959,7.750747599288843e-09,0.0
1960,3.460416619915918e-09,6.920833350854139e-10
1961,9.72742331128984e-09,3.47407969059077e-09
1962,3.805173953708163e-09,0.0
1963,3.2330267352165265e-09,0.0
1964,3.041984220075733e-09,0.0
1965,6.0192477668863376e-09,1.0944086747954884e-09
1966,5.539074976468328e-09,1.1078149508847446e-09
1967,5.423369309198733e-09,1.9721342336964653e-09
1968,8.084548142051062e-09,1.7965663401398047e-09
1969,1.4987801166821413e-08,9.083515606356229e-10
1970,4.598724956395017e-09,0.0
1971,8.221435976452085e-09,0.0
1972,6.156176013405457e-09,5.130146862875051e-10
1973,5.513203671370093e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,2.8557400888473694e-09,0.0
1976,3.9994687561772935e-09,2.856763492431469e-09
1977,5.289103821581875e-09,5.876781838942691e-10
1978,9.504946163474415e-09,0.0
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,3.97960553399912e-09
1981,3.1627747087981106e-09,0.0
1982,8.690503094932467e-09,1.8622506869903077e-09
1983,8.841442245000053e-09,1.89459470334441e-09
1984,6.958810416790584e-09,1.1598016991243298e-09
1985,5.414002135495366e-09,0.0
1986,7.1933827783254856e-09,5.994485463567401e-10
1987,5.49973533381376e-09,1.8332451112712533e-09
1988,5.396898483667201e-09,4.797243047249822e-09
1989,4.939309850016116e-09,0.0
1990,7.628111475810329e-09,0.0
1991,7.6199047072123e-09,2.344586080837985e-09
1992,4.4079553340736766e-09,0.0
1993,9.970573700002205e-09,0.0
1994,1.002236071911966e-08,2.637463358823311e-09
1995,8.675921314704738e-09,0.0
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,3.835915585170824e-09,4.79489448146353e-10
1998,8.582632382569955e-09,1.43043876743576e-09
1999,1.8280804647829996e-09,1.3710603763428253e-09
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,7.448059946568719e-09,4.3812117822561447e-10
2002,4.381221607729913e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,3.9643119897903034e-09,0.0
2005,4.503749373441224e-09,4.5037495954858286e-10
2006,7.823991232669414e-09,1.2353669198716943e-09
2007,6.7906151812735516e-09,3.994479413904628e-09
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,3.337734755248789e-09,0.0
2010,9.447585824773341e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,3.82397197240536e-10
2012,8.510632198976964e-09,3.404252713057332e-10
2013,6.9728125495771565e-09,8.367375126105969e-10
2014,9.961047986450922e-09,2.1654451842767486e-10
2015,1.1304534378031583e-08,1.10828768384863e-09
2016,1.0770968117412849e-08,6.214020409345267e-10
2017,5.7859059765519305e-09,2.515611330355938e-10
2018,9.551427204712581e-09,1.0325866828253538e-09
2019,1.0714148679369373e-08,1.2754939326953263e-09
