year,voulant_VERB appeler_VERB,voulant_VERB rappeler_VERB
1862,1.671654992208005e-08,1.9427341513278407e-08
1863,1.4983863039219614e-08,1.1987090431375691e-08
1864,3.3563094525845827e-09,1.821996631345968e-08
1865,1.0825741858511151e-08,3.812543925008072e-08
1866,5.352174259343201e-09,1.8489329178805747e-08
1867,2.1837651686951176e-08,8.73506067478047e-09
1868,6.915823469455518e-09,1.9759496372451224e-08
1869,1.1232094143664995e-08,1.4650557211837167e-08
1870,8.601073631098188e-09,1.8922360567330543e-08
1871,1.5931766128574054e-08,3.18635318130589e-09
1872,6.652073114565837e-09,1.0280476914203973e-08
1873,1.6760811849536594e-08,2.1549615425442425e-08
1874,1.852128866941527e-08,3.166542689170271e-08
1875,1.0870901234749653e-08,2.0025344493745934e-08
1876,1.4510435519810017e-08,1.0278225381910033e-08
1877,1.1751150275074451e-08,3.092407996341251e-09
1878,1.4493812816596119e-08,1.8117265909722846e-08
1879,1.0385853066452455e-08,1.5273313502817132e-08
1880,1.4761046607247863e-08,1.4761046829292468e-08
1881,1.324776466304911e-08,2.789003084036068e-08
1882,7.986461936226874e-09,1.6638462163598433e-08
1883,4.423537092179686e-09,6.319338829996468e-09
1884,5.941527270181268e-09,3.102797485610154e-08
1885,7.090199094506033e-09,1.2246707870033902e-08
1886,3.872078380151578e-09,1.936039151217983e-08
1887,1.9586773869484375e-09,1.2404956395428712e-08
1888,4.438430289965822e-09,1.648559799782845e-08
1889,8.771191772893872e-09,1.0024218788373673e-08
1890,8.520702365899524e-09,1.114245701261396e-08
1891,1.7210394887001712e-08,8.28648560879941e-09
1892,5.014809900671935e-09,8.149066310636499e-09
1893,6.774258154429447e-09,5.542574954553459e-09
1894,6.301539290376468e-10,1.449354058991048e-08
1895,7.824199066419624e-09,7.824199066419624e-09
1896,7.66613794667137e-09,5.897029087265082e-09
1897,6.992056267307589e-09,1.0488084400961384e-08
1898,1.018503881233812e-08,1.018503881233812e-08
1899,6.633094074004475e-09,7.738609753005221e-09
1900,0.0,1.5573159428683425e-09
1901,1.117747761014698e-08,5.58873880507349e-09
1902,2.9461704187383475e-09,2.6024504884425426e-08
1903,8.100330184390714e-09,1.8900771614482892e-08
1904,4.299700151477737e-09,4.837162670412454e-09
1905,9.28936660926638e-09,5.676835002077496e-09
1906,0.0,1.5432553013283723e-08
1907,7.71426478252124e-09,9.771402076363955e-09
1908,1.964555629285769e-09,7.858222295098471e-09
1909,4.950885035270858e-09,1.0451868703853506e-08
1910,3.206490406526541e-09,1.336037680488289e-08
1911,1.0640748282497725e-09,1.915334713054051e-08
1912,4.167536982180309e-09,5.730363294986773e-09
1913,1.590896969716482e-09,3.181793939432964e-09
1914,2.0090231700464756e-09,8.036092236096692e-09
1915,1.295883844676382e-08,2.709575230852579e-08
1916,4.394984820521586e-09,1.0987461607214755e-08
1917,5.483212328627474e-09,8.773139548168274e-09
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,1.0128633542993981e-08,1.74949117415224e-08
1920,3.786115865267448e-09,5.300562211374427e-09
1921,2.2718242842501013e-09,3.0290990271630847e-09
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,4.246379248229459e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,1.418078698911529e-08
1925,5.499089184013428e-09,5.499089184013428e-09
1926,4.458455493683289e-09,4.458455493683289e-09
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,2.100720708497761e-09,8.402882833991043e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,9.863582839386709e-09,6.575722188983946e-09
1933,4.588264879146209e-09,1.1470662641954732e-08
1934,0.0,1.4377896206951846e-08
1935,1.196828414151696e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,6.295559185076627e-09,7.554670666820584e-09
1938,2.5930428915188486e-09,1.2965214679638848e-08
1939,6.117620188206274e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,0.0
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,0.0
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,6.8719057111366055e-09
1950,0.0,2.1270722960764488e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,4.2179215675730575e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,8.795282502305213e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,6.976913269340912e-09
1957,8.835037701437898e-10,2.6505113104313693e-09
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,3.100299128533379e-09,1.5501495642666896e-09
1960,3.460416619915918e-09,1.1073333361366622e-08
1961,1.3896318540318475e-09,5.558527305105088e-09
1962,6.341956404476434e-10,7.610347740882872e-09
1963,1.2932106496776896e-09,7.759264120110743e-09
1964,2.4335873316516654e-09,9.125952660227199e-09
1965,0.0,1.0944086747954884e-09
1966,1.1078149508847446e-09,6.0929824519107e-09
1967,1.9721342336964653e-09,4.437302025817047e-09
1968,3.1439910674890825e-09,4.042274071025531e-09
1969,4.995933444718048e-09,8.62933943746036e-09
1970,1.3796175313274261e-09,5.5184699032651e-09
1971,5.138397485282553e-10,1.284599360218408e-08
1972,5.130146862875051e-10,3.0780880067027283e-09
1973,3.859242703185828e-09,1.1026407453762488e-08
1974,1.1251143350321513e-09,7.31324301117553e-09
1975,2.2845920710778955e-09,6.282628195464213e-09
1976,1.142705374768127e-09,6.856232248608762e-09
1977,5.876781838942691e-10,8.227494796564372e-09
1978,1.7821774056514528e-09,6.534650598410963e-09
1979,2.9259866751729646e-09,5.851973239323627e-09
1980,4.548120546843393e-09,5.116635615198817e-09
1981,1.2651099057237047e-09,4.427884725544118e-09
1982,0.0,6.828252629986764e-09
1983,0.0,3.78918940668882e-09
1984,0.0,1.0438215625185876e-08
1985,4.210890747202711e-09,4.210890747202711e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,3.597932174415064e-09,5.3968984281560495e-09
1989,3.841685636274406e-09,2.7440609784434855e-09
1990,5.44865097484859e-10,3.269190529398003e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,1.1019888335184191e-09,7.162927584403178e-09
1993,4.4313659408601325e-09,4.985286850001103e-09
1994,1.5824779264761446e-09,2.6374632478010085e-09
1995,2.168980273165033e-09,5.964695737326053e-09
1996,1.6014276571496566e-09,6.939519847648512e-09
1997,0.0,6.712852052004337e-09
1998,9.536258449571733e-10,6.198567881199324e-09
1999,1.3710603763428253e-09,3.6561608462992723e-09
2000,1.7672125984802278e-09,5.3016377954406835e-09
2001,3.066848330846028e-09,9.200544659471177e-09
2002,2.1906108038649563e-09,6.571831967505659e-09
2003,5.416999737661854e-09,8.333845447072719e-09
2004,8.809582507929292e-10,6.6071870752359985e-09
2005,1.3511248786457486e-09,3.602999676388663e-09
2006,4.1178899179428186e-10,4.941467846020231e-09
2007,0.0,7.988958827809256e-09
2008,8.514879357157668e-10,5.108927586539025e-09
2009,4.291373256748443e-09,5.721830786953319e-09
2010,9.447586046817946e-10,4.2514138876015295e-09
2011,3.4415747474092484e-09,3.0591775501687124e-09
2012,2.382976926895708e-09,6.46808034909796e-09
2013,6.972812438554854e-09,4.183687618564136e-09
2014,4.330890229775619e-09,4.763979349897696e-09
2015,3.3248631625681924e-09,3.768178102880881e-09
2016,5.592618146366135e-09,6.006886099640951e-09
2017,2.7671725466582586e-09,4.2765391228272165e-09
2018,3.3559067191824e-09,3.3559066636712487e-09
2019,3.061185249730869e-09,4.846876844322168e-09
