year,aient_VERB emporté_VERB,aient_VERB remporté_VERB
1924,2.5783249313349188e-08,1.0313299547703991e-08
1925,2.859526304632709e-08,4.399271169575059e-09
1926,2.6750733184144337e-08,8.916910765321973e-09
1927,1.5608915049369898e-08,8.919379901328739e-09
1928,9.14083297942625e-09,5.713020723163709e-09
1929,1.893869061575515e-08,5.570202965543558e-09
1930,1.1553964007759987e-08,1.575540586884472e-08
1931,2.2810713318222042e-08,1.0264820993199919e-08
1932,1.2055489939655217e-08,6.575722188983946e-09
1933,1.3764794637438627e-08,5.735331320977366e-09
1934,2.6359476379411717e-08,1.677421224144382e-08
1935,1.4361940969820353e-08,1.9149254626427137e-08
1936,1.8187071404440758e-08,4.849885826274658e-09
1937,1.2591118370153254e-08,2.5182236296217297e-09
1938,2.3337385357535823e-08,1.1668692678767911e-08
1939,6.117620188206274e-09,1.070583532936098e-08
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,0.0,0.0
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,2.9032351633873077e-08,2.322588166236983e-08
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,1.089252066321933e-08
1946,3.201854070766785e-08,4.1763312808029696e-09
1947,1.6689218895749036e-08,1.549713246618012e-08
1948,1.195907639583993e-08,1.0871888278529696e-08
1949,2.3560819073509265e-08,5.890204768377316e-09
1950,1.595304155443955e-08,5.317680518146517e-09
1951,3.3050344683260846e-08,6.396841278899501e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,3.232148060305917e-08,0.0
1954,1.3681550115052232e-08,4.886268278880834e-09
1955,1.783265446420046e-08,6.569925492527773e-09
1956,1.657016923672927e-08,3.488456634670456e-09
1957,1.767007518083119e-08,3.534015080575159e-09
1958,2.5643954515430778e-08,4.9633461784992505e-09
1959,1.4726420971555854e-08,4.650448914844674e-09
1960,1.5225833038812198e-08,5.536666680683311e-09
1961,2.014966149488373e-08,7.64297514166401e-09
1962,2.980719671086263e-08,6.976152100435229e-09
1963,1.939815952312074e-08,1.7458344103715717e-08
1964,1.3993127545575135e-08,7.909158661334459e-09
1965,1.860494691641179e-08,5.47204326295514e-09
1966,1.7725039214155913e-08,5.539074976468328e-09
1967,2.021437595089992e-08,1.3311906243984595e-08
1968,1.3474247495537384e-08,5.838840522187638e-09
1969,1.6350327314285096e-08,8.629339909305145e-09
1970,2.1614008360870685e-08,1.103694025061941e-08
1971,2.363662865434435e-08,9.762954888969944e-09
1972,2.1033601527165047e-08,8.208234980600082e-09
1973,2.536073751002732e-08,1.6539611902288698e-09
1974,1.800182936051442e-08,6.1881286761433785e-09
1975,1.5420996035686585e-08,3.4268881066168433e-09
1976,1.8854638739185248e-08,2.856763492431469e-09
1977,1.9393379346865913e-08,7.052138428775834e-09
1978,1.4257419245211622e-08,7.72276909088987e-09
1979,1.9896710057309974e-08,5.851973128301324e-09
1980,1.819248218737357e-08,3.97960553399912e-09
1981,1.8976647808699454e-08,2.5302198114474095e-09
1982,1.6139505731871395e-08,1.3035754697909852e-08
1983,1.8314416649900522e-08,5.052252838311233e-09
1984,1.1598016769198694e-08,6.378909400694965e-09
1985,2.285912081845254e-08,6.015557829641693e-09
1986,1.498621315931814e-08,5.994485352545098e-09
1987,2.688759437319277e-08,9.777306964053878e-09
1988,2.2187249371086182e-08,1.1993107618124554e-09
1989,1.8659616074501173e-08,1.6464366536794728e-09
1990,2.0160008773473237e-08,2.179460389939436e-09
1991,2.1687421636329418e-08,6.4476117778156095e-09
1992,2.3692759754112558e-08,6.61193322315512e-09
1993,2.4926434250005514e-08,5.539207315052863e-09
1994,1.8989736005892155e-08,4.747434001473039e-09
1995,2.114755837112625e-08,8.133675954979935e-09
1996,1.975094043871195e-08,6.4057106285986265e-09
1997,1.1507746755512471e-08,6.7128524960935465e-09
1998,1.5258013519314773e-08,5.2449422582867555e-09
1999,1.690974471557638e-08,5.0272213059088244e-09
2000,1.5463109903635086e-08,5.3016377954406835e-09
2001,1.445799924226776e-08,6.133696661692056e-09
2002,1.1829298429688606e-08,7.009954394732176e-09
2003,1.0000615446870142e-08,7.083769126836614e-09
2004,1.5416770082765652e-08,5.726228824443069e-09
2005,1.306087415997581e-08,6.7556245042510454e-09
2006,1.8118715416903797e-08,5.7650457740976435e-09
2007,1.4779574009082808e-08,4.7933754743212376e-09
2008,1.4049550856043425e-08,3.405951742863067e-09
2009,7.629108011997232e-09,4.76819250749827e-09
2010,1.1809482280966677e-08,4.723792912386671e-09
2011,1.414869643667771e-08,3.823971805871906e-09
2012,6.127654827992046e-09,5.7872298064864935e-09
2013,1.3945625099154313e-08,5.578249862026041e-09
2014,1.277612682315521e-08,3.2481677347817595e-09
2015,1.440773989003219e-08,4.654808538617772e-09
2016,1.3256576281150956e-08,4.349814286541687e-09
2017,9.30776167251679e-09,2.264050280587071e-09
2018,1.0325866384164328e-08,3.3559066636712487e-09
2019,1.0969247732361964e-08,4.08158040698936e-09
