year,eût_VERB empli_VERB,eût_VERB rempli_VERB
1993,5.539207426075166e-10,8.862731881720265e-09
1994,5.274926606624319e-10,5.802419433820205e-09
1995,0.0,7.0491861237087505e-09
1996,2.135236876199542e-09,6.939520069693117e-09
1997,1.438468344439059e-09,7.671831170341648e-09
1998,0.0,2.86087753487152e-09
1999,9.140402323914998e-10,1.2339542720951613e-08
2000,4.4180314962005696e-10,1.0603275590881367e-08
2001,0.0,1.0514908055370142e-08
2002,8.76244299341522e-10,3.504977197366088e-09
2003,0.0,3.7502307925763034e-09
2004,0.0,9.250062049659391e-09
2005,1.8014998381943315e-09,6.7556245042510454e-09
2006,2.0589450144825605e-09,9.471146533712727e-09
2007,1.1983438685803094e-09,7.988958827809256e-09
2008,2.1287198670449925e-09,1.1069342775726909e-08
2009,9.53638501499654e-10,1.0013204487790972e-08
2010,9.447586046817946e-10,7.085689368580006e-09
2011,1.1471915639660324e-09,8.412738061736036e-09
2012,1.3617010852229328e-09,1.4978711604385353e-08
2013,5.578250084070646e-10,1.4503449996539075e-08
2014,3.897801192920269e-09,1.8622827724357194e-08
2015,1.329945265027277e-09,2.349569960813369e-08
2016,2.899876117012923e-09,2.5063213726639333e-08
2017,7.54683426862357e-10,7.798394818792076e-09
2018,2.323319980845895e-09,1.7812119779136992e-08
2019,1.02039510174734e-09,1.4540630033366142e-08
