year,devait_VERB ouvrir_VERB,devait_VERB rouvrir_VERB
1888,8.750048152705858e-08,2.53624587998047e-09
1889,1.1465200344673576e-07,4.385595886446936e-09
1890,9.700492142883377e-08,3.2771931834929546e-09
1891,1.0517462811776568e-07,2.5496880162734215e-09
1892,8.462491507543746e-08,1.8805537127519756e-09
1893,8.991288069637449e-08,0.0
1894,1.0649601733803138e-07,6.301539290376468e-10
1895,9.088108043897591e-08,3.0093072478365457e-09
1896,8.668632744956994e-08,1.7691086373616827e-09
1897,8.332200707172888e-08,7.574727511894253e-09
1898,1.2844465402395144e-07,4.52668391659472e-09
1899,9.728537975206564e-08,3.8693048765026106e-09
1900,1.2873812238467508e-07,4.15284251431558e-09
1901,8.830207320897898e-08,1.676621730339889e-09
1902,6.628883397752361e-08,4.419255628107521e-09
1903,8.964365605379498e-08,1.6200660812870638e-09
1904,8.00819179858081e-08,3.2247751136083025e-09
1905,1.2334214716247516e-07,5.160758931310738e-09
1906,7.973486049195344e-08,4.115347618238729e-09
1907,8.382834693065888e-08,8.742834012309686e-09
1908,8.054678346525179e-08,2.9468334439286537e-09
1909,9.021613323056954e-08,4.950885035270858e-09
1910,6.573305455503942e-08,4.809735720812114e-09
1911,1.0747155698709321e-07,4.788336838146279e-09
1912,1.0470936473438996e-07,5.2094213387476884e-09
1913,9.068112660770566e-08,6.893886794756554e-09
1914,1.118356180995761e-07,8.036092680185902e-09
1915,1.4608144738303963e-07,2.3561523843085297e-09
1916,9.339342454950383e-08,5.493730803607377e-09
1917,1.2392060000365746e-07,4.386569774084137e-09
1918,1.1141784739265859e-07,1.378365155346728e-08
1919,1.1233574781499556e-07,7.366278698128781e-09
1920,1.1282624967634547e-07,8.329454459499175e-09
1921,9.768844222435291e-08,4.543648568500203e-09
1922,9.665095745958752e-08,3.6889677978990676e-09
1923,1.242065934548009e-07,5.307974060286824e-09
1924,1.0442215625516837e-07,2.578324886925998e-09
1925,9.568415038074818e-08,8.798542339150117e-09
1926,6.576221522891501e-08,2.229227691330493e-09
1927,8.919379723693055e-08,5.574612327308159e-09
1928,9.140833157061934e-08,7.998228745975666e-09
1929,8.912324744869693e-08,4.4561625500705304e-09
1930,7.877702756786675e-08,1.0503603542488804e-09
1931,1.0378874293337503e-07,5.7026783295555106e-09
1932,6.13734059129456e-08,7.6716757391182e-09
1933,8.717703536831323e-08,1.1470662197865522e-09
1934,1.4018448268870998e-07,8.38710612072191e-09
1935,8.497481474023516e-08,1.0771455727365264e-08
1936,1.0063513400382362e-07,1.2124714565686645e-09
1937,1.1961562051965302e-07,2.5182236296217297e-09
1938,8.427389275311725e-08,6.482607339819424e-09
1939,8.870549095263414e-08,0.0
1940,7.60734906180005e-08,0.0
1941,6.198155233505531e-08,0.0
1942,8.49579322448335e-08,0.0
1943,1.0741970157823744e-07,5.806470415592457e-09
1944,8.032965581605822e-08,3.2131861615880553e-09
1945,1.0674669681520754e-07,1.089252066321933e-08
1946,1.238978342144037e-07,5.568441707737293e-09
1947,1.2755332079450454e-07,1.1920871401116528e-08
1948,7.175445659868274e-08,3.2615663503321457e-09
1949,9.227987618487532e-08,5.890204768377316e-09
1950,8.614642865722999e-08,1.0635361480382244e-09
1951,9.168805803483338e-08,5.330700769690111e-09
1952,7.381363076319758e-08,3.1634410646574906e-09
1953,1.1097041863195045e-07,0.0
1954,8.697556808101581e-08,9.772536113672459e-10
1955,8.72861534162439e-08,2.815682353940474e-09
1956,9.15719837735196e-08,1.744228317335228e-09
1957,9.100088504965242e-08,3.534015080575159e-09
1958,1.2325642728683306e-07,4.9633461784992505e-09
1959,1.2323688736159966e-07,7.750747821333448e-10
1960,1.0658083482439906e-07,6.2287499602575735e-09
1961,8.685199048841241e-08,1.3896318540318475e-09
1962,1.0654486715111489e-07,6.341956404476434e-10
1963,9.505098574891235e-08,5.1728425987107585e-09
1964,7.665800438871884e-08,3.6503808864551957e-09
1965,9.35719413064362e-08,7.660860390501512e-09
1966,9.637989961674975e-08,4.431259803538978e-09
1967,1.0649524995187676e-07,4.437302081328198e-09
1968,1.1587852810635013e-07,4.491415683816058e-09
1969,9.128932987323424e-08,9.537691525451919e-09
1970,9.519360588683412e-08,5.978342709767048e-09
1971,1.1869698113287086e-07,4.1107179882260425e-09
1972,1.046549940042496e-07,6.669190977248718e-09
1973,1.0364823310737847e-07,3.859242703185828e-09
1974,1.0294796481957746e-07,5.06301445213353e-09
1975,1.0280664497486214e-07,2.8557400888473694e-09
1976,8.741696433389734e-08,5.713526984862938e-09
1977,1.1400956623219827e-07,1.7630346071939584e-09
1978,9.148510571321822e-08,4.752473081737207e-09
1979,8.602400924928588e-08,3.5111840102075575e-09
1980,9.72160734136196e-08,2.8425752862659692e-09
1981,8.412980889715982e-08,4.427884725544118e-09
1982,8.69050325036369e-08,4.966001831974154e-09
1983,8.209910618006688e-08,5.052252838311233e-09
1984,1.0496205504750833e-07,4.059305780401701e-09
1985,9.143648327381015e-08,2.4062232206745193e-09
1986,9.111617771395686e-08,7.792831269171074e-09
1987,1.0571713460194587e-07,3.0554083707556856e-09
1988,9.054796379359686e-08,1.798966087207532e-09
1989,1.1250650544525342e-07,5.488122178931576e-10
1990,1.1823572521052483e-07,2.724325431913144e-09
1991,9.319729343815197e-08,3.5168792322792797e-09
1992,8.37511535678459e-08,3.856960972825618e-09
1993,8.751947433438545e-08,3.877445031719162e-09
1994,1.1657587606350717e-07,8.439882570598911e-09
1995,9.16394213845706e-08,2.7112254663563817e-09
1996,9.448422844116067e-08,3.736664311304594e-09
1997,9.302095094199103e-08,1.438468344439059e-09
1998,1.0299159214355313e-07,1.43043876743576e-09
1999,8.4091702490241e-08,9.140402323914998e-10
2000,8.217538294275073e-08,5.743440834038438e-09
2001,9.945350853968193e-08,3.5049694258049158e-09
2002,9.770123909902395e-08,3.066854992184176e-09
2003,9.417245649956385e-08,4.166922806803086e-09
2004,7.664336720836218e-08,2.642874807889939e-09
2005,9.232686437599114e-08,4.503749373441224e-09
2006,9.059358063723266e-08,3.294311934354255e-09
2007,8.028903408785482e-08,2.7961355453243186e-09
2008,9.621813745752661e-08,8.940623352771127e-09
2009,9.870158379499117e-08,5.721831008997924e-09
2010,9.447585824773341e-08,1.0864724231396394e-08
2011,1.0515923065668176e-07,1.4531093661673822e-08
2012,1.2051054909534287e-07,9.872333173177594e-09
2013,1.2355823741927452e-07,8.08846234434668e-09
2014,1.175836743527725e-07,8.445236510112863e-09
2015,1.29891319033959e-07,8.201329393386914e-09
2016,1.3256575925879588e-07,1.2220906064897008e-08
2017,1.1295094992647137e-07,5.282783988036499e-09
2018,1.1590785220505495e-07,1.2649186587054828e-08
2019,1.1428424784298841e-07,8.16316081397872e-09
