year,pouvant_VERB établir_VERB,pouvant_VERB rétablir_VERB
1960,1.868625076895114e-08,0.0
1961,1.111705483225478e-08,2.08444772553662e-09
1962,2.1562652108286784e-08,6.341956404476434e-10
1963,2.198458126656533e-08,3.879631726988464e-09
1964,2.7377858202726202e-08,3.041984220075733e-09
1965,2.2435377999840966e-08,1.6416130677043839e-09
1966,2.7141465963609335e-08,2.769537488234164e-09
1967,1.627010703941778e-08,3.451234853457663e-09
1968,1.661823922916028e-08,2.245707841908029e-09
1969,2.2708789515490935e-08,1.3625273131978588e-09
1970,2.483311511980446e-08,1.8394900047624674e-09
1971,1.0790635052160269e-08,2.0553589941130213e-09
1972,1.5903454553267693e-08,5.130146973897354e-09
1973,1.268036875501366e-08,4.410563025913916e-09
1974,1.2938814464291681e-08,3.937900228123681e-09
1975,8.567219822452898e-09,5.711480177694739e-09
1976,1.656922776760439e-08,7.998937512354587e-09
1977,1.3516598507123945e-08,3.526069214387917e-09
1978,2.4950484345254154e-08,1.1881182704343018e-09
1979,2.3993090181306798e-08,1.1703946700691858e-09
1980,2.1035058139773355e-08,4.548120546843393e-09
1981,9.488323904349727e-09,4.427884725544118e-09
1982,1.3656505259973528e-08,1.8622506869903077e-09
1983,2.084054351314535e-08,2.5261264191556165e-09
1984,2.3196033538397387e-08,2.3196033982486597e-09
1985,1.9249785765396155e-08,6.015558051686298e-10
1986,5.994485352545098e-09,2.997242676272549e-09
1987,1.9554613928107756e-08,4.277571630240118e-09
1988,2.0388283061834045e-08,2.99827696004229e-09
1989,9.329808037250586e-09,2.7440609784434855e-09
1990,2.179460345530515e-08,3.814055737905164e-09
1991,1.992898113201136e-08,5.8614650910726596e-09
1992,1.3774860363469088e-08,1.1019888335184191e-09
1993,1.994114740000441e-08,3.323524566667402e-09
1994,1.7407257857371405e-08,1.0549853213248639e-09
1995,1.7351842629409475e-08,1.626735190995987e-09
1996,2.7758080278772468e-08,2.135236876199542e-09
1997,1.3905194329311144e-08,3.3564262480467733e-09
1998,1.0489884516573511e-08,5.72175506974304e-09
1999,1.5081663917726473e-08,2.7421207526856506e-09
2000,1.502130686503733e-08,3.092622158362701e-09
2001,1.445799924226776e-08,2.190605918883648e-09
2002,1.7086764003693133e-08,1.3143663935011318e-09
2003,1.8751153518792307e-08,8.333845835650777e-10
2004,2.642874719072097e-08,2.642874807889939e-09
2005,1.8465373230469595e-08,2.251874686720612e-09
2006,2.2236605445868918e-08,1.2353669198716943e-09
2007,1.5977917655618512e-08,7.988958938831558e-10
2008,1.830699147831183e-08,1.7029758714315335e-09
2009,1.5258216023994464e-08,1.907277002999308e-09
2010,1.1809482280966677e-08,3.7790344187271785e-09
2011,1.1471915861704929e-08,3.823971805871906e-09
2012,8.851056776393307e-09,1.0212758416727752e-09
2013,1.5061274893923837e-08,8.367375126105969e-10
2014,1.3425760059249114e-08,3.031623174720721e-09
2015,1.5072712855612735e-08,1.994917786518613e-09
2016,1.5535050579273957e-08,2.899876117012923e-09
2017,1.1320251402935355e-08,3.2702947017071438e-09
2018,1.1358453733123497e-08,1.5488800242380307e-09
2019,8.16316081397872e-09,1.02039510174734e-09
