year,doit_VERB abaisser_VERB,doit_VERB rabaisser_VERB
1942,1.8205270180260413e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,1.907339353124371e-08,1.1920870957027319e-09
1948,1.6307831529616124e-08,3.2615663503321457e-09
1949,2.0615717133409817e-08,0.0
1950,3.08425480710639e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,2.5307528517259925e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,0.0
1954,1.5636057781875934e-08,9.772536113672459e-10
1955,1.6894095011821264e-08,0.0
1956,9.593255967388359e-09,1.744228317335228e-09
1957,2.9155623693100097e-08,2.6505113659425206e-09
1958,2.978007690446205e-08,8.272243445794913e-10
1959,2.015194411342236e-08,7.750747821333448e-10
1960,1.1073333361366622e-08,0.0
1961,1.459113452284555e-08,2.779263708063695e-09
1962,1.4586500007851555e-08,0.0
1963,1.4225316924409981e-08,6.466053248388448e-10
1964,1.4601523545820783e-08,0.0
1965,1.258569987117042e-08,0.0
1966,1.38476865529924e-08,0.0
1967,1.4791006641701188e-08,0.0
1968,8.982831367632116e-09,1.7965663401398047e-09
1969,1.589615195030092e-08,1.3625273131978588e-09
1970,1.1956685419534097e-08,1.3796175313274261e-09
1971,1.284599360218408e-08,1.541519245584766e-09
1972,9.747279428040656e-09,5.130146862875051e-10
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,1.1813700240281833e-08,0.0
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,5.713526984862938e-09,0.0
1977,7.639816779203557e-09,2.3507127355770763e-09
1978,5.940591130126904e-09,2.3762365408686037e-09
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,0.0
1981,5.69299452024552e-09,3.1627747087981106e-09
1982,7.449002747961231e-09,6.207502289967692e-10
1983,6.94684787472255e-09,1.89459470334441e-09
1984,4.639206796497319e-09,0.0
1985,3.609334831011779e-09,0.0
1986,9.591176741707841e-09,1.7983456945813714e-09
1987,6.721898593298192e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,4.939309850016116e-09,5.488122178931576e-10
1990,8.717841559757744e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,3.856960972825618e-09,0.0
1993,8.862732159276021e-09,1.661762283333701e-09
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,8.540947504798169e-09,0.0
1997,3.835915585170824e-09,4.79489448146353e-10
1998,1.0966696883940585e-08,9.536258449571733e-10
1999,4.113180906983871e-09,4.570201161957499e-10
2000,2.6508188977203417e-09,1.7672125984802278e-09
2001,5.695575122643959e-09,1.3143635069212678e-09
2002,7.009954394732176e-09,1.752488598683044e-09
2003,4.583615265119079e-09,1.6667691671301554e-09
2004,6.607186797680242e-09,8.809582507929292e-10
2005,3.602999676388663e-09,1.3511248786457486e-09
2006,8.235780057930242e-09,0.0
2007,2.7961355453243186e-09,7.988958938831558e-10
2008,6.811903485726134e-09,8.514879357157668e-10
2009,6.198650259747751e-09,4.76819250749827e-10
2010,5.668551850135373e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,3.059177577924288e-09
2012,3.744677901096338e-09,6.808505426114664e-10
2013,2.7891249310130206e-09,1.1156500168141292e-09
2014,4.547434873103384e-09,1.0827225782605865e-09
2015,5.984753581600444e-09,4.433150790905671e-10
2016,5.59261792432153e-09,1.4499380585064614e-09
2017,4.528100561174142e-09,7.54683426862357e-10
2018,2.323319980845895e-09,1.5488800242380307e-09
2019,5.3570743396846865e-09,1.02039510174734e-09
