year,voulait_VERB ouvrir_VERB,voulait_VERB rouvrir_VERB
1916,2.7468654906215306e-08,0.0
1917,4.0575770299255964e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,4.235610262526279e-08,0.0
1920,2.2716694303426266e-08,7.572231730534895e-10
1921,2.120369302360814e-08,0.0
1922,3.098733003525922e-08,1.4755870969551665e-09
1923,2.1231896241147297e-08,1.0615948120573648e-09
1924,3.9964035636330664e-08,0.0
1925,2.0896537833436923e-08,3.299453377181294e-09
1926,3.78968714187522e-08,0.0
1927,4.0137209111890115e-08,0.0
1928,2.8565102283550914e-08,3.4278122562625413e-09
1929,4.121950425428622e-08,3.342121912552898e-09
1930,2.4158287814657342e-08,6.302162347537887e-09
1931,3.079446386777818e-08,0.0
1932,2.301502632917618e-08,1.0959536611565568e-09
1933,2.7529589274877253e-08,0.0
1934,2.995395220750652e-08,0.0
1935,2.8723881939640705e-08,3.590485242455088e-09
1936,2.3036957230715416e-08,0.0
1937,2.895957251780601e-08,0.0
1938,1.9447821131279852e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,4.1391576388605245e-08,2.178504043826024e-09
1946,3.480275978517966e-08,9.744772988540262e-09
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,3.587722829934137e-08,1.0871887834440486e-09
1949,2.9451024730065e-08,2.945102384188658e-09
1950,2.5524867552917385e-08,0.0
1951,1.8124383771578323e-08,4.264560704569931e-09
1952,2.1089608281954497e-08,0.0
1953,2.8011951869189033e-08,1.0773827385790469e-09
1954,2.443134050622575e-08,1.9545072227344917e-09
1955,2.9095383879962355e-08,5.631364707880948e-09
1956,1.657016923672927e-08,3.488456634670456e-09
1957,2.3854601849393475e-08,0.0
1958,1.7371711180658167e-08,0.0
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,2.422291700554524e-08,6.920833350854139e-10
1961,2.779263752472616e-08,0.0
1962,1.9660065575521912e-08,3.805173953708163e-09
1963,2.392439668597035e-08,6.466053248388448e-10
1964,1.3384730657151067e-08,2.4335873316516654e-09
1965,2.5718604135249734e-08,1.6416130677043839e-09
1966,3.0464910594218964e-08,5.539074754423723e-10
1967,2.859594694371026e-08,4.930335584241163e-10
1968,2.0211372131484495e-08,1.7965663401398047e-09
1969,2.043791091921321e-08,4.5417578031781147e-10
1970,1.3796174869185052e-08,2.2993624781975086e-09
1971,1.9012070140433934e-08,1.541519245584766e-09
1972,2.61637485010624e-08,3.0780880067027283e-09
1973,2.0398854161385316e-08,3.859242703185828e-09
1974,3.2628314272642456e-08,0.0
1975,2.1132477101559743e-08,0.0
1976,3.370981005446083e-08,2.285410749536254e-09
1977,3.349765620441758e-08,1.7630346071939584e-09
1978,2.3762364520507617e-08,5.940591352171509e-10
1979,1.9896710057309974e-08,0.0
1980,2.4446148216838992e-08,5.685150683554241e-10
1981,2.84649726012276e-08,6.325549528618524e-10
1982,3.289976291398489e-08,1.2415004579935385e-09
1983,2.7787390166622572e-08,3.157658134966823e-09
1984,2.667543874679268e-08,2.8995041922996734e-09
1985,2.8273122509858695e-08,2.4062232206745193e-09
1986,1.4386765556650971e-08,2.997242676272549e-09
1987,2.810975807676641e-08,4.277571630240118e-09
1988,2.7584148298842592e-08,0.0
1989,2.57941739079115e-08,5.488122178931576e-10
1990,3.3236769780842224e-08,2.179460389939436e-09
1991,2.8135033858234237e-08,1.7584396161396398e-09
1992,2.644773289262048e-08,5.509944167592096e-10
1993,1.550978012687665e-08,5.539207426075166e-10
1994,2.4264663167627987e-08,0.0
1995,2.331653803366862e-08,1.626735190995987e-09
1996,2.989331449043675e-08,2.6690460952494277e-09
1997,2.4453962410575514e-08,1.438468344439059e-09
1998,3.814503202193009e-08,9.536258449571733e-10
1999,3.290544725587097e-08,1.3710603763428253e-09
2000,2.4299172451947015e-08,1.3254094488601709e-09
2001,3.417345340039901e-08,1.7524847129024579e-09
2002,3.417352800738627e-08,3.066854992184176e-09
2003,3.166861262116072e-08,1.2500769308587678e-09
2004,3.479784993487556e-08,4.404791253964646e-10
2005,2.9274373147814003e-08,3.1526248278623825e-09
2006,3.088417344088157e-08,2.8825228870488218e-09
2007,3.595031472514165e-08,7.988958938831558e-10
2008,4.470311765203405e-08,0.0
2009,3.7191902890754136e-08,4.76819250749827e-10
2010,4.109699958121382e-08,4.723793023408973e-10
2011,4.053410407323099e-08,4.206369030868018e-09
2012,4.629783845189195e-08,3.063827413996023e-09
2013,5.020424964641279e-08,1.9523875849358774e-09
2014,6.344754410747555e-08,2.165445156521173e-09
2015,5.8295931637530884e-08,1.7732603163622684e-09
2016,5.861892304892535e-08,3.1070099826280284e-09
2017,5.2073154677145794e-08,1.509366853724714e-09
2018,6.78925715646983e-08,3.0977600484760615e-09
2019,5.459113694428197e-08,1.53059265262101e-09
