year,pouvait_VERB ouvrir_VERB,pouvait_VERB rouvrir_VERB
1977,7.345977337536169e-08,1.1753563677885381e-09
1978,7.069303364914958e-08,1.1881182704343018e-09
1979,6.261611673608058e-08,5.851973350345929e-10
1980,6.026260024327712e-08,3.411090521154847e-09
1981,5.503228095449231e-08,1.8976649140967083e-09
1982,7.945602931158646e-08,1.8622506869903077e-09
1983,7.515225775023282e-08,5.68378455412244e-09
1984,6.900820181954259e-08,5.799008495621649e-10
1985,8.060847989099784e-08,1.8046674155058895e-09
1986,6.65387887011093e-08,4.196139880008332e-09
1987,5.927492452428851e-08,0.0
1988,7.015967895540598e-08,1.1993107618124554e-09
1989,7.848014860201147e-08,1.6464366536794728e-09
1990,7.464652185262821e-08,2.724325431913144e-09
1991,7.092372555916882e-08,1.1722930404189924e-09
1992,8.871010237498922e-08,1.65298330578878e-09
1993,6.480872372094382e-08,5.539207426075166e-10
1994,6.013416253836112e-08,2.637463358823311e-09
1995,6.01892011786731e-08,3.795715741716776e-09
1996,7.740233343156433e-08,2.6690460952494277e-09
1997,7.240290500476476e-08,1.917957792585412e-09
1998,8.630313885760188e-08,1.9072516899143466e-09
1999,7.90644776316185e-08,0.0
2000,7.422293180070483e-08,4.418031274155965e-09
2001,7.097563070601609e-08,2.190605918883648e-09
2002,6.878517666564221e-08,3.504977197366088e-09
2003,7.542130475712838e-08,2.083461403401543e-09
2004,8.369103454697324e-08,1.7619165015858584e-09
2005,7.16096195674254e-08,9.007499190971657e-10
2006,7.865169493470603e-08,1.6471559671771274e-09
2007,8.188683153775855e-08,3.994479413904628e-09
2008,8.685177022016433e-08,4.6831836186811415e-09
2009,8.725792355335216e-08,1.907277002999308e-09
2010,9.400348233157274e-08,4.2514138876015295e-09
2011,1.0286484553034825e-07,3.823971805871906e-09
2012,1.4536159653744107e-07,1.0212758416727752e-09
2013,1.4977601381360728e-07,3.3469500504423877e-09
2014,1.6110912781641673e-07,3.897801192920269e-09
2015,1.4186082353262464e-07,5.763096222466402e-09
2016,1.4167966355671524e-07,3.5212781579474495e-09
2017,1.438929615460438e-07,4.024978128569501e-09
2018,1.4843433859823563e-07,5.421080029321956e-09
2019,1.369880493484743e-07,3.826481798085979e-09
