year,faut_VERB assembler_VERB,faut_VERB rassembler_VERB
1849,8.379414495607307e-09,1.5920887719289567e-08
1850,5.431196825611551e-09,2.5798184921654865e-08
1851,8.384270167027807e-09,3.8696633453128015e-08
1852,1.0416872697760482e-08,2.669323606596663e-08
1853,1.4332636411040767e-08,4.837264810930719e-08
1854,1.1430461910322265e-08,3.585008556683533e-08
1855,1.963566731433275e-08,1.963566731433275e-08
1856,6.73034605824796e-09,2.847454005916461e-08
1857,1.9526035899275485e-08,2.4407546206361985e-08
1858,7.34051397444091e-09,3.1808895073481835e-08
1859,6.619825576592575e-09,2.9025388315062628e-08
1860,5.492620580582752e-09,1.4189270203246451e-08
1861,9.903524222920623e-09,4.6688040100661965e-08
1862,1.1294965851504912e-08,2.801151488540654e-08
1863,6.493007020935693e-09,2.3974180862751382e-08
1864,5.274200631788517e-09,3.1165733105353866e-08
1865,1.6003271596787272e-08,3.0594488720225854e-08
1866,1.4596838404656864e-08,4.038458811805867e-08
1867,1.261730986357179e-08,3.494024269912188e-08
1868,3.013323279787983e-08,3.112120694481746e-08
1869,3.4184632902167778e-09,3.125452252561445e-08
1870,1.2614907340946502e-08,1.4335121534259088e-08
1871,1.5931766128574054e-08,2.6552942955504477e-08
1872,1.3908880269752899e-08,1.69325495846806e-08
1873,4.190203295451056e-09,1.6760813181804224e-08
1874,9.559374625212058e-09,3.764003864148435e-08
1875,9.154443425529735e-09,3.1468399441791917e-08
1876,1.5115036333668286e-08,4.836811839936672e-08
1877,1.1132669008873108e-08,2.288381928394756e-08
1878,9.058632954861423e-09,2.113680963589104e-08
1879,9.163987790827832e-09,2.443730195977878e-08
1880,1.1552122813895949e-08,2.759673911612026e-08
1881,6.2752567586699115e-09,1.1853263259808955e-08
1882,1.6638463051776853e-08,2.5956001792337702e-08
1883,6.319338829996468e-09,2.6541224329434954e-08
1884,1.8484751507230612e-08,3.630933420595284e-08
1885,1.353583467533781e-08,1.9981470700258797e-08
1886,7.744156427236248e-09,2.2587123282846733e-08
1887,5.223139698529167e-09,1.4363633837888301e-08
1888,8.876860135842435e-09,1.9655905347804037e-08
1889,8.14467782106476e-09,1.0650732740202784e-08
1890,1.1142456735058204e-08,2.1629475099871343e-08
1891,5.736798147637501e-09,1.466070642663908e-08
1892,1.2537024751679837e-08,1.4417578242387208e-08
1893,8.621783287310336e-09,1.1700991287000306e-08
1894,1.5123694296903523e-08,1.5753848003896564e-08
1895,1.1435367319734269e-08,2.1065151400989635e-08
1896,8.255840455717589e-09,1.3563166589847242e-08
1897,9.322741689743452e-09,1.3984112534615178e-08
1898,8.487532454637403e-09,2.093591255913907e-08
1899,9.949641111006713e-09,2.65323762960179e-08
1900,3.114631885736685e-09,1.9206897405865675e-08
1901,1.7325090695408107e-08,3.4650181390816215e-08
1902,9.820567470342212e-09,2.6024505217492333e-08
1903,8.100330184390714e-09,2.8621167658116065e-08
1904,6.449550227216605e-09,2.579820090886642e-08
1905,1.0837593933388234e-08,2.167518786677647e-08
1906,8.745113966313056e-09,1.9033482345776065e-08
1907,5.142843373384665e-10,2.0057088434555226e-08
1908,5.40252820258047e-09,1.0313916831705683e-08
1909,8.251475058784763e-09,3.135560788791736e-08
1910,1.2825961626106164e-08,2.4583092894658876e-08
1911,5.3203743632934675e-09,3.298632123005518e-08
1912,1.5628263128064646e-08,3.750783150735515e-08
1913,4.242391771214216e-09,3.075734156254839e-08
1914,6.696743604095445e-09,2.6117300322425763e-08
1915,1.1780762143587253e-08,4.7123048574349014e-08
1916,9.888715624128963e-09,2.966614687238689e-08
1917,1.0966424435210342e-09,4.7155623406069935e-08
1918,5.743188147278033e-09,8.614782132099208e-08
1919,1.012863304339362e-08,2.2098836538475553e-08
1920,4.543339038320937e-09,3.407504323149624e-08
1921,6.058197943303867e-09,4.998013380941302e-08
1922,1.1066902949607993e-08,2.0658220023506146e-08
1923,3.1847844361720945e-09,2.229349149729387e-08
1924,1.289162443462999e-09,1.804827398643738e-08
1925,3.299453510408057e-08,2.74954441437103e-08
1926,1.4489979882625903e-08,5.238685218955652e-08
1927,5.574612327308159e-09,2.7873062080630007e-08
1928,3.4278122562625413e-09,3.085031252680892e-08
1929,6.684243825105796e-09,2.785101571589621e-08
1930,6.302162347537887e-09,3.991369368350206e-08
1931,7.983749661377715e-09,3.193499864551086e-08
1932,1.0959536389520963e-08,2.6302888755935783e-08
1933,1.261772819560747e-08,2.867665571670841e-08
1934,4.7926320689839486e-09,2.3963160344919743e-08
1935,7.180970484910176e-09,3.949533677882755e-08
1936,3.6374143697059935e-09,3.8799086610197264e-08
1937,2.5182236296217297e-09,2.392312481447334e-08
1938,7.779128452511941e-09,5.4453899167583586e-08
1939,1.6823456405745674e-08,4.5882153187903896e-08
1940,1.0143131667916805e-08,2.2822046474857416e-08
1941,1.1806010391524069e-08,5.312704587367989e-08
1942,1.2136847082899749e-08,1.8205270180260413e-08
1943,8.709705845433291e-09,3.4838823381733164e-08
1944,1.927911696952833e-08,5.1410978585408884e-08
1945,4.357008087652048e-09,4.574858536443571e-08
1946,1.6705325123211878e-08,4.872386583087973e-08
1947,1.549713246618012e-08,4.649139739854036e-08
1948,6.523132700664291e-09,3.8051606310318675e-08
1949,1.1780409536754632e-08,5.104844191805569e-08
1950,1.2762433776458693e-08,3.296961992305114e-08
1951,1.0661401539380222e-08,5.117473023119601e-08
1952,5.272402070488624e-09,4.2179216563908994e-08
1953,5.386913581872932e-09,5.8178667217134716e-08
1954,5.863521668203475e-09,5.765796373680132e-08
1955,1.8771215692936494e-09,4.5050917663047585e-08
1956,4.360570571293465e-09,4.0117249966442614e-08
1957,6.184526224473075e-09,4.0641172205369e-08
1958,6.617794756635931e-09,3.22617488279775e-08
1959,1.5501495198577686e-08,5.1930008737599564e-08
1960,3.460416619915918e-09,4.3601250609981435e-08
1961,6.94815938118154e-09,4.446821932901912e-08
1962,5.7077609305622445e-09,5.5175021884679154e-08
1963,1.2285501505004959e-08,4.267594988505152e-08
1964,1.4601523545820783e-08,6.023128662491217e-08
1965,1.641613067704384e-08,5.964527360902139e-08
1966,1.163205709531212e-08,4.431259981174662e-08
1967,9.860671390526932e-09,4.7824254778561226e-08
1968,8.982831367632116e-09,4.8058151236318736e-08
1969,7.72098829315837e-09,5.7226149152711514e-08
1970,1.609553734738256e-08,5.6104443757476474e-08
1971,1.0790635052160269e-08,4.8300936583700604e-08
1972,6.156176013405457e-09,5.284051241005727e-08
1973,9.923766697284009e-09,5.678599990233124e-08
1974,1.2376257352286757e-08,4.2754344065087935e-08
1975,3.4268881066168433e-09,4.968987710185502e-08
1976,9.141642998145016e-09,5.999203267492703e-08
1977,7.639816779203557e-09,5.9355496517810025e-08
1978,1.128712323605896e-08,5.584155715609995e-08
1979,6.437170796402825e-09,5.734933949952392e-08
1980,7.390696055153967e-09,5.6851508389854644e-08
1981,1.0753434587229549e-08,5.503228095449231e-08
1982,4.345251713999687e-09,5.524676893742253e-08
1983,5.052252838311233e-09,5.810090897284681e-08
1984,1.5077421977593986e-08,7.364740639559386e-08
1985,1.8648229627160617e-08,6.556957998782309e-08
1986,1.019062523255343e-08,5.6947612847579876e-08
1987,2.4443267410134695e-09,6.233032934233051e-08
1988,1.6190695006912392e-08,6.296381371839743e-08
1989,9.329808037250586e-09,5.8722907425590165e-08
1990,1.5256222951620657e-08,4.9582723704588716e-08
1991,4.10302547493302e-09,7.385445854879436e-08
1992,5.509944056569793e-09,6.005839026101967e-08
1993,9.970573700002205e-09,6.647049133334804e-08
1994,8.439882570598911e-09,7.01565241456592e-08
1995,7.0491861237087505e-09,7.266083912327304e-08
1996,7.473328622609188e-09,6.352329506853494e-08
1997,1.2946214766884623e-08,6.425158716183432e-08
1998,1.3350762273489636e-08,7.199874829666442e-08
1999,1.0054442611817649e-08,6.809599994994642e-08
2000,5.3016377954406835e-09,5.6992607966321884e-08
2001,1.2267393323384113e-08,6.659441709189196e-08
2002,9.200564754507923e-09,5.958461102295587e-08
2003,1.583430631058036e-08,5.625345878002008e-08
2004,9.250062049659391e-09,5.90242024145482e-08
2005,1.1259373877692269e-08,7.251036748812112e-08
2006,7.412201963319376e-09,6.01211951334335e-08
2007,1.078509459517818e-08,8.747910129613956e-08
2008,1.0217855006544596e-08,6.471308466871051e-08
2009,1.2874119548200724e-08,6.055604728771868e-08
2010,9.447585824773341e-09,6.377120342904163e-08
2011,1.644307978665438e-08,6.844909705705504e-08
2012,1.3617010630184723e-08,7.114888234127648e-08
2013,1.6455837581474952e-08,5.1040988324757564e-08
2014,1.017759210242275e-08,6.539644203940043e-08
2015,1.1526192444932803e-08,5.4084438261270407e-08
2016,8.492493819289848e-09,5.302630512460382e-08
2017,8.049956257139002e-09,6.138091634966258e-08
2018,7.744399788123246e-09,6.660184226348065e-08
2019,1.1734544003161318e-08,5.9438015398427524e-08
