year,peut_VERB échauffer_VERB,peut_VERB réchauffer_VERB
1971,5.138397263237948e-09,7.193756701440179e-09
1972,7.182205497002769e-09,8.208234980600082e-09
1973,1.6539611902288698e-09,4.9618833486420044e-09
1974,3.937900228123681e-09,9.00091468025721e-09
1975,5.711480177694739e-10,1.1994108817248161e-08
1976,3.4281160132820787e-09,5.713526984862938e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,1.1881182704343018e-09,7.72276909088987e-09
1979,1.1703946700691858e-09,5.851973128301324e-09
1980,3.411090521154847e-09,5.116635559687666e-09
1981,0.0,8.223214109648325e-09
1982,3.1037510339615437e-09,1.0552754226011984e-08
1983,1.89459470334441e-09,9.47297440490047e-09
1984,5.799008384599347e-09,5.799008384599347e-09
1985,0.0,4.812446441349039e-09
1986,3.5966913891627428e-09,7.792831269171074e-09
1987,6.110816852533674e-10,3.0554083707556856e-09
1988,4.197587610832443e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,4.390497743145261e-09
1990,3.814055737905164e-09,4.90378582185258e-09
1991,8.20605094986604e-09,8.7921980806982e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,4.4313659408601325e-09,5.539207315052863e-09
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,5.964695848348356e-09,6.506940763983948e-09
1996,1.067618438099771e-09,6.939520069693117e-09
1997,3.3564262480467733e-09,8.630809844589749e-09
1998,2.86087753487152e-09,5.72175506974304e-09
1999,3.656160929565999e-09,5.0272213059088244e-09
2000,5.3016377954406835e-09,5.743440834038438e-09
2001,2.6287270138425356e-09,3.5049694258049158e-09
2002,3.504977197366088e-09,6.571832411594869e-09
2003,8.333845835650777e-10,7.91715315529018e-09
2004,1.3214374039449694e-09,8.80958239690699e-09
2005,1.8014998381943315e-09,8.106749049829887e-09
2006,4.941467679486777e-09,4.941467679486777e-09
2007,3.994479413904628e-09,7.190063211481856e-09
2008,2.554463751636149e-09,7.663391698997657e-09
2009,4.291373478793048e-09,4.76819250749827e-09
2010,4.2514138876015295e-09,7.085689368580006e-09
2011,3.059177577924288e-09,1.0324724186716594e-08
2012,2.0425516833455504e-09,1.1234034147378225e-08
2013,1.6734750252211938e-09,1.0040849929282558e-08
2014,2.5985342766432495e-09,1.3209215943277286e-08
2015,2.438232948875907e-09,1.2856137487915476e-08
2016,5.799752234025846e-09,1.491364898242864e-08
2017,1.7609279590047322e-09,1.1320251402935355e-08
2018,2.581466596041082e-09,1.2649186587054828e-08
2019,1.53059265262101e-09,9.94885240857002e-09
