year,devait_VERB entrer_VERB,devait_VERB rentrer_VERB
1874,3.0769237469030486e-07,1.4159823535919713e-07
1875,2.7062822027801303e-07,1.418938779806922e-07
1876,3.023007479896478e-07,9.25040239962982e-08
1877,2.7831671900457877e-07,1.2184086983779707e-07
1878,2.439791728647833e-07,1.038723240753825e-07
1879,3.5617367188933713e-07,1.4906753165178088e-07
1880,3.0548949325748254e-07,1.296404974482357e-07
1881,2.433405086321727e-07,1.0946836681569039e-07
1882,2.7353632958693197e-07,1.0315847021047375e-07
1883,2.742593210314226e-07,1.4850446916625515e-07
1884,2.8453314371290617e-07,1.0562715146988921e-07
1885,2.6556020316093054e-07,1.2826815520838863e-07
1886,2.800803429181542e-07,1.729528378291434e-07
1887,3.120825908808911e-07,1.351487384226857e-07
1888,2.612333389606647e-07,1.204716824076968e-07
1889,2.9759399922113516e-07,1.0776034997661554e-07
1890,2.628308948260383e-07,1.3567580481321784e-07
1891,2.651675572451495e-07,1.217476039983012e-07
1892,2.795756586237985e-07,1.3790727848572715e-07
1893,2.4695250999684504e-07,1.1023565349432829e-07
1894,2.993231191794621e-07,1.1405786182194788e-07
1895,2.341241014391926e-07,1.612988711485741e-07
1896,3.2256747317660484e-07,1.1086414275496281e-07
1897,2.8434362775442423e-07,1.1769961361096648e-07
1898,3.168678688325599e-07,1.3636635287639365e-07
1899,3.4160433415308944e-07,1.210539721796522e-07
1900,2.652628268151602e-07,1.251043784122885e-07
1901,3.146460016978381e-07,1.1959900803049095e-07
1902,2.298012873325206e-07,8.543894125523366e-08
1903,2.802714220706548e-07,1.0152414375852459e-07
1904,2.413206630080822e-07,9.298101844024131e-08
1905,2.6010226861217234e-07,1.0063480004873782e-07
1906,2.8447340127968346e-07,1.3374879870298173e-07
1907,2.494278987796861e-07,1.2034253416004503e-07
1908,2.6472386593923147e-07,1.1050625658981517e-07
1909,2.744990865721775e-07,1.1277015943278457e-07
1910,2.287296467784472e-07,1.191745582218573e-07
1911,2.787876098864217e-07,1.0853563026103075e-07
1912,2.9276947088874294e-07,1.2710987107311666e-07
1913,2.253770645666009e-07,1.2355965850474604e-07
1914,2.665304066340468e-07,1.4531933345551806e-07
1915,2.9805326562382106e-07,1.1662954335633913e-07
1916,2.395266847088351e-07,1.373432780837902e-07
1917,2.0836206715557637e-07,7.347504293875318e-08
1918,2.9290259817571496e-07,1.5851199464123056e-07
1919,3.5726452551898547e-07,1.3167223755772284e-07
1920,2.521553028600465e-07,8.556622077549036e-08
1921,2.438424644424231e-07,9.314479143540666e-08
1922,2.9364181841629033e-07,1.1140682687482695e-07
1923,2.8132262741564773e-07,1.879022875073133e-07
1924,2.604108146897488e-07,1.0957880647310958e-07
1925,3.486422315290838e-07,1.2207976851641433e-07
1926,2.8422653031157097e-07,1.415559580664194e-07
1927,2.9322461614356143e-07,1.516294645398375e-07
1928,2.7308237804390956e-07,1.3825510336573643e-07
1929,3.119313873867213e-07,1.381410328349375e-07
1930,3.2876278055482544e-07,1.23942527352483e-07
1931,2.9083659569550946e-07,1.0835088914973312e-07
1932,2.980993940582266e-07,1.4137802395453036e-07
1933,3.418257392695523e-07,1.4797154790358036e-07
1934,3.0433213282776705e-07,9.345632179247332e-08
1935,2.8484515723903314e-07,1.0173041431471574e-07
1936,2.643187713147199e-07,1.0184760412812466e-07
1937,2.3671302074035339e-07,1.1457917281632035e-07
1938,2.748625433923735e-07,1.0761127811065307e-07
1939,2.477636087405699e-07,1.3611705185212486e-07
1940,2.3075624255852745e-07,9.382397081481031e-08
1941,2.390717099842732e-07,1.121570960549434e-07
1942,2.5790799895730743e-07,1.153000468434584e-07
1943,2.3516204805673624e-07,1.6548440839869727e-07
1944,2.3134940363433998e-07,1.5101974781828176e-07
1945,2.614204959172639e-07,1.6556630555442098e-07
1946,3.062642974782648e-07,1.1972149138728128e-07
1947,3.194793407601537e-07,1.1205618477561075e-07
1948,2.75058766874281e-07,1.2611390332040173e-07
1949,2.925468436387746e-07,9.522498345404529e-08
1950,2.456768584124802e-07,1.1273483124796257e-07
1951,2.8252713946130825e-07,1.3966436540613358e-07
1952,2.1511399950213672e-07,1.413003758443665e-07
1953,2.7796474455499265e-07,1.0558350993505883e-07
1954,2.2867735083309526e-07,1.3681550115052232e-07
1955,2.534114003083232e-07,1.1450441661509103e-07
1956,2.302381432173206e-07,1.0378158776802593e-07
1957,2.2971097735080548e-07,1.0336994193949067e-07
1958,2.3658616044031078e-07,1.166386311979295e-07
1959,2.317473644097845e-07,9.688434943200264e-08
1960,2.4568959133830504e-07,1.0519666915342896e-07
1961,2.508285490421258e-07,9.518978316691573e-08
1962,2.517756740871846e-07,1.0273969053287146e-07
1963,2.2049241010790865e-07,1.0992290810918348e-07
1964,1.9833736075725028e-07,1.216793634739588e-07
1965,2.3310904850859515e-07,1.006855967489173e-07
1966,2.5701305617076287e-07,9.970334247100254e-08
1967,2.248232959800589e-07,8.036447241011047e-08
1968,2.5017186544573633e-07,1.1093796814520829e-07
1969,2.121000903798631e-07,9.083515806196374e-08
1970,2.382139570045183e-07,1.0255156723815162e-07
1971,2.0861894256540836e-07,9.403267142715777e-08
1972,1.9494558500809944e-07,7.643918564781416e-08
1973,2.183228673402482e-07,8.269805817917586e-08
1974,2.435872659134475e-07,8.213334723450316e-08
1975,1.9247687532697455e-07,8.624335379181503e-08
1976,1.7197716317696177e-07,7.998937689990271e-08
1977,2.2743145677850407e-07,8.756404668019968e-08
1978,2.0198010020067159e-07,7.603956930779532e-08
1979,2.071598572683797e-07,9.012038759692587e-08
1980,2.097820583912835e-07,8.641428905775683e-08
1981,1.9166415654581215e-07,7.653915190530824e-08
1982,1.6636106181522337e-07,8.255977945736959e-08
1983,2.1408921213605936e-07,7.704685600629091e-08
1984,2.0818440304992691e-07,8.176601795639726e-08
1985,1.882869611335991e-07,7.940536761452677e-08
1986,1.7144228081633628e-07,7.672941393366273e-08
1987,1.73547192616752e-07,8.005169860325623e-08
1988,2.24271119009245e-07,7.675588875599715e-08
1989,1.8330328543925134e-07,1.0756719603932652e-07
1990,1.56376287918647e-07,8.336436252420754e-08
1991,1.4829507222202665e-07,8.674968654531767e-08
1992,1.443605412987381e-07,7.107828281505135e-08
1993,1.7947031949461234e-07,9.139692025428303e-08
1994,1.687976549646919e-07,8.176136390147803e-08
1995,1.680959798022741e-07,6.832288335090198e-08
1996,1.5053420554522745e-07,9.555184732334965e-08
1997,1.4049041396901885e-07,9.206197404409977e-08
1998,1.5353376170423871e-07,9.44089606491616e-08
1999,1.6087108178908238e-07,8.134958306982298e-08
2000,1.5330569169691444e-07,9.542947765339704e-08
2001,1.3888441685594444e-07,1.0996841837140892e-07
2002,1.4282781535257527e-07,9.770123909902395e-08
2003,1.6000984714992228e-07,1.025063056658837e-07
2004,1.3786996078124503e-07,1.0615546841563628e-07
2005,1.4411997995011916e-07,1.225019872208577e-07
2006,1.3630216244564508e-07,1.0088830038057495e-07
2007,1.4659740088518447e-07,1.6257531854080298e-07
2008,1.5454506296919135e-07,1.7370354044032865e-07
2009,1.4113849999830563e-07,2.0074089945865126e-07
2010,1.610813455954485e-07,2.5697434580251866e-07
2011,1.4531093484038138e-07,2.7264920277048077e-07
2012,1.6953178771927924e-07,3.2612740596960066e-07
2013,1.8742920815384423e-07,3.4306236784686917e-07
2014,2.405809595984465e-07,4.05587883278713e-07
2015,2.1833267283000168e-07,3.7083304960106034e-07
2016,2.1707643327317783e-07,3.5067787962361763e-07
2017,1.6376630185277463e-07,3.6249960544409987e-07
2018,1.9335185186264425e-07,4.0451584482070757e-07
2019,2.1861964683012047e-07,3.7652580431313254e-07
